context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	Gel Magic: Sticky Salamander!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Gel Magic: Sticky Salamander! response:	Mine!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Gel Magic: Sticky Salamander!\Mine! response:	Remember this, Magic Knights.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Gel Magic: Sticky Salamander!\Mine!\Remember this, Magic Knights. response:	We are the Eye of the Midnight Sun...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Gel Magic: Sticky Salamander!\Mine!\Remember this, Magic Knights.\We are the Eye of the Midnight Sun... response:	The ones who will destroy the Clover Kingdom.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Gel Magic: Sticky Salamander!\Mine!\Remember this, Magic Knights.\We are the Eye of the Midnight Sun...\The ones who will destroy the Clover Kingdom. response:	Asta!
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Gel Magic: Sticky Salamander!\Mine!\Remember this, Magic Knights.\We are the Eye of the Midnight Sun...\The ones who will destroy the Clover Kingdom.\Asta! response:	I've been waiting for you.
context: He was called the Wizard King, and he became a legend.\Gel Magic: Sticky Salamander!\Mine!\Remember this, Magic Knights.\We are the Eye of the Midnight Sun...\The ones who will destroy the Clover Kingdom.\Asta!\I've been waiting for you. response:	H-He's...
context: Gel Magic: Sticky Salamander!\Mine!\Remember this, Magic Knights.\We are the Eye of the Midnight Sun...\The ones who will destroy the Clover Kingdom.\Asta!\I've been waiting for you.\H-He's... response:	The Wizard King, Julius Novachrono?!
context: Mine!\Remember this, Magic Knights.\We are the Eye of the Midnight Sun...\The ones who will destroy the Clover Kingdom.\Asta!\I've been waiting for you.\H-He's...\The Wizard King, Julius Novachrono?! response:	Kill him!
context: Remember this, Magic Knights.\We are the Eye of the Midnight Sun...\The ones who will destroy the Clover Kingdom.\Asta!\I've been waiting for you.\H-He's...\The Wizard King, Julius Novachrono?!\Kill him! response:	I-Impossible!
context: We are the Eye of the Midnight Sun...\The ones who will destroy the Clover Kingdom.\Asta!\I've been waiting for you.\H-He's...\The Wizard King, Julius Novachrono?!\Kill him!\I-Impossible! response:	I killed them.
context: The ones who will destroy the Clover Kingdom.\Asta!\I've been waiting for you.\H-He's...\The Wizard King, Julius Novachrono?!\Kill him!\I-Impossible!\I killed them. response:	It would've been too difficult with your numbers.
context: Asta!\I've been waiting for you.\H-He's...\The Wizard King, Julius Novachrono?!\Kill him!\I-Impossible!\I killed them.\It would've been too difficult with your numbers. response:	How about it? I'll let one of you survive, so why not surrender?
context: I've been waiting for you.\H-He's...\The Wizard King, Julius Novachrono?!\Kill him!\I-Impossible!\I killed them.\It would've been too difficult with your numbers.\How about it? I'll let one of you survive, so why not surrender? response:	It'll be first come, first served.
context: H-He's...\The Wizard King, Julius Novachrono?!\Kill him!\I-Impossible!\I killed them.\It would've been too difficult with your numbers.\How about it? I'll let one of you survive, so why not surrender?\It'll be first come, first served. response:	Don't underestimate us!
context: The Wizard King, Julius Novachrono?!\Kill him!\I-Impossible!\I killed them.\It would've been too difficult with your numbers.\How about it? I'll let one of you survive, so why not surrender?\It'll be first come, first served.\Don't underestimate us! response:	How is he moving like that?! I can't keep up!
context: Kill him!\I-Impossible!\I killed them.\It would've been too difficult with your numbers.\How about it? I'll let one of you survive, so why not surrender?\It'll be first come, first served.\Don't underestimate us!\How is he moving like that?! I can't keep up! response:	I guess I don't have a choice.
context: I-Impossible!\I killed them.\It would've been too difficult with your numbers.\How about it? I'll let one of you survive, so why not surrender?\It'll be first come, first served.\Don't underestimate us!\How is he moving like that?! I can't keep up!\I guess I don't have a choice. response:	I might be able to handle these numbers.
context: I killed them.\It would've been too difficult with your numbers.\How about it? I'll let one of you survive, so why not surrender?\It'll be first come, first served.\Don't underestimate us!\How is he moving like that?! I can't keep up!\I guess I don't have a choice.\I might be able to handle these numbers. response:	Time Binding Magic: Chrono Stasis.
context: It would've been too difficult with your numbers.\How about it? I'll let one of you survive, so why not surrender?\It'll be first come, first served.\Don't underestimate us!\How is he moving like that?! I can't keep up!\I guess I don't have a choice.\I might be able to handle these numbers.\Time Binding Magic: Chrono Stasis. response:	What... is this?
context: How about it? I'll let one of you survive, so why not surrender?\It'll be first come, first served.\Don't underestimate us!\How is he moving like that?! I can't keep up!\I guess I don't have a choice.\I might be able to handle these numbers.\Time Binding Magic: Chrono Stasis.\What... is this? response:	I can't move...
context: It'll be first come, first served.\Don't underestimate us!\How is he moving like that?! I can't keep up!\I guess I don't have a choice.\I might be able to handle these numbers.\Time Binding Magic: Chrono Stasis.\What... is this?\I can't move... response:	I guess I was able to restrain all of you.
context: Don't underestimate us!\How is he moving like that?! I can't keep up!\I guess I don't have a choice.\I might be able to handle these numbers.\Time Binding Magic: Chrono Stasis.\What... is this?\I can't move...\I guess I was able to restrain all of you. response:	Were you more worn out than I thought?
context: How is he moving like that?! I can't keep up!\I guess I don't have a choice.\I might be able to handle these numbers.\Time Binding Magic: Chrono Stasis.\What... is this?\I can't move...\I guess I was able to restrain all of you.\Were you more worn out than I thought? response:	Ow...
context: I guess I don't have a choice.\I might be able to handle these numbers.\Time Binding Magic: Chrono Stasis.\What... is this?\I can't move...\I guess I was able to restrain all of you.\Were you more worn out than I thought?\Ow... response:	Hey there, Asta.
context: I might be able to handle these numbers.\Time Binding Magic: Chrono Stasis.\What... is this?\I can't move...\I guess I was able to restrain all of you.\Were you more worn out than I thought?\Ow...\Hey there, Asta. response:	We seem to be connected by fate somehow.
context: Time Binding Magic: Chrono Stasis.\What... is this?\I can't move...\I guess I was able to restrain all of you.\Were you more worn out than I thought?\Ow...\Hey there, Asta.\We seem to be connected by fate somehow. response:	R-Right...
context: What... is this?\I can't move...\I guess I was able to restrain all of you.\Were you more worn out than I thought?\Ow...\Hey there, Asta.\We seem to be connected by fate somehow.\R-Right... response:	You want to become the Wizard King someday, right?
context: I can't move...\I guess I was able to restrain all of you.\Were you more worn out than I thought?\Ow...\Hey there, Asta.\We seem to be connected by fate somehow.\R-Right...\You want to become the Wizard King someday, right? response:	In that case, watch carefully and don't look away.
context: I guess I was able to restrain all of you.\Were you more worn out than I thought?\Ow...\Hey there, Asta.\We seem to be connected by fate somehow.\R-Right...\You want to become the Wizard King someday, right?\In that case, watch carefully and don't look away. response:	This is only a small fraction of what you'll have to surpass.
context: Were you more worn out than I thought?\Ow...\Hey there, Asta.\We seem to be connected by fate somehow.\R-Right...\You want to become the Wizard King someday, right?\In that case, watch carefully and don't look away.\This is only a small fraction of what you'll have to surpass. response:	Something's coming?
context: Ow...\Hey there, Asta.\We seem to be connected by fate somehow.\R-Right...\You want to become the Wizard King someday, right?\In that case, watch carefully and don't look away.\This is only a small fraction of what you'll have to surpass.\Something's coming? response:	That's blinding!
context: Hey there, Asta.\We seem to be connected by fate somehow.\R-Right...\You want to become the Wizard King someday, right?\In that case, watch carefully and don't look away.\This is only a small fraction of what you'll have to surpass.\Something's coming?\That's blinding! response:	What is this light?!
context: We seem to be connected by fate somehow.\R-Right...\You want to become the Wizard King someday, right?\In that case, watch carefully and don't look away.\This is only a small fraction of what you'll have to surpass.\Something's coming?\That's blinding!\What is this light?! response:	I would always close my eyes
context: R-Right...\You want to become the Wizard King someday, right?\In that case, watch carefully and don't look away.\This is only a small fraction of what you'll have to surpass.\Something's coming?\That's blinding!\What is this light?!\I would always close my eyes response:	And cower at reality
context: You want to become the Wizard King someday, right?\In that case, watch carefully and don't look away.\This is only a small fraction of what you'll have to surpass.\Something's coming?\That's blinding!\What is this light?!\I would always close my eyes\And cower at reality response:	I can't stand the idea
context: In that case, watch carefully and don't look away.\This is only a small fraction of what you'll have to surpass.\Something's coming?\That's blinding!\What is this light?!\I would always close my eyes\And cower at reality\I can't stand the idea response:	Of just making excuses to give up
context: This is only a small fraction of what you'll have to surpass.\Something's coming?\That's blinding!\What is this light?!\I would always close my eyes\And cower at reality\I can't stand the idea\Of just making excuses to give up response:	Stand right there
context: Something's coming?\That's blinding!\What is this light?!\I would always close my eyes\And cower at reality\I can't stand the idea\Of just making excuses to give up\Stand right there response:	I don't want to be near you
context: That's blinding!\What is this light?!\I would always close my eyes\And cower at reality\I can't stand the idea\Of just making excuses to give up\Stand right there\I don't want to be near you response:	Any minute now
context: What is this light?!\I would always close my eyes\And cower at reality\I can't stand the idea\Of just making excuses to give up\Stand right there\I don't want to be near you\Any minute now response:	Just wait right there
context: I would always close my eyes\And cower at reality\I can't stand the idea\Of just making excuses to give up\Stand right there\I don't want to be near you\Any minute now\Just wait right there response:	(The decisive battle is still a long way off)
context: And cower at reality\I can't stand the idea\Of just making excuses to give up\Stand right there\I don't want to be near you\Any minute now\Just wait right there\(The decisive battle is still a long way off) response:	Black and blue
context: I can't stand the idea\Of just making excuses to give up\Stand right there\I don't want to be near you\Any minute now\Just wait right there\(The decisive battle is still a long way off)\Black and blue response:	I'll give up on giving up
context: Of just making excuses to give up\Stand right there\I don't want to be near you\Any minute now\Just wait right there\(The decisive battle is still a long way off)\Black and blue\I'll give up on giving up response:	And get the world on my side
context: Stand right there\I don't want to be near you\Any minute now\Just wait right there\(The decisive battle is still a long way off)\Black and blue\I'll give up on giving up\And get the world on my side response:	I'm looking for the reason I'm alive
