context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth response:	To awaken us, the young mankind,
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind, response:	the Light struck
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck response:	Macross! Macross!
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise response:	and fight to protect their loved ones
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones response:	Will set out on their journey as the war rages on.
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on. response:	Will you love me tomorrow?
context: a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow? response:	Slicing through the darkness they fly toward
context: To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward response:	that blue planet that shines in the distance
context: the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance response:	Macross! Macross!
context: Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross! response:	Macross!
context: The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross! response:	BYE-BYE MARS
context: and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\BYE-BYE MARS response:	Life signs: negative.
context: Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\BYE-BYE MARS\Life signs: negative. response:	Energy readings: negative.
context: Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\BYE-BYE MARS\Life signs: negative.\Energy readings: negative. response:	Hmm. An abandoned base...
context: Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\BYE-BYE MARS\Life signs: negative.\Energy readings: negative.\Hmm. An abandoned base... response:	We have reached the friendly forces rendezvous point!
context: that blue planet that shines in the distance\Macross! Macross!\Macross!\BYE-BYE MARS\Life signs: negative.\Energy readings: negative.\Hmm. An abandoned base...\We have reached the friendly forces rendezvous point! response:	Commander Britai, which forces shall we be meeting up with?
context: Macross! Macross!\Macross!\BYE-BYE MARS\Life signs: negative.\Energy readings: negative.\Hmm. An abandoned base...\We have reached the friendly forces rendezvous point!\Commander Britai, which forces shall we be meeting up with? response:	The 109th Branch of the main Bodol Fleet,
context: Macross!\BYE-BYE MARS\Life signs: negative.\Energy readings: negative.\Hmm. An abandoned base...\We have reached the friendly forces rendezvous point!\Commander Britai, which forces shall we be meeting up with?\The 109th Branch of the main Bodol Fleet, response:	7th Sector Armored Division.
context: BYE-BYE MARS\Life signs: negative.\Energy readings: negative.\Hmm. An abandoned base...\We have reached the friendly forces rendezvous point!\Commander Britai, which forces shall we be meeting up with?\The 109th Branch of the main Bodol Fleet,\7th Sector Armored Division. response:	But that would be... Surely you don't mean...!
context: Life signs: negative.\Energy readings: negative.\Hmm. An abandoned base...\We have reached the friendly forces rendezvous point!\Commander Britai, which forces shall we be meeting up with?\The 109th Branch of the main Bodol Fleet,\7th Sector Armored Division.\But that would be... Surely you don't mean...! response:	Kamujin Kravshera's group?!
context: Energy readings: negative.\Hmm. An abandoned base...\We have reached the friendly forces rendezvous point!\Commander Britai, which forces shall we be meeting up with?\The 109th Branch of the main Bodol Fleet,\7th Sector Armored Division.\But that would be... Surely you don't mean...!\Kamujin Kravshera's group?! response:	Well done as always, my Archivist.
context: Hmm. An abandoned base...\We have reached the friendly forces rendezvous point!\Commander Britai, which forces shall we be meeting up with?\The 109th Branch of the main Bodol Fleet,\7th Sector Armored Division.\But that would be... Surely you don't mean...!\Kamujin Kravshera's group?!\Well done as always, my Archivist. response:	You mustn't! Aren't you aware of his battle record?!
context: We have reached the friendly forces rendezvous point!\Commander Britai, which forces shall we be meeting up with?\The 109th Branch of the main Bodol Fleet,\7th Sector Armored Division.\But that would be... Surely you don't mean...!\Kamujin Kravshera's group?!\Well done as always, my Archivist.\You mustn't! Aren't you aware of his battle record?! response:	During Operation Mona, he became intoxicated and started a firefight,
context: Commander Britai, which forces shall we be meeting up with?\The 109th Branch of the main Bodol Fleet,\7th Sector Armored Division.\But that would be... Surely you don't mean...!\Kamujin Kravshera's group?!\Well done as always, my Archivist.\You mustn't! Aren't you aware of his battle record?!\During Operation Mona, he became intoxicated and started a firefight, response:	killing or wounding nearly everyone on board!
context: The 109th Branch of the main Bodol Fleet,\7th Sector Armored Division.\But that would be... Surely you don't mean...!\Kamujin Kravshera's group?!\Well done as always, my Archivist.\You mustn't! Aren't you aware of his battle record?!\During Operation Mona, he became intoxicated and started a firefight,\killing or wounding nearly everyone on board! response:	What's more, while he killed every last enemy in the Isulis Sector,
context: 7th Sector Armored Division.\But that would be... Surely you don't mean...!\Kamujin Kravshera's group?!\Well done as always, my Archivist.\You mustn't! Aren't you aware of his battle record?!\During Operation Mona, he became intoxicated and started a firefight,\killing or wounding nearly everyone on board!\What's more, while he killed every last enemy in the Isulis Sector, response:	he destroyed two friendly divisions in the process!
context: But that would be... Surely you don't mean...!\Kamujin Kravshera's group?!\Well done as always, my Archivist.\You mustn't! Aren't you aware of his battle record?!\During Operation Mona, he became intoxicated and started a firefight,\killing or wounding nearly everyone on board!\What's more, while he killed every last enemy in the Isulis Sector,\he destroyed two friendly divisions in the process! response:	Do you know what they call him now?
context: Kamujin Kravshera's group?!\Well done as always, my Archivist.\You mustn't! Aren't you aware of his battle record?!\During Operation Mona, he became intoxicated and started a firefight,\killing or wounding nearly everyone on board!\What's more, while he killed every last enemy in the Isulis Sector,\he destroyed two friendly divisions in the process!\Do you know what they call him now? response:	Kamujin the Ally Killer, you mean?
context: Well done as always, my Archivist.\You mustn't! Aren't you aware of his battle record?!\During Operation Mona, he became intoxicated and started a firefight,\killing or wounding nearly everyone on board!\What's more, while he killed every last enemy in the Isulis Sector,\he destroyed two friendly divisions in the process!\Do you know what they call him now?\Kamujin the Ally Killer, you mean? response:	Friendly forces are de-folding! Th... They're too close!
context: You mustn't! Aren't you aware of his battle record?!\During Operation Mona, he became intoxicated and started a firefight,\killing or wounding nearly everyone on board!\What's more, while he killed every last enemy in the Isulis Sector,\he destroyed two friendly divisions in the process!\Do you know what they call him now?\Kamujin the Ally Killer, you mean?\Friendly forces are de-folding! Th... They're too close! response:	What did I tell you? That damned Kamujin!
context: During Operation Mona, he became intoxicated and started a firefight,\killing or wounding nearly everyone on board!\What's more, while he killed every last enemy in the Isulis Sector,\he destroyed two friendly divisions in the process!\Do you know what they call him now?\Kamujin the Ally Killer, you mean?\Friendly forces are de-folding! Th... They're too close!\What did I tell you? That damned Kamujin! response:	It's always this way with him. I wash my hands of it!
context: killing or wounding nearly everyone on board!\What's more, while he killed every last enemy in the Isulis Sector,\he destroyed two friendly divisions in the process!\Do you know what they call him now?\Kamujin the Ally Killer, you mean?\Friendly forces are de-folding! Th... They're too close!\What did I tell you? That damned Kamujin!\It's always this way with him. I wash my hands of it! response:	Kamujin Kravshera, 7th Sector Armored Division, reporting for duty, sir.
context: What's more, while he killed every last enemy in the Isulis Sector,\he destroyed two friendly divisions in the process!\Do you know what they call him now?\Kamujin the Ally Killer, you mean?\Friendly forces are de-folding! Th... They're too close!\What did I tell you? That damned Kamujin!\It's always this way with him. I wash my hands of it!\Kamujin Kravshera, 7th Sector Armored Division, reporting for duty, sir. response:	We hit four ships. I win the bet!
context: he destroyed two friendly divisions in the process!\Do you know what they call him now?\Kamujin the Ally Killer, you mean?\Friendly forces are de-folding! Th... They're too close!\What did I tell you? That damned Kamujin!\It's always this way with him. I wash my hands of it!\Kamujin Kravshera, 7th Sector Armored Division, reporting for duty, sir.\We hit four ships. I win the bet! response:	That booze ration is mine!
context: Do you know what they call him now?\Kamujin the Ally Killer, you mean?\Friendly forces are de-folding! Th... They're too close!\What did I tell you? That damned Kamujin!\It's always this way with him. I wash my hands of it!\Kamujin Kravshera, 7th Sector Armored Division, reporting for duty, sir.\We hit four ships. I win the bet!\That booze ration is mine! response:	Stop it, you fool! The commander can hear you.
context: Kamujin the Ally Killer, you mean?\Friendly forces are de-folding! Th... They're too close!\What did I tell you? That damned Kamujin!\It's always this way with him. I wash my hands of it!\Kamujin Kravshera, 7th Sector Armored Division, reporting for duty, sir.\We hit four ships. I win the bet!\That booze ration is mine!\Stop it, you fool! The commander can hear you. response:	Sorry'bout that.
context: Friendly forces are de-folding! Th... They're too close!\What did I tell you? That damned Kamujin!\It's always this way with him. I wash my hands of it!\Kamujin Kravshera, 7th Sector Armored Division, reporting for duty, sir.\We hit four ships. I win the bet!\That booze ration is mine!\Stop it, you fool! The commander can hear you.\Sorry'bout that. response:	Kamujin! Remember this, and remember it well: I will not tolerate any reckless behavior!
context: What did I tell you? That damned Kamujin!\It's always this way with him. I wash my hands of it!\Kamujin Kravshera, 7th Sector Armored Division, reporting for duty, sir.\We hit four ships. I win the bet!\That booze ration is mine!\Stop it, you fool! The commander can hear you.\Sorry'bout that.\Kamujin! Remember this, and remember it well: I will not tolerate any reckless behavior! response:	You've had to wait six taarms for this,
context: It's always this way with him. I wash my hands of it!\Kamujin Kravshera, 7th Sector Armored Division, reporting for duty, sir.\We hit four ships. I win the bet!\That booze ration is mine!\Stop it, you fool! The commander can hear you.\Sorry'bout that.\Kamujin! Remember this, and remember it well: I will not tolerate any reckless behavior!\You've had to wait six taarms for this, response:	so don't throw away your chance to get back into combat.
context: Kamujin Kravshera, 7th Sector Armored Division, reporting for duty, sir.\We hit four ships. I win the bet!\That booze ration is mine!\Stop it, you fool! The commander can hear you.\Sorry'bout that.\Kamujin! Remember this, and remember it well: I will not tolerate any reckless behavior!\You've had to wait six taarms for this,\so don't throw away your chance to get back into combat. response:	So, what do we have to do, sir?
context: We hit four ships. I win the bet!\That booze ration is mine!\Stop it, you fool! The commander can hear you.\Sorry'bout that.\Kamujin! Remember this, and remember it well: I will not tolerate any reckless behavior!\You've had to wait six taarms for this,\so don't throw away your chance to get back into combat.\So, what do we have to do, sir? response:	Very good.
context: That booze ration is mine!\Stop it, you fool! The commander can hear you.\Sorry'bout that.\Kamujin! Remember this, and remember it well: I will not tolerate any reckless behavior!\You've had to wait six taarms for this,\so don't throw away your chance to get back into combat.\So, what do we have to do, sir?\Very good. response:	There's an abandoned base on the seventh planet of this system.
context: Stop it, you fool! The commander can hear you.\Sorry'bout that.\Kamujin! Remember this, and remember it well: I will not tolerate any reckless behavior!\You've had to wait six taarms for this,\so don't throw away your chance to get back into combat.\So, what do we have to do, sir?\Very good.\There's an abandoned base on the seventh planet of this system. response:	You are going to the lure the enemy ship toward it.
context: Sorry'bout that.\Kamujin! Remember this, and remember it well: I will not tolerate any reckless behavior!\You've had to wait six taarms for this,\so don't throw away your chance to get back into combat.\So, what do we have to do, sir?\Very good.\There's an abandoned base on the seventh planet of this system.\You are going to the lure the enemy ship toward it. response:	By that time, you will have planted gravity mines around the base's perimeter,
context: Kamujin! Remember this, and remember it well: I will not tolerate any reckless behavior!\You've had to wait six taarms for this,\so don't throw away your chance to get back into combat.\So, what do we have to do, sir?\Very good.\There's an abandoned base on the seventh planet of this system.\You are going to the lure the enemy ship toward it.\By that time, you will have planted gravity mines around the base's perimeter, response:	preventing the enemy from escaping, but capturing them alive.
context: You've had to wait six taarms for this,\so don't throw away your chance to get back into combat.\So, what do we have to do, sir?\Very good.\There's an abandoned base on the seventh planet of this system.\You are going to the lure the enemy ship toward it.\By that time, you will have planted gravity mines around the base's perimeter,\preventing the enemy from escaping, but capturing them alive. response:	Enemies closing in from 3 o'clock, mark 60!
context: so don't throw away your chance to get back into combat.\So, what do we have to do, sir?\Very good.\There's an abandoned base on the seventh planet of this system.\You are going to the lure the enemy ship toward it.\By that time, you will have planted gravity mines around the base's perimeter,\preventing the enemy from escaping, but capturing them alive.\Enemies closing in from 3 o'clock, mark 60! response:	Change course! AD down 20!
context: So, what do we have to do, sir?\Very good.\There's an abandoned base on the seventh planet of this system.\You are going to the lure the enemy ship toward it.\By that time, you will have planted gravity mines around the base's perimeter,\preventing the enemy from escaping, but capturing them alive.\Enemies closing in from 3 o'clock, mark 60!\Change course! AD down 20! response:	Yes, sir!
context: Very good.\There's an abandoned base on the seventh planet of this system.\You are going to the lure the enemy ship toward it.\By that time, you will have planted gravity mines around the base's perimeter,\preventing the enemy from escaping, but capturing them alive.\Enemies closing in from 3 o'clock, mark 60!\Change course! AD down 20!\Yes, sir! response:	Skull Squadron! Intercept enemy craft inbound from 5 o'clock, mark 15!
