context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	To Help Somebody Someday
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\To Help Somebody Someday response:	What the heck's going on?!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\To Help Somebody Someday\What the heck's going on?! response:	We can't handle something that big!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\To Help Somebody Someday\What the heck's going on?!\We can't handle something that big! response:	First of all, we have to get the kids out of here.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\To Help Somebody Someday\What the heck's going on?!\We can't handle something that big!\First of all, we have to get the kids out of here. response:	Kids, take turns riding out of here on that!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\To Help Somebody Someday\What the heck's going on?!\We can't handle something that big!\First of all, we have to get the kids out of here.\Kids, take turns riding out of here on that! response:	Okay!
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\To Help Somebody Someday\What the heck's going on?!\We can't handle something that big!\First of all, we have to get the kids out of here.\Kids, take turns riding out of here on that!\Okay! response:	This is cool!
context: He was called the Wizard King, and he became a legend.\To Help Somebody Someday\What the heck's going on?!\We can't handle something that big!\First of all, we have to get the kids out of here.\Kids, take turns riding out of here on that!\Okay!\This is cool! response:	It's so warm!
context: To Help Somebody Someday\What the heck's going on?!\We can't handle something that big!\First of all, we have to get the kids out of here.\Kids, take turns riding out of here on that!\Okay!\This is cool!\It's so warm! response:	It'll take at least ten or twenty minutes to get them all out of here.
context: What the heck's going on?!\We can't handle something that big!\First of all, we have to get the kids out of here.\Kids, take turns riding out of here on that!\Okay!\This is cool!\It's so warm!\It'll take at least ten or twenty minutes to get them all out of here. response:	We have to hold this thing back until then.
context: We can't handle something that big!\First of all, we have to get the kids out of here.\Kids, take turns riding out of here on that!\Okay!\This is cool!\It's so warm!\It'll take at least ten or twenty minutes to get them all out of here.\We have to hold this thing back until then. response:	I won't let you get near them!
context: First of all, we have to get the kids out of here.\Kids, take turns riding out of here on that!\Okay!\This is cool!\It's so warm!\It'll take at least ten or twenty minutes to get them all out of here.\We have to hold this thing back until then.\I won't let you get near them! response:	Die... All of you...
context: Kids, take turns riding out of here on that!\Okay!\This is cool!\It's so warm!\It'll take at least ten or twenty minutes to get them all out of here.\We have to hold this thing back until then.\I won't let you get near them!\Die... All of you... response:	B-Baro? What's wrong?
context: Okay!\This is cool!\It's so warm!\It'll take at least ten or twenty minutes to get them all out of here.\We have to hold this thing back until then.\I won't let you get near them!\Die... All of you...\B-Baro? What's wrong? response:	Y-You don't know who I am?
context: This is cool!\It's so warm!\It'll take at least ten or twenty minutes to get them all out of here.\We have to hold this thing back until then.\I won't let you get near them!\Die... All of you...\B-Baro? What's wrong?\Y-You don't know who I am? response:	Why... did you save me?
context: It's so warm!\It'll take at least ten or twenty minutes to get them all out of here.\We have to hold this thing back until then.\I won't let you get near them!\Die... All of you...\B-Baro? What's wrong?\Y-You don't know who I am?\Why... did you save me? response:	You haven't taken responsibility for any of this yet!
