context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright, response:	and sit back from the screen,'kay?
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay? response:	Together?
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Together? response:	That's not it, Erza.
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Together?\That's not it, Erza. response:	Siegrain and Jellal were a single person!
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Together?\That's not it, Erza.\Siegrain and Jellal were a single person! response:	Then, Etherion was unleashed, and the true form of the Tower of Heaven was revealed.
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Together?\That's not it, Erza.\Siegrain and Jellal were a single person!\Then, Etherion was unleashed, and the true form of the Tower of Heaven was revealed. response:	I want her to be her usual self when she wakes up from this nightmare.
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Together?\That's not it, Erza.\Siegrain and Jellal were a single person!\Then, Etherion was unleashed, and the true form of the Tower of Heaven was revealed.\I want her to be her usual self when she wakes up from this nightmare. response:	So I will fight!
context: When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Together?\That's not it, Erza.\Siegrain and Jellal were a single person!\Then, Etherion was unleashed, and the true form of the Tower of Heaven was revealed.\I want her to be her usual self when she wakes up from this nightmare.\So I will fight! response:	I wonder if Natsu and Erza are okay?
context: and sit back from the screen,'kay?\Together?\That's not it, Erza.\Siegrain and Jellal were a single person!\Then, Etherion was unleashed, and the true form of the Tower of Heaven was revealed.\I want her to be her usual self when she wakes up from this nightmare.\So I will fight!\I wonder if Natsu and Erza are okay? response:	They're fine. Because they're both Fairy Tail wizards.
context: Together?\That's not it, Erza.\Siegrain and Jellal were a single person!\Then, Etherion was unleashed, and the true form of the Tower of Heaven was revealed.\I want her to be her usual self when she wakes up from this nightmare.\So I will fight!\I wonder if Natsu and Erza are okay?\They're fine. Because they're both Fairy Tail wizards. response:	You've got that right. All we can do now is believe in them.
context: That's not it, Erza.\Siegrain and Jellal were a single person!\Then, Etherion was unleashed, and the true form of the Tower of Heaven was revealed.\I want her to be her usual self when she wakes up from this nightmare.\So I will fight!\I wonder if Natsu and Erza are okay?\They're fine. Because they're both Fairy Tail wizards.\You've got that right. All we can do now is believe in them. response:	I'm all fired up! More than I've ever been!
context: Siegrain and Jellal were a single person!\Then, Etherion was unleashed, and the true form of the Tower of Heaven was revealed.\I want her to be her usual self when she wakes up from this nightmare.\So I will fight!\I wonder if Natsu and Erza are okay?\They're fine. Because they're both Fairy Tail wizards.\You've got that right. All we can do now is believe in them.\I'm all fired up! More than I've ever been! response:	You little brat!
