context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	It's so pretty.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\It's so pretty. response:	Where am I?
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\It's so pretty.\Where am I? response:	It can't be... Is this heaven?!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\It's so pretty.\Where am I?\It can't be... Is this heaven?! response:	I refuse to die, damn it!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\It's so pretty.\Where am I?\It can't be... Is this heaven?!\I refuse to die, damn it! response:	I'm so sorry!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\It's so pretty.\Where am I?\It can't be... Is this heaven?!\I refuse to die, damn it!\I'm so sorry! response:	Asta...
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\It's so pretty.\Where am I?\It can't be... Is this heaven?!\I refuse to die, damn it!\I'm so sorry!\Asta... response:	What are you talking about?
context: He was called the Wizard King, and he became a legend.\It's so pretty.\Where am I?\It can't be... Is this heaven?!\I refuse to die, damn it!\I'm so sorry!\Asta...\What are you talking about? response:	There's not a chance you'd actually die.
context: It's so pretty.\Where am I?\It can't be... Is this heaven?!\I refuse to die, damn it!\I'm so sorry!\Asta...\What are you talking about?\There's not a chance you'd actually die. response:	Yuno! Noelle and Mimosa...
context: Where am I?\It can't be... Is this heaven?!\I refuse to die, damn it!\I'm so sorry!\Asta...\What are you talking about?\There's not a chance you'd actually die.\Yuno! Noelle and Mimosa... response:	And Mr. Glasses!
context: It can't be... Is this heaven?!\I refuse to die, damn it!\I'm so sorry!\Asta...\What are you talking about?\There's not a chance you'd actually die.\Yuno! Noelle and Mimosa...\And Mr. Glasses! response:	I was worried about you.
context: I refuse to die, damn it!\I'm so sorry!\Asta...\What are you talking about?\There's not a chance you'd actually die.\Yuno! Noelle and Mimosa...\And Mr. Glasses!\I was worried about you. response:	Thank goodness! I don't know what I'd do if you hadn't woken up!
context: I'm so sorry!\Asta...\What are you talking about?\There's not a chance you'd actually die.\Yuno! Noelle and Mimosa...\And Mr. Glasses!\I was worried about you.\Thank goodness! I don't know what I'd do if you hadn't woken up! response:	How long are you going to hold on to each other?!
context: Asta...\What are you talking about?\There's not a chance you'd actually die.\Yuno! Noelle and Mimosa...\And Mr. Glasses!\I was worried about you.\Thank goodness! I don't know what I'd do if you hadn't woken up!\How long are you going to hold on to each other?! response:	I'm injured here!
context: What are you talking about?\There's not a chance you'd actually die.\Yuno! Noelle and Mimosa...\And Mr. Glasses!\I was worried about you.\Thank goodness! I don't know what I'd do if you hadn't woken up!\How long are you going to hold on to each other?!\I'm injured here! response:	Hmph!
context: There's not a chance you'd actually die.\Yuno! Noelle and Mimosa...\And Mr. Glasses!\I was worried about you.\Thank goodness! I don't know what I'd do if you hadn't woken up!\How long are you going to hold on to each other?!\I'm injured here!\Hmph! response:	The Magic Knights Captain Conference
context: Yuno! Noelle and Mimosa...\And Mr. Glasses!\I was worried about you.\Thank goodness! I don't know what I'd do if you hadn't woken up!\How long are you going to hold on to each other?!\I'm injured here!\Hmph!\The Magic Knights Captain Conference response:	What?! I was asleep for a whole day?!
context: And Mr. Glasses!\I was worried about you.\Thank goodness! I don't know what I'd do if you hadn't woken up!\How long are you going to hold on to each other?!\I'm injured here!\Hmph!\The Magic Knights Captain Conference\What?! I was asleep for a whole day?! response:	Yes. You were even snoring.
context: I was worried about you.\Thank goodness! I don't know what I'd do if you hadn't woken up!\How long are you going to hold on to each other?!\I'm injured here!\Hmph!\The Magic Knights Captain Conference\What?! I was asleep for a whole day?!\Yes. You were even snoring. response:	Must've been a nice nap.
context: Thank goodness! I don't know what I'd do if you hadn't woken up!\How long are you going to hold on to each other?!\I'm injured here!\Hmph!\The Magic Knights Captain Conference\What?! I was asleep for a whole day?!\Yes. You were even snoring.\Must've been a nice nap. response:	That just means he was able to use all of his strength to fight.
context: How long are you going to hold on to each other?!\I'm injured here!\Hmph!\The Magic Knights Captain Conference\What?! I was asleep for a whole day?!\Yes. You were even snoring.\Must've been a nice nap.\That just means he was able to use all of his strength to fight. response:	We wanted to fight with you, but by the time we got there,
context: I'm injured here!\Hmph!\The Magic Knights Captain Conference\What?! I was asleep for a whole day?!\Yes. You were even snoring.\Must've been a nice nap.\That just means he was able to use all of his strength to fight.\We wanted to fight with you, but by the time we got there, response:	the Eye of the Midnight Sun had escaped.
context: Hmph!\The Magic Knights Captain Conference\What?! I was asleep for a whole day?!\Yes. You were even snoring.\Must've been a nice nap.\That just means he was able to use all of his strength to fight.\We wanted to fight with you, but by the time we got there,\the Eye of the Midnight Sun had escaped. response:	You guys contacted us too late.
