context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J response:	J Teach Pokemon to understand The power that's inside J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J response:	J Pokemon! Gotta catch'em all J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all J response:	J It's you and me I know it's my destiny J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all J\J It's you and me I know it's my destiny J response:	J Pokemon! Oh, you're my best friend J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all J\J It's you and me I know it's my destiny J\J Pokemon! Oh, you're my best friend J response:	J In a world we must defend J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all J\J It's you and me I know it's my destiny J\J Pokemon! Oh, you're my best friend J\J In a world we must defend J response:	J Pokemon! Gotta catch'em all J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all J\J It's you and me I know it's my destiny J\J Pokemon! Oh, you're my best friend J\J In a world we must defend J\J Pokemon! Gotta catch'em all J response:	J A heart so true Our courage will pull us through J
context: J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all J\J It's you and me I know it's my destiny J\J Pokemon! Oh, you're my best friend J\J In a world we must defend J\J Pokemon! Gotta catch'em all J\J A heart so true Our courage will pull us through J response:	J You teach me and I'll teach you Pokemon! J
context: J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all J\J It's you and me I know it's my destiny J\J Pokemon! Oh, you're my best friend J\J In a world we must defend J\J Pokemon! Gotta catch'em all J\J A heart so true Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J response:	J Gotta catch'em all Gotta catch'em all, Pokemon! J
context: J Pokemon! Gotta catch'em all J\J It's you and me I know it's my destiny J\J Pokemon! Oh, you're my best friend J\J In a world we must defend J\J Pokemon! Gotta catch'em all J\J A heart so true Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J\J Gotta catch'em all Gotta catch'em all, Pokemon! J response:	I'm waiting for you. Come back to me.
context: J It's you and me I know it's my destiny J\J Pokemon! Oh, you're my best friend J\J In a world we must defend J\J Pokemon! Gotta catch'em all J\J A heart so true Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J\J Gotta catch'em all Gotta catch'em all, Pokemon! J\I'm waiting for you. Come back to me. response:	Return to your beloved.
context: J Pokemon! Oh, you're my best friend J\J In a world we must defend J\J Pokemon! Gotta catch'em all J\J A heart so true Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J\J Gotta catch'em all Gotta catch'em all, Pokemon! J\I'm waiting for you. Come back to me.\Return to your beloved. response:	I'm waiting for you.
context: J In a world we must defend J\J Pokemon! Gotta catch'em all J\J A heart so true Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J\J Gotta catch'em all Gotta catch'em all, Pokemon! J\I'm waiting for you. Come back to me.\Return to your beloved.\I'm waiting for you. response:	Since last time, Ash and his friends have been on a ferry,
context: J Pokemon! Gotta catch'em all J\J A heart so true Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J\J Gotta catch'em all Gotta catch'em all, Pokemon! J\I'm waiting for you. Come back to me.\Return to your beloved.\I'm waiting for you.\Since last time, Ash and his friends have been on a ferry, response:	sailing from the resort of Porta Vista to continue their Pokemon journey.
context: J A heart so true Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J\J Gotta catch'em all Gotta catch'em all, Pokemon! J\I'm waiting for you. Come back to me.\Return to your beloved.\I'm waiting for you.\Since last time, Ash and his friends have been on a ferry,\sailing from the resort of Porta Vista to continue their Pokemon journey. response:	Suddenly, Misty spots a landmark.
context: J You teach me and I'll teach you Pokemon! J\J Gotta catch'em all Gotta catch'em all, Pokemon! J\I'm waiting for you. Come back to me.\Return to your beloved.\I'm waiting for you.\Since last time, Ash and his friends have been on a ferry,\sailing from the resort of Porta Vista to continue their Pokemon journey.\Suddenly, Misty spots a landmark. response:	-Hey. Look over there. -Pika!
context: J Gotta catch'em all Gotta catch'em all, Pokemon! J\I'm waiting for you. Come back to me.\Return to your beloved.\I'm waiting for you.\Since last time, Ash and his friends have been on a ferry,\sailing from the resort of Porta Vista to continue their Pokemon journey.\Suddenly, Misty spots a landmark.\-Hey. Look over there. -Pika! response:	Great. That must be Maiden's Peak, that's where we get off.
context: I'm waiting for you. Come back to me.\Return to your beloved.\I'm waiting for you.\Since last time, Ash and his friends have been on a ferry,\sailing from the resort of Porta Vista to continue their Pokemon journey.\Suddenly, Misty spots a landmark.\-Hey. Look over there. -Pika!\Great. That must be Maiden's Peak, that's where we get off. response:	We'll be landing soon.
context: Return to your beloved.\I'm waiting for you.\Since last time, Ash and his friends have been on a ferry,\sailing from the resort of Porta Vista to continue their Pokemon journey.\Suddenly, Misty spots a landmark.\-Hey. Look over there. -Pika!\Great. That must be Maiden's Peak, that's where we get off.\We'll be landing soon. response:	Ah, it wouldn't matter to me if I never saw land again.
context: I'm waiting for you.\Since last time, Ash and his friends have been on a ferry,\sailing from the resort of Porta Vista to continue their Pokemon journey.\Suddenly, Misty spots a landmark.\-Hey. Look over there. -Pika!\Great. That must be Maiden's Peak, that's where we get off.\We'll be landing soon.\Ah, it wouldn't matter to me if I never saw land again. response:	I just wasted another summer.
context: Since last time, Ash and his friends have been on a ferry,\sailing from the resort of Porta Vista to continue their Pokemon journey.\Suddenly, Misty spots a landmark.\-Hey. Look over there. -Pika!\Great. That must be Maiden's Peak, that's where we get off.\We'll be landing soon.\Ah, it wouldn't matter to me if I never saw land again.\I just wasted another summer. response:	But we had a whole summer of adventures.
