context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth response:	To awaken us, the young mankind,
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind, response:	the Light struck
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck response:	Macross! Macross!
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise response:	and fight to protect their loved ones
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones response:	will set out on their journey as the war rages on
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on response:	Will you love me tomorrow?
context: a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow? response:	Slicing through the darkness, they fly toward
context: To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward response:	that blue planet that shines in the distance
context: the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance response:	Macross! Macross! Macross!
context: Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross! Macross! response:	To evade the sudden alien attack,
context: The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross! Macross!\To evade the sudden alien attack, response:	the space battleship Macross executed a hyperspace fold,
context: and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross! Macross!\To evade the sudden alien attack,\the space battleship Macross executed a hyperspace fold, response:	catapulting the surrounding city, the island and even some of the nearby ocean
context: will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross! Macross!\To evade the sudden alien attack,\the space battleship Macross executed a hyperspace fold,\catapulting the surrounding city, the island and even some of the nearby ocean response:	far into space, to arrive near the orbit of Pluto.
context: Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross! Macross!\To evade the sudden alien attack,\the space battleship Macross executed a hyperspace fold,\catapulting the surrounding city, the island and even some of the nearby ocean\far into space, to arrive near the orbit of Pluto. response:	The rescued civilians aboard the Macross,
context: Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross! Macross!\To evade the sudden alien attack,\the space battleship Macross executed a hyperspace fold,\catapulting the surrounding city, the island and even some of the nearby ocean\far into space, to arrive near the orbit of Pluto.\The rescued civilians aboard the Macross, response:	have recovered from their initial shock.
context: that blue planet that shines in the distance\Macross! Macross! Macross!\To evade the sudden alien attack,\the space battleship Macross executed a hyperspace fold,\catapulting the surrounding city, the island and even some of the nearby ocean\far into space, to arrive near the orbit of Pluto.\The rescued civilians aboard the Macross,\have recovered from their initial shock. response:	While unable to completely shake free of their anxiety,
context: Macross! Macross! Macross!\To evade the sudden alien attack,\the space battleship Macross executed a hyperspace fold,\catapulting the surrounding city, the island and even some of the nearby ocean\far into space, to arrive near the orbit of Pluto.\The rescued civilians aboard the Macross,\have recovered from their initial shock.\While unable to completely shake free of their anxiety, response:	the refugees slowly began to pick up the pieces,
context: To evade the sudden alien attack,\the space battleship Macross executed a hyperspace fold,\catapulting the surrounding city, the island and even some of the nearby ocean\far into space, to arrive near the orbit of Pluto.\The rescued civilians aboard the Macross,\have recovered from their initial shock.\While unable to completely shake free of their anxiety,\the refugees slowly began to pick up the pieces, response:	and the city has begun to regain its balance.
context: the space battleship Macross executed a hyperspace fold,\catapulting the surrounding city, the island and even some of the nearby ocean\far into space, to arrive near the orbit of Pluto.\The rescued civilians aboard the Macross,\have recovered from their initial shock.\While unable to completely shake free of their anxiety,\the refugees slowly began to pick up the pieces,\and the city has begun to regain its balance. response:	TRANSFORMATION
context: catapulting the surrounding city, the island and even some of the nearby ocean\far into space, to arrive near the orbit of Pluto.\The rescued civilians aboard the Macross,\have recovered from their initial shock.\While unable to completely shake free of their anxiety,\the refugees slowly began to pick up the pieces,\and the city has begun to regain its balance.\TRANSFORMATION response:	We waited in line all that time, and this is what they give us?!
context: far into space, to arrive near the orbit of Pluto.\The rescued civilians aboard the Macross,\have recovered from their initial shock.\While unable to completely shake free of their anxiety,\the refugees slowly began to pick up the pieces,\and the city has begun to regain its balance.\TRANSFORMATION\We waited in line all that time, and this is what they give us?! response:	Yeah...
context: The rescued civilians aboard the Macross,\have recovered from their initial shock.\While unable to completely shake free of their anxiety,\the refugees slowly began to pick up the pieces,\and the city has begun to regain its balance.\TRANSFORMATION\We waited in line all that time, and this is what they give us?!\Yeah... response:	Minmay. Should you be out of bed so soon?
context: have recovered from their initial shock.\While unable to completely shake free of their anxiety,\the refugees slowly began to pick up the pieces,\and the city has begun to regain its balance.\TRANSFORMATION\We waited in line all that time, and this is what they give us?!\Yeah...\Minmay. Should you be out of bed so soon? response:	Sure. I'm fine now, Auntie.
context: While unable to completely shake free of their anxiety,\the refugees slowly began to pick up the pieces,\and the city has begun to regain its balance.\TRANSFORMATION\We waited in line all that time, and this is what they give us?!\Yeah...\Minmay. Should you be out of bed so soon?\Sure. I'm fine now, Auntie. response:	Well, that's good to hear.
context: the refugees slowly began to pick up the pieces,\and the city has begun to regain its balance.\TRANSFORMATION\We waited in line all that time, and this is what they give us?!\Yeah...\Minmay. Should you be out of bed so soon?\Sure. I'm fine now, Auntie.\Well, that's good to hear. response:	By the way, where's Hikaru?
context: and the city has begun to regain its balance.\TRANSFORMATION\We waited in line all that time, and this is what they give us?!\Yeah...\Minmay. Should you be out of bed so soon?\Sure. I'm fine now, Auntie.\Well, that's good to hear.\By the way, where's Hikaru? response:	I don't know. Isn't he still asleep?
context: TRANSFORMATION\We waited in line all that time, and this is what they give us?!\Yeah...\Minmay. Should you be out of bed so soon?\Sure. I'm fine now, Auntie.\Well, that's good to hear.\By the way, where's Hikaru?\I don't know. Isn't he still asleep? response:	I wouldn't be surprised.
context: We waited in line all that time, and this is what they give us?!\Yeah...\Minmay. Should you be out of bed so soon?\Sure. I'm fine now, Auntie.\Well, that's good to hear.\By the way, where's Hikaru?\I don't know. Isn't he still asleep?\I wouldn't be surprised. response:	After all, he had to take care of you for more than a week!
context: Yeah...\Minmay. Should you be out of bed so soon?\Sure. I'm fine now, Auntie.\Well, that's good to hear.\By the way, where's Hikaru?\I don't know. Isn't he still asleep?\I wouldn't be surprised.\After all, he had to take care of you for more than a week! response:	I guess you're right. Anyway, Auntie...
context: Minmay. Should you be out of bed so soon?\Sure. I'm fine now, Auntie.\Well, that's good to hear.\By the way, where's Hikaru?\I don't know. Isn't he still asleep?\I wouldn't be surprised.\After all, he had to take care of you for more than a week!\I guess you're right. Anyway, Auntie... response:	Once we get things straightened up, are we going to reopen the restaurant?
context: Sure. I'm fine now, Auntie.\Well, that's good to hear.\By the way, where's Hikaru?\I don't know. Isn't he still asleep?\I wouldn't be surprised.\After all, he had to take care of you for more than a week!\I guess you're right. Anyway, Auntie...\Once we get things straightened up, are we going to reopen the restaurant? response:	Reopen the restaurant?!
context: Well, that's good to hear.\By the way, where's Hikaru?\I don't know. Isn't he still asleep?\I wouldn't be surprised.\After all, he had to take care of you for more than a week!\I guess you're right. Anyway, Auntie...\Once we get things straightened up, are we going to reopen the restaurant?\Reopen the restaurant?! response:	Sure! I mean, look at everything we've salvaged!
context: By the way, where's Hikaru?\I don't know. Isn't he still asleep?\I wouldn't be surprised.\After all, he had to take care of you for more than a week!\I guess you're right. Anyway, Auntie...\Once we get things straightened up, are we going to reopen the restaurant?\Reopen the restaurant?!\Sure! I mean, look at everything we've salvaged! response:	Yeah, but the only food rations they gave us were these.
context: I don't know. Isn't he still asleep?\I wouldn't be surprised.\After all, he had to take care of you for more than a week!\I guess you're right. Anyway, Auntie...\Once we get things straightened up, are we going to reopen the restaurant?\Reopen the restaurant?!\Sure! I mean, look at everything we've salvaged!\Yeah, but the only food rations they gave us were these. response:	That's all?
context: I wouldn't be surprised.\After all, he had to take care of you for more than a week!\I guess you're right. Anyway, Auntie...\Once we get things straightened up, are we going to reopen the restaurant?\Reopen the restaurant?!\Sure! I mean, look at everything we've salvaged!\Yeah, but the only food rations they gave us were these.\That's all? response:	But, the restaurant stayed open during the Unification Wars, right?
context: After all, he had to take care of you for more than a week!\I guess you're right. Anyway, Auntie...\Once we get things straightened up, are we going to reopen the restaurant?\Reopen the restaurant?!\Sure! I mean, look at everything we've salvaged!\Yeah, but the only food rations they gave us were these.\That's all?\But, the restaurant stayed open during the Unification Wars, right? response:	Well, the military did give us special wartime ration status, but...
context: I guess you're right. Anyway, Auntie...\Once we get things straightened up, are we going to reopen the restaurant?\Reopen the restaurant?!\Sure! I mean, look at everything we've salvaged!\Yeah, but the only food rations they gave us were these.\That's all?\But, the restaurant stayed open during the Unification Wars, right?\Well, the military did give us special wartime ration status, but... response:	Besides, we're on a spaceship.
context: Once we get things straightened up, are we going to reopen the restaurant?\Reopen the restaurant?!\Sure! I mean, look at everything we've salvaged!\Yeah, but the only food rations they gave us were these.\That's all?\But, the restaurant stayed open during the Unification Wars, right?\Well, the military did give us special wartime ration status, but...\Besides, we're on a spaceship. response:	That's not the point.
context: Reopen the restaurant?!\Sure! I mean, look at everything we've salvaged!\Yeah, but the only food rations they gave us were these.\That's all?\But, the restaurant stayed open during the Unification Wars, right?\Well, the military did give us special wartime ration status, but...\Besides, we're on a spaceship.\That's not the point. response:	If you say you're reopening the restaurant, I'm sure they'll give you more rations.
context: Sure! I mean, look at everything we've salvaged!\Yeah, but the only food rations they gave us were these.\That's all?\But, the restaurant stayed open during the Unification Wars, right?\Well, the military did give us special wartime ration status, but...\Besides, we're on a spaceship.\That's not the point.\If you say you're reopening the restaurant, I'm sure they'll give you more rations. response:	Please, Uncle? Auntie?
context: Yeah, but the only food rations they gave us were these.\That's all?\But, the restaurant stayed open during the Unification Wars, right?\Well, the military did give us special wartime ration status, but...\Besides, we're on a spaceship.\That's not the point.\If you say you're reopening the restaurant, I'm sure they'll give you more rations.\Please, Uncle? Auntie? response:	Well, why not? We can't keep loafin' around here forever.
context: That's all?\But, the restaurant stayed open during the Unification Wars, right?\Well, the military did give us special wartime ration status, but...\Besides, we're on a spaceship.\That's not the point.\If you say you're reopening the restaurant, I'm sure they'll give you more rations.\Please, Uncle? Auntie?\Well, why not? We can't keep loafin' around here forever. response:	You're right. Maybe re-opening the restaurant would be a nice way to keep ourselves busy.
context: But, the restaurant stayed open during the Unification Wars, right?\Well, the military did give us special wartime ration status, but...\Besides, we're on a spaceship.\That's not the point.\If you say you're reopening the restaurant, I'm sure they'll give you more rations.\Please, Uncle? Auntie?\Well, why not? We can't keep loafin' around here forever.\You're right. Maybe re-opening the restaurant would be a nice way to keep ourselves busy. response:	Okay! We'll be the first to give it a try!
context: Well, the military did give us special wartime ration status, but...\Besides, we're on a spaceship.\That's not the point.\If you say you're reopening the restaurant, I'm sure they'll give you more rations.\Please, Uncle? Auntie?\Well, why not? We can't keep loafin' around here forever.\You're right. Maybe re-opening the restaurant would be a nice way to keep ourselves busy.\Okay! We'll be the first to give it a try! response:	Great! It's settled, then!
context: Besides, we're on a spaceship.\That's not the point.\If you say you're reopening the restaurant, I'm sure they'll give you more rations.\Please, Uncle? Auntie?\Well, why not? We can't keep loafin' around here forever.\You're right. Maybe re-opening the restaurant would be a nice way to keep ourselves busy.\Okay! We'll be the first to give it a try!\Great! It's settled, then! response:	I'll go get changed!
context: That's not the point.\If you say you're reopening the restaurant, I'm sure they'll give you more rations.\Please, Uncle? Auntie?\Well, why not? We can't keep loafin' around here forever.\You're right. Maybe re-opening the restaurant would be a nice way to keep ourselves busy.\Okay! We'll be the first to give it a try!\Great! It's settled, then!\I'll go get changed! response:	Typical Minmay...
context: If you say you're reopening the restaurant, I'm sure they'll give you more rations.\Please, Uncle? Auntie?\Well, why not? We can't keep loafin' around here forever.\You're right. Maybe re-opening the restaurant would be a nice way to keep ourselves busy.\Okay! We'll be the first to give it a try!\Great! It's settled, then!\I'll go get changed!\Typical Minmay... response:	We'd better get busy, too.
context: Please, Uncle? Auntie?\Well, why not? We can't keep loafin' around here forever.\You're right. Maybe re-opening the restaurant would be a nice way to keep ourselves busy.\Okay! We'll be the first to give it a try!\Great! It's settled, then!\I'll go get changed!\Typical Minmay...\We'd better get busy, too. response:	You're right.
context: Well, why not? We can't keep loafin' around here forever.\You're right. Maybe re-opening the restaurant would be a nice way to keep ourselves busy.\Okay! We'll be the first to give it a try!\Great! It's settled, then!\I'll go get changed!\Typical Minmay...\We'd better get busy, too.\You're right. response:	Careful, Minmay!
context: You're right. Maybe re-opening the restaurant would be a nice way to keep ourselves busy.\Okay! We'll be the first to give it a try!\Great! It's settled, then!\I'll go get changed!\Typical Minmay...\We'd better get busy, too.\You're right.\Careful, Minmay! response:	Okay!
context: Okay! We'll be the first to give it a try!\Great! It's settled, then!\I'll go get changed!\Typical Minmay...\We'd better get busy, too.\You're right.\Careful, Minmay!\Okay! response:	There we go...
