context: Water. response:	Earth.
context: Water.\Earth. response:	Fire.
context: Water.\Earth.\Fire. response:	Air.
context: Water.\Earth.\Fire.\Air. response:	Long ago, the four nations lived together in harmony.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony. response:	Then, everything changed when the Fire Nation attacked.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked. response:	Only the Avatar, master of all four elements, could stop them.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them. response:	But when the world needed him most, he vanished.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished. response:	A hundred years passed, and my brother and I discovered the new Avatar...
context: Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar... response:	And although his airbending skills are great.
context: Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great. response:	He has a lot to learn before he's ready to save anyone.
context: Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone. response:	But I believe Aang can save the world.
context: Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world. response:	The only reason you should be interrupting me is if you have news about the Avatar.
context: Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\The only reason you should be interrupting me is if you have news about the Avatar. response:	Well, there is news, Prince Zuko, but you might not like it. Don't get too upset.
context: Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\The only reason you should be interrupting me is if you have news about the Avatar.\Well, there is news, Prince Zuko, but you might not like it. Don't get too upset. response:	Uncle, you taught me that keeping a level head is a sign of a great leader.
context: But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\The only reason you should be interrupting me is if you have news about the Avatar.\Well, there is news, Prince Zuko, but you might not like it. Don't get too upset.\Uncle, you taught me that keeping a level head is a sign of a great leader. response:	Now whatever you have to say, I'm sure that I can take it.
context: A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\The only reason you should be interrupting me is if you have news about the Avatar.\Well, there is news, Prince Zuko, but you might not like it. Don't get too upset.\Uncle, you taught me that keeping a level head is a sign of a great leader.\Now whatever you have to say, I'm sure that I can take it. response:	Okay, then... we have no idea where he is.
context: And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\The only reason you should be interrupting me is if you have news about the Avatar.\Well, there is news, Prince Zuko, but you might not like it. Don't get too upset.\Uncle, you taught me that keeping a level head is a sign of a great leader.\Now whatever you have to say, I'm sure that I can take it.\Okay, then... we have no idea where he is. response:	What?!
context: He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\The only reason you should be interrupting me is if you have news about the Avatar.\Well, there is news, Prince Zuko, but you might not like it. Don't get too upset.\Uncle, you taught me that keeping a level head is a sign of a great leader.\Now whatever you have to say, I'm sure that I can take it.\Okay, then... we have no idea where he is.\What?! response:	You really should open a window in here.
context: But I believe Aang can save the world.\The only reason you should be interrupting me is if you have news about the Avatar.\Well, there is news, Prince Zuko, but you might not like it. Don't get too upset.\Uncle, you taught me that keeping a level head is a sign of a great leader.\Now whatever you have to say, I'm sure that I can take it.\Okay, then... we have no idea where he is.\What?!\You really should open a window in here. response:	Give me the map!
context: The only reason you should be interrupting me is if you have news about the Avatar.\Well, there is news, Prince Zuko, but you might not like it. Don't get too upset.\Uncle, you taught me that keeping a level head is a sign of a great leader.\Now whatever you have to say, I'm sure that I can take it.\Okay, then... we have no idea where he is.\What?!\You really should open a window in here.\Give me the map! response:	Ah, There have been multiple sightings of the Avatar,...
context: Well, there is news, Prince Zuko, but you might not like it. Don't get too upset.\Uncle, you taught me that keeping a level head is a sign of a great leader.\Now whatever you have to say, I'm sure that I can take it.\Okay, then... we have no idea where he is.\What?!\You really should open a window in here.\Give me the map!\Ah, There have been multiple sightings of the Avatar,... response:	How am I gonna find him, Uncle?
context: Uncle, you taught me that keeping a level head is a sign of a great leader.\Now whatever you have to say, I'm sure that I can take it.\Okay, then... we have no idea where he is.\What?!\You really should open a window in here.\Give me the map!\Ah, There have been multiple sightings of the Avatar,...\How am I gonna find him, Uncle? response:	He is clearly a master of evasive maneuvering.
context: Now whatever you have to say, I'm sure that I can take it.\Okay, then... we have no idea where he is.\What?!\You really should open a window in here.\Give me the map!\Ah, There have been multiple sightings of the Avatar,...\How am I gonna find him, Uncle?\He is clearly a master of evasive maneuvering. response:	You have no idea where you're going, do you?
context: Okay, then... we have no idea where he is.\What?!\You really should open a window in here.\Give me the map!\Ah, There have been multiple sightings of the Avatar,...\How am I gonna find him, Uncle?\He is clearly a master of evasive maneuvering.\You have no idea where you're going, do you? response:	Weeelll, I know it's near water...
context: What?!\You really should open a window in here.\Give me the map!\Ah, There have been multiple sightings of the Avatar,...\How am I gonna find him, Uncle?\He is clearly a master of evasive maneuvering.\You have no idea where you're going, do you?\Weeelll, I know it's near water... response:	I guess we're getting close then.
context: You really should open a window in here.\Give me the map!\Ah, There have been multiple sightings of the Avatar,...\How am I gonna find him, Uncle?\He is clearly a master of evasive maneuvering.\You have no idea where you're going, do you?\Weeelll, I know it's near water...\I guess we're getting close then. response:	Momo, marbles please.
context: Give me the map!\Ah, There have been multiple sightings of the Avatar,...\How am I gonna find him, Uncle?\He is clearly a master of evasive maneuvering.\You have no idea where you're going, do you?\Weeelll, I know it's near water...\I guess we're getting close then.\Momo, marbles please. response:	Hey Katara! Check out this airbending trick!
context: Ah, There have been multiple sightings of the Avatar,...\How am I gonna find him, Uncle?\He is clearly a master of evasive maneuvering.\You have no idea where you're going, do you?\Weeelll, I know it's near water...\I guess we're getting close then.\Momo, marbles please.\Hey Katara! Check out this airbending trick! response:	That's great, Aang.
context: How am I gonna find him, Uncle?\He is clearly a master of evasive maneuvering.\You have no idea where you're going, do you?\Weeelll, I know it's near water...\I guess we're getting close then.\Momo, marbles please.\Hey Katara! Check out this airbending trick!\That's great, Aang. response:	You didn't even look.
context: He is clearly a master of evasive maneuvering.\You have no idea where you're going, do you?\Weeelll, I know it's near water...\I guess we're getting close then.\Momo, marbles please.\Hey Katara! Check out this airbending trick!\That's great, Aang.\You didn't even look. response:	That's great!
context: You have no idea where you're going, do you?\Weeelll, I know it's near water...\I guess we're getting close then.\Momo, marbles please.\Hey Katara! Check out this airbending trick!\That's great, Aang.\You didn't even look.\That's great! response:	But I'm not doing it now.
context: Weeelll, I know it's near water...\I guess we're getting close then.\Momo, marbles please.\Hey Katara! Check out this airbending trick!\That's great, Aang.\You didn't even look.\That's great!\But I'm not doing it now. response:	Stop bugging her, airhead. You need to give girls space when they do their sewing.
context: I guess we're getting close then.\Momo, marbles please.\Hey Katara! Check out this airbending trick!\That's great, Aang.\You didn't even look.\That's great!\But I'm not doing it now.\Stop bugging her, airhead. You need to give girls space when they do their sewing. response:	What does me being a girl have to do with sewing?
context: Momo, marbles please.\Hey Katara! Check out this airbending trick!\That's great, Aang.\You didn't even look.\That's great!\But I'm not doing it now.\Stop bugging her, airhead. You need to give girls space when they do their sewing.\What does me being a girl have to do with sewing? response:	Simple, girls are better at fixing pants than guys,...
context: Hey Katara! Check out this airbending trick!\That's great, Aang.\You didn't even look.\That's great!\But I'm not doing it now.\Stop bugging her, airhead. You need to give girls space when they do their sewing.\What does me being a girl have to do with sewing?\Simple, girls are better at fixing pants than guys,... response:	It's just the natural order of things.
