context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	It sure is spacious now.
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It sure is spacious now. response:	The area that the B Team was using opened up, after all.
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It sure is spacious now.\The area that the B Team was using opened up, after all. response:	It's like a sunroom, isn't it, Leader?
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It sure is spacious now.\The area that the B Team was using opened up, after all.\It's like a sunroom, isn't it, Leader? response:	Ah, this is relaxing.
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It sure is spacious now.\The area that the B Team was using opened up, after all.\It's like a sunroom, isn't it, Leader?\Ah, this is relaxing. response:	I'm really glad we bought this chair.
context: Now we must depart\mou ikanakucha\To our own separate ways\It sure is spacious now.\The area that the B Team was using opened up, after all.\It's like a sunroom, isn't it, Leader?\Ah, this is relaxing.\I'm really glad we bought this chair. response:	Miwako-san has transcended geezerdom and is now in the realm of the old fogies...
context: mou ikanakucha\To our own separate ways\It sure is spacious now.\The area that the B Team was using opened up, after all.\It's like a sunroom, isn't it, Leader?\Ah, this is relaxing.\I'm really glad we bought this chair.\Miwako-san has transcended geezerdom and is now in the realm of the old fogies... response:	She was pretty fond of Mayama, after all...
context: To our own separate ways\It sure is spacious now.\The area that the B Team was using opened up, after all.\It's like a sunroom, isn't it, Leader?\Ah, this is relaxing.\I'm really glad we bought this chair.\Miwako-san has transcended geezerdom and is now in the realm of the old fogies...\She was pretty fond of Mayama, after all... response:	It's like her child left the nest, so she suddenly aged...
context: It sure is spacious now.\The area that the B Team was using opened up, after all.\It's like a sunroom, isn't it, Leader?\Ah, this is relaxing.\I'm really glad we bought this chair.\Miwako-san has transcended geezerdom and is now in the realm of the old fogies...\She was pretty fond of Mayama, after all...\It's like her child left the nest, so she suddenly aged... response:	We'll always be together, right, Leader?
context: The area that the B Team was using opened up, after all.\It's like a sunroom, isn't it, Leader?\Ah, this is relaxing.\I'm really glad we bought this chair.\Miwako-san has transcended geezerdom and is now in the realm of the old fogies...\She was pretty fond of Mayama, after all...\It's like her child left the nest, so she suddenly aged...\We'll always be together, right, Leader? response:	Or maybe she's better like this...
context: It's like a sunroom, isn't it, Leader?\Ah, this is relaxing.\I'm really glad we bought this chair.\Miwako-san has transcended geezerdom and is now in the realm of the old fogies...\She was pretty fond of Mayama, after all...\It's like her child left the nest, so she suddenly aged...\We'll always be together, right, Leader?\Or maybe she's better like this... response:	Even if she was like a geezer, she was the focus of my admiration when I first joined...
context: Ah, this is relaxing.\I'm really glad we bought this chair.\Miwako-san has transcended geezerdom and is now in the realm of the old fogies...\She was pretty fond of Mayama, after all...\It's like her child left the nest, so she suddenly aged...\We'll always be together, right, Leader?\Or maybe she's better like this...\Even if she was like a geezer, she was the focus of my admiration when I first joined... response:	It's nice to meet you.
context: I'm really glad we bought this chair.\Miwako-san has transcended geezerdom and is now in the realm of the old fogies...\She was pretty fond of Mayama, after all...\It's like her child left the nest, so she suddenly aged...\We'll always be together, right, Leader?\Or maybe she's better like this...\Even if she was like a geezer, she was the focus of my admiration when I first joined...\It's nice to meet you. response:	I'm Teshigawara Miwako of the planning department.
context: Miwako-san has transcended geezerdom and is now in the realm of the old fogies...\She was pretty fond of Mayama, after all...\It's like her child left the nest, so she suddenly aged...\We'll always be together, right, Leader?\Or maybe she's better like this...\Even if she was like a geezer, she was the focus of my admiration when I first joined...\It's nice to meet you.\I'm Teshigawara Miwako of the planning department. response:	Actually, I'm really liking the way Miwako-san is right now...
context: She was pretty fond of Mayama, after all...\It's like her child left the nest, so she suddenly aged...\We'll always be together, right, Leader?\Or maybe she's better like this...\Even if she was like a geezer, she was the focus of my admiration when I first joined...\It's nice to meet you.\I'm Teshigawara Miwako of the planning department.\Actually, I'm really liking the way Miwako-san is right now... response:	Hey, Yamazaki-kun...
context: It's like her child left the nest, so she suddenly aged...\We'll always be together, right, Leader?\Or maybe she's better like this...\Even if she was like a geezer, she was the focus of my admiration when I first joined...\It's nice to meet you.\I'm Teshigawara Miwako of the planning department.\Actually, I'm really liking the way Miwako-san is right now...\Hey, Yamazaki-kun... response:	Y-Yes?
context: We'll always be together, right, Leader?\Or maybe she's better like this...\Even if she was like a geezer, she was the focus of my admiration when I first joined...\It's nice to meet you.\I'm Teshigawara Miwako of the planning department.\Actually, I'm really liking the way Miwako-san is right now...\Hey, Yamazaki-kun...\Y-Yes? response:	The remodeling quote for the Shirakawa mansion...
context: Or maybe she's better like this...\Even if she was like a geezer, she was the focus of my admiration when I first joined...\It's nice to meet you.\I'm Teshigawara Miwako of the planning department.\Actually, I'm really liking the way Miwako-san is right now...\Hey, Yamazaki-kun...\Y-Yes?\The remodeling quote for the Shirakawa mansion... response:	The flooring is listed as S.B. Terracotta, but that can be rather irregular in thickness.
context: Even if she was like a geezer, she was the focus of my admiration when I first joined...\It's nice to meet you.\I'm Teshigawara Miwako of the planning department.\Actually, I'm really liking the way Miwako-san is right now...\Hey, Yamazaki-kun...\Y-Yes?\The remodeling quote for the Shirakawa mansion...\The flooring is listed as S.B. Terracotta, but that can be rather irregular in thickness. response:	You might want to switch over to ones that are 2 millimeters thinner.
context: It's nice to meet you.\I'm Teshigawara Miwako of the planning department.\Actually, I'm really liking the way Miwako-san is right now...\Hey, Yamazaki-kun...\Y-Yes?\The remodeling quote for the Shirakawa mansion...\The flooring is listed as S.B. Terracotta, but that can be rather irregular in thickness.\You might want to switch over to ones that are 2 millimeters thinner. response:	It'll be a problem if they find out after they lay it down that the door won't open.
context: I'm Teshigawara Miwako of the planning department.\Actually, I'm really liking the way Miwako-san is right now...\Hey, Yamazaki-kun...\Y-Yes?\The remodeling quote for the Shirakawa mansion...\The flooring is listed as S.B. Terracotta, but that can be rather irregular in thickness.\You might want to switch over to ones that are 2 millimeters thinner.\It'll be a problem if they find out after they lay it down that the door won't open. response:	Be careful.
context: Actually, I'm really liking the way Miwako-san is right now...\Hey, Yamazaki-kun...\Y-Yes?\The remodeling quote for the Shirakawa mansion...\The flooring is listed as S.B. Terracotta, but that can be rather irregular in thickness.\You might want to switch over to ones that are 2 millimeters thinner.\It'll be a problem if they find out after they lay it down that the door won't open.\Be careful. response:	I understand! I'll fix it right away! Yes'm!
context: Hey, Yamazaki-kun...\Y-Yes?\The remodeling quote for the Shirakawa mansion...\The flooring is listed as S.B. Terracotta, but that can be rather irregular in thickness.\You might want to switch over to ones that are 2 millimeters thinner.\It'll be a problem if they find out after they lay it down that the door won't open.\Be careful.\I understand! I'll fix it right away! Yes'm! response:	Forgive my saying that you're better in your new form!
context: Y-Yes?\The remodeling quote for the Shirakawa mansion...\The flooring is listed as S.B. Terracotta, but that can be rather irregular in thickness.\You might want to switch over to ones that are 2 millimeters thinner.\It'll be a problem if they find out after they lay it down that the door won't open.\Be careful.\I understand! I'll fix it right away! Yes'm!\Forgive my saying that you're better in your new form! response:	Your geezer-ness is still in its prime!
context: The remodeling quote for the Shirakawa mansion...\The flooring is listed as S.B. Terracotta, but that can be rather irregular in thickness.\You might want to switch over to ones that are 2 millimeters thinner.\It'll be a problem if they find out after they lay it down that the door won't open.\Be careful.\I understand! I'll fix it right away! Yes'm!\Forgive my saying that you're better in your new form!\Your geezer-ness is still in its prime! response:	That's right, Nomiya...
context: The flooring is listed as S.B. Terracotta, but that can be rather irregular in thickness.\You might want to switch over to ones that are 2 millimeters thinner.\It'll be a problem if they find out after they lay it down that the door won't open.\Be careful.\I understand! I'll fix it right away! Yes'm!\Forgive my saying that you're better in your new form!\Your geezer-ness is still in its prime!\That's right, Nomiya... response:	Yes?
context: You might want to switch over to ones that are 2 millimeters thinner.\It'll be a problem if they find out after they lay it down that the door won't open.\Be careful.\I understand! I'll fix it right away! Yes'm!\Forgive my saying that you're better in your new form!\Your geezer-ness is still in its prime!\That's right, Nomiya...\Yes? response:	Did you ask Yamada-san to make more bowls?
context: It'll be a problem if they find out after they lay it down that the door won't open.\Be careful.\I understand! I'll fix it right away! Yes'm!\Forgive my saying that you're better in your new form!\Your geezer-ness is still in its prime!\That's right, Nomiya...\Yes?\Did you ask Yamada-san to make more bowls? response:	Oh, she's in the middle of the Hamabi Festival right now.
context: Be careful.\I understand! I'll fix it right away! Yes'm!\Forgive my saying that you're better in your new form!\Your geezer-ness is still in its prime!\That's right, Nomiya...\Yes?\Did you ask Yamada-san to make more bowls?\Oh, she's in the middle of the Hamabi Festival right now. response:	Oh, the memories.
context: I understand! I'll fix it right away! Yes'm!\Forgive my saying that you're better in your new form!\Your geezer-ness is still in its prime!\That's right, Nomiya...\Yes?\Did you ask Yamada-san to make more bowls?\Oh, she's in the middle of the Hamabi Festival right now.\Oh, the memories. response:	A school festival, huh?
context: Forgive my saying that you're better in your new form!\Your geezer-ness is still in its prime!\That's right, Nomiya...\Yes?\Did you ask Yamada-san to make more bowls?\Oh, she's in the middle of the Hamabi Festival right now.\Oh, the memories.\A school festival, huh? response:	It's been so long for me I can't even remember.
context: Your geezer-ness is still in its prime!\That's right, Nomiya...\Yes?\Did you ask Yamada-san to make more bowls?\Oh, she's in the middle of the Hamabi Festival right now.\Oh, the memories.\A school festival, huh?\It's been so long for me I can't even remember. response:	I'm supposed to ask her again once the Hamabi Festival is over.
context: That's right, Nomiya...\Yes?\Did you ask Yamada-san to make more bowls?\Oh, she's in the middle of the Hamabi Festival right now.\Oh, the memories.\A school festival, huh?\It's been so long for me I can't even remember.\I'm supposed to ask her again once the Hamabi Festival is over. response:	Sounds good.
context: Yes?\Did you ask Yamada-san to make more bowls?\Oh, she's in the middle of the Hamabi Festival right now.\Oh, the memories.\A school festival, huh?\It's been so long for me I can't even remember.\I'm supposed to ask her again once the Hamabi Festival is over.\Sounds good. response:	Hamabi Festival
