context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright, response:	and sit back from the screen,'kay?
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay? response:	Previously on Fairy Tail!
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Previously on Fairy Tail! response:	We managed to defeat Phantom's Element 4 somehow
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Previously on Fairy Tail!\We managed to defeat Phantom's Element 4 somehow response:	which stopped the Magic Giant, but Master Jose has come to attack!
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Previously on Fairy Tail!\We managed to defeat Phantom's Element 4 somehow\which stopped the Magic Giant, but Master Jose has come to attack! response:	Natsu came running to save the captured Lucy,
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Previously on Fairy Tail!\We managed to defeat Phantom's Element 4 somehow\which stopped the Magic Giant, but Master Jose has come to attack!\Natsu came running to save the captured Lucy, response:	and started an all-out battle with the Iron Dragon Slayer, Gajeel!
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Previously on Fairy Tail!\We managed to defeat Phantom's Element 4 somehow\which stopped the Magic Giant, but Master Jose has come to attack!\Natsu came running to save the captured Lucy,\and started an all-out battle with the Iron Dragon Slayer, Gajeel! response:	It'll be all right! I'll yell it out countless times.
context: When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Previously on Fairy Tail!\We managed to defeat Phantom's Element 4 somehow\which stopped the Magic Giant, but Master Jose has come to attack!\Natsu came running to save the captured Lucy,\and started an all-out battle with the Iron Dragon Slayer, Gajeel!\It'll be all right! I'll yell it out countless times. response:	I believe your every tomorrow will be shining.
context: and sit back from the screen,'kay?\Previously on Fairy Tail!\We managed to defeat Phantom's Element 4 somehow\which stopped the Magic Giant, but Master Jose has come to attack!\Natsu came running to save the captured Lucy,\and started an all-out battle with the Iron Dragon Slayer, Gajeel!\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining. response:	The intersection of all people
context: Previously on Fairy Tail!\We managed to defeat Phantom's Element 4 somehow\which stopped the Magic Giant, but Master Jose has come to attack!\Natsu came running to save the captured Lucy,\and started an all-out battle with the Iron Dragon Slayer, Gajeel!\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people response:	Never giving up. And that's why we're not gonna lose!
