context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth response:	To awaken us, the young mankind,
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind, response:	the Light struck
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck response:	Macross! Macross!
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise response:	and fight to protect their loved ones
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones response:	Will set out on their journey as the war rages on.
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on. response:	Will you love me tomorrow?
context: a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow? response:	Slicing through the darkness they fly toward
context: To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward response:	That blue planet that shines in the distance
context: the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance response:	Macross! Macross!
context: Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross! response:	Macross!
context: The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross! response:	The conflict between Max and Milia has ended in marriage.
context: and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\The conflict between Max and Milia has ended in marriage. response:	This, however, has plunged Britai's fleet into chaos.
context: Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\The conflict between Max and Milia has ended in marriage.\This, however, has plunged Britai's fleet into chaos. response:	MESSENGER
context: Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\The conflict between Max and Milia has ended in marriage.\This, however, has plunged Britai's fleet into chaos.\MESSENGER response:	A single enemy ship is approaching.
context: Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\The conflict between Max and Milia has ended in marriage.\This, however, has plunged Britai's fleet into chaos.\MESSENGER\A single enemy ship is approaching. response:	Move the main cannon into firing position. Target the approaching enemy ship!
context: That blue planet that shines in the distance\Macross! Macross!\Macross!\The conflict between Max and Milia has ended in marriage.\This, however, has plunged Britai's fleet into chaos.\MESSENGER\A single enemy ship is approaching.\Move the main cannon into firing position. Target the approaching enemy ship! response:	Yes, sir! Main cannon, lock on target!
context: Macross! Macross!\Macross!\The conflict between Max and Milia has ended in marriage.\This, however, has plunged Britai's fleet into chaos.\MESSENGER\A single enemy ship is approaching.\Move the main cannon into firing position. Target the approaching enemy ship!\Yes, sir! Main cannon, lock on target! response:	The main cannon is standing by to fire!
context: Macross!\The conflict between Max and Milia has ended in marriage.\This, however, has plunged Britai's fleet into chaos.\MESSENGER\A single enemy ship is approaching.\Move the main cannon into firing position. Target the approaching enemy ship!\Yes, sir! Main cannon, lock on target!\The main cannon is standing by to fire! response:	Target lock acquired!
context: The conflict between Max and Milia has ended in marriage.\This, however, has plunged Britai's fleet into chaos.\MESSENGER\A single enemy ship is approaching.\Move the main cannon into firing position. Target the approaching enemy ship!\Yes, sir! Main cannon, lock on target!\The main cannon is standing by to fire!\Target lock acquired! response:	Maybe they want to settle this one-on-one!
context: This, however, has plunged Britai's fleet into chaos.\MESSENGER\A single enemy ship is approaching.\Move the main cannon into firing position. Target the approaching enemy ship!\Yes, sir! Main cannon, lock on target!\The main cannon is standing by to fire!\Target lock acquired!\Maybe they want to settle this one-on-one! response:	Don't be stupid. Why would they do something like that?
context: MESSENGER\A single enemy ship is approaching.\Move the main cannon into firing position. Target the approaching enemy ship!\Yes, sir! Main cannon, lock on target!\The main cannon is standing by to fire!\Target lock acquired!\Maybe they want to settle this one-on-one!\Don't be stupid. Why would they do something like that? response:	Hey, it happens in comic books all the time!
context: A single enemy ship is approaching.\Move the main cannon into firing position. Target the approaching enemy ship!\Yes, sir! Main cannon, lock on target!\The main cannon is standing by to fire!\Target lock acquired!\Maybe they want to settle this one-on-one!\Don't be stupid. Why would they do something like that?\Hey, it happens in comic books all the time! response:	Idiot.
context: Move the main cannon into firing position. Target the approaching enemy ship!\Yes, sir! Main cannon, lock on target!\The main cannon is standing by to fire!\Target lock acquired!\Maybe they want to settle this one-on-one!\Don't be stupid. Why would they do something like that?\Hey, it happens in comic books all the time!\Idiot. response:	Why do you have to call me an idiot all the time?!
context: Yes, sir! Main cannon, lock on target!\The main cannon is standing by to fire!\Target lock acquired!\Maybe they want to settle this one-on-one!\Don't be stupid. Why would they do something like that?\Hey, it happens in comic books all the time!\Idiot.\Why do you have to call me an idiot all the time?! response:	Please delay firing the main cannon!
context: The main cannon is standing by to fire!\Target lock acquired!\Maybe they want to settle this one-on-one!\Don't be stupid. Why would they do something like that?\Hey, it happens in comic books all the time!\Idiot.\Why do you have to call me an idiot all the time?!\Please delay firing the main cannon! response:	I'm getting a transmission from the enemy vessel. They request a cease-fire.
context: Target lock acquired!\Maybe they want to settle this one-on-one!\Don't be stupid. Why would they do something like that?\Hey, it happens in comic books all the time!\Idiot.\Why do you have to call me an idiot all the time?!\Please delay firing the main cannon!\I'm getting a transmission from the enemy vessel. They request a cease-fire. response:	What?
context: Maybe they want to settle this one-on-one!\Don't be stupid. Why would they do something like that?\Hey, it happens in comic books all the time!\Idiot.\Why do you have to call me an idiot all the time?!\Please delay firing the main cannon!\I'm getting a transmission from the enemy vessel. They request a cease-fire.\What? response:	Shall I put it on the speaker?
context: Don't be stupid. Why would they do something like that?\Hey, it happens in comic books all the time!\Idiot.\Why do you have to call me an idiot all the time?!\Please delay firing the main cannon!\I'm getting a transmission from the enemy vessel. They request a cease-fire.\What?\Shall I put it on the speaker? response:	The approaching vessel does not intend to attack. We request a cease-fire.
context: Hey, it happens in comic books all the time!\Idiot.\Why do you have to call me an idiot all the time?!\Please delay firing the main cannon!\I'm getting a transmission from the enemy vessel. They request a cease-fire.\What?\Shall I put it on the speaker?\The approaching vessel does not intend to attack. We request a cease-fire. response:	Enemy fighters closing in fast!
context: Idiot.\Why do you have to call me an idiot all the time?!\Please delay firing the main cannon!\I'm getting a transmission from the enemy vessel. They request a cease-fire.\What?\Shall I put it on the speaker?\The approaching vessel does not intend to attack. We request a cease-fire.\Enemy fighters closing in fast! response:	What are they up to?
context: Why do you have to call me an idiot all the time?!\Please delay firing the main cannon!\I'm getting a transmission from the enemy vessel. They request a cease-fire.\What?\Shall I put it on the speaker?\The approaching vessel does not intend to attack. We request a cease-fire.\Enemy fighters closing in fast!\What are they up to? response:	What the hell are you doing?!
context: Please delay firing the main cannon!\I'm getting a transmission from the enemy vessel. They request a cease-fire.\What?\Shall I put it on the speaker?\The approaching vessel does not intend to attack. We request a cease-fire.\Enemy fighters closing in fast!\What are they up to?\What the hell are you doing?! response:	You're interfering with our negotiations. Just stay out of the way and watch.
context: I'm getting a transmission from the enemy vessel. They request a cease-fire.\What?\Shall I put it on the speaker?\The approaching vessel does not intend to attack. We request a cease-fire.\Enemy fighters closing in fast!\What are they up to?\What the hell are you doing?!\You're interfering with our negotiations. Just stay out of the way and watch. response:	We can beat them! Why do we need a cease-fire?!
context: What?\Shall I put it on the speaker?\The approaching vessel does not intend to attack. We request a cease-fire.\Enemy fighters closing in fast!\What are they up to?\What the hell are you doing?!\You're interfering with our negotiations. Just stay out of the way and watch.\We can beat them! Why do we need a cease-fire?! response:	If we don't negotiate a cease-fire, the fleet will tear itself apart.
context: Shall I put it on the speaker?\The approaching vessel does not intend to attack. We request a cease-fire.\Enemy fighters closing in fast!\What are they up to?\What the hell are you doing?!\You're interfering with our negotiations. Just stay out of the way and watch.\We can beat them! Why do we need a cease-fire?!\If we don't negotiate a cease-fire, the fleet will tear itself apart. response:	Preposterous!
context: The approaching vessel does not intend to attack. We request a cease-fire.\Enemy fighters closing in fast!\What are they up to?\What the hell are you doing?!\You're interfering with our negotiations. Just stay out of the way and watch.\We can beat them! Why do we need a cease-fire?!\If we don't negotiate a cease-fire, the fleet will tear itself apart.\Preposterous! response:	You think so?
context: Enemy fighters closing in fast!\What are they up to?\What the hell are you doing?!\You're interfering with our negotiations. Just stay out of the way and watch.\We can beat them! Why do we need a cease-fire?!\If we don't negotiate a cease-fire, the fleet will tear itself apart.\Preposterous!\You think so? response:	A peace envoy?
context: What are they up to?\What the hell are you doing?!\You're interfering with our negotiations. Just stay out of the way and watch.\We can beat them! Why do we need a cease-fire?!\If we don't negotiate a cease-fire, the fleet will tear itself apart.\Preposterous!\You think so?\A peace envoy? response:	Culture shock may have hit them harder than we thought.
context: What the hell are you doing?!\You're interfering with our negotiations. Just stay out of the way and watch.\We can beat them! Why do we need a cease-fire?!\If we don't negotiate a cease-fire, the fleet will tear itself apart.\Preposterous!\You think so?\A peace envoy?\Culture shock may have hit them harder than we thought. response:	Leader! It sure feels strange escorting an enemy pod, doesn't it?
context: You're interfering with our negotiations. Just stay out of the way and watch.\We can beat them! Why do we need a cease-fire?!\If we don't negotiate a cease-fire, the fleet will tear itself apart.\Preposterous!\You think so?\A peace envoy?\Culture shock may have hit them harder than we thought.\Leader! It sure feels strange escorting an enemy pod, doesn't it? response:	You got that right.
context: We can beat them! Why do we need a cease-fire?!\If we don't negotiate a cease-fire, the fleet will tear itself apart.\Preposterous!\You think so?\A peace envoy?\Culture shock may have hit them harder than we thought.\Leader! It sure feels strange escorting an enemy pod, doesn't it?\You got that right. response:	I wonder who's inside?
context: If we don't negotiate a cease-fire, the fleet will tear itself apart.\Preposterous!\You think so?\A peace envoy?\Culture shock may have hit them harder than we thought.\Leader! It sure feels strange escorting an enemy pod, doesn't it?\You got that right.\I wonder who's inside? response:	Hey there! What are you doing?
context: Preposterous!\You think so?\A peace envoy?\Culture shock may have hit them harder than we thought.\Leader! It sure feels strange escorting an enemy pod, doesn't it?\You got that right.\I wonder who's inside?\Hey there! What are you doing? response:	I can't climb down by myself!
context: You think so?\A peace envoy?\Culture shock may have hit them harder than we thought.\Leader! It sure feels strange escorting an enemy pod, doesn't it?\You got that right.\I wonder who's inside?\Hey there! What are you doing?\I can't climb down by myself! response:	Ah, forgive me, sir! I didn't mean to...
context: A peace envoy?\Culture shock may have hit them harder than we thought.\Leader! It sure feels strange escorting an enemy pod, doesn't it?\You got that right.\I wonder who's inside?\Hey there! What are you doing?\I can't climb down by myself!\Ah, forgive me, sir! I didn't mean to... response:	These miclone bodies are so weak and powerless.
context: Culture shock may have hit them harder than we thought.\Leader! It sure feels strange escorting an enemy pod, doesn't it?\You got that right.\I wonder who's inside?\Hey there! What are you doing?\I can't climb down by myself!\Ah, forgive me, sir! I didn't mean to...\These miclone bodies are so weak and powerless. response:	So this is how we look to them, eh?
context: Leader! It sure feels strange escorting an enemy pod, doesn't it?\You got that right.\I wonder who's inside?\Hey there! What are you doing?\I can't climb down by myself!\Ah, forgive me, sir! I didn't mean to...\These miclone bodies are so weak and powerless.\So this is how we look to them, eh? response:	I beg your pardon?
context: You got that right.\I wonder who's inside?\Hey there! What are you doing?\I can't climb down by myself!\Ah, forgive me, sir! I didn't mean to...\These miclone bodies are so weak and powerless.\So this is how we look to them, eh?\I beg your pardon? response:	It's a sign of friendship.
context: I wonder who's inside?\Hey there! What are you doing?\I can't climb down by myself!\Ah, forgive me, sir! I didn't mean to...\These miclone bodies are so weak and powerless.\So this is how we look to them, eh?\I beg your pardon?\It's a sign of friendship. response:	I am Exsedol, Zentradi Zem 1st Class, Chief Archivist.
context: Hey there! What are you doing?\I can't climb down by myself!\Ah, forgive me, sir! I didn't mean to...\These miclone bodies are so weak and powerless.\So this is how we look to them, eh?\I beg your pardon?\It's a sign of friendship.\I am Exsedol, Zentradi Zem 1st Class, Chief Archivist. response:	Archivist, you say?
context: I can't climb down by myself!\Ah, forgive me, sir! I didn't mean to...\These miclone bodies are so weak and powerless.\So this is how we look to them, eh?\I beg your pardon?\It's a sign of friendship.\I am Exsedol, Zentradi Zem 1st Class, Chief Archivist.\Archivist, you say? response:	Indeed.
context: Ah, forgive me, sir! I didn't mean to...\These miclone bodies are so weak and powerless.\So this is how we look to them, eh?\I beg your pardon?\It's a sign of friendship.\I am Exsedol, Zentradi Zem 1st Class, Chief Archivist.\Archivist, you say?\Indeed. response:	Please, if you'll follow me.
context: These miclone bodies are so weak and powerless.\So this is how we look to them, eh?\I beg your pardon?\It's a sign of friendship.\I am Exsedol, Zentradi Zem 1st Class, Chief Archivist.\Archivist, you say?\Indeed.\Please, if you'll follow me. response:	Archivist Exsedol, I would ask that this gentleman remain here.
context: So this is how we look to them, eh?\I beg your pardon?\It's a sign of friendship.\I am Exsedol, Zentradi Zem 1st Class, Chief Archivist.\Archivist, you say?\Indeed.\Please, if you'll follow me.\Archivist Exsedol, I would ask that this gentleman remain here. response:	You wait here!
