context: Open your mind. Open your mind. response:	Far beyond the deep blue Earth, you and I shall meet...
context: Open your mind. Open your mind.\Far beyond the deep blue Earth, you and I shall meet... response:	AH! MY GODDESS
context: Open your mind. Open your mind.\Far beyond the deep blue Earth, you and I shall meet...\AH! MY GODDESS response:	AH! MY GODDESS
context: Open your mind. Open your mind.\Far beyond the deep blue Earth, you and I shall meet...\AH! MY GODDESS\AH! MY GODDESS response:	A snow-white feather will come fluttering down, swaying gently in the air.
context: Open your mind. Open your mind.\Far beyond the deep blue Earth, you and I shall meet...\AH! MY GODDESS\AH! MY GODDESS\A snow-white feather will come fluttering down, swaying gently in the air. response:	Without holding back, I want to envelope you, my one and only love.
context: Open your mind. Open your mind.\Far beyond the deep blue Earth, you and I shall meet...\AH! MY GODDESS\AH! MY GODDESS\A snow-white feather will come fluttering down, swaying gently in the air.\Without holding back, I want to envelope you, my one and only love. response:	I know I have the power to protect the one I love, right here in my hands.
context: Open your mind. Open your mind.\Far beyond the deep blue Earth, you and I shall meet...\AH! MY GODDESS\AH! MY GODDESS\A snow-white feather will come fluttering down, swaying gently in the air.\Without holding back, I want to envelope you, my one and only love.\I know I have the power to protect the one I love, right here in my hands. response:	Open your mind. Just as I've always dreamed.
context: Open your mind. Open your mind.\Far beyond the deep blue Earth, you and I shall meet...\AH! MY GODDESS\AH! MY GODDESS\A snow-white feather will come fluttering down, swaying gently in the air.\Without holding back, I want to envelope you, my one and only love.\I know I have the power to protect the one I love, right here in my hands.\Open your mind. Just as I've always dreamed. response:	Let the wind carry off your hopes, faraway.
context: Far beyond the deep blue Earth, you and I shall meet...\AH! MY GODDESS\AH! MY GODDESS\A snow-white feather will come fluttering down, swaying gently in the air.\Without holding back, I want to envelope you, my one and only love.\I know I have the power to protect the one I love, right here in my hands.\Open your mind. Just as I've always dreamed.\Let the wind carry off your hopes, faraway. response:	I have wings nobody can see. Look, you have them, too.
context: AH! MY GODDESS\AH! MY GODDESS\A snow-white feather will come fluttering down, swaying gently in the air.\Without holding back, I want to envelope you, my one and only love.\I know I have the power to protect the one I love, right here in my hands.\Open your mind. Just as I've always dreamed.\Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too. response:	They'll take us to where we can be free. Anyone can be free.
context: AH! MY GODDESS\A snow-white feather will come fluttering down, swaying gently in the air.\Without holding back, I want to envelope you, my one and only love.\I know I have the power to protect the one I love, right here in my hands.\Open your mind. Just as I've always dreamed.\Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free. response:	The sky is so blue...
context: A snow-white feather will come fluttering down, swaying gently in the air.\Without holding back, I want to envelope you, my one and only love.\I know I have the power to protect the one I love, right here in my hands.\Open your mind. Just as I've always dreamed.\Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue... response:	Who is that girl?
context: Without holding back, I want to envelope you, my one and only love.\I know I have the power to protect the one I love, right here in my hands.\Open your mind. Just as I've always dreamed.\Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Who is that girl? response:	So beautiful...
context: I know I have the power to protect the one I love, right here in my hands.\Open your mind. Just as I've always dreamed.\Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Who is that girl?\So beautiful... response:	And she moves in such mysterious ways...
