context: Water. response:	Earth.
context: Water.\Earth. response:	Fire.
context: Water.\Earth.\Fire. response:	Air.
context: Water.\Earth.\Fire.\Air. response:	Long ago, the four nations lived together in harmony.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony. response:	Then, everything changed when the Fire Nation attacked.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked. response:	Only the Avatar, master of all four elements, could stop them.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them. response:	But when the world needed him most, he vanished.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished. response:	A hundred years passed, and my brother and I discovered the new Avatar...
context: Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar... response:	And although his airbending skills are great.
context: Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great. response:	He has a lot to learn before he's ready to save anyone.
context: Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone. response:	But I believe Aang can save the world.
context: Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world. response:	Those clouds look so soft, don't they?
context: Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Those clouds look so soft, don't they? response:	Like you could just jump down and you'd land in a big, soft cottony heap.
context: Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Those clouds look so soft, don't they?\Like you could just jump down and you'd land in a big, soft cottony heap. response:	Maybe you should give it a try.
context: But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Those clouds look so soft, don't they?\Like you could just jump down and you'd land in a big, soft cottony heap.\Maybe you should give it a try. response:	You're hilarious.
context: A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Those clouds look so soft, don't they?\Like you could just jump down and you'd land in a big, soft cottony heap.\Maybe you should give it a try.\You're hilarious. response:	I'll try it!
context: And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Those clouds look so soft, don't they?\Like you could just jump down and you'd land in a big, soft cottony heap.\Maybe you should give it a try.\You're hilarious.\I'll try it! response:	Yehhh!
context: He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Those clouds look so soft, don't they?\Like you could just jump down and you'd land in a big, soft cottony heap.\Maybe you should give it a try.\You're hilarious.\I'll try it!\Yehhh! response:	Turns out clouds are made of water!
context: But I believe Aang can save the world.\Those clouds look so soft, don't they?\Like you could just jump down and you'd land in a big, soft cottony heap.\Maybe you should give it a try.\You're hilarious.\I'll try it!\Yehhh!\Turns out clouds are made of water! response:	Hey, what is that?
context: Those clouds look so soft, don't they?\Like you could just jump down and you'd land in a big, soft cottony heap.\Maybe you should give it a try.\You're hilarious.\I'll try it!\Yehhh!\Turns out clouds are made of water!\Hey, what is that? response:	It's like a scar.
context: Like you could just jump down and you'd land in a big, soft cottony heap.\Maybe you should give it a try.\You're hilarious.\I'll try it!\Yehhh!\Turns out clouds are made of water!\Hey, what is that?\It's like a scar. response:	Listen, it's so quiet. There's no life anywhere.
context: Maybe you should give it a try.\You're hilarious.\I'll try it!\Yehhh!\Turns out clouds are made of water!\Hey, what is that?\It's like a scar.\Listen, it's so quiet. There's no life anywhere. response:	Aang, are you okay?
context: You're hilarious.\I'll try it!\Yehhh!\Turns out clouds are made of water!\Hey, what is that?\It's like a scar.\Listen, it's so quiet. There's no life anywhere.\Aang, are you okay? response:	Fire Nation! Those evil savages make me sick! They have no respect for...
context: I'll try it!\Yehhh!\Turns out clouds are made of water!\Hey, what is that?\It's like a scar.\Listen, it's so quiet. There's no life anywhere.\Aang, are you okay?\Fire Nation! Those evil savages make me sick! They have no respect for... response:	Shh!
context: Yehhh!\Turns out clouds are made of water!\Hey, what is that?\It's like a scar.\Listen, it's so quiet. There's no life anywhere.\Aang, are you okay?\Fire Nation! Those evil savages make me sick! They have no respect for...\Shh! response:	What? I'm not allowed to be angry?
context: Turns out clouds are made of water!\Hey, what is that?\It's like a scar.\Listen, it's so quiet. There's no life anywhere.\Aang, are you okay?\Fire Nation! Those evil savages make me sick! They have no respect for...\Shh!\What? I'm not allowed to be angry? response:	Why would anyone do this? How could I let this happen?
context: Hey, what is that?\It's like a scar.\Listen, it's so quiet. There's no life anywhere.\Aang, are you okay?\Fire Nation! Those evil savages make me sick! They have no respect for...\Shh!\What? I'm not allowed to be angry?\Why would anyone do this? How could I let this happen? response:	Aang, you didn't let this happen. It has nothing to do with you.
context: It's like a scar.\Listen, it's so quiet. There's no life anywhere.\Aang, are you okay?\Fire Nation! Those evil savages make me sick! They have no respect for...\Shh!\What? I'm not allowed to be angry?\Why would anyone do this? How could I let this happen?\Aang, you didn't let this happen. It has nothing to do with you. response:	Yes it does. It's the Avatar's job to protect nature. But, I don't know how to do my job.
context: Listen, it's so quiet. There's no life anywhere.\Aang, are you okay?\Fire Nation! Those evil savages make me sick! They have no respect for...\Shh!\What? I'm not allowed to be angry?\Why would anyone do this? How could I let this happen?\Aang, you didn't let this happen. It has nothing to do with you.\Yes it does. It's the Avatar's job to protect nature. But, I don't know how to do my job. response:	That's why we're going to the North Pole to find you a teacher.
context: Aang, are you okay?\Fire Nation! Those evil savages make me sick! They have no respect for...\Shh!\What? I'm not allowed to be angry?\Why would anyone do this? How could I let this happen?\Aang, you didn't let this happen. It has nothing to do with you.\Yes it does. It's the Avatar's job to protect nature. But, I don't know how to do my job.\That's why we're going to the North Pole to find you a teacher. response:	Yeh, a waterbending teacher,...
context: Fire Nation! Those evil savages make me sick! They have no respect for...\Shh!\What? I'm not allowed to be angry?\Why would anyone do this? How could I let this happen?\Aang, you didn't let this happen. It has nothing to do with you.\Yes it does. It's the Avatar's job to protect nature. But, I don't know how to do my job.\That's why we're going to the North Pole to find you a teacher.\Yeh, a waterbending teacher,... response:	Monk Gyatso said that Avatar Roku would help me.
context: Shh!\What? I'm not allowed to be angry?\Why would anyone do this? How could I let this happen?\Aang, you didn't let this happen. It has nothing to do with you.\Yes it does. It's the Avatar's job to protect nature. But, I don't know how to do my job.\That's why we're going to the North Pole to find you a teacher.\Yeh, a waterbending teacher,...\Monk Gyatso said that Avatar Roku would help me. response:	The Avatar before you?
context: What? I'm not allowed to be angry?\Why would anyone do this? How could I let this happen?\Aang, you didn't let this happen. It has nothing to do with you.\Yes it does. It's the Avatar's job to protect nature. But, I don't know how to do my job.\That's why we're going to the North Pole to find you a teacher.\Yeh, a waterbending teacher,...\Monk Gyatso said that Avatar Roku would help me.\The Avatar before you? response:	He died over a hundred years ago, how are you supposed to talk to him?
context: Why would anyone do this? How could I let this happen?\Aang, you didn't let this happen. It has nothing to do with you.\Yes it does. It's the Avatar's job to protect nature. But, I don't know how to do my job.\That's why we're going to the North Pole to find you a teacher.\Yeh, a waterbending teacher,...\Monk Gyatso said that Avatar Roku would help me.\The Avatar before you?\He died over a hundred years ago, how are you supposed to talk to him? response:	I don't know.
context: Aang, you didn't let this happen. It has nothing to do with you.\Yes it does. It's the Avatar's job to protect nature. But, I don't know how to do my job.\That's why we're going to the North Pole to find you a teacher.\Yeh, a waterbending teacher,...\Monk Gyatso said that Avatar Roku would help me.\The Avatar before you?\He died over a hundred years ago, how are you supposed to talk to him?\I don't know. response:	Uncle! It's time to leave! Where are you? Uncle Iroh!
