context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	It's been odd lately.
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It's been odd lately. response:	I'm here, but it doesn't feel like it.
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It's been odd lately.\I'm here, but it doesn't feel like it. response:	Something to do...
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It's been odd lately.\I'm here, but it doesn't feel like it.\Something to do... response:	Things I need to do... as soon as possible...
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It's been odd lately.\I'm here, but it doesn't feel like it.\Something to do...\Things I need to do... as soon as possible... response:	There should've been a lot of them.
context: Now we must depart\mou ikanakucha\To our own separate ways\It's been odd lately.\I'm here, but it doesn't feel like it.\Something to do...\Things I need to do... as soon as possible...\There should've been a lot of them. response:	M-My nose hurts.
context: mou ikanakucha\To our own separate ways\It's been odd lately.\I'm here, but it doesn't feel like it.\Something to do...\Things I need to do... as soon as possible...\There should've been a lot of them.\M-My nose hurts. response:	Do I feel foggy because of the allergies I started having this year?
context: To our own separate ways\It's been odd lately.\I'm here, but it doesn't feel like it.\Something to do...\Things I need to do... as soon as possible...\There should've been a lot of them.\M-My nose hurts.\Do I feel foggy because of the allergies I started having this year? response:	My sight grows fuzzy from the tearing eyes and running nose.
context: It's been odd lately.\I'm here, but it doesn't feel like it.\Something to do...\Things I need to do... as soon as possible...\There should've been a lot of them.\M-My nose hurts.\Do I feel foggy because of the allergies I started having this year?\My sight grows fuzzy from the tearing eyes and running nose. response:	When I come to, I'm always thinking about the past.
context: I'm here, but it doesn't feel like it.\Something to do...\Things I need to do... as soon as possible...\There should've been a lot of them.\M-My nose hurts.\Do I feel foggy because of the allergies I started having this year?\My sight grows fuzzy from the tearing eyes and running nose.\When I come to, I'm always thinking about the past. response:	Because the cherry blossom petals are constantly falling in front of me...
context: Something to do...\Things I need to do... as soon as possible...\There should've been a lot of them.\M-My nose hurts.\Do I feel foggy because of the allergies I started having this year?\My sight grows fuzzy from the tearing eyes and running nose.\When I come to, I'm always thinking about the past.\Because the cherry blossom petals are constantly falling in front of me... response:	Over and over again.
context: Things I need to do... as soon as possible...\There should've been a lot of them.\M-My nose hurts.\Do I feel foggy because of the allergies I started having this year?\My sight grows fuzzy from the tearing eyes and running nose.\When I come to, I'm always thinking about the past.\Because the cherry blossom petals are constantly falling in front of me...\Over and over again. response:	I wonder if Professor Tange is okay...
context: There should've been a lot of them.\M-My nose hurts.\Do I feel foggy because of the allergies I started having this year?\My sight grows fuzzy from the tearing eyes and running nose.\When I come to, I'm always thinking about the past.\Because the cherry blossom petals are constantly falling in front of me...\Over and over again.\I wonder if Professor Tange is okay... response:	How heart-breaking... all because he became affiliated with Morita.
context: M-My nose hurts.\Do I feel foggy because of the allergies I started having this year?\My sight grows fuzzy from the tearing eyes and running nose.\When I come to, I'm always thinking about the past.\Because the cherry blossom petals are constantly falling in front of me...\Over and over again.\I wonder if Professor Tange is okay...\How heart-breaking... all because he became affiliated with Morita. response:	Is he repeating the year again?
context: Do I feel foggy because of the allergies I started having this year?\My sight grows fuzzy from the tearing eyes and running nose.\When I come to, I'm always thinking about the past.\Because the cherry blossom petals are constantly falling in front of me...\Over and over again.\I wonder if Professor Tange is okay...\How heart-breaking... all because he became affiliated with Morita.\Is he repeating the year again? response:	I'm finally going to be in the same year as Morita-san.
context: My sight grows fuzzy from the tearing eyes and running nose.\When I come to, I'm always thinking about the past.\Because the cherry blossom petals are constantly falling in front of me...\Over and over again.\I wonder if Professor Tange is okay...\How heart-breaking... all because he became affiliated with Morita.\Is he repeating the year again?\I'm finally going to be in the same year as Morita-san. response:	And we'll finally see the birth of a legendary eighth grader.
context: When I come to, I'm always thinking about the past.\Because the cherry blossom petals are constantly falling in front of me...\Over and over again.\I wonder if Professor Tange is okay...\How heart-breaking... all because he became affiliated with Morita.\Is he repeating the year again?\I'm finally going to be in the same year as Morita-san.\And we'll finally see the birth of a legendary eighth grader. response:	And where is the very person who made Professor like that?!
context: Because the cherry blossom petals are constantly falling in front of me...\Over and over again.\I wonder if Professor Tange is okay...\How heart-breaking... all because he became affiliated with Morita.\Is he repeating the year again?\I'm finally going to be in the same year as Morita-san.\And we'll finally see the birth of a legendary eighth grader.\And where is the very person who made Professor like that?! response:	Why isn't he pouring Professor some sake
context: Over and over again.\I wonder if Professor Tange is okay...\How heart-breaking... all because he became affiliated with Morita.\Is he repeating the year again?\I'm finally going to be in the same year as Morita-san.\And we'll finally see the birth of a legendary eighth grader.\And where is the very person who made Professor like that?!\Why isn't he pouring Professor some sake response:	What is this?
context: I wonder if Professor Tange is okay...\How heart-breaking... all because he became affiliated with Morita.\Is he repeating the year again?\I'm finally going to be in the same year as Morita-san.\And we'll finally see the birth of a legendary eighth grader.\And where is the very person who made Professor like that?!\Why isn't he pouring Professor some sake\What is this? response:	This is...!
context: How heart-breaking... all because he became affiliated with Morita.\Is he repeating the year again?\I'm finally going to be in the same year as Morita-san.\And we'll finally see the birth of a legendary eighth grader.\And where is the very person who made Professor like that?!\Why isn't he pouring Professor some sake\What is this?\This is...! response:	Morita Shinobu
context: Is he repeating the year again?\I'm finally going to be in the same year as Morita-san.\And we'll finally see the birth of a legendary eighth grader.\And where is the very person who made Professor like that?!\Why isn't he pouring Professor some sake\What is this?\This is...!\Morita Shinobu response:	M-Morita-san?
context: I'm finally going to be in the same year as Morita-san.\And we'll finally see the birth of a legendary eighth grader.\And where is the very person who made Professor like that?!\Why isn't he pouring Professor some sake\What is this?\This is...!\Morita Shinobu\M-Morita-san? response:	Morita's Zundoko bushi of Love
context: And we'll finally see the birth of a legendary eighth grader.\And where is the very person who made Professor like that?!\Why isn't he pouring Professor some sake\What is this?\This is...!\Morita Shinobu\M-Morita-san?\Morita's Zundoko bushi of Love response:	Zundoko-bushi: a popular Japanese song based on a WWII naval ballad and remade several times over the years.
context: And where is the very person who made Professor like that?!\Why isn't he pouring Professor some sake\What is this?\This is...!\Morita Shinobu\M-Morita-san?\Morita's Zundoko bushi of Love\Zundoko-bushi: a popular Japanese song based on a WWII naval ballad and remade several times over the years. response:	The final train comes in like it does every night.
context: Why isn't he pouring Professor some sake\What is this?\This is...!\Morita Shinobu\M-Morita-san?\Morita's Zundoko bushi of Love\Zundoko-bushi: a popular Japanese song based on a WWII naval ballad and remade several times over the years.\The final train comes in like it does every night. response:	It shakes the red lanterns downstairs as it passes by.
context: What is this?\This is...!\Morita Shinobu\M-Morita-san?\Morita's Zundoko bushi of Love\Zundoko-bushi: a popular Japanese song based on a WWII naval ballad and remade several times over the years.\The final train comes in like it does every night.\It shakes the red lanterns downstairs as it passes by. response:	He's singing naturally and blending into some strangers' group.
context: This is...!\Morita Shinobu\M-Morita-san?\Morita's Zundoko bushi of Love\Zundoko-bushi: a popular Japanese song based on a WWII naval ballad and remade several times over the years.\The final train comes in like it does every night.\It shakes the red lanterns downstairs as it passes by.\He's singing naturally and blending into some strangers' group. response:	On top of that, it looks like everyone was waiting for him.
context: Morita Shinobu\M-Morita-san?\Morita's Zundoko bushi of Love\Zundoko-bushi: a popular Japanese song based on a WWII naval ballad and remade several times over the years.\The final train comes in like it does every night.\It shakes the red lanterns downstairs as it passes by.\He's singing naturally and blending into some strangers' group.\On top of that, it looks like everyone was waiting for him. response:	He already has speakers and spotlights set up, and even made his own flyers.
context: M-Morita-san?\Morita's Zundoko bushi of Love\Zundoko-bushi: a popular Japanese song based on a WWII naval ballad and remade several times over the years.\The final train comes in like it does every night.\It shakes the red lanterns downstairs as it passes by.\He's singing naturally and blending into some strangers' group.\On top of that, it looks like everyone was waiting for him.\He already has speakers and spotlights set up, and even made his own flyers. response:	Even though he couldn't finish his graduate thesis on time!
context: Morita's Zundoko bushi of Love\Zundoko-bushi: a popular Japanese song based on a WWII naval ballad and remade several times over the years.\The final train comes in like it does every night.\It shakes the red lanterns downstairs as it passes by.\He's singing naturally and blending into some strangers' group.\On top of that, it looks like everyone was waiting for him.\He already has speakers and spotlights set up, and even made his own flyers.\Even though he couldn't finish his graduate thesis on time! response:	Man, he's doing it again this year?
context: Zundoko-bushi: a popular Japanese song based on a WWII naval ballad and remade several times over the years.\The final train comes in like it does every night.\It shakes the red lanterns downstairs as it passes by.\He's singing naturally and blending into some strangers' group.\On top of that, it looks like everyone was waiting for him.\He already has speakers and spotlights set up, and even made his own flyers.\Even though he couldn't finish his graduate thesis on time!\Man, he's doing it again this year? response:	This is the fifth time I've seen his Gian recital.
context: The final train comes in like it does every night.\It shakes the red lanterns downstairs as it passes by.\He's singing naturally and blending into some strangers' group.\On top of that, it looks like everyone was waiting for him.\He already has speakers and spotlights set up, and even made his own flyers.\Even though he couldn't finish his graduate thesis on time!\Man, he's doing it again this year?\This is the fifth time I've seen his Gian recital. response:	Gian: a boy from Doraemon. He can't sing at all but makes everyone listen to his singing.
context: It shakes the red lanterns downstairs as it passes by.\He's singing naturally and blending into some strangers' group.\On top of that, it looks like everyone was waiting for him.\He already has speakers and spotlights set up, and even made his own flyers.\Even though he couldn't finish his graduate thesis on time!\Man, he's doing it again this year?\This is the fifth time I've seen his Gian recital.\Gian: a boy from Doraemon. He can't sing at all but makes everyone listen to his singing. response:	Oh, Mayama-san...
context: He's singing naturally and blending into some strangers' group.\On top of that, it looks like everyone was waiting for him.\He already has speakers and spotlights set up, and even made his own flyers.\Even though he couldn't finish his graduate thesis on time!\Man, he's doing it again this year?\This is the fifth time I've seen his Gian recital.\Gian: a boy from Doraemon. He can't sing at all but makes everyone listen to his singing.\Oh, Mayama-san... response:	Here are some provisions.
context: On top of that, it looks like everyone was waiting for him.\He already has speakers and spotlights set up, and even made his own flyers.\Even though he couldn't finish his graduate thesis on time!\Man, he's doing it again this year?\This is the fifth time I've seen his Gian recital.\Gian: a boy from Doraemon. He can't sing at all but makes everyone listen to his singing.\Oh, Mayama-san...\Here are some provisions. response:	Shinobu!
