context: Piercing through the Macro sky, response:	A thunderbolt strikes the Earth
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth response:	To awaken us, the young mankind
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind response:	The Light struck.
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck. response:	Macross! Macross!
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise response:	And fight to protect their loved ones
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones response:	Will set out on their journey As the war rages on.
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on. response:	Will you love me tomorrow?
context: A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow? response:	Slicing through the darkness they fly toward
context: To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward response:	That blue planet that shines in the distance
context: The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance response:	Macross! Macross!
context: Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross! response:	Macross!
context: The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross! response:	Misa, who had been aboard the Cat's Eye on a recon mission,
context: And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Misa, who had been aboard the Cat's Eye on a recon mission, response:	was taken prisoner along with her escorts Hikaru, Max, and Kakizaki,
context: Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Misa, who had been aboard the Cat's Eye on a recon mission,\was taken prisoner along with her escorts Hikaru, Max, and Kakizaki, response:	and transported far away to the main Zentradi fleet.
context: Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Misa, who had been aboard the Cat's Eye on a recon mission,\was taken prisoner along with her escorts Hikaru, Max, and Kakizaki,\and transported far away to the main Zentradi fleet. response:	The scale and power of the enemy fleet,
context: Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Misa, who had been aboard the Cat's Eye on a recon mission,\was taken prisoner along with her escorts Hikaru, Max, and Kakizaki,\and transported far away to the main Zentradi fleet.\The scale and power of the enemy fleet, response:	as well as the physical strength of the Zentradi themselves,
context: That blue planet that shines in the distance\Macross! Macross!\Macross!\Misa, who had been aboard the Cat's Eye on a recon mission,\was taken prisoner along with her escorts Hikaru, Max, and Kakizaki,\and transported far away to the main Zentradi fleet.\The scale and power of the enemy fleet,\as well as the physical strength of the Zentradi themselves, response:	was beyond anything they could have imagined.
context: Macross! Macross!\Macross!\Misa, who had been aboard the Cat's Eye on a recon mission,\was taken prisoner along with her escorts Hikaru, Max, and Kakizaki,\and transported far away to the main Zentradi fleet.\The scale and power of the enemy fleet,\as well as the physical strength of the Zentradi themselves,\was beyond anything they could have imagined. response:	BIG ESCAPE
context: Macross!\Misa, who had been aboard the Cat's Eye on a recon mission,\was taken prisoner along with her escorts Hikaru, Max, and Kakizaki,\and transported far away to the main Zentradi fleet.\The scale and power of the enemy fleet,\as well as the physical strength of the Zentradi themselves,\was beyond anything they could have imagined.\BIG ESCAPE response:	Let's make a run for it.
context: Misa, who had been aboard the Cat's Eye on a recon mission,\was taken prisoner along with her escorts Hikaru, Max, and Kakizaki,\and transported far away to the main Zentradi fleet.\The scale and power of the enemy fleet,\as well as the physical strength of the Zentradi themselves,\was beyond anything they could have imagined.\BIG ESCAPE\Let's make a run for it. response:	Let's get out of here.
context: was taken prisoner along with her escorts Hikaru, Max, and Kakizaki,\and transported far away to the main Zentradi fleet.\The scale and power of the enemy fleet,\as well as the physical strength of the Zentradi themselves,\was beyond anything they could have imagined.\BIG ESCAPE\Let's make a run for it.\Let's get out of here. response:	It's one thing to say that, but...
context: and transported far away to the main Zentradi fleet.\The scale and power of the enemy fleet,\as well as the physical strength of the Zentradi themselves,\was beyond anything they could have imagined.\BIG ESCAPE\Let's make a run for it.\Let's get out of here.\It's one thing to say that, but... response:	But how?
context: The scale and power of the enemy fleet,\as well as the physical strength of the Zentradi themselves,\was beyond anything they could have imagined.\BIG ESCAPE\Let's make a run for it.\Let's get out of here.\It's one thing to say that, but...\But how? response:	At that meeting earlier, the giants were shocked when the Lieutenant and I...
context: as well as the physical strength of the Zentradi themselves,\was beyond anything they could have imagined.\BIG ESCAPE\Let's make a run for it.\Let's get out of here.\It's one thing to say that, but...\But how?\At that meeting earlier, the giants were shocked when the Lieutenant and I... response:	When they had us kiss, right?
context: was beyond anything they could have imagined.\BIG ESCAPE\Let's make a run for it.\Let's get out of here.\It's one thing to say that, but...\But how?\At that meeting earlier, the giants were shocked when the Lieutenant and I...\When they had us kiss, right? response:	And they said something about Protoculture.
context: BIG ESCAPE\Let's make a run for it.\Let's get out of here.\It's one thing to say that, but...\But how?\At that meeting earlier, the giants were shocked when the Lieutenant and I...\When they had us kiss, right?\And they said something about Protoculture. response:	Yeah, they were so freaked out they didn't even move for a while.
context: Let's make a run for it.\Let's get out of here.\It's one thing to say that, but...\But how?\At that meeting earlier, the giants were shocked when the Lieutenant and I...\When they had us kiss, right?\And they said something about Protoculture.\Yeah, they were so freaked out they didn't even move for a while. response:	If we wait until the next time a soldier comes in to feed us and then kiss again...
context: Let's get out of here.\It's one thing to say that, but...\But how?\At that meeting earlier, the giants were shocked when the Lieutenant and I...\When they had us kiss, right?\And they said something about Protoculture.\Yeah, they were so freaked out they didn't even move for a while.\If we wait until the next time a soldier comes in to feed us and then kiss again... response:	I gotcha! When the soldier gets all surprised, we escape!
context: It's one thing to say that, but...\But how?\At that meeting earlier, the giants were shocked when the Lieutenant and I...\When they had us kiss, right?\And they said something about Protoculture.\Yeah, they were so freaked out they didn't even move for a while.\If we wait until the next time a soldier comes in to feed us and then kiss again...\I gotcha! When the soldier gets all surprised, we escape! response:	Quit joking! I won't do it.
context: But how?\At that meeting earlier, the giants were shocked when the Lieutenant and I...\When they had us kiss, right?\And they said something about Protoculture.\Yeah, they were so freaked out they didn't even move for a while.\If we wait until the next time a soldier comes in to feed us and then kiss again...\I gotcha! When the soldier gets all surprised, we escape!\Quit joking! I won't do it. response:	Lieutenant!
context: At that meeting earlier, the giants were shocked when the Lieutenant and I...\When they had us kiss, right?\And they said something about Protoculture.\Yeah, they were so freaked out they didn't even move for a while.\If we wait until the next time a soldier comes in to feed us and then kiss again...\I gotcha! When the soldier gets all surprised, we escape!\Quit joking! I won't do it.\Lieutenant! response:	That's your big plan? Unbelievable...
context: When they had us kiss, right?\And they said something about Protoculture.\Yeah, they were so freaked out they didn't even move for a while.\If we wait until the next time a soldier comes in to feed us and then kiss again...\I gotcha! When the soldier gets all surprised, we escape!\Quit joking! I won't do it.\Lieutenant!\That's your big plan? Unbelievable... response:	There's no way that would work!
context: And they said something about Protoculture.\Yeah, they were so freaked out they didn't even move for a while.\If we wait until the next time a soldier comes in to feed us and then kiss again...\I gotcha! When the soldier gets all surprised, we escape!\Quit joking! I won't do it.\Lieutenant!\That's your big plan? Unbelievable...\There's no way that would work! response:	Do you think I'd actually kiss you again based on a half-baked plan like that?
context: Yeah, they were so freaked out they didn't even move for a while.\If we wait until the next time a soldier comes in to feed us and then kiss again...\I gotcha! When the soldier gets all surprised, we escape!\Quit joking! I won't do it.\Lieutenant!\That's your big plan? Unbelievable...\There's no way that would work!\Do you think I'd actually kiss you again based on a half-baked plan like that? response:	What are you talking about? Do you have any other choices?
context: If we wait until the next time a soldier comes in to feed us and then kiss again...\I gotcha! When the soldier gets all surprised, we escape!\Quit joking! I won't do it.\Lieutenant!\That's your big plan? Unbelievable...\There's no way that would work!\Do you think I'd actually kiss you again based on a half-baked plan like that?\What are you talking about? Do you have any other choices? response:	Besides, if it wasn't to get out of here, why would I wanna kiss someone like you?!
context: I gotcha! When the soldier gets all surprised, we escape!\Quit joking! I won't do it.\Lieutenant!\That's your big plan? Unbelievable...\There's no way that would work!\Do you think I'd actually kiss you again based on a half-baked plan like that?\What are you talking about? Do you have any other choices?\Besides, if it wasn't to get out of here, why would I wanna kiss someone like you?! response:	Now, now...
context: Quit joking! I won't do it.\Lieutenant!\That's your big plan? Unbelievable...\There's no way that would work!\Do you think I'd actually kiss you again based on a half-baked plan like that?\What are you talking about? Do you have any other choices?\Besides, if it wasn't to get out of here, why would I wanna kiss someone like you?!\Now, now... response:	Calm down, both of you.
context: Lieutenant!\That's your big plan? Unbelievable...\There's no way that would work!\Do you think I'd actually kiss you again based on a half-baked plan like that?\What are you talking about? Do you have any other choices?\Besides, if it wasn't to get out of here, why would I wanna kiss someone like you?!\Now, now...\Calm down, both of you. response:	Lt. Hayase, this time I'd be glad to trade places with Lt. Ichijo, and...
context: That's your big plan? Unbelievable...\There's no way that would work!\Do you think I'd actually kiss you again based on a half-baked plan like that?\What are you talking about? Do you have any other choices?\Besides, if it wasn't to get out of here, why would I wanna kiss someone like you?!\Now, now...\Calm down, both of you.\Lt. Hayase, this time I'd be glad to trade places with Lt. Ichijo, and... response:	What a moron...
context: There's no way that would work!\Do you think I'd actually kiss you again based on a half-baked plan like that?\What are you talking about? Do you have any other choices?\Besides, if it wasn't to get out of here, why would I wanna kiss someone like you?!\Now, now...\Calm down, both of you.\Lt. Hayase, this time I'd be glad to trade places with Lt. Ichijo, and...\What a moron... response:	Lord Bodolzaa, what strategy did you have in mind for further operations?
context: Do you think I'd actually kiss you again based on a half-baked plan like that?\What are you talking about? Do you have any other choices?\Besides, if it wasn't to get out of here, why would I wanna kiss someone like you?!\Now, now...\Calm down, both of you.\Lt. Hayase, this time I'd be glad to trade places with Lt. Ichijo, and...\What a moron...\Lord Bodolzaa, what strategy did you have in mind for further operations? response:	I'd like to send in a spy.
context: What are you talking about? Do you have any other choices?\Besides, if it wasn't to get out of here, why would I wanna kiss someone like you?!\Now, now...\Calm down, both of you.\Lt. Hayase, this time I'd be glad to trade places with Lt. Ichijo, and...\What a moron...\Lord Bodolzaa, what strategy did you have in mind for further operations?\I'd like to send in a spy. response:	A spy?
context: Besides, if it wasn't to get out of here, why would I wanna kiss someone like you?!\Now, now...\Calm down, both of you.\Lt. Hayase, this time I'd be glad to trade places with Lt. Ichijo, and...\What a moron...\Lord Bodolzaa, what strategy did you have in mind for further operations?\I'd like to send in a spy.\A spy? response:	Your pardon, sir, but contact with the Protoculture could lead to our destruction.
context: Now, now...\Calm down, both of you.\Lt. Hayase, this time I'd be glad to trade places with Lt. Ichijo, and...\What a moron...\Lord Bodolzaa, what strategy did you have in mind for further operations?\I'd like to send in a spy.\A spy?\Your pardon, sir, but contact with the Protoculture could lead to our destruction. response:	What should we do?
context: Calm down, both of you.\Lt. Hayase, this time I'd be glad to trade places with Lt. Ichijo, and...\What a moron...\Lord Bodolzaa, what strategy did you have in mind for further operations?\I'd like to send in a spy.\A spy?\Your pardon, sir, but contact with the Protoculture could lead to our destruction.\What should we do? response:	But if we can get our hands on their reaction weaponry or shipboard repair technology,
context: Lt. Hayase, this time I'd be glad to trade places with Lt. Ichijo, and...\What a moron...\Lord Bodolzaa, what strategy did you have in mind for further operations?\I'd like to send in a spy.\A spy?\Your pardon, sir, but contact with the Protoculture could lead to our destruction.\What should we do?\But if we can get our hands on their reaction weaponry or shipboard repair technology, response:	I'd like to see those miclone civilians again.
context: What a moron...\Lord Bodolzaa, what strategy did you have in mind for further operations?\I'd like to send in a spy.\A spy?\Your pardon, sir, but contact with the Protoculture could lead to our destruction.\What should we do?\But if we can get our hands on their reaction weaponry or shipboard repair technology,\I'd like to see those miclone civilians again. response:	We would gain a great advantage over the Supervision Army.
context: Lord Bodolzaa, what strategy did you have in mind for further operations?\I'd like to send in a spy.\A spy?\Your pardon, sir, but contact with the Protoculture could lead to our destruction.\What should we do?\But if we can get our hands on their reaction weaponry or shipboard repair technology,\I'd like to see those miclone civilians again.\We would gain a great advantage over the Supervision Army. response:	Me too.
context: I'd like to send in a spy.\A spy?\Your pardon, sir, but contact with the Protoculture could lead to our destruction.\What should we do?\But if we can get our hands on their reaction weaponry or shipboard repair technology,\I'd like to see those miclone civilians again.\We would gain a great advantage over the Supervision Army.\Me too. response:	Okay.
context: A spy?\Your pardon, sir, but contact with the Protoculture could lead to our destruction.\What should we do?\But if we can get our hands on their reaction weaponry or shipboard repair technology,\I'd like to see those miclone civilians again.\We would gain a great advantage over the Supervision Army.\Me too.\Okay. response:	But who could endure a mission requiring them to become miclones
context: Your pardon, sir, but contact with the Protoculture could lead to our destruction.\What should we do?\But if we can get our hands on their reaction weaponry or shipboard repair technology,\I'd like to see those miclone civilians again.\We would gain a great advantage over the Supervision Army.\Me too.\Okay.\But who could endure a mission requiring them to become miclones response:	and infiltrate this most unusual Macross ship?
