context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	The forces of the Eye of the Midnight Sun attacked the Witches' Forest.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The forces of the Eye of the Midnight Sun attacked the Witches' Forest. response:	They were after the magic stone that lies in the forest.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The forces of the Eye of the Midnight Sun attacked the Witches' Forest.\They were after the magic stone that lies in the forest. response:	At the same time, the forces of the Diamond Kingdom also attacked the Witches' Forest.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The forces of the Eye of the Midnight Sun attacked the Witches' Forest.\They were after the magic stone that lies in the forest.\At the same time, the forces of the Diamond Kingdom also attacked the Witches' Forest. response:	They wanted to take advantage of the chaos
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The forces of the Eye of the Midnight Sun attacked the Witches' Forest.\They were after the magic stone that lies in the forest.\At the same time, the forces of the Diamond Kingdom also attacked the Witches' Forest.\They wanted to take advantage of the chaos response:	and steal the Queen of Witches' secret.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The forces of the Eye of the Midnight Sun attacked the Witches' Forest.\They were after the magic stone that lies in the forest.\At the same time, the forces of the Diamond Kingdom also attacked the Witches' Forest.\They wanted to take advantage of the chaos\and steal the Queen of Witches' secret. response:	Fanzell, a former officer in the Diamond Kingdom's army,
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The forces of the Eye of the Midnight Sun attacked the Witches' Forest.\They were after the magic stone that lies in the forest.\At the same time, the forces of the Diamond Kingdom also attacked the Witches' Forest.\They wanted to take advantage of the chaos\and steal the Queen of Witches' secret.\Fanzell, a former officer in the Diamond Kingdom's army, response:	ended up facing two of his former students, Mars and Ladros.
context: He was called the Wizard King, and he became a legend.\The forces of the Eye of the Midnight Sun attacked the Witches' Forest.\They were after the magic stone that lies in the forest.\At the same time, the forces of the Diamond Kingdom also attacked the Witches' Forest.\They wanted to take advantage of the chaos\and steal the Queen of Witches' secret.\Fanzell, a former officer in the Diamond Kingdom's army,\ended up facing two of his former students, Mars and Ladros. response:	Million Lasers!
context: The forces of the Eye of the Midnight Sun attacked the Witches' Forest.\They were after the magic stone that lies in the forest.\At the same time, the forces of the Diamond Kingdom also attacked the Witches' Forest.\They wanted to take advantage of the chaos\and steal the Queen of Witches' secret.\Fanzell, a former officer in the Diamond Kingdom's army,\ended up facing two of his former students, Mars and Ladros.\Million Lasers! response:	Don't... You should be using your powers to do the right thing...
context: They were after the magic stone that lies in the forest.\At the same time, the forces of the Diamond Kingdom also attacked the Witches' Forest.\They wanted to take advantage of the chaos\and steal the Queen of Witches' secret.\Fanzell, a former officer in the Diamond Kingdom's army,\ended up facing two of his former students, Mars and Ladros.\Million Lasers!\Don't... You should be using your powers to do the right thing... response:	Getting to use your power to the max in combat... What could be better than that?
context: At the same time, the forces of the Diamond Kingdom also attacked the Witches' Forest.\They wanted to take advantage of the chaos\and steal the Queen of Witches' secret.\Fanzell, a former officer in the Diamond Kingdom's army,\ended up facing two of his former students, Mars and Ladros.\Million Lasers!\Don't... You should be using your powers to do the right thing...\Getting to use your power to the max in combat... What could be better than that? response:	You see, I want to be acknowledged. By this country! By this world!
context: They wanted to take advantage of the chaos\and steal the Queen of Witches' secret.\Fanzell, a former officer in the Diamond Kingdom's army,\ended up facing two of his former students, Mars and Ladros.\Million Lasers!\Don't... You should be using your powers to do the right thing...\Getting to use your power to the max in combat... What could be better than that?\You see, I want to be acknowledged. By this country! By this world! response:	Guess I'll just have to kill this chick first!
context: and steal the Queen of Witches' secret.\Fanzell, a former officer in the Diamond Kingdom's army,\ended up facing two of his former students, Mars and Ladros.\Million Lasers!\Don't... You should be using your powers to do the right thing...\Getting to use your power to the max in combat... What could be better than that?\You see, I want to be acknowledged. By this country! By this world!\Guess I'll just have to kill this chick first! response:	Don't!
context: Fanzell, a former officer in the Diamond Kingdom's army,\ended up facing two of his former students, Mars and Ladros.\Million Lasers!\Don't... You should be using your powers to do the right thing...\Getting to use your power to the max in combat... What could be better than that?\You see, I want to be acknowledged. By this country! By this world!\Guess I'll just have to kill this chick first!\Don't! response:	My powers... exist to protect others.
context: ended up facing two of his former students, Mars and Ladros.\Million Lasers!\Don't... You should be using your powers to do the right thing...\Getting to use your power to the max in combat... What could be better than that?\You see, I want to be acknowledged. By this country! By this world!\Guess I'll just have to kill this chick first!\Don't!\My powers... exist to protect others. response:	Your lessons got through to me.
context: Million Lasers!\Don't... You should be using your powers to do the right thing...\Getting to use your power to the max in combat... What could be better than that?\You see, I want to be acknowledged. By this country! By this world!\Guess I'll just have to kill this chick first!\Don't!\My powers... exist to protect others.\Your lessons got through to me. response:	Mars managed to turn the tables at the last moment.
