context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J response:	J Teach Pokemon to understand The power that's inside J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J response:	J Pokemon! Gotta catch'em all! It's you and me J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all! It's you and me J response:	J I know it's my destiny Pokemon! J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all! It's you and me J\J I know it's my destiny Pokemon! J response:	J Oh you're my best friend In a world we must defend J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all! It's you and me J\J I know it's my destiny Pokemon! J\J Oh you're my best friend In a world we must defend J response:	J Pokemon! Gotta catch'em all A heart so true J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all! It's you and me J\J I know it's my destiny Pokemon! J\J Oh you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all A heart so true J response:	J Our courage will pull us through J
context: J To catch them is my real test To train them is my cause J\J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all! It's you and me J\J I know it's my destiny Pokemon! J\J Oh you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all A heart so true J\J Our courage will pull us through J response:	J You teach me and I'll teach you Pokemon! J
context: J I will travel across the land Searching far and wide J\J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all! It's you and me J\J I know it's my destiny Pokemon! J\J Oh you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all A heart so true J\J Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J response:	J Gotta catch'em all Gotta catch'em all J
context: J Teach Pokemon to understand The power that's inside J\J Pokemon! Gotta catch'em all! It's you and me J\J I know it's my destiny Pokemon! J\J Oh you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all A heart so true J\J Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J\J Gotta catch'em all Gotta catch'em all J response:	J Pokemon! J
context: J Pokemon! Gotta catch'em all! It's you and me J\J I know it's my destiny Pokemon! J\J Oh you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all A heart so true J\J Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J\J Gotta catch'em all Gotta catch'em all J\J Pokemon! J response:	It's hard work trying to become a Pokemon Master
context: J I know it's my destiny Pokemon! J\J Oh you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all A heart so true J\J Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J\J Gotta catch'em all Gotta catch'em all J\J Pokemon! J\It's hard work trying to become a Pokemon Master response:	and our heroes haven't had much rest or relaxation.
context: J Oh you're my best friend In a world we must defend J\J Pokemon! Gotta catch'em all A heart so true J\J Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J\J Gotta catch'em all Gotta catch'em all J\J Pokemon! J\It's hard work trying to become a Pokemon Master\and our heroes haven't had much rest or relaxation. response:	But now they're in luck.
context: J Pokemon! Gotta catch'em all A heart so true J\J Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J\J Gotta catch'em all Gotta catch'em all J\J Pokemon! J\It's hard work trying to become a Pokemon Master\and our heroes haven't had much rest or relaxation.\But now they're in luck. response:	They've come to town on the same day the carnival has arrived.
context: J Our courage will pull us through J\J You teach me and I'll teach you Pokemon! J\J Gotta catch'em all Gotta catch'em all J\J Pokemon! J\It's hard work trying to become a Pokemon Master\and our heroes haven't had much rest or relaxation.\But now they're in luck.\They've come to town on the same day the carnival has arrived. response:	Huh-uh-uh. Look at all of those beautiful girls.
context: J You teach me and I'll teach you Pokemon! J\J Gotta catch'em all Gotta catch'em all J\J Pokemon! J\It's hard work trying to become a Pokemon Master\and our heroes haven't had much rest or relaxation.\But now they're in luck.\They've come to town on the same day the carnival has arrived.\Huh-uh-uh. Look at all of those beautiful girls. response:	And check out all of the rides and shows.
context: J Gotta catch'em all Gotta catch'em all J\J Pokemon! J\It's hard work trying to become a Pokemon Master\and our heroes haven't had much rest or relaxation.\But now they're in luck.\They've come to town on the same day the carnival has arrived.\Huh-uh-uh. Look at all of those beautiful girls.\And check out all of the rides and shows. response:	All right. Let's show these people how to really party.
