context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	When I was still little...
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\When I was still little... response:	One day, riding the green bike I always used to ride, I thought...
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\When I was still little...\One day, riding the green bike I always used to ride, I thought... response:	How far can I go without turning back?
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\When I was still little...\One day, riding the green bike I always used to ride, I thought...\How far can I go without turning back? response:	Even now I sometimes wonder...
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\When I was still little...\One day, riding the green bike I always used to ride, I thought...\How far can I go without turning back?\Even now I sometimes wonder... response:	What exactly was I trying to do at that time?
context: Now we must depart\mou ikanakucha\To our own separate ways\When I was still little...\One day, riding the green bike I always used to ride, I thought...\How far can I go without turning back?\Even now I sometimes wonder...\What exactly was I trying to do at that time? response:	Once again, it was no good!
context: mou ikanakucha\To our own separate ways\When I was still little...\One day, riding the green bike I always used to ride, I thought...\How far can I go without turning back?\Even now I sometimes wonder...\What exactly was I trying to do at that time?\Once again, it was no good! response:	Takemoto...
context: To our own separate ways\When I was still little...\One day, riding the green bike I always used to ride, I thought...\How far can I go without turning back?\Even now I sometimes wonder...\What exactly was I trying to do at that time?\Once again, it was no good!\Takemoto... response:	I see, so you failed your employment exam again...
context: When I was still little...\One day, riding the green bike I always used to ride, I thought...\How far can I go without turning back?\Even now I sometimes wonder...\What exactly was I trying to do at that time?\Once again, it was no good!\Takemoto...\I see, so you failed your employment exam again... response:	Oh, I'm sorry, it seems you have a guest.
context: One day, riding the green bike I always used to ride, I thought...\How far can I go without turning back?\Even now I sometimes wonder...\What exactly was I trying to do at that time?\Once again, it was no good!\Takemoto...\I see, so you failed your employment exam again...\Oh, I'm sorry, it seems you have a guest. response:	I'm an alumni of this school.
context: How far can I go without turning back?\Even now I sometimes wonder...\What exactly was I trying to do at that time?\Once again, it was no good!\Takemoto...\I see, so you failed your employment exam again...\Oh, I'm sorry, it seems you have a guest.\I'm an alumni of this school. response:	My name is Usui.
context: Even now I sometimes wonder...\What exactly was I trying to do at that time?\Once again, it was no good!\Takemoto...\I see, so you failed your employment exam again...\Oh, I'm sorry, it seems you have a guest.\I'm an alumni of this school.\My name is Usui. response:	It's nice to meet you. I'm Takemoto.
context: What exactly was I trying to do at that time?\Once again, it was no good!\Takemoto...\I see, so you failed your employment exam again...\Oh, I'm sorry, it seems you have a guest.\I'm an alumni of this school.\My name is Usui.\It's nice to meet you. I'm Takemoto. response:	He was actually one of my students.
context: Once again, it was no good!\Takemoto...\I see, so you failed your employment exam again...\Oh, I'm sorry, it seems you have a guest.\I'm an alumni of this school.\My name is Usui.\It's nice to meet you. I'm Takemoto.\He was actually one of my students. response:	He runs a custom-order furniture business, and he might not look it, but he's president.
context: Takemoto...\I see, so you failed your employment exam again...\Oh, I'm sorry, it seems you have a guest.\I'm an alumni of this school.\My name is Usui.\It's nice to meet you. I'm Takemoto.\He was actually one of my students.\He runs a custom-order furniture business, and he might not look it, but he's president. response:	Sensei, what do you mean by he might not look it?
context: I see, so you failed your employment exam again...\Oh, I'm sorry, it seems you have a guest.\I'm an alumni of this school.\My name is Usui.\It's nice to meet you. I'm Takemoto.\He was actually one of my students.\He runs a custom-order furniture business, and he might not look it, but he's president.\Sensei, what do you mean by he might not look it? response:	Wow, this thing is amazing.
context: Oh, I'm sorry, it seems you have a guest.\I'm an alumni of this school.\My name is Usui.\It's nice to meet you. I'm Takemoto.\He was actually one of my students.\He runs a custom-order furniture business, and he might not look it, but he's president.\Sensei, what do you mean by he might not look it?\Wow, this thing is amazing. response:	Isn't it nice?
context: I'm an alumni of this school.\My name is Usui.\It's nice to meet you. I'm Takemoto.\He was actually one of my students.\He runs a custom-order furniture business, and he might not look it, but he's president.\Sensei, what do you mean by he might not look it?\Wow, this thing is amazing.\Isn't it nice? response:	It's a custom-made rotating shelf.
context: My name is Usui.\It's nice to meet you. I'm Takemoto.\He was actually one of my students.\He runs a custom-order furniture business, and he might not look it, but he's president.\Sensei, what do you mean by he might not look it?\Wow, this thing is amazing.\Isn't it nice?\It's a custom-made rotating shelf. response:	It'll finally save me from the avalanche of spray cans.
context: It's nice to meet you. I'm Takemoto.\He was actually one of my students.\He runs a custom-order furniture business, and he might not look it, but he's president.\Sensei, what do you mean by he might not look it?\Wow, this thing is amazing.\Isn't it nice?\It's a custom-made rotating shelf.\It'll finally save me from the avalanche of spray cans. response:	So, how much is it?
context: He was actually one of my students.\He runs a custom-order furniture business, and he might not look it, but he's president.\Sensei, what do you mean by he might not look it?\Wow, this thing is amazing.\Isn't it nice?\It's a custom-made rotating shelf.\It'll finally save me from the avalanche of spray cans.\So, how much is it? response:	500,000.
context: He runs a custom-order furniture business, and he might not look it, but he's president.\Sensei, what do you mean by he might not look it?\Wow, this thing is amazing.\Isn't it nice?\It's a custom-made rotating shelf.\It'll finally save me from the avalanche of spray cans.\So, how much is it?\500,000. response:	Expensive!
context: Sensei, what do you mean by he might not look it?\Wow, this thing is amazing.\Isn't it nice?\It's a custom-made rotating shelf.\It'll finally save me from the avalanche of spray cans.\So, how much is it?\500,000.\Expensive! response:	Then, 20,000.
context: Wow, this thing is amazing.\Isn't it nice?\It's a custom-made rotating shelf.\It'll finally save me from the avalanche of spray cans.\So, how much is it?\500,000.\Expensive!\Then, 20,000. response:	Cheap!
context: Isn't it nice?\It's a custom-made rotating shelf.\It'll finally save me from the avalanche of spray cans.\So, how much is it?\500,000.\Expensive!\Then, 20,000.\Cheap! response:	Hey, is your company really all right with you being so laidback?
context: It's a custom-made rotating shelf.\It'll finally save me from the avalanche of spray cans.\So, how much is it?\500,000.\Expensive!\Then, 20,000.\Cheap!\Hey, is your company really all right with you being so laidback? response:	Beats me...
context: It'll finally save me from the avalanche of spray cans.\So, how much is it?\500,000.\Expensive!\Then, 20,000.\Cheap!\Hey, is your company really all right with you being so laidback?\Beats me... response:	Beats me?! Hey now!
context: So, how much is it?\500,000.\Expensive!\Then, 20,000.\Cheap!\Hey, is your company really all right with you being so laidback?\Beats me...\Beats me?! Hey now! response:	Hold on. Let me do some calculations.
context: 500,000.\Expensive!\Then, 20,000.\Cheap!\Hey, is your company really all right with you being so laidback?\Beats me...\Beats me?! Hey now!\Hold on. Let me do some calculations. response:	The cost for supplies, construction, transportation, and installation...
context: Expensive!\Then, 20,000.\Cheap!\Hey, is your company really all right with you being so laidback?\Beats me...\Beats me?! Hey now!\Hold on. Let me do some calculations.\The cost for supplies, construction, transportation, and installation... response:	Sensei.
context: Then, 20,000.\Cheap!\Hey, is your company really all right with you being so laidback?\Beats me...\Beats me?! Hey now!\Hold on. Let me do some calculations.\The cost for supplies, construction, transportation, and installation...\Sensei. response:	He's nice.
context: Cheap!\Hey, is your company really all right with you being so laidback?\Beats me...\Beats me?! Hey now!\Hold on. Let me do some calculations.\The cost for supplies, construction, transportation, and installation...\Sensei.\He's nice. response:	Isn't he?
context: Hey, is your company really all right with you being so laidback?\Beats me...\Beats me?! Hey now!\Hold on. Let me do some calculations.\The cost for supplies, construction, transportation, and installation...\Sensei.\He's nice.\Isn't he? response:	How much?
context: Beats me...\Beats me?! Hey now!\Hold on. Let me do some calculations.\The cost for supplies, construction, transportation, and installation...\Sensei.\He's nice.\Isn't he?\How much? response:	Hey, don't talk like you're buying some vegetable.
context: Beats me?! Hey now!\Hold on. Let me do some calculations.\The cost for supplies, construction, transportation, and installation...\Sensei.\He's nice.\Isn't he?\How much?\Hey, don't talk like you're buying some vegetable. response:	Takemoto-kun, was it?
context: Hold on. Let me do some calculations.\The cost for supplies, construction, transportation, and installation...\Sensei.\He's nice.\Isn't he?\How much?\Hey, don't talk like you're buying some vegetable.\Takemoto-kun, was it? response:	Want to come work for my company?
context: The cost for supplies, construction, transportation, and installation...\Sensei.\He's nice.\Isn't he?\How much?\Hey, don't talk like you're buying some vegetable.\Takemoto-kun, was it?\Want to come work for my company? response:	Usui! Like I said, you're being too simple-minded!
context: Sensei.\He's nice.\Isn't he?\How much?\Hey, don't talk like you're buying some vegetable.\Takemoto-kun, was it?\Want to come work for my company?\Usui! Like I said, you're being too simple-minded! response:	First, you need to properly explain what the company's about and what the job entails...
context: He's nice.\Isn't he?\How much?\Hey, don't talk like you're buying some vegetable.\Takemoto-kun, was it?\Want to come work for my company?\Usui! Like I said, you're being too simple-minded!\First, you need to properly explain what the company's about and what the job entails... response:	Takemoto! You don't need to rush to make a reply!
context: Isn't he?\How much?\Hey, don't talk like you're buying some vegetable.\Takemoto-kun, was it?\Want to come work for my company?\Usui! Like I said, you're being too simple-minded!\First, you need to properly explain what the company's about and what the job entails...\Takemoto! You don't need to rush to make a reply! response:	Hire me, pretty please!
context: How much?\Hey, don't talk like you're buying some vegetable.\Takemoto-kun, was it?\Want to come work for my company?\Usui! Like I said, you're being too simple-minded!\First, you need to properly explain what the company's about and what the job entails...\Takemoto! You don't need to rush to make a reply!\Hire me, pretty please! response:	Sure. You're hired.
context: Hey, don't talk like you're buying some vegetable.\Takemoto-kun, was it?\Want to come work for my company?\Usui! Like I said, you're being too simple-minded!\First, you need to properly explain what the company's about and what the job entails...\Takemoto! You don't need to rush to make a reply!\Hire me, pretty please!\Sure. You're hired. response:	And so, well, a lot has happened...
context: Takemoto-kun, was it?\Want to come work for my company?\Usui! Like I said, you're being too simple-minded!\First, you need to properly explain what the company's about and what the job entails...\Takemoto! You don't need to rush to make a reply!\Hire me, pretty please!\Sure. You're hired.\And so, well, a lot has happened... response:	But he's tentatively been hired.
context: Want to come work for my company?\Usui! Like I said, you're being too simple-minded!\First, you need to properly explain what the company's about and what the job entails...\Takemoto! You don't need to rush to make a reply!\Hire me, pretty please!\Sure. You're hired.\And so, well, a lot has happened...\But he's tentatively been hired. response:	Takemoto-kun
