context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	Th-There's an emergency!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Th-There's an emergency! response:	Th-The capital!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Th-There's an emergency!\Th-The capital! response:	The capital is under attack!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Th-There's an emergency!\Th-The capital!\The capital is under attack! response:	The Clover Kingdom fell under attack while the Wizard King was absent.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Th-There's an emergency!\Th-The capital!\The capital is under attack!\The Clover Kingdom fell under attack while the Wizard King was absent. response:	The royal capital was in flames, and people fled from the dead.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Th-There's an emergency!\Th-The capital!\The capital is under attack!\The Clover Kingdom fell under attack while the Wizard King was absent.\The royal capital was in flames, and people fled from the dead. response:	You're stronger than me, right? Right?!
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Th-There's an emergency!\Th-The capital!\The capital is under attack!\The Clover Kingdom fell under attack while the Wizard King was absent.\The royal capital was in flames, and people fled from the dead.\You're stronger than me, right? Right?! response:	Get out here, Magic Knights!
context: He was called the Wizard King, and he became a legend.\Th-There's an emergency!\Th-The capital!\The capital is under attack!\The Clover Kingdom fell under attack while the Wizard King was absent.\The royal capital was in flames, and people fled from the dead.\You're stronger than me, right? Right?!\Get out here, Magic Knights! response:	I get it! There are people out there who need our help!
context: Th-There's an emergency!\Th-The capital!\The capital is under attack!\The Clover Kingdom fell under attack while the Wizard King was absent.\The royal capital was in flames, and people fled from the dead.\You're stronger than me, right? Right?!\Get out here, Magic Knights!\I get it! There are people out there who need our help! response:	I'm gonna go!
context: Th-The capital!\The capital is under attack!\The Clover Kingdom fell under attack while the Wizard King was absent.\The royal capital was in flames, and people fled from the dead.\You're stronger than me, right? Right?!\Get out here, Magic Knights!\I get it! There are people out there who need our help!\I'm gonna go! response:	Asta!
context: The capital is under attack!\The Clover Kingdom fell under attack while the Wizard King was absent.\The royal capital was in flames, and people fled from the dead.\You're stronger than me, right? Right?!\Get out here, Magic Knights!\I get it! There are people out there who need our help!\I'm gonna go!\Asta! response:	Where do you plan to go?
context: The Clover Kingdom fell under attack while the Wizard King was absent.\The royal capital was in flames, and people fled from the dead.\You're stronger than me, right? Right?!\Get out here, Magic Knights!\I get it! There are people out there who need our help!\I'm gonna go!\Asta!\Where do you plan to go? response:	We don't even know the full situation yet, and you can't sense magic at all!
context: The royal capital was in flames, and people fled from the dead.\You're stronger than me, right? Right?!\Get out here, Magic Knights!\I get it! There are people out there who need our help!\I'm gonna go!\Asta!\Where do you plan to go?\We don't even know the full situation yet, and you can't sense magic at all! response:	I'm going to where it's noisiest!
context: You're stronger than me, right? Right?!\Get out here, Magic Knights!\I get it! There are people out there who need our help!\I'm gonna go!\Asta!\Where do you plan to go?\We don't even know the full situation yet, and you can't sense magic at all!\I'm going to where it's noisiest! response:	D-Do you think you're an animal or something?!
context: Get out here, Magic Knights!\I get it! There are people out there who need our help!\I'm gonna go!\Asta!\Where do you plan to go?\We don't even know the full situation yet, and you can't sense magic at all!\I'm going to where it's noisiest!\D-Do you think you're an animal or something?! response:	Interesting!
context: I get it! There are people out there who need our help!\I'm gonna go!\Asta!\Where do you plan to go?\We don't even know the full situation yet, and you can't sense magic at all!\I'm going to where it's noisiest!\D-Do you think you're an animal or something?!\Interesting! response:	Let's see what you've got!
context: I'm gonna go!\Asta!\Where do you plan to go?\We don't even know the full situation yet, and you can't sense magic at all!\I'm going to where it's noisiest!\D-Do you think you're an animal or something?!\Interesting!\Let's see what you've got! response:	Wait for me, Asta, my rival!
context: Asta!\Where do you plan to go?\We don't even know the full situation yet, and you can't sense magic at all!\I'm going to where it's noisiest!\D-Do you think you're an animal or something?!\Interesting!\Let's see what you've got!\Wait for me, Asta, my rival! response:	I'm sure you'd rather not take orders from me, but listen well, Magic Knights!
context: Where do you plan to go?\We don't even know the full situation yet, and you can't sense magic at all!\I'm going to where it's noisiest!\D-Do you think you're an animal or something?!\Interesting!\Let's see what you've got!\Wait for me, Asta, my rival!\I'm sure you'd rather not take orders from me, but listen well, Magic Knights! response:	I'll go after Leo and that Black Bulls boy,
context: We don't even know the full situation yet, and you can't sense magic at all!\I'm going to where it's noisiest!\D-Do you think you're an animal or something?!\Interesting!\Let's see what you've got!\Wait for me, Asta, my rival!\I'm sure you'd rather not take orders from me, but listen well, Magic Knights!\I'll go after Leo and that Black Bulls boy, response:	and after I've joined them, we'll head to the north district.
context: I'm going to where it's noisiest!\D-Do you think you're an animal or something?!\Interesting!\Let's see what you've got!\Wait for me, Asta, my rival!\I'm sure you'd rather not take orders from me, but listen well, Magic Knights!\I'll go after Leo and that Black Bulls boy,\and after I've joined them, we'll head to the north district. response:	Silver Eagles, I ask that you head to the central district,
context: D-Do you think you're an animal or something?!\Interesting!\Let's see what you've got!\Wait for me, Asta, my rival!\I'm sure you'd rather not take orders from me, but listen well, Magic Knights!\I'll go after Leo and that Black Bulls boy,\and after I've joined them, we'll head to the north district.\Silver Eagles, I ask that you head to the central district, response:	where the magic is strongest.
context: Interesting!\Let's see what you've got!\Wait for me, Asta, my rival!\I'm sure you'd rather not take orders from me, but listen well, Magic Knights!\I'll go after Leo and that Black Bulls boy,\and after I've joined them, we'll head to the north district.\Silver Eagles, I ask that you head to the central district,\where the magic is strongest. response:	Blue Roses, head to the east district!
context: Let's see what you've got!\Wait for me, Asta, my rival!\I'm sure you'd rather not take orders from me, but listen well, Magic Knights!\I'll go after Leo and that Black Bulls boy,\and after I've joined them, we'll head to the north district.\Silver Eagles, I ask that you head to the central district,\where the magic is strongest.\Blue Roses, head to the east district! response:	I'd rather not take orders from a man, but I suppose I don't have a choice.
context: Wait for me, Asta, my rival!\I'm sure you'd rather not take orders from me, but listen well, Magic Knights!\I'll go after Leo and that Black Bulls boy,\and after I've joined them, we'll head to the north district.\Silver Eagles, I ask that you head to the central district,\where the magic is strongest.\Blue Roses, head to the east district!\I'd rather not take orders from a man, but I suppose I don't have a choice. response:	Golden Dawn, split into two teams and head to the west and northwest districts!
context: I'm sure you'd rather not take orders from me, but listen well, Magic Knights!\I'll go after Leo and that Black Bulls boy,\and after I've joined them, we'll head to the north district.\Silver Eagles, I ask that you head to the central district,\where the magic is strongest.\Blue Roses, head to the east district!\I'd rather not take orders from a man, but I suppose I don't have a choice.\Golden Dawn, split into two teams and head to the west and northwest districts! response:	Let us go.
context: I'll go after Leo and that Black Bulls boy,\and after I've joined them, we'll head to the north district.\Silver Eagles, I ask that you head to the central district,\where the magic is strongest.\Blue Roses, head to the east district!\I'd rather not take orders from a man, but I suppose I don't have a choice.\Golden Dawn, split into two teams and head to the west and northwest districts!\Let us go. response:	I guess we'll just have to save dessert for later.
context: and after I've joined them, we'll head to the north district.\Silver Eagles, I ask that you head to the central district,\where the magic is strongest.\Blue Roses, head to the east district!\I'd rather not take orders from a man, but I suppose I don't have a choice.\Golden Dawn, split into two teams and head to the west and northwest districts!\Let us go.\I guess we'll just have to save dessert for later. response:	If we fail to protect the royal capital, we'll bring shame upon the Magic Knights!
context: Silver Eagles, I ask that you head to the central district,\where the magic is strongest.\Blue Roses, head to the east district!\I'd rather not take orders from a man, but I suppose I don't have a choice.\Golden Dawn, split into two teams and head to the west and northwest districts!\Let us go.\I guess we'll just have to save dessert for later.\If we fail to protect the royal capital, we'll bring shame upon the Magic Knights! response:	Do not let the enemy escape, no matter what!
context: where the magic is strongest.\Blue Roses, head to the east district!\I'd rather not take orders from a man, but I suppose I don't have a choice.\Golden Dawn, split into two teams and head to the west and northwest districts!\Let us go.\I guess we'll just have to save dessert for later.\If we fail to protect the royal capital, we'll bring shame upon the Magic Knights!\Do not let the enemy escape, no matter what! response:	Right!
context: Blue Roses, head to the east district!\I'd rather not take orders from a man, but I suppose I don't have a choice.\Golden Dawn, split into two teams and head to the west and northwest districts!\Let us go.\I guess we'll just have to save dessert for later.\If we fail to protect the royal capital, we'll bring shame upon the Magic Knights!\Do not let the enemy escape, no matter what!\Right! response:	Little girl... Do you like the Clover Kingdom?
context: I'd rather not take orders from a man, but I suppose I don't have a choice.\Golden Dawn, split into two teams and head to the west and northwest districts!\Let us go.\I guess we'll just have to save dessert for later.\If we fail to protect the royal capital, we'll bring shame upon the Magic Knights!\Do not let the enemy escape, no matter what!\Right!\Little girl... Do you like the Clover Kingdom? response:	I-I love it!
