context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright, response:	and sit back from the screen,'kay?
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay? response:	I'll take you to Hell!
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\I'll take you to Hell! response:	Go to Hell!
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\I'll take you to Hell!\Go to Hell! response:	Prepare to rock!
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\I'll take you to Hell!\Go to Hell!\Prepare to rock! response:	Juvia...
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\I'll take you to Hell!\Go to Hell!\Prepare to rock!\Juvia... response:	What's happened to you?
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\I'll take you to Hell!\Go to Hell!\Prepare to rock!\Juvia...\What's happened to you? response:	This is the ultimate vibe!
context: When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\I'll take you to Hell!\Go to Hell!\Prepare to rock!\Juvia...\What's happened to you?\This is the ultimate vibe! response:	It's so loud!
context: and sit back from the screen,'kay?\I'll take you to Hell!\Go to Hell!\Prepare to rock!\Juvia...\What's happened to you?\This is the ultimate vibe!\It's so loud! response:	Juvia... Is this because of the noise from that guitar?
context: I'll take you to Hell!\Go to Hell!\Prepare to rock!\Juvia...\What's happened to you?\This is the ultimate vibe!\It's so loud!\Juvia... Is this because of the noise from that guitar? response:	Exactly!
context: Go to Hell!\Prepare to rock!\Juvia...\What's happened to you?\This is the ultimate vibe!\It's so loud!\Juvia... Is this because of the noise from that guitar?\Exactly! response:	Women who become my succubi can only hear my orders!
context: Prepare to rock!\Juvia...\What's happened to you?\This is the ultimate vibe!\It's so loud!\Juvia... Is this because of the noise from that guitar?\Exactly!\Women who become my succubi can only hear my orders! response:	But if I captured both of you, the game would be boooring!
context: Juvia...\What's happened to you?\This is the ultimate vibe!\It's so loud!\Juvia... Is this because of the noise from that guitar?\Exactly!\Women who become my succubi can only hear my orders!\But if I captured both of you, the game would be boooring! response:	What I wanna see is a good cat fight between two girls!
context: What's happened to you?\This is the ultimate vibe!\It's so loud!\Juvia... Is this because of the noise from that guitar?\Exactly!\Women who become my succubi can only hear my orders!\But if I captured both of you, the game would be boooring!\What I wanna see is a good cat fight between two girls! response:	You know, one of those rip-roarin', jiggly, slippery, hair-pullin' affairs!
context: This is the ultimate vibe!\It's so loud!\Juvia... Is this because of the noise from that guitar?\Exactly!\Women who become my succubi can only hear my orders!\But if I captured both of you, the game would be boooring!\What I wanna see is a good cat fight between two girls!\You know, one of those rip-roarin', jiggly, slippery, hair-pullin' affairs! response:	You're just the lowest.
context: It's so loud!\Juvia... Is this because of the noise from that guitar?\Exactly!\Women who become my succubi can only hear my orders!\But if I captured both of you, the game would be boooring!\What I wanna see is a good cat fight between two girls!\You know, one of those rip-roarin', jiggly, slippery, hair-pullin' affairs!\You're just the lowest. response:	Lowest?
context: Juvia... Is this because of the noise from that guitar?\Exactly!\Women who become my succubi can only hear my orders!\But if I captured both of you, the game would be boooring!\What I wanna see is a good cat fight between two girls!\You know, one of those rip-roarin', jiggly, slippery, hair-pullin' affairs!\You're just the lowest.\Lowest? response:	That's the highest praise you could give me!
context: Exactly!\Women who become my succubi can only hear my orders!\But if I captured both of you, the game would be boooring!\What I wanna see is a good cat fight between two girls!\You know, one of those rip-roarin', jiggly, slippery, hair-pullin' affairs!\You're just the lowest.\Lowest?\That's the highest praise you could give me! response:	It's time for little babies who don't understand rock to get spanked!
context: Women who become my succubi can only hear my orders!\But if I captured both of you, the game would be boooring!\What I wanna see is a good cat fight between two girls!\You know, one of those rip-roarin', jiggly, slippery, hair-pullin' affairs!\You're just the lowest.\Lowest?\That's the highest praise you could give me!\It's time for little babies who don't understand rock to get spanked! response:	And I just changed clothes!
context: But if I captured both of you, the game would be boooring!\What I wanna see is a good cat fight between two girls!\You know, one of those rip-roarin', jiggly, slippery, hair-pullin' affairs!\You're just the lowest.\Lowest?\That's the highest praise you could give me!\It's time for little babies who don't understand rock to get spanked!\And I just changed clothes! response:	Now, then...
context: What I wanna see is a good cat fight between two girls!\You know, one of those rip-roarin', jiggly, slippery, hair-pullin' affairs!\You're just the lowest.\Lowest?\That's the highest praise you could give me!\It's time for little babies who don't understand rock to get spanked!\And I just changed clothes!\Now, then... response:	Which part should I devour first?
context: You know, one of those rip-roarin', jiggly, slippery, hair-pullin' affairs!\You're just the lowest.\Lowest?\That's the highest praise you could give me!\It's time for little babies who don't understand rock to get spanked!\And I just changed clothes!\Now, then...\Which part should I devour first? response:	I think I should start with that dress! Too pretty for you!
context: You're just the lowest.\Lowest?\That's the highest praise you could give me!\It's time for little babies who don't understand rock to get spanked!\And I just changed clothes!\Now, then...\Which part should I devour first?\I think I should start with that dress! Too pretty for you! response:	Heart's Armor!
