context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	The first stage of the Royal Knights Selection Exam continues to heat up!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The first stage of the Royal Knights Selection Exam continues to heat up! response:	Asta and the others from B Team...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The first stage of the Royal Knights Selection Exam continues to heat up!\Asta and the others from B Team... response:	Magna and the others from C Team...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The first stage of the Royal Knights Selection Exam continues to heat up!\Asta and the others from B Team...\Magna and the others from C Team... response:	Finral and the others from E Team...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The first stage of the Royal Knights Selection Exam continues to heat up!\Asta and the others from B Team...\Magna and the others from C Team...\Finral and the others from E Team... response:	Langris and the others from G Team...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The first stage of the Royal Knights Selection Exam continues to heat up!\Asta and the others from B Team...\Magna and the others from C Team...\Finral and the others from E Team...\Langris and the others from G Team... response:	All these teams were victorious and made it into stage two.
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The first stage of the Royal Knights Selection Exam continues to heat up!\Asta and the others from B Team...\Magna and the others from C Team...\Finral and the others from E Team...\Langris and the others from G Team...\All these teams were victorious and made it into stage two. response:	In the end, you'll never be more than a means of transportation, Brother.
context: He was called the Wizard King, and he became a legend.\The first stage of the Royal Knights Selection Exam continues to heat up!\Asta and the others from B Team...\Magna and the others from C Team...\Finral and the others from E Team...\Langris and the others from G Team...\All these teams were victorious and made it into stage two.\In the end, you'll never be more than a means of transportation, Brother. response:	In our upcoming match, be careful not to get in the way of my spatial magic, okay?
context: The first stage of the Royal Knights Selection Exam continues to heat up!\Asta and the others from B Team...\Magna and the others from C Team...\Finral and the others from E Team...\Langris and the others from G Team...\All these teams were victorious and made it into stage two.\In the end, you'll never be more than a means of transportation, Brother.\In our upcoming match, be careful not to get in the way of my spatial magic, okay? response:	I can't guarantee that you won't lose something.
context: Asta and the others from B Team...\Magna and the others from C Team...\Finral and the others from E Team...\Langris and the others from G Team...\All these teams were victorious and made it into stage two.\In the end, you'll never be more than a means of transportation, Brother.\In our upcoming match, be careful not to get in the way of my spatial magic, okay?\I can't guarantee that you won't lose something. response:	If that were to happen, Mother and Father aside,
context: Magna and the others from C Team...\Finral and the others from E Team...\Langris and the others from G Team...\All these teams were victorious and made it into stage two.\In the end, you'll never be more than a means of transportation, Brother.\In our upcoming match, be careful not to get in the way of my spatial magic, okay?\I can't guarantee that you won't lose something.\If that were to happen, Mother and Father aside, response:	I'm sure she'd be sad.
context: Finral and the others from E Team...\Langris and the others from G Team...\All these teams were victorious and made it into stage two.\In the end, you'll never be more than a means of transportation, Brother.\In our upcoming match, be careful not to get in the way of my spatial magic, okay?\I can't guarantee that you won't lose something.\If that were to happen, Mother and Father aside,\I'm sure she'd be sad. response:	You're right.
context: Langris and the others from G Team...\All these teams were victorious and made it into stage two.\In the end, you'll never be more than a means of transportation, Brother.\In our upcoming match, be careful not to get in the way of my spatial magic, okay?\I can't guarantee that you won't lose something.\If that were to happen, Mother and Father aside,\I'm sure she'd be sad.\You're right. response:	So to ensure that doesn't happen, I'm going to win!
context: All these teams were victorious and made it into stage two.\In the end, you'll never be more than a means of transportation, Brother.\In our upcoming match, be careful not to get in the way of my spatial magic, okay?\I can't guarantee that you won't lose something.\If that were to happen, Mother and Father aside,\I'm sure she'd be sad.\You're right.\So to ensure that doesn't happen, I'm going to win! response:	Mage X
context: In the end, you'll never be more than a means of transportation, Brother.\In our upcoming match, be careful not to get in the way of my spatial magic, okay?\I can't guarantee that you won't lose something.\If that were to happen, Mother and Father aside,\I'm sure she'd be sad.\You're right.\So to ensure that doesn't happen, I'm going to win!\Mage X response:	Aw, man... I finally said it.
context: In our upcoming match, be careful not to get in the way of my spatial magic, okay?\I can't guarantee that you won't lose something.\If that were to happen, Mother and Father aside,\I'm sure she'd be sad.\You're right.\So to ensure that doesn't happen, I'm going to win!\Mage X\Aw, man... I finally said it. response:	I'm going to win!
context: I can't guarantee that you won't lose something.\If that were to happen, Mother and Father aside,\I'm sure she'd be sad.\You're right.\So to ensure that doesn't happen, I'm going to win!\Mage X\Aw, man... I finally said it.\I'm going to win! response:	How insolent of you, Brother.
context: If that were to happen, Mother and Father aside,\I'm sure she'd be sad.\You're right.\So to ensure that doesn't happen, I'm going to win!\Mage X\Aw, man... I finally said it.\I'm going to win!\How insolent of you, Brother. response:	I wasn't trying to make him angry, but...
context: I'm sure she'd be sad.\You're right.\So to ensure that doesn't happen, I'm going to win!\Mage X\Aw, man... I finally said it.\I'm going to win!\How insolent of you, Brother.\I wasn't trying to make him angry, but... response:	We will now begin round five!
context: You're right.\So to ensure that doesn't happen, I'm going to win!\Mage X\Aw, man... I finally said it.\I'm going to win!\How insolent of you, Brother.\I wasn't trying to make him angry, but...\We will now begin round five! response:	Finally!
context: So to ensure that doesn't happen, I'm going to win!\Mage X\Aw, man... I finally said it.\I'm going to win!\How insolent of you, Brother.\I wasn't trying to make him angry, but...\We will now begin round five!\Finally! response:	Hurry it up already.
context: Mage X\Aw, man... I finally said it.\I'm going to win!\How insolent of you, Brother.\I wasn't trying to make him angry, but...\We will now begin round five!\Finally!\Hurry it up already. response:	I Team and J Team, come forth.
context: Aw, man... I finally said it.\I'm going to win!\How insolent of you, Brother.\I wasn't trying to make him angry, but...\We will now begin round five!\Finally!\Hurry it up already.\I Team and J Team, come forth. response:	Hello.
context: I'm going to win!\How insolent of you, Brother.\I wasn't trying to make him angry, but...\We will now begin round five!\Finally!\Hurry it up already.\I Team and J Team, come forth.\Hello. response:	I hope you take it easy on us.
context: How insolent of you, Brother.\I wasn't trying to make him angry, but...\We will now begin round five!\Finally!\Hurry it up already.\I Team and J Team, come forth.\Hello.\I hope you take it easy on us. response:	Likewise.
context: I wasn't trying to make him angry, but...\We will now begin round five!\Finally!\Hurry it up already.\I Team and J Team, come forth.\Hello.\I hope you take it easy on us.\Likewise. response:	Pleasure.
context: We will now begin round five!\Finally!\Hurry it up already.\I Team and J Team, come forth.\Hello.\I hope you take it easy on us.\Likewise.\Pleasure. response:	We're going to do our best.
context: Finally!\Hurry it up already.\I Team and J Team, come forth.\Hello.\I hope you take it easy on us.\Likewise.\Pleasure.\We're going to do our best. response:	Roland, Wainsley, Nix...
context: Hurry it up already.\I Team and J Team, come forth.\Hello.\I hope you take it easy on us.\Likewise.\Pleasure.\We're going to do our best.\Roland, Wainsley, Nix... response:	Nils, Ruben...
context: I Team and J Team, come forth.\Hello.\I hope you take it easy on us.\Likewise.\Pleasure.\We're going to do our best.\Roland, Wainsley, Nix...\Nils, Ruben... response:	And Times? What a strange name.
context: Hello.\I hope you take it easy on us.\Likewise.\Pleasure.\We're going to do our best.\Roland, Wainsley, Nix...\Nils, Ruben...\And Times? What a strange name. response:	I believe it's just X, Asta.
context: I hope you take it easy on us.\Likewise.\Pleasure.\We're going to do our best.\Roland, Wainsley, Nix...\Nils, Ruben...\And Times? What a strange name.\I believe it's just X, Asta. response:	What a strange name.
context: Likewise.\Pleasure.\We're going to do our best.\Roland, Wainsley, Nix...\Nils, Ruben...\And Times? What a strange name.\I believe it's just X, Asta.\What a strange name. response:	I wonder if they entered anonymously.
context: Pleasure.\We're going to do our best.\Roland, Wainsley, Nix...\Nils, Ruben...\And Times? What a strange name.\I believe it's just X, Asta.\What a strange name.\I wonder if they entered anonymously. response:	Um, pardon me...
context: We're going to do our best.\Roland, Wainsley, Nix...\Nils, Ruben...\And Times? What a strange name.\I believe it's just X, Asta.\What a strange name.\I wonder if they entered anonymously.\Um, pardon me... response:	Yes?
context: Roland, Wainsley, Nix...\Nils, Ruben...\And Times? What a strange name.\I believe it's just X, Asta.\What a strange name.\I wonder if they entered anonymously.\Um, pardon me...\Yes? response:	Who's this X that's on our team?
context: Nils, Ruben...\And Times? What a strange name.\I believe it's just X, Asta.\What a strange name.\I wonder if they entered anonymously.\Um, pardon me...\Yes?\Who's this X that's on our team? response:	We can't seem to find them anywhere.
context: And Times? What a strange name.\I believe it's just X, Asta.\What a strange name.\I wonder if they entered anonymously.\Um, pardon me...\Yes?\Who's this X that's on our team?\We can't seem to find them anywhere. response:	Huh?
context: I believe it's just X, Asta.\What a strange name.\I wonder if they entered anonymously.\Um, pardon me...\Yes?\Who's this X that's on our team?\We can't seem to find them anywhere.\Huh? response:	Hurry it up. If you can't find your other member soon, I'm going to disqualify you.
context: What a strange name.\I wonder if they entered anonymously.\Um, pardon me...\Yes?\Who's this X that's on our team?\We can't seem to find them anywhere.\Huh?\Hurry it up. If you can't find your other member soon, I'm going to disqualify you. response:	Um... X! X!
context: I wonder if they entered anonymously.\Um, pardon me...\Yes?\Who's this X that's on our team?\We can't seem to find them anywhere.\Huh?\Hurry it up. If you can't find your other member soon, I'm going to disqualify you.\Um... X! X! response:	If you're here, please come over immediately!
context: Um, pardon me...\Yes?\Who's this X that's on our team?\We can't seem to find them anywhere.\Huh?\Hurry it up. If you can't find your other member soon, I'm going to disqualify you.\Um... X! X!\If you're here, please come over immediately! response:	Wh-Who the hell's that guy?!
context: Yes?\Who's this X that's on our team?\We can't seem to find them anywhere.\Huh?\Hurry it up. If you can't find your other member soon, I'm going to disqualify you.\Um... X! X!\If you're here, please come over immediately!\Wh-Who the hell's that guy?! response:	I'm X!
