context: OP response:	ED
context: OP\ED response:	Log on to www.ruri-subs.com or visit us at
context: OP\ED\Log on to www.ruri-subs.com or visit us at response:	Fansubbed by Ruri Subs
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs response:	The conditions for Sir Hero to return to his homeworld
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\The conditions for Sir Hero to return to his homeworld response:	have really been bothering me.
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\The conditions for Sir Hero to return to his homeworld\have really been bothering me. response:	He has been working so hard for everyone, but now all those memories will be wiped away.
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\The conditions for Sir Hero to return to his homeworld\have really been bothering me.\He has been working so hard for everyone, but now all those memories will be wiped away. response:	There is definitely something wrong with this!
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\The conditions for Sir Hero to return to his homeworld\have really been bothering me.\He has been working so hard for everyone, but now all those memories will be wiped away.\There is definitely something wrong with this! response:	I don't want a sad ending!
context: ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\The conditions for Sir Hero to return to his homeworld\have really been bothering me.\He has been working so hard for everyone, but now all those memories will be wiped away.\There is definitely something wrong with this!\I don't want a sad ending! response:	Promise
context: Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\The conditions for Sir Hero to return to his homeworld\have really been bothering me.\He has been working so hard for everyone, but now all those memories will be wiped away.\There is definitely something wrong with this!\I don't want a sad ending!\Promise response:	I can't eat any more.
context: Fansubbed by Ruri Subs\The conditions for Sir Hero to return to his homeworld\have really been bothering me.\He has been working so hard for everyone, but now all those memories will be wiped away.\There is definitely something wrong with this!\I don't want a sad ending!\Promise\I can't eat any more. response:	How long will it be until your summer holiday starts?
context: The conditions for Sir Hero to return to his homeworld\have really been bothering me.\He has been working so hard for everyone, but now all those memories will be wiped away.\There is definitely something wrong with this!\I don't want a sad ending!\Promise\I can't eat any more.\How long will it be until your summer holiday starts? response:	Let's see. If we go according to Earth time,
context: have really been bothering me.\He has been working so hard for everyone, but now all those memories will be wiped away.\There is definitely something wrong with this!\I don't want a sad ending!\Promise\I can't eat any more.\How long will it be until your summer holiday starts?\Let's see. If we go according to Earth time, response:	today is the 4th of April, so about a hundred days, I guess.
context: He has been working so hard for everyone, but now all those memories will be wiped away.\There is definitely something wrong with this!\I don't want a sad ending!\Promise\I can't eat any more.\How long will it be until your summer holiday starts?\Let's see. If we go according to Earth time,\today is the 4th of April, so about a hundred days, I guess. response:	A hundred days, huh?
context: There is definitely something wrong with this!\I don't want a sad ending!\Promise\I can't eat any more.\How long will it be until your summer holiday starts?\Let's see. If we go according to Earth time,\today is the 4th of April, so about a hundred days, I guess.\A hundred days, huh? response:	I'll miss you a lot if it's that long.
context: I don't want a sad ending!\Promise\I can't eat any more.\How long will it be until your summer holiday starts?\Let's see. If we go according to Earth time,\today is the 4th of April, so about a hundred days, I guess.\A hundred days, huh?\I'll miss you a lot if it's that long. response:	But if I visit for two or three days, then I can come during short breaks.
context: Promise\I can't eat any more.\How long will it be until your summer holiday starts?\Let's see. If we go according to Earth time,\today is the 4th of April, so about a hundred days, I guess.\A hundred days, huh?\I'll miss you a lot if it's that long.\But if I visit for two or three days, then I can come during short breaks. response:	If there's an emergency, please call me anytime!
context: I can't eat any more.\How long will it be until your summer holiday starts?\Let's see. If we go according to Earth time,\today is the 4th of April, so about a hundred days, I guess.\A hundred days, huh?\I'll miss you a lot if it's that long.\But if I visit for two or three days, then I can come during short breaks.\If there's an emergency, please call me anytime! response:	All right. Thanks, Sink.
context: How long will it be until your summer holiday starts?\Let's see. If we go according to Earth time,\today is the 4th of April, so about a hundred days, I guess.\A hundred days, huh?\I'll miss you a lot if it's that long.\But if I visit for two or three days, then I can come during short breaks.\If there's an emergency, please call me anytime!\All right. Thanks, Sink. response:	By the way, Princess,
context: Let's see. If we go according to Earth time,\today is the 4th of April, so about a hundred days, I guess.\A hundred days, huh?\I'll miss you a lot if it's that long.\But if I visit for two or three days, then I can come during short breaks.\If there's an emergency, please call me anytime!\All right. Thanks, Sink.\By the way, Princess, response:	must we really perform the ceremony today?
context: today is the 4th of April, so about a hundred days, I guess.\A hundred days, huh?\I'll miss you a lot if it's that long.\But if I visit for two or three days, then I can come during short breaks.\If there's an emergency, please call me anytime!\All right. Thanks, Sink.\By the way, Princess,\must we really perform the ceremony today? response:	You can't miss it!'Cause you're Sink the Hero!
context: A hundred days, huh?\I'll miss you a lot if it's that long.\But if I visit for two or three days, then I can come during short breaks.\If there's an emergency, please call me anytime!\All right. Thanks, Sink.\By the way, Princess,\must we really perform the ceremony today?\You can't miss it!'Cause you're Sink the Hero! response:	The deportation ceremony has to be a grand affair!
context: I'll miss you a lot if it's that long.\But if I visit for two or three days, then I can come during short breaks.\If there's an emergency, please call me anytime!\All right. Thanks, Sink.\By the way, Princess,\must we really perform the ceremony today?\You can't miss it!'Cause you're Sink the Hero!\The deportation ceremony has to be a grand affair! response:	Biscotti's hero, Sink, has accomplished the mission he was summoned for,
context: But if I visit for two or three days, then I can come during short breaks.\If there's an emergency, please call me anytime!\All right. Thanks, Sink.\By the way, Princess,\must we really perform the ceremony today?\You can't miss it!'Cause you're Sink the Hero!\The deportation ceremony has to be a grand affair!\Biscotti's hero, Sink, has accomplished the mission he was summoned for, response:	so today he'll be returning to his homeworld.
context: If there's an emergency, please call me anytime!\All right. Thanks, Sink.\By the way, Princess,\must we really perform the ceremony today?\You can't miss it!'Cause you're Sink the Hero!\The deportation ceremony has to be a grand affair!\Biscotti's hero, Sink, has accomplished the mission he was summoned for,\so today he'll be returning to his homeworld. response:	Please pass the Holy Sword, Palladion, to Princess Millhiore, your summoner.
context: All right. Thanks, Sink.\By the way, Princess,\must we really perform the ceremony today?\You can't miss it!'Cause you're Sink the Hero!\The deportation ceremony has to be a grand affair!\Biscotti's hero, Sink, has accomplished the mission he was summoned for,\so today he'll be returning to his homeworld.\Please pass the Holy Sword, Palladion, to Princess Millhiore, your summoner. response:	A little bit more.
context: By the way, Princess,\must we really perform the ceremony today?\You can't miss it!'Cause you're Sink the Hero!\The deportation ceremony has to be a grand affair!\Biscotti's hero, Sink, has accomplished the mission he was summoned for,\so today he'll be returning to his homeworld.\Please pass the Holy Sword, Palladion, to Princess Millhiore, your summoner.\A little bit more. response:	Just a little bit more.
context: must we really perform the ceremony today?\You can't miss it!'Cause you're Sink the Hero!\The deportation ceremony has to be a grand affair!\Biscotti's hero, Sink, has accomplished the mission he was summoned for,\so today he'll be returning to his homeworld.\Please pass the Holy Sword, Palladion, to Princess Millhiore, your summoner.\A little bit more.\Just a little bit more. response:	Please, wait for me just a little bit longer.
context: You can't miss it!'Cause you're Sink the Hero!\The deportation ceremony has to be a grand affair!\Biscotti's hero, Sink, has accomplished the mission he was summoned for,\so today he'll be returning to his homeworld.\Please pass the Holy Sword, Palladion, to Princess Millhiore, your summoner.\A little bit more.\Just a little bit more.\Please, wait for me just a little bit longer. response:	There has to be a way that we don't have to part painfully with Sir Hero.
context: The deportation ceremony has to be a grand affair!\Biscotti's hero, Sink, has accomplished the mission he was summoned for,\so today he'll be returning to his homeworld.\Please pass the Holy Sword, Palladion, to Princess Millhiore, your summoner.\A little bit more.\Just a little bit more.\Please, wait for me just a little bit longer.\There has to be a way that we don't have to part painfully with Sir Hero. response:	If I finish reading this page, and I get a little more information,
context: Biscotti's hero, Sink, has accomplished the mission he was summoned for,\so today he'll be returning to his homeworld.\Please pass the Holy Sword, Palladion, to Princess Millhiore, your summoner.\A little bit more.\Just a little bit more.\Please, wait for me just a little bit longer.\There has to be a way that we don't have to part painfully with Sir Hero.\If I finish reading this page, and I get a little more information, response:	I just might find it!
context: so today he'll be returning to his homeworld.\Please pass the Holy Sword, Palladion, to Princess Millhiore, your summoner.\A little bit more.\Just a little bit more.\Please, wait for me just a little bit longer.\There has to be a way that we don't have to part painfully with Sir Hero.\If I finish reading this page, and I get a little more information,\I just might find it! response:	So, please...
context: Please pass the Holy Sword, Palladion, to Princess Millhiore, your summoner.\A little bit more.\Just a little bit more.\Please, wait for me just a little bit longer.\There has to be a way that we don't have to part painfully with Sir Hero.\If I finish reading this page, and I get a little more information,\I just might find it!\So, please... response:	Rico.
context: A little bit more.\Just a little bit more.\Please, wait for me just a little bit longer.\There has to be a way that we don't have to part painfully with Sir Hero.\If I finish reading this page, and I get a little more information,\I just might find it!\So, please...\Rico. response:	I'm sorry. I'm really sorry.
context: Just a little bit more.\Please, wait for me just a little bit longer.\There has to be a way that we don't have to part painfully with Sir Hero.\If I finish reading this page, and I get a little more information,\I just might find it!\So, please...\Rico.\I'm sorry. I'm really sorry. response:	Rico.
context: Please, wait for me just a little bit longer.\There has to be a way that we don't have to part painfully with Sir Hero.\If I finish reading this page, and I get a little more information,\I just might find it!\So, please...\Rico.\I'm sorry. I'm really sorry.\Rico. response:	I still can't find a way.
context: There has to be a way that we don't have to part painfully with Sir Hero.\If I finish reading this page, and I get a little more information,\I just might find it!\So, please...\Rico.\I'm sorry. I'm really sorry.\Rico.\I still can't find a way. response:	I'm really... useless.
context: If I finish reading this page, and I get a little more information,\I just might find it!\So, please...\Rico.\I'm sorry. I'm really sorry.\Rico.\I still can't find a way.\I'm really... useless. response:	Don't say that.
context: I just might find it!\So, please...\Rico.\I'm sorry. I'm really sorry.\Rico.\I still can't find a way.\I'm really... useless.\Don't say that. response:	You've been trying so hard, after all.
context: So, please...\Rico.\I'm sorry. I'm really sorry.\Rico.\I still can't find a way.\I'm really... useless.\Don't say that.\You've been trying so hard, after all. response:	I probably won't be able to bring back the memory of anything at all, but...
context: Rico.\I'm sorry. I'm really sorry.\Rico.\I still can't find a way.\I'm really... useless.\Don't say that.\You've been trying so hard, after all.\I probably won't be able to bring back the memory of anything at all, but... response:	but, even so, I'll never forget anything!
context: I'm sorry. I'm really sorry.\Rico.\I still can't find a way.\I'm really... useless.\Don't say that.\You've been trying so hard, after all.\I probably won't be able to bring back the memory of anything at all, but...\but, even so, I'll never forget anything! response:	I'll definitely remember it all!
context: Rico.\I still can't find a way.\I'm really... useless.\Don't say that.\You've been trying so hard, after all.\I probably won't be able to bring back the memory of anything at all, but...\but, even so, I'll never forget anything!\I'll definitely remember it all! response:	Sir Hero.
context: I still can't find a way.\I'm really... useless.\Don't say that.\You've been trying so hard, after all.\I probably won't be able to bring back the memory of anything at all, but...\but, even so, I'll never forget anything!\I'll definitely remember it all!\Sir Hero. response:	Oh, right!
context: I'm really... useless.\Don't say that.\You've been trying so hard, after all.\I probably won't be able to bring back the memory of anything at all, but...\but, even so, I'll never forget anything!\I'll definitely remember it all!\Sir Hero.\Oh, right! response:	I've got a present for you.
context: Don't say that.\You've been trying so hard, after all.\I probably won't be able to bring back the memory of anything at all, but...\but, even so, I'll never forget anything!\I'll definitely remember it all!\Sir Hero.\Oh, right!\I've got a present for you. response:	Here.
context: You've been trying so hard, after all.\I probably won't be able to bring back the memory of anything at all, but...\but, even so, I'll never forget anything!\I'll definitely remember it all!\Sir Hero.\Oh, right!\I've got a present for you.\Here. response:	A four-colored ball point pen and portable speakers.
context: I probably won't be able to bring back the memory of anything at all, but...\but, even so, I'll never forget anything!\I'll definitely remember it all!\Sir Hero.\Oh, right!\I've got a present for you.\Here.\A four-colored ball point pen and portable speakers. response:	I don't think I can give you my cell phone,
context: but, even so, I'll never forget anything!\I'll definitely remember it all!\Sir Hero.\Oh, right!\I've got a present for you.\Here.\A four-colored ball point pen and portable speakers.\I don't think I can give you my cell phone, response:	but these should be good enough for you to have fun disassembling them.
context: I'll definitely remember it all!\Sir Hero.\Oh, right!\I've got a present for you.\Here.\A four-colored ball point pen and portable speakers.\I don't think I can give you my cell phone,\but these should be good enough for you to have fun disassembling them. response:	I don't have the heart... to disassemble them.
context: Sir Hero.\Oh, right!\I've got a present for you.\Here.\A four-colored ball point pen and portable speakers.\I don't think I can give you my cell phone,\but these should be good enough for you to have fun disassembling them.\I don't have the heart... to disassemble them. response:	I'll treat them with care.
context: Oh, right!\I've got a present for you.\Here.\A four-colored ball point pen and portable speakers.\I don't think I can give you my cell phone,\but these should be good enough for you to have fun disassembling them.\I don't have the heart... to disassemble them.\I'll treat them with care. response:	Forever and ever!
context: I've got a present for you.\Here.\A four-colored ball point pen and portable speakers.\I don't think I can give you my cell phone,\but these should be good enough for you to have fun disassembling them.\I don't have the heart... to disassemble them.\I'll treat them with care.\Forever and ever! response:	Thanks, Rico.
context: Here.\A four-colored ball point pen and portable speakers.\I don't think I can give you my cell phone,\but these should be good enough for you to have fun disassembling them.\I don't have the heart... to disassemble them.\I'll treat them with care.\Forever and ever!\Thanks, Rico. response:	Geez! I can't believe I still have to escort you on your last day.
context: A four-colored ball point pen and portable speakers.\I don't think I can give you my cell phone,\but these should be good enough for you to have fun disassembling them.\I don't have the heart... to disassemble them.\I'll treat them with care.\Forever and ever!\Thanks, Rico.\Geez! I can't believe I still have to escort you on your last day. response:	Don't say that!
context: I don't think I can give you my cell phone,\but these should be good enough for you to have fun disassembling them.\I don't have the heart... to disassemble them.\I'll treat them with care.\Forever and ever!\Thanks, Rico.\Geez! I can't believe I still have to escort you on your last day.\Don't say that! response:	I'm really glad that you're the one seeing me off!
context: but these should be good enough for you to have fun disassembling them.\I don't have the heart... to disassemble them.\I'll treat them with care.\Forever and ever!\Thanks, Rico.\Geez! I can't believe I still have to escort you on your last day.\Don't say that!\I'm really glad that you're the one seeing me off! response:	The princess is already at the location prepared for the ceremony.
context: I don't have the heart... to disassemble them.\I'll treat them with care.\Forever and ever!\Thanks, Rico.\Geez! I can't believe I still have to escort you on your last day.\Don't say that!\I'm really glad that you're the one seeing me off!\The princess is already at the location prepared for the ceremony. response:	We shouldn't take our sweet time.
context: I'll treat them with care.\Forever and ever!\Thanks, Rico.\Geez! I can't believe I still have to escort you on your last day.\Don't say that!\I'm really glad that you're the one seeing me off!\The princess is already at the location prepared for the ceremony.\We shouldn't take our sweet time. response:	Okay.
context: Forever and ever!\Thanks, Rico.\Geez! I can't believe I still have to escort you on your last day.\Don't say that!\I'm really glad that you're the one seeing me off!\The princess is already at the location prepared for the ceremony.\We shouldn't take our sweet time.\Okay. response:	By the way, Eclair.
context: Thanks, Rico.\Geez! I can't believe I still have to escort you on your last day.\Don't say that!\I'm really glad that you're the one seeing me off!\The princess is already at the location prepared for the ceremony.\We shouldn't take our sweet time.\Okay.\By the way, Eclair. response:	Hm?
context: Geez! I can't believe I still have to escort you on your last day.\Don't say that!\I'm really glad that you're the one seeing me off!\The princess is already at the location prepared for the ceremony.\We shouldn't take our sweet time.\Okay.\By the way, Eclair.\Hm? response:	Though this isn't brand new,
context: Don't say that!\I'm really glad that you're the one seeing me off!\The princess is already at the location prepared for the ceremony.\We shouldn't take our sweet time.\Okay.\By the way, Eclair.\Hm?\Though this isn't brand new, response:	will you still accept it?
context: I'm really glad that you're the one seeing me off!\The princess is already at the location prepared for the ceremony.\We shouldn't take our sweet time.\Okay.\By the way, Eclair.\Hm?\Though this isn't brand new,\will you still accept it? response:	Well, I'll just keep it for now.
context: The princess is already at the location prepared for the ceremony.\We shouldn't take our sweet time.\Okay.\By the way, Eclair.\Hm?\Though this isn't brand new,\will you still accept it?\Well, I'll just keep it for now. response:	Thanks.
context: We shouldn't take our sweet time.\Okay.\By the way, Eclair.\Hm?\Though this isn't brand new,\will you still accept it?\Well, I'll just keep it for now.\Thanks. response:	So, it looks like you've given everyone a little something.
