context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth response:	To awaken us, the young mankind,
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind, response:	the Light struck
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck response:	Macross! Macross!
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise response:	and fight to protect their loved ones
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones response:	Will set out on their journey as the war rages on.
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on. response:	Will you love me tomorrow?
context: a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow? response:	Slicing through the darkness they fly toward
context: To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward response:	that blue planet that shines in the distance
context: the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance response:	Macross! Macross!
context: Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross! response:	Macross!
context: The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross! response:	PINEAPPLE SALAD
context: and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\PINEAPPLE SALAD response:	Talk about pathetic. Jeez...
context: Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\PINEAPPLE SALAD\Talk about pathetic. Jeez... response:	Huh?
context: Will you love me tomorrow?\Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\PINEAPPLE SALAD\Talk about pathetic. Jeez...\Huh? response:	Nothing.
context: Slicing through the darkness they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\PINEAPPLE SALAD\Talk about pathetic. Jeez...\Huh?\Nothing. response:	The doctor said your wounds aren't serious.
context: that blue planet that shines in the distance\Macross! Macross!\Macross!\PINEAPPLE SALAD\Talk about pathetic. Jeez...\Huh?\Nothing.\The doctor said your wounds aren't serious. response:	But given their location,
context: Macross! Macross!\Macross!\PINEAPPLE SALAD\Talk about pathetic. Jeez...\Huh?\Nothing.\The doctor said your wounds aren't serious.\But given their location, response:	he wants to keep you in the hospital until we get more detailed results back.
context: Macross!\PINEAPPLE SALAD\Talk about pathetic. Jeez...\Huh?\Nothing.\The doctor said your wounds aren't serious.\But given their location,\he wants to keep you in the hospital until we get more detailed results back. response:	In the hospital?
context: PINEAPPLE SALAD\Talk about pathetic. Jeez...\Huh?\Nothing.\The doctor said your wounds aren't serious.\But given their location,\he wants to keep you in the hospital until we get more detailed results back.\In the hospital? response:	With head wounds,
context: Talk about pathetic. Jeez...\Huh?\Nothing.\The doctor said your wounds aren't serious.\But given their location,\he wants to keep you in the hospital until we get more detailed results back.\In the hospital?\With head wounds, response:	it's not uncommon for people to feel fine at first but suddenly drop dead.
context: Huh?\Nothing.\The doctor said your wounds aren't serious.\But given their location,\he wants to keep you in the hospital until we get more detailed results back.\In the hospital?\With head wounds,\it's not uncommon for people to feel fine at first but suddenly drop dead. response:	Stop trying to scare me.
context: Nothing.\The doctor said your wounds aren't serious.\But given their location,\he wants to keep you in the hospital until we get more detailed results back.\In the hospital?\With head wounds,\it's not uncommon for people to feel fine at first but suddenly drop dead.\Stop trying to scare me. response:	It's just for four or five days. Well, I'll see you in four hours.
context: The doctor said your wounds aren't serious.\But given their location,\he wants to keep you in the hospital until we get more detailed results back.\In the hospital?\With head wounds,\it's not uncommon for people to feel fine at first but suddenly drop dead.\Stop trying to scare me.\It's just for four or five days. Well, I'll see you in four hours. response:	I'm sorry.
context: But given their location,\he wants to keep you in the hospital until we get more detailed results back.\In the hospital?\With head wounds,\it's not uncommon for people to feel fine at first but suddenly drop dead.\Stop trying to scare me.\It's just for four or five days. Well, I'll see you in four hours.\I'm sorry. response:	Huh?
context: he wants to keep you in the hospital until we get more detailed results back.\In the hospital?\With head wounds,\it's not uncommon for people to feel fine at first but suddenly drop dead.\Stop trying to scare me.\It's just for four or five days. Well, I'll see you in four hours.\I'm sorry.\Huh? response:	It's my fault that you were hurt.
context: In the hospital?\With head wounds,\it's not uncommon for people to feel fine at first but suddenly drop dead.\Stop trying to scare me.\It's just for four or five days. Well, I'll see you in four hours.\I'm sorry.\Huh?\It's my fault that you were hurt. response:	Do I have something on my face?
context: With head wounds,\it's not uncommon for people to feel fine at first but suddenly drop dead.\Stop trying to scare me.\It's just for four or five days. Well, I'll see you in four hours.\I'm sorry.\Huh?\It's my fault that you were hurt.\Do I have something on my face? response:	It's just... You've never said, I'm sorry to me before, Captain.
context: it's not uncommon for people to feel fine at first but suddenly drop dead.\Stop trying to scare me.\It's just for four or five days. Well, I'll see you in four hours.\I'm sorry.\Huh?\It's my fault that you were hurt.\Do I have something on my face?\It's just... You've never said, I'm sorry to me before, Captain. response:	Anyway, it's clear that my orders are to blame for what happened.
context: Stop trying to scare me.\It's just for four or five days. Well, I'll see you in four hours.\I'm sorry.\Huh?\It's my fault that you were hurt.\Do I have something on my face?\It's just... You've never said, I'm sorry to me before, Captain.\Anyway, it's clear that my orders are to blame for what happened. response:	Stop saying that.
context: It's just for four or five days. Well, I'll see you in four hours.\I'm sorry.\Huh?\It's my fault that you were hurt.\Do I have something on my face?\It's just... You've never said, I'm sorry to me before, Captain.\Anyway, it's clear that my orders are to blame for what happened.\Stop saying that. response:	If I were a better pilot, then I wouldn't get hurt no matter what orders you gave.
context: I'm sorry.\Huh?\It's my fault that you were hurt.\Do I have something on my face?\It's just... You've never said, I'm sorry to me before, Captain.\Anyway, it's clear that my orders are to blame for what happened.\Stop saying that.\If I were a better pilot, then I wouldn't get hurt no matter what orders you gave. response:	It's not your fault, Captain.
context: Huh?\It's my fault that you were hurt.\Do I have something on my face?\It's just... You've never said, I'm sorry to me before, Captain.\Anyway, it's clear that my orders are to blame for what happened.\Stop saying that.\If I were a better pilot, then I wouldn't get hurt no matter what orders you gave.\It's not your fault, Captain. response:	I feel like I've lost my confidence.
context: It's my fault that you were hurt.\Do I have something on my face?\It's just... You've never said, I'm sorry to me before, Captain.\Anyway, it's clear that my orders are to blame for what happened.\Stop saying that.\If I were a better pilot, then I wouldn't get hurt no matter what orders you gave.\It's not your fault, Captain.\I feel like I've lost my confidence. response:	What's the matter? This isn't like you at all.
context: Do I have something on my face?\It's just... You've never said, I'm sorry to me before, Captain.\Anyway, it's clear that my orders are to blame for what happened.\Stop saying that.\If I were a better pilot, then I wouldn't get hurt no matter what orders you gave.\It's not your fault, Captain.\I feel like I've lost my confidence.\What's the matter? This isn't like you at all. response:	I can't leave the bridge unattended, so I'll be going now.
context: It's just... You've never said, I'm sorry to me before, Captain.\Anyway, it's clear that my orders are to blame for what happened.\Stop saying that.\If I were a better pilot, then I wouldn't get hurt no matter what orders you gave.\It's not your fault, Captain.\I feel like I've lost my confidence.\What's the matter? This isn't like you at all.\I can't leave the bridge unattended, so I'll be going now. response:	Get well soon, okay?
context: Anyway, it's clear that my orders are to blame for what happened.\Stop saying that.\If I were a better pilot, then I wouldn't get hurt no matter what orders you gave.\It's not your fault, Captain.\I feel like I've lost my confidence.\What's the matter? This isn't like you at all.\I can't leave the bridge unattended, so I'll be going now.\Get well soon, okay? response:	Thanks.
context: Stop saying that.\If I were a better pilot, then I wouldn't get hurt no matter what orders you gave.\It's not your fault, Captain.\I feel like I've lost my confidence.\What's the matter? This isn't like you at all.\I can't leave the bridge unattended, so I'll be going now.\Get well soon, okay?\Thanks. response:	So you do know the word thanks.
context: If I were a better pilot, then I wouldn't get hurt no matter what orders you gave.\It's not your fault, Captain.\I feel like I've lost my confidence.\What's the matter? This isn't like you at all.\I can't leave the bridge unattended, so I'll be going now.\Get well soon, okay?\Thanks.\So you do know the word thanks. response:	Stop moping around.
context: It's not your fault, Captain.\I feel like I've lost my confidence.\What's the matter? This isn't like you at all.\I can't leave the bridge unattended, so I'll be going now.\Get well soon, okay?\Thanks.\So you do know the word thanks.\Stop moping around. response:	The boy's injuries weren't serious, right?
context: I feel like I've lost my confidence.\What's the matter? This isn't like you at all.\I can't leave the bridge unattended, so I'll be going now.\Get well soon, okay?\Thanks.\So you do know the word thanks.\Stop moping around.\The boy's injuries weren't serious, right? response:	The same thing happened to me once, you know.
context: What's the matter? This isn't like you at all.\I can't leave the bridge unattended, so I'll be going now.\Get well soon, okay?\Thanks.\So you do know the word thanks.\Stop moping around.\The boy's injuries weren't serious, right?\The same thing happened to me once, you know. response:	The first time I met Focker, my heart kind of went twang...
context: I can't leave the bridge unattended, so I'll be going now.\Get well soon, okay?\Thanks.\So you do know the word thanks.\Stop moping around.\The boy's injuries weren't serious, right?\The same thing happened to me once, you know.\The first time I met Focker, my heart kind of went twang... response:	Even at work, my head was full of him.
context: Get well soon, okay?\Thanks.\So you do know the word thanks.\Stop moping around.\The boy's injuries weren't serious, right?\The same thing happened to me once, you know.\The first time I met Focker, my heart kind of went twang...\Even at work, my head was full of him. response:	And no matter what I did, I just couldn't focus.
context: Thanks.\So you do know the word thanks.\Stop moping around.\The boy's injuries weren't serious, right?\The same thing happened to me once, you know.\The first time I met Focker, my heart kind of went twang...\Even at work, my head was full of him.\And no matter what I did, I just couldn't focus. response:	I had it pretty bad.
context: So you do know the word thanks.\Stop moping around.\The boy's injuries weren't serious, right?\The same thing happened to me once, you know.\The first time I met Focker, my heart kind of went twang...\Even at work, my head was full of him.\And no matter what I did, I just couldn't focus.\I had it pretty bad. response:	You?
context: Stop moping around.\The boy's injuries weren't serious, right?\The same thing happened to me once, you know.\The first time I met Focker, my heart kind of went twang...\Even at work, my head was full of him.\And no matter what I did, I just couldn't focus.\I had it pretty bad.\You? response:	Don't make it sound like I'm a robot or something!
context: The boy's injuries weren't serious, right?\The same thing happened to me once, you know.\The first time I met Focker, my heart kind of went twang...\Even at work, my head was full of him.\And no matter what I did, I just couldn't focus.\I had it pretty bad.\You?\Don't make it sound like I'm a robot or something! response:	That's not what I meant.
context: The same thing happened to me once, you know.\The first time I met Focker, my heart kind of went twang...\Even at work, my head was full of him.\And no matter what I did, I just couldn't focus.\I had it pretty bad.\You?\Don't make it sound like I'm a robot or something!\That's not what I meant. response:	Enough about that. How'd it go?
context: The first time I met Focker, my heart kind of went twang...\Even at work, my head was full of him.\And no matter what I did, I just couldn't focus.\I had it pretty bad.\You?\Don't make it sound like I'm a robot or something!\That's not what I meant.\Enough about that. How'd it go? response:	Did you tell the boy how you feel?
context: Even at work, my head was full of him.\And no matter what I did, I just couldn't focus.\I had it pretty bad.\You?\Don't make it sound like I'm a robot or something!\That's not what I meant.\Enough about that. How'd it go?\Did you tell the boy how you feel? response:	Boy?
context: And no matter what I did, I just couldn't focus.\I had it pretty bad.\You?\Don't make it sound like I'm a robot or something!\That's not what I meant.\Enough about that. How'd it go?\Did you tell the boy how you feel?\Boy? response:	Don't worry that he's younger than you. Just come out and say it!
context: I had it pretty bad.\You?\Don't make it sound like I'm a robot or something!\That's not what I meant.\Enough about that. How'd it go?\Did you tell the boy how you feel?\Boy?\Don't worry that he's younger than you. Just come out and say it! response:	Um... It's not like that at all.
context: You?\Don't make it sound like I'm a robot or something!\That's not what I meant.\Enough about that. How'd it go?\Did you tell the boy how you feel?\Boy?\Don't worry that he's younger than you. Just come out and say it!\Um... It's not like that at all. response:	Sure, whatever. Just stop moping, got it?
context: Don't make it sound like I'm a robot or something!\That's not what I meant.\Enough about that. How'd it go?\Did you tell the boy how you feel?\Boy?\Don't worry that he's younger than you. Just come out and say it!\Um... It's not like that at all.\Sure, whatever. Just stop moping, got it? response:	Oh, Captain!
context: That's not what I meant.\Enough about that. How'd it go?\Did you tell the boy how you feel?\Boy?\Don't worry that he's younger than you. Just come out and say it!\Um... It's not like that at all.\Sure, whatever. Just stop moping, got it?\Oh, Captain! response:	With as many people as we have on board, supplies can be a problem.
context: Enough about that. How'd it go?\Did you tell the boy how you feel?\Boy?\Don't worry that he's younger than you. Just come out and say it!\Um... It's not like that at all.\Sure, whatever. Just stop moping, got it?\Oh, Captain!\With as many people as we have on board, supplies can be a problem. response:	How long will we be staying here, sir?
context: Did you tell the boy how you feel?\Boy?\Don't worry that he's younger than you. Just come out and say it!\Um... It's not like that at all.\Sure, whatever. Just stop moping, got it?\Oh, Captain!\With as many people as we have on board, supplies can be a problem.\How long will we be staying here, sir? response:	Until we've finished taking on supplies.
context: Boy?\Don't worry that he's younger than you. Just come out and say it!\Um... It's not like that at all.\Sure, whatever. Just stop moping, got it?\Oh, Captain!\With as many people as we have on board, supplies can be a problem.\How long will we be staying here, sir?\Until we've finished taking on supplies. response:	Understood.
