context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	In order to heal Asta's arms,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\In order to heal Asta's arms, response:	which were rendered useless after the battle with Vetto,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\In order to heal Asta's arms,\which were rendered useless after the battle with Vetto, response:	Noelle and Finral went to visit certain exiles...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\In order to heal Asta's arms,\which were rendered useless after the battle with Vetto,\Noelle and Finral went to visit certain exiles... response:	I'm coming in!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\In order to heal Asta's arms,\which were rendered useless after the battle with Vetto,\Noelle and Finral went to visit certain exiles...\I'm coming in! response:	Oh, hey. I just got out of the bath
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\In order to heal Asta's arms,\which were rendered useless after the battle with Vetto,\Noelle and Finral went to visit certain exiles...\I'm coming in!\Oh, hey. I just got out of the bath response:	You worthless husband! Would you fix your bad habit of getting naked already?!
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\In order to heal Asta's arms,\which were rendered useless after the battle with Vetto,\Noelle and Finral went to visit certain exiles...\I'm coming in!\Oh, hey. I just got out of the bath\You worthless husband! Would you fix your bad habit of getting naked already?! response:	Former Diamond Kingdom Military Commander Fanzell Kruger
context: He was called the Wizard King, and he became a legend.\In order to heal Asta's arms,\which were rendered useless after the battle with Vetto,\Noelle and Finral went to visit certain exiles...\I'm coming in!\Oh, hey. I just got out of the bath\You worthless husband! Would you fix your bad habit of getting naked already?!\Former Diamond Kingdom Military Commander Fanzell Kruger response:	A former Diamond Kingdom military commander, Fanzell Kruger,
context: In order to heal Asta's arms,\which were rendered useless after the battle with Vetto,\Noelle and Finral went to visit certain exiles...\I'm coming in!\Oh, hey. I just got out of the bath\You worthless husband! Would you fix your bad habit of getting naked already?!\Former Diamond Kingdom Military Commander Fanzell Kruger\A former Diamond Kingdom military commander, Fanzell Kruger, response:	Brilliant Magic Item Artisan Dominante Code
context: which were rendered useless after the battle with Vetto,\Noelle and Finral went to visit certain exiles...\I'm coming in!\Oh, hey. I just got out of the bath\You worthless husband! Would you fix your bad habit of getting naked already?!\Former Diamond Kingdom Military Commander Fanzell Kruger\A former Diamond Kingdom military commander, Fanzell Kruger,\Brilliant Magic Item Artisan Dominante Code response:	his fiancee and brilliant magic item artisan, Dominante Code,
context: Noelle and Finral went to visit certain exiles...\I'm coming in!\Oh, hey. I just got out of the bath\You worthless husband! Would you fix your bad habit of getting naked already?!\Former Diamond Kingdom Military Commander Fanzell Kruger\A former Diamond Kingdom military commander, Fanzell Kruger,\Brilliant Magic Item Artisan Dominante Code\his fiancee and brilliant magic item artisan, Dominante Code, response:	Former Assassin Mariella
context: I'm coming in!\Oh, hey. I just got out of the bath\You worthless husband! Would you fix your bad habit of getting naked already?!\Former Diamond Kingdom Military Commander Fanzell Kruger\A former Diamond Kingdom military commander, Fanzell Kruger,\Brilliant Magic Item Artisan Dominante Code\his fiancee and brilliant magic item artisan, Dominante Code,\Former Assassin Mariella response:	and the former assassin, Mariella.
context: Oh, hey. I just got out of the bath\You worthless husband! Would you fix your bad habit of getting naked already?!\Former Diamond Kingdom Military Commander Fanzell Kruger\A former Diamond Kingdom military commander, Fanzell Kruger,\Brilliant Magic Item Artisan Dominante Code\his fiancee and brilliant magic item artisan, Dominante Code,\Former Assassin Mariella\and the former assassin, Mariella. response:	Do you have any ideas on how to fix Asta's arms? Even if it's just a rumor?
context: You worthless husband! Would you fix your bad habit of getting naked already?!\Former Diamond Kingdom Military Commander Fanzell Kruger\A former Diamond Kingdom military commander, Fanzell Kruger,\Brilliant Magic Item Artisan Dominante Code\his fiancee and brilliant magic item artisan, Dominante Code,\Former Assassin Mariella\and the former assassin, Mariella.\Do you have any ideas on how to fix Asta's arms? Even if it's just a rumor? response:	An ancient curse, huh?
context: Former Diamond Kingdom Military Commander Fanzell Kruger\A former Diamond Kingdom military commander, Fanzell Kruger,\Brilliant Magic Item Artisan Dominante Code\his fiancee and brilliant magic item artisan, Dominante Code,\Former Assassin Mariella\and the former assassin, Mariella.\Do you have any ideas on how to fix Asta's arms? Even if it's just a rumor?\An ancient curse, huh? response:	There's one thing I can think of.
context: A former Diamond Kingdom military commander, Fanzell Kruger,\Brilliant Magic Item Artisan Dominante Code\his fiancee and brilliant magic item artisan, Dominante Code,\Former Assassin Mariella\and the former assassin, Mariella.\Do you have any ideas on how to fix Asta's arms? Even if it's just a rumor?\An ancient curse, huh?\There's one thing I can think of. response:	My home, the Witches' Forest.
context: Brilliant Magic Item Artisan Dominante Code\his fiancee and brilliant magic item artisan, Dominante Code,\Former Assassin Mariella\and the former assassin, Mariella.\Do you have any ideas on how to fix Asta's arms? Even if it's just a rumor?\An ancient curse, huh?\There's one thing I can think of.\My home, the Witches' Forest. response:	The Witches' Forest?
context: his fiancee and brilliant magic item artisan, Dominante Code,\Former Assassin Mariella\and the former assassin, Mariella.\Do you have any ideas on how to fix Asta's arms? Even if it's just a rumor?\An ancient curse, huh?\There's one thing I can think of.\My home, the Witches' Forest.\The Witches' Forest? response:	With the magic of the queen there...
context: Former Assassin Mariella\and the former assassin, Mariella.\Do you have any ideas on how to fix Asta's arms? Even if it's just a rumor?\An ancient curse, huh?\There's one thing I can think of.\My home, the Witches' Forest.\The Witches' Forest?\With the magic of the queen there... response:	Meanwhile, at the Witches' Forest...
context: and the former assassin, Mariella.\Do you have any ideas on how to fix Asta's arms? Even if it's just a rumor?\An ancient curse, huh?\There's one thing I can think of.\My home, the Witches' Forest.\The Witches' Forest?\With the magic of the queen there...\Meanwhile, at the Witches' Forest... response:	Hey!
context: Do you have any ideas on how to fix Asta's arms? Even if it's just a rumor?\An ancient curse, huh?\There's one thing I can think of.\My home, the Witches' Forest.\The Witches' Forest?\With the magic of the queen there...\Meanwhile, at the Witches' Forest...\Hey! response:	The smartest witch to ever grace this world
context: An ancient curse, huh?\There's one thing I can think of.\My home, the Witches' Forest.\The Witches' Forest?\With the magic of the queen there...\Meanwhile, at the Witches' Forest...\Hey!\The smartest witch to ever grace this world response:	since the creation of the land of witches is back!
context: There's one thing I can think of.\My home, the Witches' Forest.\The Witches' Forest?\With the magic of the queen there...\Meanwhile, at the Witches' Forest...\Hey!\The smartest witch to ever grace this world\since the creation of the land of witches is back! response:	I need something, so open up!
context: My home, the Witches' Forest.\The Witches' Forest?\With the magic of the queen there...\Meanwhile, at the Witches' Forest...\Hey!\The smartest witch to ever grace this world\since the creation of the land of witches is back!\I need something, so open up! response:	Infiltration
context: The Witches' Forest?\With the magic of the queen there...\Meanwhile, at the Witches' Forest...\Hey!\The smartest witch to ever grace this world\since the creation of the land of witches is back!\I need something, so open up!\Infiltration response:	Domina, what's the Witches' Forest?
context: With the magic of the queen there...\Meanwhile, at the Witches' Forest...\Hey!\The smartest witch to ever grace this world\since the creation of the land of witches is back!\I need something, so open up!\Infiltration\Domina, what's the Witches' Forest? response:	It's an autonomous region that lies east
