context: Piercing through the Macro sky, response:	A thunderbolt strikes the Earth
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth response:	To awaken us, the young mankind
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind response:	The Light struck.
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck. response:	Macross! Macross!
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise response:	And fight to protect their loved ones
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones response:	Will set out on their journey As the war rages on.
context: Piercing through the Macro sky,\A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on. response:	Will you love me tomorrow?
context: A thunderbolt strikes the Earth\To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow? response:	Slicing through the darkness they fly toward
context: To awaken us, the young mankind\The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward response:	That blue planet that shines in the distance
context: The Light struck.\Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance response:	Macross! Macross!
context: Macross! Macross!\The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross! response:	Macross!
context: The brave youths who arise\And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross! response:	LONELY SONG
context: And fight to protect their loved ones\Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\LONELY SONG response:	Some two years have passed since the fierce battle between the Earth UN Forces and the Bodol main fleet.
context: Will set out on their journey As the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\LONELY SONG\Some two years have passed since the fierce battle between the Earth UN Forces and the Bodol main fleet. response:	Whoosh, whoosh! Whoosh, whoosh!
context: Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\LONELY SONG\Some two years have passed since the fierce battle between the Earth UN Forces and the Bodol main fleet.\Whoosh, whoosh! Whoosh, whoosh! response:	My boyfriend is a pilot
context: Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\LONELY SONG\Some two years have passed since the fierce battle between the Earth UN Forces and the Bodol main fleet.\Whoosh, whoosh! Whoosh, whoosh!\My boyfriend is a pilot response:	Shining, making a rapid descent
context: That blue planet that shines in the distance\Macross! Macross!\Macross!\LONELY SONG\Some two years have passed since the fierce battle between the Earth UN Forces and the Bodol main fleet.\Whoosh, whoosh! Whoosh, whoosh!\My boyfriend is a pilot\Shining, making a rapid descent response:	Then BOOM! he makes a sudden climb
context: Macross! Macross!\Macross!\LONELY SONG\Some two years have passed since the fierce battle between the Earth UN Forces and the Bodol main fleet.\Whoosh, whoosh! Whoosh, whoosh!\My boyfriend is a pilot\Shining, making a rapid descent\Then BOOM! he makes a sudden climb response:	Leaving a long trail of vapor
context: Macross!\LONELY SONG\Some two years have passed since the fierce battle between the Earth UN Forces and the Bodol main fleet.\Whoosh, whoosh! Whoosh, whoosh!\My boyfriend is a pilot\Shining, making a rapid descent\Then BOOM! he makes a sudden climb\Leaving a long trail of vapor response:	The few that survived have risen up from despair
context: LONELY SONG\Some two years have passed since the fierce battle between the Earth UN Forces and the Bodol main fleet.\Whoosh, whoosh! Whoosh, whoosh!\My boyfriend is a pilot\Shining, making a rapid descent\Then BOOM! he makes a sudden climb\Leaving a long trail of vapor\The few that survived have risen up from despair response:	and have gradually returned to a peaceful, civilian way of life.
context: Some two years have passed since the fierce battle between the Earth UN Forces and the Bodol main fleet.\Whoosh, whoosh! Whoosh, whoosh!\My boyfriend is a pilot\Shining, making a rapid descent\Then BOOM! he makes a sudden climb\Leaving a long trail of vapor\The few that survived have risen up from despair\and have gradually returned to a peaceful, civilian way of life. response:	That's it! I've had it!
context: Whoosh, whoosh! Whoosh, whoosh!\My boyfriend is a pilot\Shining, making a rapid descent\Then BOOM! he makes a sudden climb\Leaving a long trail of vapor\The few that survived have risen up from despair\and have gradually returned to a peaceful, civilian way of life.\That's it! I've had it! response:	I'm sick of this!
context: My boyfriend is a pilot\Shining, making a rapid descent\Then BOOM! he makes a sudden climb\Leaving a long trail of vapor\The few that survived have risen up from despair\and have gradually returned to a peaceful, civilian way of life.\That's it! I've had it!\I'm sick of this! response:	Hey! Stop it! Just stop!
context: Shining, making a rapid descent\Then BOOM! he makes a sudden climb\Leaving a long trail of vapor\The few that survived have risen up from despair\and have gradually returned to a peaceful, civilian way of life.\That's it! I've had it!\I'm sick of this!\Hey! Stop it! Just stop! response:	Shut up! Leave me alone!
context: Then BOOM! he makes a sudden climb\Leaving a long trail of vapor\The few that survived have risen up from despair\and have gradually returned to a peaceful, civilian way of life.\That's it! I've had it!\I'm sick of this!\Hey! Stop it! Just stop!\Shut up! Leave me alone! response:	I've had it with this stupid crap!
context: Leaving a long trail of vapor\The few that survived have risen up from despair\and have gradually returned to a peaceful, civilian way of life.\That's it! I've had it!\I'm sick of this!\Hey! Stop it! Just stop!\Shut up! Leave me alone!\I've had it with this stupid crap! response:	Dammit!
context: The few that survived have risen up from despair\and have gradually returned to a peaceful, civilian way of life.\That's it! I've had it!\I'm sick of this!\Hey! Stop it! Just stop!\Shut up! Leave me alone!\I've had it with this stupid crap!\Dammit! response:	I'm sayin' rigzinalo to this dump!
context: and have gradually returned to a peaceful, civilian way of life.\That's it! I've had it!\I'm sick of this!\Hey! Stop it! Just stop!\Shut up! Leave me alone!\I've had it with this stupid crap!\Dammit!\I'm sayin' rigzinalo to this dump! response:	Hey, utema!
context: That's it! I've had it!\I'm sick of this!\Hey! Stop it! Just stop!\Shut up! Leave me alone!\I've had it with this stupid crap!\Dammit!\I'm sayin' rigzinalo to this dump!\Hey, utema! response:	Unable to adapt to life on Earth and not knowing to do with their lives,
context: I'm sick of this!\Hey! Stop it! Just stop!\Shut up! Leave me alone!\I've had it with this stupid crap!\Dammit!\I'm sayin' rigzinalo to this dump!\Hey, utema!\Unable to adapt to life on Earth and not knowing to do with their lives, response:	the number of disgruntled Zentradi grows larger each day.
context: Hey! Stop it! Just stop!\Shut up! Leave me alone!\I've had it with this stupid crap!\Dammit!\I'm sayin' rigzinalo to this dump!\Hey, utema!\Unable to adapt to life on Earth and not knowing to do with their lives,\the number of disgruntled Zentradi grows larger each day. response:	And here she is, Miss Lynn Minmay!
context: Shut up! Leave me alone!\I've had it with this stupid crap!\Dammit!\I'm sayin' rigzinalo to this dump!\Hey, utema!\Unable to adapt to life on Earth and not knowing to do with their lives,\the number of disgruntled Zentradi grows larger each day.\And here she is, Miss Lynn Minmay! response:	What's wrong, Minmay?!
context: I've had it with this stupid crap!\Dammit!\I'm sayin' rigzinalo to this dump!\Hey, utema!\Unable to adapt to life on Earth and not knowing to do with their lives,\the number of disgruntled Zentradi grows larger each day.\And here she is, Miss Lynn Minmay!\What's wrong, Minmay?! response:	I'm sorry. Once more from the top, please.
context: Dammit!\I'm sayin' rigzinalo to this dump!\Hey, utema!\Unable to adapt to life on Earth and not knowing to do with their lives,\the number of disgruntled Zentradi grows larger each day.\And here she is, Miss Lynn Minmay!\What's wrong, Minmay?!\I'm sorry. Once more from the top, please. response:	I'm sorry to have kept you waiting.
context: I'm sayin' rigzinalo to this dump!\Hey, utema!\Unable to adapt to life on Earth and not knowing to do with their lives,\the number of disgruntled Zentradi grows larger each day.\And here she is, Miss Lynn Minmay!\What's wrong, Minmay?!\I'm sorry. Once more from the top, please.\I'm sorry to have kept you waiting. response:	And my apologies for calling you down here when you're so busy.
context: Hey, utema!\Unable to adapt to life on Earth and not knowing to do with their lives,\the number of disgruntled Zentradi grows larger each day.\And here she is, Miss Lynn Minmay!\What's wrong, Minmay?!\I'm sorry. Once more from the top, please.\I'm sorry to have kept you waiting.\And my apologies for calling you down here when you're so busy. response:	It sounds like I'm not going to like this report.
context: Unable to adapt to life on Earth and not knowing to do with their lives,\the number of disgruntled Zentradi grows larger each day.\And here she is, Miss Lynn Minmay!\What's wrong, Minmay?!\I'm sorry. Once more from the top, please.\I'm sorry to have kept you waiting.\And my apologies for calling you down here when you're so busy.\It sounds like I'm not going to like this report. response:	When you hear the conclusion that I and the staff and have reached, no.
context: the number of disgruntled Zentradi grows larger each day.\And here she is, Miss Lynn Minmay!\What's wrong, Minmay?!\I'm sorry. Once more from the top, please.\I'm sorry to have kept you waiting.\And my apologies for calling you down here when you're so busy.\It sounds like I'm not going to like this report.\When you hear the conclusion that I and the staff and have reached, no. response:	You were terrible out there.
context: And here she is, Miss Lynn Minmay!\What's wrong, Minmay?!\I'm sorry. Once more from the top, please.\I'm sorry to have kept you waiting.\And my apologies for calling you down here when you're so busy.\It sounds like I'm not going to like this report.\When you hear the conclusion that I and the staff and have reached, no.\You were terrible out there. response:	Sorry.
context: What's wrong, Minmay?!\I'm sorry. Once more from the top, please.\I'm sorry to have kept you waiting.\And my apologies for calling you down here when you're so busy.\It sounds like I'm not going to like this report.\When you hear the conclusion that I and the staff and have reached, no.\You were terrible out there.\Sorry. response:	This makes me worried about the charity concert tomorrow.
context: I'm sorry. Once more from the top, please.\I'm sorry to have kept you waiting.\And my apologies for calling you down here when you're so busy.\It sounds like I'm not going to like this report.\When you hear the conclusion that I and the staff and have reached, no.\You were terrible out there.\Sorry.\This makes me worried about the charity concert tomorrow. response:	I'll sing fine tomorrow.
context: I'm sorry to have kept you waiting.\And my apologies for calling you down here when you're so busy.\It sounds like I'm not going to like this report.\When you hear the conclusion that I and the staff and have reached, no.\You were terrible out there.\Sorry.\This makes me worried about the charity concert tomorrow.\I'll sing fine tomorrow. response:	There just weren't many people in the audience tonight and it threw me a little at first.
context: And my apologies for calling you down here when you're so busy.\It sounds like I'm not going to like this report.\When you hear the conclusion that I and the staff and have reached, no.\You were terrible out there.\Sorry.\This makes me worried about the charity concert tomorrow.\I'll sing fine tomorrow.\There just weren't many people in the audience tonight and it threw me a little at first. response:	This is an exclusive restaurant. It's no surprise.
context: It sounds like I'm not going to like this report.\When you hear the conclusion that I and the staff and have reached, no.\You were terrible out there.\Sorry.\This makes me worried about the charity concert tomorrow.\I'll sing fine tomorrow.\There just weren't many people in the audience tonight and it threw me a little at first.\This is an exclusive restaurant. It's no surprise. response:	Couldn't you have lowered my performance fee a little?
context: When you hear the conclusion that I and the staff and have reached, no.\You were terrible out there.\Sorry.\This makes me worried about the charity concert tomorrow.\I'll sing fine tomorrow.\There just weren't many people in the audience tonight and it threw me a little at first.\This is an exclusive restaurant. It's no surprise.\Couldn't you have lowered my performance fee a little? response:	We should take money from those who have it.
context: You were terrible out there.\Sorry.\This makes me worried about the charity concert tomorrow.\I'll sing fine tomorrow.\There just weren't many people in the audience tonight and it threw me a little at first.\This is an exclusive restaurant. It's no surprise.\Couldn't you have lowered my performance fee a little?\We should take money from those who have it. response:	But...
context: Sorry.\This makes me worried about the charity concert tomorrow.\I'll sing fine tomorrow.\There just weren't many people in the audience tonight and it threw me a little at first.\This is an exclusive restaurant. It's no surprise.\Couldn't you have lowered my performance fee a little?\We should take money from those who have it.\But... response:	I mean, we're sharing it with those who aren't so fortunate.
context: This makes me worried about the charity concert tomorrow.\I'll sing fine tomorrow.\There just weren't many people in the audience tonight and it threw me a little at first.\This is an exclusive restaurant. It's no surprise.\Couldn't you have lowered my performance fee a little?\We should take money from those who have it.\But...\I mean, we're sharing it with those who aren't so fortunate. response:	We're even donating half of the proceeds from the charity concert tomorrow.
context: I'll sing fine tomorrow.\There just weren't many people in the audience tonight and it threw me a little at first.\This is an exclusive restaurant. It's no surprise.\Couldn't you have lowered my performance fee a little?\We should take money from those who have it.\But...\I mean, we're sharing it with those who aren't so fortunate.\We're even donating half of the proceeds from the charity concert tomorrow. response:	Listen, why don't we just donate all of it?
context: There just weren't many people in the audience tonight and it threw me a little at first.\This is an exclusive restaurant. It's no surprise.\Couldn't you have lowered my performance fee a little?\We should take money from those who have it.\But...\I mean, we're sharing it with those who aren't so fortunate.\We're even donating half of the proceeds from the charity concert tomorrow.\Listen, why don't we just donate all of it? response:	I told you, we're professionals.
context: This is an exclusive restaurant. It's no surprise.\Couldn't you have lowered my performance fee a little?\We should take money from those who have it.\But...\I mean, we're sharing it with those who aren't so fortunate.\We're even donating half of the proceeds from the charity concert tomorrow.\Listen, why don't we just donate all of it?\I told you, we're professionals. response:	It's only natural that you should be paid to sing.
context: Couldn't you have lowered my performance fee a little?\We should take money from those who have it.\But...\I mean, we're sharing it with those who aren't so fortunate.\We're even donating half of the proceeds from the charity concert tomorrow.\Listen, why don't we just donate all of it?\I told you, we're professionals.\It's only natural that you should be paid to sing. response:	But we already have plenty of money.
context: We should take money from those who have it.\But...\I mean, we're sharing it with those who aren't so fortunate.\We're even donating half of the proceeds from the charity concert tomorrow.\Listen, why don't we just donate all of it?\I told you, we're professionals.\It's only natural that you should be paid to sing.\But we already have plenty of money. response:	It's not enough to make our dreams come true.
