context: Water. response:	Earth.
context: Water.\Earth. response:	Fire.
context: Water.\Earth.\Fire. response:	Air.
context: Water.\Earth.\Fire.\Air. response:	Long ago, the four nations lived together in harmony.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony. response:	Then, everything changed when the Fire Nation attacked.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked. response:	Only the Avatar, master of all four elements, could stop them.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them. response:	But when the world needed him most, he vanished.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished. response:	A hundred years passed, and my brother and I discovered the new Avatar...
context: Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar... response:	And although his airbending skills are great.
context: Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great. response:	He has a lot to learn before he's ready to save anyone.
context: Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone. response:	But I believe Aang can save the world.
context: Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world. response:	Look!
context: Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Look! response:	He is taunting us. You are so gonna be dinner!
context: Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Look!\He is taunting us. You are so gonna be dinner! response:	Hey! Where's the fishing line?
context: But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Look!\He is taunting us. You are so gonna be dinner!\Hey! Where's the fishing line? response:	Oh, I didn't think you would need it, Sokka.
context: A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Look!\He is taunting us. You are so gonna be dinner!\Hey! Where's the fishing line?\Oh, I didn't think you would need it, Sokka. response:	Aahh, it's all tangled!
context: And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Look!\He is taunting us. You are so gonna be dinner!\Hey! Where's the fishing line?\Oh, I didn't think you would need it, Sokka.\Aahh, it's all tangled! response:	Not tangled... woven. I made you a necklace, Katara.
context: He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Look!\He is taunting us. You are so gonna be dinner!\Hey! Where's the fishing line?\Oh, I didn't think you would need it, Sokka.\Aahh, it's all tangled!\Not tangled... woven. I made you a necklace, Katara. response:	I thought since you lost your other one...
context: But I believe Aang can save the world.\Look!\He is taunting us. You are so gonna be dinner!\Hey! Where's the fishing line?\Oh, I didn't think you would need it, Sokka.\Aahh, it's all tangled!\Not tangled... woven. I made you a necklace, Katara.\I thought since you lost your other one... response:	Thanks, Aang. I love it.
context: Look!\He is taunting us. You are so gonna be dinner!\Hey! Where's the fishing line?\Oh, I didn't think you would need it, Sokka.\Aahh, it's all tangled!\Not tangled... woven. I made you a necklace, Katara.\I thought since you lost your other one...\Thanks, Aang. I love it. response:	Great, Aang.
context: He is taunting us. You are so gonna be dinner!\Hey! Where's the fishing line?\Oh, I didn't think you would need it, Sokka.\Aahh, it's all tangled!\Not tangled... woven. I made you a necklace, Katara.\I thought since you lost your other one...\Thanks, Aang. I love it.\Great, Aang. response:	Maybe instead of saving the world you can go into the jewelry making business.
context: Hey! Where's the fishing line?\Oh, I didn't think you would need it, Sokka.\Aahh, it's all tangled!\Not tangled... woven. I made you a necklace, Katara.\I thought since you lost your other one...\Thanks, Aang. I love it.\Great, Aang.\Maybe instead of saving the world you can go into the jewelry making business. response:	I don't see why I can't do both.
context: Oh, I didn't think you would need it, Sokka.\Aahh, it's all tangled!\Not tangled... woven. I made you a necklace, Katara.\I thought since you lost your other one...\Thanks, Aang. I love it.\Great, Aang.\Maybe instead of saving the world you can go into the jewelry making business.\I don't see why I can't do both. response:	Stop taunting me!
context: Aahh, it's all tangled!\Not tangled... woven. I made you a necklace, Katara.\I thought since you lost your other one...\Thanks, Aang. I love it.\Great, Aang.\Maybe instead of saving the world you can go into the jewelry making business.\I don't see why I can't do both.\Stop taunting me! response:	So, how do I look?
context: Not tangled... woven. I made you a necklace, Katara.\I thought since you lost your other one...\Thanks, Aang. I love it.\Great, Aang.\Maybe instead of saving the world you can go into the jewelry making business.\I don't see why I can't do both.\Stop taunting me!\So, how do I look? response:	You mean all of you or just your neck? I mean, uh, both look great.
context: I thought since you lost your other one...\Thanks, Aang. I love it.\Great, Aang.\Maybe instead of saving the world you can go into the jewelry making business.\I don't see why I can't do both.\Stop taunting me!\So, how do I look?\You mean all of you or just your neck? I mean, uh, both look great. response:	Smoochie, smoochie, someone's in love.
context: Thanks, Aang. I love it.\Great, Aang.\Maybe instead of saving the world you can go into the jewelry making business.\I don't see why I can't do both.\Stop taunting me!\So, how do I look?\You mean all of you or just your neck? I mean, uh, both look great.\Smoochie, smoochie, someone's in love. response:	Stop teasing him, Sokka. Aang's just a good friend. A sweet little guy... just like Momo.
context: Great, Aang.\Maybe instead of saving the world you can go into the jewelry making business.\I don't see why I can't do both.\Stop taunting me!\So, how do I look?\You mean all of you or just your neck? I mean, uh, both look great.\Smoochie, smoochie, someone's in love.\Stop teasing him, Sokka. Aang's just a good friend. A sweet little guy... just like Momo. response:	Thanks.
context: Maybe instead of saving the world you can go into the jewelry making business.\I don't see why I can't do both.\Stop taunting me!\So, how do I look?\You mean all of you or just your neck? I mean, uh, both look great.\Smoochie, smoochie, someone's in love.\Stop teasing him, Sokka. Aang's just a good friend. A sweet little guy... just like Momo.\Thanks. response:	Someone's being attacked by a platypus bear!
context: I don't see why I can't do both.\Stop taunting me!\So, how do I look?\You mean all of you or just your neck? I mean, uh, both look great.\Smoochie, smoochie, someone's in love.\Stop teasing him, Sokka. Aang's just a good friend. A sweet little guy... just like Momo.\Thanks.\Someone's being attacked by a platypus bear! response:	Well, hello there. Nice day, isn't it?
context: Stop taunting me!\So, how do I look?\You mean all of you or just your neck? I mean, uh, both look great.\Smoochie, smoochie, someone's in love.\Stop teasing him, Sokka. Aang's just a good friend. A sweet little guy... just like Momo.\Thanks.\Someone's being attacked by a platypus bear!\Well, hello there. Nice day, isn't it? response:	Make noise, it'll run off!
context: So, how do I look?\You mean all of you or just your neck? I mean, uh, both look great.\Smoochie, smoochie, someone's in love.\Stop teasing him, Sokka. Aang's just a good friend. A sweet little guy... just like Momo.\Thanks.\Someone's being attacked by a platypus bear!\Well, hello there. Nice day, isn't it?\Make noise, it'll run off! response:	No, play dead, he'll lose interest!
context: You mean all of you or just your neck? I mean, uh, both look great.\Smoochie, smoochie, someone's in love.\Stop teasing him, Sokka. Aang's just a good friend. A sweet little guy... just like Momo.\Thanks.\Someone's being attacked by a platypus bear!\Well, hello there. Nice day, isn't it?\Make noise, it'll run off!\No, play dead, he'll lose interest! response:	Whoa! Close one.
context: Smoochie, smoochie, someone's in love.\Stop teasing him, Sokka. Aang's just a good friend. A sweet little guy... just like Momo.\Thanks.\Someone's being attacked by a platypus bear!\Well, hello there. Nice day, isn't it?\Make noise, it'll run off!\No, play dead, he'll lose interest!\Whoa! Close one. response:	Run down hill, then climb a tree!
context: Stop teasing him, Sokka. Aang's just a good friend. A sweet little guy... just like Momo.\Thanks.\Someone's being attacked by a platypus bear!\Well, hello there. Nice day, isn't it?\Make noise, it'll run off!\No, play dead, he'll lose interest!\Whoa! Close one.\Run down hill, then climb a tree! response:	No, punch him in the bill!
