context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	After the Star Festival's main event, the announcement of the Squads' achievements,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\After the Star Festival's main event, the announcement of the Squads' achievements, response:	the king made an important announcement.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\After the Star Festival's main event, the announcement of the Squads' achievements,\the king made an important announcement. response:	The Eye of the Midnight Sun's hideout has been located.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\After the Star Festival's main event, the announcement of the Squads' achievements,\the king made an important announcement.\The Eye of the Midnight Sun's hideout has been located. response:	To that end,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\After the Star Festival's main event, the announcement of the Squads' achievements,\the king made an important announcement.\The Eye of the Midnight Sun's hideout has been located.\To that end, response:	I have decided to gather an even more select group to form the ultimate hand-picked unit.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\After the Star Festival's main event, the announcement of the Squads' achievements,\the king made an important announcement.\The Eye of the Midnight Sun's hideout has been located.\To that end,\I have decided to gather an even more select group to form the ultimate hand-picked unit. response:	The Royal Knights!
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\After the Star Festival's main event, the announcement of the Squads' achievements,\the king made an important announcement.\The Eye of the Midnight Sun's hideout has been located.\To that end,\I have decided to gather an even more select group to form the ultimate hand-picked unit.\The Royal Knights! response:	The
context: He was called the Wizard King, and he became a legend.\After the Star Festival's main event, the announcement of the Squads' achievements,\the king made an important announcement.\The Eye of the Midnight Sun's hideout has been located.\To that end,\I have decided to gather an even more select group to form the ultimate hand-picked unit.\The Royal Knights!\The response:	The Ro
context: After the Star Festival's main event, the announcement of the Squads' achievements,\the king made an important announcement.\The Eye of the Midnight Sun's hideout has been located.\To that end,\I have decided to gather an even more select group to form the ultimate hand-picked unit.\The Royal Knights!\The\The Ro response:	The Royal
