context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: Presented by SoulEaterFan\Presented by SoulEaterFan response:	Hold your breath
context: Presented by SoulEaterFan\Presented by SoulEaterFan\Hold your breath response:	Deadly Night awaits us
context: Presented by SoulEaterFan\Presented by SoulEaterFan\Hold your breath\Deadly Night awaits us response:	You desired it,
context: Presented by SoulEaterFan\Presented by SoulEaterFan\Hold your breath\Deadly Night awaits us\You desired it, response:	the world like that
context: Presented by SoulEaterFan\Presented by SoulEaterFan\Hold your breath\Deadly Night awaits us\You desired it,\the world like that response:	to reflect in those eyes
context: Presented by SoulEaterFan\Presented by SoulEaterFan\Hold your breath\Deadly Night awaits us\You desired it,\the world like that\to reflect in those eyes response:	OOHO
context: Presented by SoulEaterFan\Presented by SoulEaterFan\Hold your breath\Deadly Night awaits us\You desired it,\the world like that\to reflect in those eyes\OOHO response:	Even if those dreams will be scary
context: Presented by SoulEaterFan\Hold your breath\Deadly Night awaits us\You desired it,\the world like that\to reflect in those eyes\OOHO\Even if those dreams will be scary response:	For your sake, Fairy Blue
context: Hold your breath\Deadly Night awaits us\You desired it,\the world like that\to reflect in those eyes\OOHO\Even if those dreams will be scary\For your sake, Fairy Blue response:	Breaking of stars
context: Deadly Night awaits us\You desired it,\the world like that\to reflect in those eyes\OOHO\Even if those dreams will be scary\For your sake, Fairy Blue\Breaking of stars response:	was decorated by
context: You desired it,\the world like that\to reflect in those eyes\OOHO\Even if those dreams will be scary\For your sake, Fairy Blue\Breaking of stars\was decorated by response:	So don't stop believing!
context: the world like that\to reflect in those eyes\OOHO\Even if those dreams will be scary\For your sake, Fairy Blue\Breaking of stars\was decorated by\So don't stop believing! response:	As long as I'm looking at
context: to reflect in those eyes\OOHO\Even if those dreams will be scary\For your sake, Fairy Blue\Breaking of stars\was decorated by\So don't stop believing!\As long as I'm looking at response:	the brightly shining moon.
context: OOHO\Even if those dreams will be scary\For your sake, Fairy Blue\Breaking of stars\was decorated by\So don't stop believing!\As long as I'm looking at\the brightly shining moon. response:	The NOISE is kicking around the preestablished harmony.
context: Even if those dreams will be scary\For your sake, Fairy Blue\Breaking of stars\was decorated by\So don't stop believing!\As long as I'm looking at\the brightly shining moon.\The NOISE is kicking around the preestablished harmony. response:	Flaring up and glaring at the present.
context: For your sake, Fairy Blue\Breaking of stars\was decorated by\So don't stop believing!\As long as I'm looking at\the brightly shining moon.\The NOISE is kicking around the preestablished harmony.\Flaring up and glaring at the present. response:	I sneak in.
context: Breaking of stars\was decorated by\So don't stop believing!\As long as I'm looking at\the brightly shining moon.\The NOISE is kicking around the preestablished harmony.\Flaring up and glaring at the present.\I sneak in. response:	That time at the GARAGE I saw a dream about unchangeable HEART.
context: was decorated by\So don't stop believing!\As long as I'm looking at\the brightly shining moon.\The NOISE is kicking around the preestablished harmony.\Flaring up and glaring at the present.\I sneak in.\That time at the GARAGE I saw a dream about unchangeable HEART. response:	So this day and the same tomorrow gets mixed.
context: So don't stop believing!\As long as I'm looking at\the brightly shining moon.\The NOISE is kicking around the preestablished harmony.\Flaring up and glaring at the present.\I sneak in.\That time at the GARAGE I saw a dream about unchangeable HEART.\So this day and the same tomorrow gets mixed. response:	I'm roaring noisily around in sensibility.
context: As long as I'm looking at\the brightly shining moon.\The NOISE is kicking around the preestablished harmony.\Flaring up and glaring at the present.\I sneak in.\That time at the GARAGE I saw a dream about unchangeable HEART.\So this day and the same tomorrow gets mixed.\I'm roaring noisily around in sensibility. response:	My singing heart plays the BEAT.
context: the brightly shining moon.\The NOISE is kicking around the preestablished harmony.\Flaring up and glaring at the present.\I sneak in.\That time at the GARAGE I saw a dream about unchangeable HEART.\So this day and the same tomorrow gets mixed.\I'm roaring noisily around in sensibility.\My singing heart plays the BEAT. response:	There's definite evidence.
context: The NOISE is kicking around the preestablished harmony.\Flaring up and glaring at the present.\I sneak in.\That time at the GARAGE I saw a dream about unchangeable HEART.\So this day and the same tomorrow gets mixed.\I'm roaring noisily around in sensibility.\My singing heart plays the BEAT.\There's definite evidence. response:	Hold it in your hands.
context: Flaring up and glaring at the present.\I sneak in.\That time at the GARAGE I saw a dream about unchangeable HEART.\So this day and the same tomorrow gets mixed.\I'm roaring noisily around in sensibility.\My singing heart plays the BEAT.\There's definite evidence.\Hold it in your hands. response:	Lose it
context: I sneak in.\That time at the GARAGE I saw a dream about unchangeable HEART.\So this day and the same tomorrow gets mixed.\I'm roaring noisily around in sensibility.\My singing heart plays the BEAT.\There's definite evidence.\Hold it in your hands.\Lose it response:	Hold it in your hands.
context: That time at the GARAGE I saw a dream about unchangeable HEART.\So this day and the same tomorrow gets mixed.\I'm roaring noisily around in sensibility.\My singing heart plays the BEAT.\There's definite evidence.\Hold it in your hands.\Lose it\Hold it in your hands. response:	Lose it
context: So this day and the same tomorrow gets mixed.\I'm roaring noisily around in sensibility.\My singing heart plays the BEAT.\There's definite evidence.\Hold it in your hands.\Lose it\Hold it in your hands.\Lose it response:	In the fading moments.
context: I'm roaring noisily around in sensibility.\My singing heart plays the BEAT.\There's definite evidence.\Hold it in your hands.\Lose it\Hold it in your hands.\Lose it\In the fading moments. response:	Tears have been secretly shed.
context: My singing heart plays the BEAT.\There's definite evidence.\Hold it in your hands.\Lose it\Hold it in your hands.\Lose it\In the fading moments.\Tears have been secretly shed. response:	Everything
context: There's definite evidence.\Hold it in your hands.\Lose it\Hold it in your hands.\Lose it\In the fading moments.\Tears have been secretly shed.\Everything response:	Gets revealed here.
context: Hold it in your hands.\Lose it\Hold it in your hands.\Lose it\In the fading moments.\Tears have been secretly shed.\Everything\Gets revealed here. response:	Everything
context: Lose it\Hold it in your hands.\Lose it\In the fading moments.\Tears have been secretly shed.\Everything\Gets revealed here.\Everything response:	Gets adjusted to the ordinary time.
context: Hold it in your hands.\Lose it\In the fading moments.\Tears have been secretly shed.\Everything\Gets revealed here.\Everything\Gets adjusted to the ordinary time. response:	I think that's the way it should be
context: Lose it\In the fading moments.\Tears have been secretly shed.\Everything\Gets revealed here.\Everything\Gets adjusted to the ordinary time.\I think that's the way it should be response:	Following the unclear yellow light.
context: In the fading moments.\Tears have been secretly shed.\Everything\Gets revealed here.\Everything\Gets adjusted to the ordinary time.\I think that's the way it should be\Following the unclear yellow light. response:	Go through the darkest nights.
context: Tears have been secretly shed.\Everything\Gets revealed here.\Everything\Gets adjusted to the ordinary time.\I think that's the way it should be\Following the unclear yellow light.\Go through the darkest nights. response:	At that time I was too afraid.
context: Everything\Gets revealed here.\Everything\Gets adjusted to the ordinary time.\I think that's the way it should be\Following the unclear yellow light.\Go through the darkest nights.\At that time I was too afraid. response:	But now I'm sending off my life.
context: Gets revealed here.\Everything\Gets adjusted to the ordinary time.\I think that's the way it should be\Following the unclear yellow light.\Go through the darkest nights.\At that time I was too afraid.\But now I'm sending off my life. response:	You always reflect.
context: Everything\Gets adjusted to the ordinary time.\I think that's the way it should be\Following the unclear yellow light.\Go through the darkest nights.\At that time I was too afraid.\But now I'm sending off my life.\You always reflect. response:	In my proud heart.
context: Gets adjusted to the ordinary time.\I think that's the way it should be\Following the unclear yellow light.\Go through the darkest nights.\At that time I was too afraid.\But now I'm sending off my life.\You always reflect.\In my proud heart. response:	We should only protect our beliefs.
context: I think that's the way it should be\Following the unclear yellow light.\Go through the darkest nights.\At that time I was too afraid.\But now I'm sending off my life.\You always reflect.\In my proud heart.\We should only protect our beliefs. response:	Embrace them.
context: Following the unclear yellow light.\Go through the darkest nights.\At that time I was too afraid.\But now I'm sending off my life.\You always reflect.\In my proud heart.\We should only protect our beliefs.\Embrace them. response:	It starts all over everyday.
context: Go through the darkest nights.\At that time I was too afraid.\But now I'm sending off my life.\You always reflect.\In my proud heart.\We should only protect our beliefs.\Embrace them.\It starts all over everyday. response:	I'm drowning in the raging waves.
context: At that time I was too afraid.\But now I'm sending off my life.\You always reflect.\In my proud heart.\We should only protect our beliefs.\Embrace them.\It starts all over everyday.\I'm drowning in the raging waves. response:	Still haven't awaken from my dream.
context: But now I'm sending off my life.\You always reflect.\In my proud heart.\We should only protect our beliefs.\Embrace them.\It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream. response:	We're all here.
context: You always reflect.\In my proud heart.\We should only protect our beliefs.\Embrace them.\It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here. response:	I always hear.
context: In my proud heart.\We should only protect our beliefs.\Embrace them.\It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear. response:	The voices of my fellows.
context: We should only protect our beliefs.\Embrace them.\It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows. response:	I'm looking for a way to shake off the solitude.
