context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	The Man Named Fanzell Continued
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Man Named Fanzell Continued response:	Fanzell Kruger: the former instructor of the Diamond Kingdom's magic soldiers,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Man Named Fanzell Continued\Fanzell Kruger: the former instructor of the Diamond Kingdom's magic soldiers, response:	who also happened to be the one who taught Asta how to use his sword.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Man Named Fanzell Continued\Fanzell Kruger: the former instructor of the Diamond Kingdom's magic soldiers,\who also happened to be the one who taught Asta how to use his sword. response:	You're following up too late with your left foot.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Man Named Fanzell Continued\Fanzell Kruger: the former instructor of the Diamond Kingdom's magic soldiers,\who also happened to be the one who taught Asta how to use his sword.\You're following up too late with your left foot. response:	If you're going to attack consecutively, don't pause between each slash.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Man Named Fanzell Continued\Fanzell Kruger: the former instructor of the Diamond Kingdom's magic soldiers,\who also happened to be the one who taught Asta how to use his sword.\You're following up too late with your left foot.\If you're going to attack consecutively, don't pause between each slash. response:	Got it!
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Man Named Fanzell Continued\Fanzell Kruger: the former instructor of the Diamond Kingdom's magic soldiers,\who also happened to be the one who taught Asta how to use his sword.\You're following up too late with your left foot.\If you're going to attack consecutively, don't pause between each slash.\Got it! response:	Some time had passed since they met,
context: He was called the Wizard King, and he became a legend.\The Man Named Fanzell Continued\Fanzell Kruger: the former instructor of the Diamond Kingdom's magic soldiers,\who also happened to be the one who taught Asta how to use his sword.\You're following up too late with your left foot.\If you're going to attack consecutively, don't pause between each slash.\Got it!\Some time had passed since they met, response:	and Asta was gravely injured in the battle against the Diamond Kingdom's assassin,
context: The Man Named Fanzell Continued\Fanzell Kruger: the former instructor of the Diamond Kingdom's magic soldiers,\who also happened to be the one who taught Asta how to use his sword.\You're following up too late with your left foot.\If you're going to attack consecutively, don't pause between each slash.\Got it!\Some time had passed since they met,\and Asta was gravely injured in the battle against the Diamond Kingdom's assassin, response:	Mars, in the dungeon exploration mission.
context: Fanzell Kruger: the former instructor of the Diamond Kingdom's magic soldiers,\who also happened to be the one who taught Asta how to use his sword.\You're following up too late with your left foot.\If you're going to attack consecutively, don't pause between each slash.\Got it!\Some time had passed since they met,\and Asta was gravely injured in the battle against the Diamond Kingdom's assassin,\Mars, in the dungeon exploration mission. response:	Noelle was gathering nourishing herbs that would help him recover faster.
context: who also happened to be the one who taught Asta how to use his sword.\You're following up too late with your left foot.\If you're going to attack consecutively, don't pause between each slash.\Got it!\Some time had passed since they met,\and Asta was gravely injured in the battle against the Diamond Kingdom's assassin,\Mars, in the dungeon exploration mission.\Noelle was gathering nourishing herbs that would help him recover faster. response:	Herbs, herbs...
context: You're following up too late with your left foot.\If you're going to attack consecutively, don't pause between each slash.\Got it!\Some time had passed since they met,\and Asta was gravely injured in the battle against the Diamond Kingdom's assassin,\Mars, in the dungeon exploration mission.\Noelle was gathering nourishing herbs that would help him recover faster.\Herbs, herbs... response:	Here we go!
context: If you're going to attack consecutively, don't pause between each slash.\Got it!\Some time had passed since they met,\and Asta was gravely injured in the battle against the Diamond Kingdom's assassin,\Mars, in the dungeon exploration mission.\Noelle was gathering nourishing herbs that would help him recover faster.\Herbs, herbs...\Here we go! response:	Hey, you, silver-haired girl...
