context: Water. response:	Earth.
context: Water.\Earth. response:	Fire.
context: Water.\Earth.\Fire. response:	Air.
context: Water.\Earth.\Fire.\Air. response:	Long ago, the four nations lived together in harmony.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony. response:	Then, everything changed when the Fire Nation attacked.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked. response:	Only the Avatar, master of all four elements, could stop them.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them. response:	But when the world needed him most, he vanished.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished. response:	A hundred years passed, and my brother and I discovered the new Avatar...
context: Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar... response:	And although his airbending skills are great.
context: Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great. response:	He has a lot to learn before he's ready to save anyone.
context: Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone. response:	But I believe Aang can save the world.
context: Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world. response:	So travelers, the next time you think you hear a strange large bird talking,...
context: Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\So travelers, the next time you think you hear a strange large bird talking,... response:	A member of a secret group of air walkers who laugh at gravity...
context: Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\So travelers, the next time you think you hear a strange large bird talking,...\A member of a secret group of air walkers who laugh at gravity... response:	Aren't airbender stories the best?
context: But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\So travelers, the next time you think you hear a strange large bird talking,...\A member of a secret group of air walkers who laugh at gravity...\Aren't airbender stories the best? response:	Was it realistic? Is that how it was back then?
context: A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\So travelers, the next time you think you hear a strange large bird talking,...\A member of a secret group of air walkers who laugh at gravity...\Aren't airbender stories the best?\Was it realistic? Is that how it was back then? response:	I laugh at gravity all the time. ! Gravity.
context: And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\So travelers, the next time you think you hear a strange large bird talking,...\A member of a secret group of air walkers who laugh at gravity...\Aren't airbender stories the best?\Was it realistic? Is that how it was back then?\I laugh at gravity all the time. ! Gravity. response:	Jingle, jingle!
context: He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\So travelers, the next time you think you hear a strange large bird talking,...\A member of a secret group of air walkers who laugh at gravity...\Aren't airbender stories the best?\Was it realistic? Is that how it was back then?\I laugh at gravity all the time. ! Gravity.\Jingle, jingle! response:	Sorry!
context: But I believe Aang can save the world.\So travelers, the next time you think you hear a strange large bird talking,...\A member of a secret group of air walkers who laugh at gravity...\Aren't airbender stories the best?\Was it realistic? Is that how it was back then?\I laugh at gravity all the time. ! Gravity.\Jingle, jingle!\Sorry! response:	Aww. Cheapskates!
context: So travelers, the next time you think you hear a strange large bird talking,...\A member of a secret group of air walkers who laugh at gravity...\Aren't airbender stories the best?\Was it realistic? Is that how it was back then?\I laugh at gravity all the time. ! Gravity.\Jingle, jingle!\Sorry!\Aww. Cheapskates! response:	Hey thanks for the story!
context: A member of a secret group of air walkers who laugh at gravity...\Aren't airbender stories the best?\Was it realistic? Is that how it was back then?\I laugh at gravity all the time. ! Gravity.\Jingle, jingle!\Sorry!\Aww. Cheapskates!\Hey thanks for the story! response:	Tell it to the cap, boy!
context: Aren't airbender stories the best?\Was it realistic? Is that how it was back then?\I laugh at gravity all the time. ! Gravity.\Jingle, jingle!\Sorry!\Aww. Cheapskates!\Hey thanks for the story!\Tell it to the cap, boy! response:	Much obliged little bat thing!
context: Was it realistic? Is that how it was back then?\I laugh at gravity all the time. ! Gravity.\Jingle, jingle!\Sorry!\Aww. Cheapskates!\Hey thanks for the story!\Tell it to the cap, boy!\Much obliged little bat thing! response:	It means a lot to hear airbender stories.
context: I laugh at gravity all the time. ! Gravity.\Jingle, jingle!\Sorry!\Aww. Cheapskates!\Hey thanks for the story!\Tell it to the cap, boy!\Much obliged little bat thing!\It means a lot to hear airbender stories. response:	It must have been hundred years ago your great grandpa met them.
context: Jingle, jingle!\Sorry!\Aww. Cheapskates!\Hey thanks for the story!\Tell it to the cap, boy!\Much obliged little bat thing!\It means a lot to hear airbender stories.\It must have been hundred years ago your great grandpa met them. response:	What are you prattling about child? Great grand-pappy saw the air walkers last week!
context: Sorry!\Aww. Cheapskates!\Hey thanks for the story!\Tell it to the cap, boy!\Much obliged little bat thing!\It means a lot to hear airbender stories.\It must have been hundred years ago your great grandpa met them.\What are you prattling about child? Great grand-pappy saw the air walkers last week! response:	Hey, we're almost at the Northern Air Temple!
context: Aww. Cheapskates!\Hey thanks for the story!\Tell it to the cap, boy!\Much obliged little bat thing!\It means a lot to hear airbender stories.\It must have been hundred years ago your great grandpa met them.\What are you prattling about child? Great grand-pappy saw the air walkers last week!\Hey, we're almost at the Northern Air Temple! response:	This is where they had the championships for sky bison polo.
context: Hey thanks for the story!\Tell it to the cap, boy!\Much obliged little bat thing!\It means a lot to hear airbender stories.\It must have been hundred years ago your great grandpa met them.\What are you prattling about child? Great grand-pappy saw the air walkers last week!\Hey, we're almost at the Northern Air Temple!\This is where they had the championships for sky bison polo. response:	Do you think we'll really find airbenders?
context: Tell it to the cap, boy!\Much obliged little bat thing!\It means a lot to hear airbender stories.\It must have been hundred years ago your great grandpa met them.\What are you prattling about child? Great grand-pappy saw the air walkers last week!\Hey, we're almost at the Northern Air Temple!\This is where they had the championships for sky bison polo.\Do you think we'll really find airbenders? response:	You want me to be like you, or totally honest?
context: Much obliged little bat thing!\It means a lot to hear airbender stories.\It must have been hundred years ago your great grandpa met them.\What are you prattling about child? Great grand-pappy saw the air walkers last week!\Hey, we're almost at the Northern Air Temple!\This is where they had the championships for sky bison polo.\Do you think we'll really find airbenders?\You want me to be like you, or totally honest? response:	Are you saying I'm a liar?
context: It means a lot to hear airbender stories.\It must have been hundred years ago your great grandpa met them.\What are you prattling about child? Great grand-pappy saw the air walkers last week!\Hey, we're almost at the Northern Air Temple!\This is where they had the championships for sky bison polo.\Do you think we'll really find airbenders?\You want me to be like you, or totally honest?\Are you saying I'm a liar? response:	I'm saying you're an optimist. Same thing basically.
context: It must have been hundred years ago your great grandpa met them.\What are you prattling about child? Great grand-pappy saw the air walkers last week!\Hey, we're almost at the Northern Air Temple!\This is where they had the championships for sky bison polo.\Do you think we'll really find airbenders?\You want me to be like you, or totally honest?\Are you saying I'm a liar?\I'm saying you're an optimist. Same thing basically. response:	Hey guys, look at this!
context: What are you prattling about child? Great grand-pappy saw the air walkers last week!\Hey, we're almost at the Northern Air Temple!\This is where they had the championships for sky bison polo.\Do you think we'll really find airbenders?\You want me to be like you, or totally honest?\Are you saying I'm a liar?\I'm saying you're an optimist. Same thing basically.\Hey guys, look at this! response:	Huh! They really are airbenders!
context: Hey, we're almost at the Northern Air Temple!\This is where they had the championships for sky bison polo.\Do you think we'll really find airbenders?\You want me to be like you, or totally honest?\Are you saying I'm a liar?\I'm saying you're an optimist. Same thing basically.\Hey guys, look at this!\Huh! They really are airbenders! response:	No, they're not.
context: This is where they had the championships for sky bison polo.\Do you think we'll really find airbenders?\You want me to be like you, or totally honest?\Are you saying I'm a liar?\I'm saying you're an optimist. Same thing basically.\Hey guys, look at this!\Huh! They really are airbenders!\No, they're not. response:	What do you mean they're not? Those guys are flying!
