context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	Well, this isn't good at all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Well, this isn't good at all. response:	You're going to make an old man get serious.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Well, this isn't good at all.\You're going to make an old man get serious. response:	Smoke Creation Magic: Prison of the Fallen King.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Well, this isn't good at all.\You're going to make an old man get serious.\Smoke Creation Magic: Prison of the Fallen King. response:	You won't be able to get away anymore, kids.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Well, this isn't good at all.\You're going to make an old man get serious.\Smoke Creation Magic: Prison of the Fallen King.\You won't be able to get away anymore, kids. response:	No matter who we're facing,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Well, this isn't good at all.\You're going to make an old man get serious.\Smoke Creation Magic: Prison of the Fallen King.\You won't be able to get away anymore, kids.\No matter who we're facing, response:	we, the Black Bulls, will win!
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Well, this isn't good at all.\You're going to make an old man get serious.\Smoke Creation Magic: Prison of the Fallen King.\You won't be able to get away anymore, kids.\No matter who we're facing,\we, the Black Bulls, will win! response:	I'm going to get serious now.
context: He was called the Wizard King, and he became a legend.\Well, this isn't good at all.\You're going to make an old man get serious.\Smoke Creation Magic: Prison of the Fallen King.\You won't be able to get away anymore, kids.\No matter who we're facing,\we, the Black Bulls, will win!\I'm going to get serious now. response:	What are you...
context: Well, this isn't good at all.\You're going to make an old man get serious.\Smoke Creation Magic: Prison of the Fallen King.\You won't be able to get away anymore, kids.\No matter who we're facing,\we, the Black Bulls, will win!\I'm going to get serious now.\What are you... response:	Wind Creation Magic: Swift White Hawk and Wind Blade Shower.
context: You're going to make an old man get serious.\Smoke Creation Magic: Prison of the Fallen King.\You won't be able to get away anymore, kids.\No matter who we're facing,\we, the Black Bulls, will win!\I'm going to get serious now.\What are you...\Wind Creation Magic: Swift White Hawk and Wind Blade Shower. response:	Simultaneous spell activation?!
