context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	Yami, Asta, Charmy, and Finral came to report to the Wizard King
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Yami, Asta, Charmy, and Finral came to report to the Wizard King response:	after their battle at the Underwater Temple.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Yami, Asta, Charmy, and Finral came to report to the Wizard King\after their battle at the Underwater Temple. response:	And then...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Yami, Asta, Charmy, and Finral came to report to the Wizard King\after their battle at the Underwater Temple.\And then... response:	I'm sorry to interrupt.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Yami, Asta, Charmy, and Finral came to report to the Wizard King\after their battle at the Underwater Temple.\And then...\I'm sorry to interrupt. response:	The border town of Kiten, which has a history of skirmishes with the Diamond Kingdom,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Yami, Asta, Charmy, and Finral came to report to the Wizard King\after their battle at the Underwater Temple.\And then...\I'm sorry to interrupt.\The border town of Kiten, which has a history of skirmishes with the Diamond Kingdom, response:	is under attack by a Diamond Kingdom squad.
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Yami, Asta, Charmy, and Finral came to report to the Wizard King\after their battle at the Underwater Temple.\And then...\I'm sorry to interrupt.\The border town of Kiten, which has a history of skirmishes with the Diamond Kingdom,\is under attack by a Diamond Kingdom squad. response:	Wh-What's with that massive horde of people?!
context: He was called the Wizard King, and he became a legend.\Yami, Asta, Charmy, and Finral came to report to the Wizard King\after their battle at the Underwater Temple.\And then...\I'm sorry to interrupt.\The border town of Kiten, which has a history of skirmishes with the Diamond Kingdom,\is under attack by a Diamond Kingdom squad.\Wh-What's with that massive horde of people?! response:	Three of the Eight Shining Generals.
context: Yami, Asta, Charmy, and Finral came to report to the Wizard King\after their battle at the Underwater Temple.\And then...\I'm sorry to interrupt.\The border town of Kiten, which has a history of skirmishes with the Diamond Kingdom,\is under attack by a Diamond Kingdom squad.\Wh-What's with that massive horde of people?!\Three of the Eight Shining Generals. response:	What are the Eight Shining Generals?
context: after their battle at the Underwater Temple.\And then...\I'm sorry to interrupt.\The border town of Kiten, which has a history of skirmishes with the Diamond Kingdom,\is under attack by a Diamond Kingdom squad.\Wh-What's with that massive horde of people?!\Three of the Eight Shining Generals.\What are the Eight Shining Generals? response:	The eight strongest from the Diamond Kingdom.
context: And then...\I'm sorry to interrupt.\The border town of Kiten, which has a history of skirmishes with the Diamond Kingdom,\is under attack by a Diamond Kingdom squad.\Wh-What's with that massive horde of people?!\Three of the Eight Shining Generals.\What are the Eight Shining Generals?\The eight strongest from the Diamond Kingdom. response:	They're similar to the Magic Knights Captains of the Clover Kingdom.
context: I'm sorry to interrupt.\The border town of Kiten, which has a history of skirmishes with the Diamond Kingdom,\is under attack by a Diamond Kingdom squad.\Wh-What's with that massive horde of people?!\Three of the Eight Shining Generals.\What are the Eight Shining Generals?\The eight strongest from the Diamond Kingdom.\They're similar to the Magic Knights Captains of the Clover Kingdom. response:	The first ones to arrive at Kiten in their time of need were...
context: The border town of Kiten, which has a history of skirmishes with the Diamond Kingdom,\is under attack by a Diamond Kingdom squad.\Wh-What's with that massive horde of people?!\Three of the Eight Shining Generals.\What are the Eight Shining Generals?\The eight strongest from the Diamond Kingdom.\They're similar to the Magic Knights Captains of the Clover Kingdom.\The first ones to arrive at Kiten in their time of need were... response:	That's
context: is under attack by a Diamond Kingdom squad.\Wh-What's with that massive horde of people?!\Three of the Eight Shining Generals.\What are the Eight Shining Generals?\The eight strongest from the Diamond Kingdom.\They're similar to the Magic Knights Captains of the Clover Kingdom.\The first ones to arrive at Kiten in their time of need were...\That's response:	The Clover Kingdom's most powerful Magic Knights Squad.
context: Wh-What's with that massive horde of people?!\Three of the Eight Shining Generals.\What are the Eight Shining Generals?\The eight strongest from the Diamond Kingdom.\They're similar to the Magic Knights Captains of the Clover Kingdom.\The first ones to arrive at Kiten in their time of need were...\That's\The Clover Kingdom's most powerful Magic Knights Squad. response:	The Golden Dawn!
context: Three of the Eight Shining Generals.\What are the Eight Shining Generals?\The eight strongest from the Diamond Kingdom.\They're similar to the Magic Knights Captains of the Clover Kingdom.\The first ones to arrive at Kiten in their time of need were...\That's\The Clover Kingdom's most powerful Magic Knights Squad.\The Golden Dawn! response:	Yami and the others headed to Kiten as reinforcements.
context: What are the Eight Shining Generals?\The eight strongest from the Diamond Kingdom.\They're similar to the Magic Knights Captains of the Clover Kingdom.\The first ones to arrive at Kiten in their time of need were...\That's\The Clover Kingdom's most powerful Magic Knights Squad.\The Golden Dawn!\Yami and the others headed to Kiten as reinforcements. response:	Just you wait, Yuno!
context: The eight strongest from the Diamond Kingdom.\They're similar to the Magic Knights Captains of the Clover Kingdom.\The first ones to arrive at Kiten in their time of need were...\That's\The Clover Kingdom's most powerful Magic Knights Squad.\The Golden Dawn!\Yami and the others headed to Kiten as reinforcements.\Just you wait, Yuno! response:	Let's make them regret barging into our country with their muddy boots.
