context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	He's so strong...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\He's so strong... response:	What the hell was that magic?
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\He's so strong...\What the hell was that magic? response:	So, how would you like to die?
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\He's so strong...\What the hell was that magic?\So, how would you like to die? response:	P-Please spare us! We'll never attack the village again!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\He's so strong...\What the hell was that magic?\So, how would you like to die?\P-Please spare us! We'll never attack the village again! response:	I won't kill you this time.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\He's so strong...\What the hell was that magic?\So, how would you like to die?\P-Please spare us! We'll never attack the village again!\I won't kill you this time. response:	Huh?
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\He's so strong...\What the hell was that magic?\So, how would you like to die?\P-Please spare us! We'll never attack the village again!\I won't kill you this time.\Huh? response:	Because today is...
context: He was called the Wizard King, and he became a legend.\He's so strong...\What the hell was that magic?\So, how would you like to die?\P-Please spare us! We'll never attack the village again!\I won't kill you this time.\Huh?\Because today is... response:	Marie's birthday.
context: He's so strong...\What the hell was that magic?\So, how would you like to die?\P-Please spare us! We'll never attack the village again!\I won't kill you this time.\Huh?\Because today is...\Marie's birthday. response:	Huh?
context: What the hell was that magic?\So, how would you like to die?\P-Please spare us! We'll never attack the village again!\I won't kill you this time.\Huh?\Because today is...\Marie's birthday.\Huh? response:	Come on. Celebrate Marie's birthday with me.
context: So, how would you like to die?\P-Please spare us! We'll never attack the village again!\I won't kill you this time.\Huh?\Because today is...\Marie's birthday.\Huh?\Come on. Celebrate Marie's birthday with me. response:	Who the heck is that?!
context: P-Please spare us! We'll never attack the village again!\I won't kill you this time.\Huh?\Because today is...\Marie's birthday.\Huh?\Come on. Celebrate Marie's birthday with me.\Who the heck is that?! response:	Rejoice greatly, rejoice with all your might,
context: I won't kill you this time.\Huh?\Because today is...\Marie's birthday.\Huh?\Come on. Celebrate Marie's birthday with me.\Who the heck is that?!\Rejoice greatly, rejoice with all your might, response:	and then die.
context: Huh?\Because today is...\Marie's birthday.\Huh?\Come on. Celebrate Marie's birthday with me.\Who the heck is that?!\Rejoice greatly, rejoice with all your might,\and then die. response:	I'm going to die anyway?!
context: Because today is...\Marie's birthday.\Huh?\Come on. Celebrate Marie's birthday with me.\Who the heck is that?!\Rejoice greatly, rejoice with all your might,\and then die.\I'm going to die anyway?! response:	The Mirror Mage
context: Marie's birthday.\Huh?\Come on. Celebrate Marie's birthday with me.\Who the heck is that?!\Rejoice greatly, rejoice with all your might,\and then die.\I'm going to die anyway?!\The Mirror Mage response:	Village in the Boonies: Hage
context: Huh?\Come on. Celebrate Marie's birthday with me.\Who the heck is that?!\Rejoice greatly, rejoice with all your might,\and then die.\I'm going to die anyway?!\The Mirror Mage\Village in the Boonies: Hage response:	Father!
context: Come on. Celebrate Marie's birthday with me.\Who the heck is that?!\Rejoice greatly, rejoice with all your might,\and then die.\I'm going to die anyway?!\The Mirror Mage\Village in the Boonies: Hage\Father! response:	They sent money again this month.
context: Who the heck is that?!\Rejoice greatly, rejoice with all your might,\and then die.\I'm going to die anyway?!\The Mirror Mage\Village in the Boonies: Hage\Father!\They sent money again this month. response:	Great!
context: Rejoice greatly, rejoice with all your might,\and then die.\I'm going to die anyway?!\The Mirror Mage\Village in the Boonies: Hage\Father!\They sent money again this month.\Great! response:	Are they doing well?
context: and then die.\I'm going to die anyway?!\The Mirror Mage\Village in the Boonies: Hage\Father!\They sent money again this month.\Great!\Are they doing well? response:	We'll be able to eat lots of tatoes again.
