context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	While the members of the Golden Dawn were stopping
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\While the members of the Golden Dawn were stopping response:	the Diamond troops from invading Kiten,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\While the members of the Golden Dawn were stopping\the Diamond troops from invading Kiten, response:	Yami asked Vangeance something that had been bothering him for a long time.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\While the members of the Golden Dawn were stopping\the Diamond troops from invading Kiten,\Yami asked Vangeance something that had been bothering him for a long time. response:	Vangeance...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\While the members of the Golden Dawn were stopping\the Diamond troops from invading Kiten,\Yami asked Vangeance something that had been bothering him for a long time.\Vangeance... response:	Could you take off that mask?
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\While the members of the Golden Dawn were stopping\the Diamond troops from invading Kiten,\Yami asked Vangeance something that had been bothering him for a long time.\Vangeance...\Could you take off that mask? response:	Yami, you suspect that I may be the leader of the Eye of the Midnight Sun, don't you?
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\While the members of the Golden Dawn were stopping\the Diamond troops from invading Kiten,\Yami asked Vangeance something that had been bothering him for a long time.\Vangeance...\Could you take off that mask?\Yami, you suspect that I may be the leader of the Eye of the Midnight Sun, don't you? response:	Very well.
context: He was called the Wizard King, and he became a legend.\While the members of the Golden Dawn were stopping\the Diamond troops from invading Kiten,\Yami asked Vangeance something that had been bothering him for a long time.\Vangeance...\Could you take off that mask?\Yami, you suspect that I may be the leader of the Eye of the Midnight Sun, don't you?\Very well. response:	Sorry about that.
context: While the members of the Golden Dawn were stopping\the Diamond troops from invading Kiten,\Yami asked Vangeance something that had been bothering him for a long time.\Vangeance...\Could you take off that mask?\Yami, you suspect that I may be the leader of the Eye of the Midnight Sun, don't you?\Very well.\Sorry about that. response:	As Asta and Yuno were reunited during this battle and renewed their ambitions...
context: the Diamond troops from invading Kiten,\Yami asked Vangeance something that had been bothering him for a long time.\Vangeance...\Could you take off that mask?\Yami, you suspect that I may be the leader of the Eye of the Midnight Sun, don't you?\Very well.\Sorry about that.\As Asta and Yuno were reunited during this battle and renewed their ambitions... response:	We're both working to become the Wizard King!
context: Yami asked Vangeance something that had been bothering him for a long time.\Vangeance...\Could you take off that mask?\Yami, you suspect that I may be the leader of the Eye of the Midnight Sun, don't you?\Very well.\Sorry about that.\As Asta and Yuno were reunited during this battle and renewed their ambitions...\We're both working to become the Wizard King! response:	Never Again
context: Vangeance...\Could you take off that mask?\Yami, you suspect that I may be the leader of the Eye of the Midnight Sun, don't you?\Very well.\Sorry about that.\As Asta and Yuno were reunited during this battle and renewed their ambitions...\We're both working to become the Wizard King!\Never Again response:	Sounds like a lively bunch has arrived.
