context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	Vetto, one of the leaders of the Eye of the Midnight Sun,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto, one of the leaders of the Eye of the Midnight Sun, response:	suddenly attacked the Underwater Temple.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto, one of the leaders of the Eye of the Midnight Sun,\suddenly attacked the Underwater Temple. response:	Water Creation Magic: Sea God's Hammer!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto, one of the leaders of the Eye of the Midnight Sun,\suddenly attacked the Underwater Temple.\Water Creation Magic: Sea God's Hammer! response:	Beast Magic: Rhinoceros Armor.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto, one of the leaders of the Eye of the Midnight Sun,\suddenly attacked the Underwater Temple.\Water Creation Magic: Sea God's Hammer!\Beast Magic: Rhinoceros Armor. response:	It didn't even faze him.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto, one of the leaders of the Eye of the Midnight Sun,\suddenly attacked the Underwater Temple.\Water Creation Magic: Sea God's Hammer!\Beast Magic: Rhinoceros Armor.\It didn't even faze him. response:	That's not a bad spell, for a mouse.
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto, one of the leaders of the Eye of the Midnight Sun,\suddenly attacked the Underwater Temple.\Water Creation Magic: Sea God's Hammer!\Beast Magic: Rhinoceros Armor.\It didn't even faze him.\That's not a bad spell, for a mouse. response:	Let me give you a reward.
context: He was called the Wizard King, and he became a legend.\Vetto, one of the leaders of the Eye of the Midnight Sun,\suddenly attacked the Underwater Temple.\Water Creation Magic: Sea God's Hammer!\Beast Magic: Rhinoceros Armor.\It didn't even faze him.\That's not a bad spell, for a mouse.\Let me give you a reward. response:	Beast Magic: Bear Claw!
context: Vetto, one of the leaders of the Eye of the Midnight Sun,\suddenly attacked the Underwater Temple.\Water Creation Magic: Sea God's Hammer!\Beast Magic: Rhinoceros Armor.\It didn't even faze him.\That's not a bad spell, for a mouse.\Let me give you a reward.\Beast Magic: Bear Claw! response:	You insects aren't even allowed to hold on to hope.
context: suddenly attacked the Underwater Temple.\Water Creation Magic: Sea God's Hammer!\Beast Magic: Rhinoceros Armor.\It didn't even faze him.\That's not a bad spell, for a mouse.\Let me give you a reward.\Beast Magic: Bear Claw!\You insects aren't even allowed to hold on to hope. response:	Dark Magic: Lightless Slash!
context: Water Creation Magic: Sea God's Hammer!\Beast Magic: Rhinoceros Armor.\It didn't even faze him.\That's not a bad spell, for a mouse.\Let me give you a reward.\Beast Magic: Bear Claw!\You insects aren't even allowed to hold on to hope.\Dark Magic: Lightless Slash! response:	This is...
context: Beast Magic: Rhinoceros Armor.\It didn't even faze him.\That's not a bad spell, for a mouse.\Let me give you a reward.\Beast Magic: Bear Claw!\You insects aren't even allowed to hold on to hope.\Dark Magic: Lightless Slash!\This is... response:	Hey, you dumbasses, listen up.
context: It didn't even faze him.\That's not a bad spell, for a mouse.\Let me give you a reward.\Beast Magic: Bear Claw!\You insects aren't even allowed to hold on to hope.\Dark Magic: Lightless Slash!\This is...\Hey, you dumbasses, listen up. response:	Someone really dangerous just crashed the game.
