context: Late Night Show response:	Late Night Show
context: Late Night Show\Late Night Show response:	Bones 10th anniversary project
context: Late Night Show\Late Night Show\Bones 10th anniversary project response:	A healthy soul,
context: Late Night Show\Late Night Show\Bones 10th anniversary project\A healthy soul, response:	Dr. Stein.
context: Late Night Show\Late Night Show\Bones 10th anniversary project\A healthy soul,\Dr. Stein. response:	He's a tough man.
context: Late Night Show\Late Night Show\Bones 10th anniversary project\A healthy soul,\Dr. Stein.\He's a tough man. response:	Father's weapon, Death Scythe's former Technician partner...
context: Late Night Show\Late Night Show\Bones 10th anniversary project\A healthy soul,\Dr. Stein.\He's a tough man.\Father's weapon, Death Scythe's former Technician partner... response:	Did Shinigami-sama ask them to go get his soul?
context: Late Night Show\Late Night Show\Bones 10th anniversary project\A healthy soul,\Dr. Stein.\He's a tough man.\Father's weapon, Death Scythe's former Technician partner...\Did Shinigami-sama ask them to go get his soul? response:	But if it was sis it would be a breeze.
context: Late Night Show\Bones 10th anniversary project\A healthy soul,\Dr. Stein.\He's a tough man.\Father's weapon, Death Scythe's former Technician partner...\Did Shinigami-sama ask them to go get his soul?\But if it was sis it would be a breeze. response:	I'm just a humble weapon.
context: Bones 10th anniversary project\A healthy soul,\Dr. Stein.\He's a tough man.\Father's weapon, Death Scythe's former Technician partner...\Did Shinigami-sama ask them to go get his soul?\But if it was sis it would be a breeze.\I'm just a humble weapon. response:	You're overestimating me, Patty.
context: A healthy soul,\Dr. Stein.\He's a tough man.\Father's weapon, Death Scythe's former Technician partner...\Did Shinigami-sama ask them to go get his soul?\But if it was sis it would be a breeze.\I'm just a humble weapon.\You're overestimating me, Patty. response:	It would be instant death.
context: Dr. Stein.\He's a tough man.\Father's weapon, Death Scythe's former Technician partner...\Did Shinigami-sama ask them to go get his soul?\But if it was sis it would be a breeze.\I'm just a humble weapon.\You're overestimating me, Patty.\It would be instant death. response:	For supplementary lessons, isn't this too much?
context: He's a tough man.\Father's weapon, Death Scythe's former Technician partner...\Did Shinigami-sama ask them to go get his soul?\But if it was sis it would be a breeze.\I'm just a humble weapon.\You're overestimating me, Patty.\It would be instant death.\For supplementary lessons, isn't this too much? response:	Undoubtedly, they'll die.
context: Father's weapon, Death Scythe's former Technician partner...\Did Shinigami-sama ask them to go get his soul?\But if it was sis it would be a breeze.\I'm just a humble weapon.\You're overestimating me, Patty.\It would be instant death.\For supplementary lessons, isn't this too much?\Undoubtedly, they'll die. response:	Undoubtedly, they'll die.
context: Did Shinigami-sama ask them to go get his soul?\But if it was sis it would be a breeze.\I'm just a humble weapon.\You're overestimating me, Patty.\It would be instant death.\For supplementary lessons, isn't this too much?\Undoubtedly, they'll die.\Undoubtedly, they'll die. response:	This is a free fansub. Not for sale or rent.
context: But if it was sis it would be a breeze.\I'm just a humble weapon.\You're overestimating me, Patty.\It would be instant death.\For supplementary lessons, isn't this too much?\Undoubtedly, they'll die.\Undoubtedly, they'll die.\This is a free fansub. Not for sale or rent. response:	In the 5th Episode, the jokes are, this...
context: I'm just a humble weapon.\You're overestimating me, Patty.\It would be instant death.\For supplementary lessons, isn't this too much?\Undoubtedly, they'll die.\Undoubtedly, they'll die.\This is a free fansub. Not for sale or rent.\In the 5th Episode, the jokes are, this... response:	May sickness is a state of blues experienced by college freshmen or workplace recruits shortly after beginning school or work.
context: You're overestimating me, Patty.\It would be instant death.\For supplementary lessons, isn't this too much?\Undoubtedly, they'll die.\Undoubtedly, they'll die.\This is a free fansub. Not for sale or rent.\In the 5th Episode, the jokes are, this...\May sickness is a state of blues experienced by college freshmen or workplace recruits shortly after beginning school or work. response:	Maybe it's the May sickness?!
context: It would be instant death.\For supplementary lessons, isn't this too much?\Undoubtedly, they'll die.\Undoubtedly, they'll die.\This is a free fansub. Not for sale or rent.\In the 5th Episode, the jokes are, this...\May sickness is a state of blues experienced by college freshmen or workplace recruits shortly after beginning school or work.\Maybe it's the May sickness?! response:	It's no good, let me die. It's no good...
