context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	The Star Festival, held in the royal capital, had begun.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Star Festival, held in the royal capital, had begun. response:	The Star Festival was held
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Star Festival, held in the royal capital, had begun.\The Star Festival was held response:	to acknowledge the Magic Knights Squads' achievements
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Star Festival, held in the royal capital, had begun.\The Star Festival was held\to acknowledge the Magic Knights Squads' achievements response:	and announce who had received the most stars from the Wizard King that year.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Star Festival, held in the royal capital, had begun.\The Star Festival was held\to acknowledge the Magic Knights Squads' achievements\and announce who had received the most stars from the Wizard King that year. response:	Kahono! Kiato!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Star Festival, held in the royal capital, had begun.\The Star Festival was held\to acknowledge the Magic Knights Squads' achievements\and announce who had received the most stars from the Wizard King that year.\Kahono! Kiato! response:	Asta had invited Kahono and Kiato from the Underwater Temple to the festival
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Star Festival, held in the royal capital, had begun.\The Star Festival was held\to acknowledge the Magic Knights Squads' achievements\and announce who had received the most stars from the Wizard King that year.\Kahono! Kiato!\Asta had invited Kahono and Kiato from the Underwater Temple to the festival response:	and used the Queen of Witches' secret witch spells
context: He was called the Wizard King, and he became a legend.\The Star Festival, held in the royal capital, had begun.\The Star Festival was held\to acknowledge the Magic Knights Squads' achievements\and announce who had received the most stars from the Wizard King that year.\Kahono! Kiato!\Asta had invited Kahono and Kiato from the Underwater Temple to the festival\and used the Queen of Witches' secret witch spells response:	to heal Kahono's injured throat and Kiato's injured leg.
context: The Star Festival, held in the royal capital, had begun.\The Star Festival was held\to acknowledge the Magic Knights Squads' achievements\and announce who had received the most stars from the Wizard King that year.\Kahono! Kiato!\Asta had invited Kahono and Kiato from the Underwater Temple to the festival\and used the Queen of Witches' secret witch spells\to heal Kahono's injured throat and Kiato's injured leg. response:	Asta and the others enjoyed the festival, but...
context: The Star Festival was held\to acknowledge the Magic Knights Squads' achievements\and announce who had received the most stars from the Wizard King that year.\Kahono! Kiato!\Asta had invited Kahono and Kiato from the Underwater Temple to the festival\and used the Queen of Witches' secret witch spells\to heal Kahono's injured throat and Kiato's injured leg.\Asta and the others enjoyed the festival, but... response:	Hey, Asta.
context: to acknowledge the Magic Knights Squads' achievements\and announce who had received the most stars from the Wizard King that year.\Kahono! Kiato!\Asta had invited Kahono and Kiato from the Underwater Temple to the festival\and used the Queen of Witches' secret witch spells\to heal Kahono's injured throat and Kiato's injured leg.\Asta and the others enjoyed the festival, but...\Hey, Asta. response:	What does Noelle mean to you?
context: and announce who had received the most stars from the Wizard King that year.\Kahono! Kiato!\Asta had invited Kahono and Kiato from the Underwater Temple to the festival\and used the Queen of Witches' secret witch spells\to heal Kahono's injured throat and Kiato's injured leg.\Asta and the others enjoyed the festival, but...\Hey, Asta.\What does Noelle mean to you? response:	Huh?
context: Kahono! Kiato!\Asta had invited Kahono and Kiato from the Underwater Temple to the festival\and used the Queen of Witches' secret witch spells\to heal Kahono's injured throat and Kiato's injured leg.\Asta and the others enjoyed the festival, but...\Hey, Asta.\What does Noelle mean to you?\Huh? response:	What does she mean to me?
context: Asta had invited Kahono and Kiato from the Underwater Temple to the festival\and used the Queen of Witches' secret witch spells\to heal Kahono's injured throat and Kiato's injured leg.\Asta and the others enjoyed the festival, but...\Hey, Asta.\What does Noelle mean to you?\Huh?\What does she mean to me? response:	I guess...
