context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth response:	To awaken us, the young mankind,
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind, response:	the Light struck
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck response:	Macross! Macross!
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise response:	and fight to protect their loved ones
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones response:	Will set out on their journey as the war rages on.
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on. response:	Will you love me tomorrow?
context: a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow? response:	Slicing through the darkness they fly toward
context: To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward response:	That blue planet that shines in the distance
context: the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance response:	Macross! Macross!
context: Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross! response:	Macross!
context: The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross! response:	Preparations for the shuttle launch are complete.
context: and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Preparations for the shuttle launch are complete. response:	Countdown will commence immediately following the Valkyrie unit launch.
context: Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Preparations for the shuttle launch are complete.\Countdown will commence immediately following the Valkyrie unit launch. response:	In an effort to bolster military readiness,
context: Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Preparations for the shuttle launch are complete.\Countdown will commence immediately following the Valkyrie unit launch.\In an effort to bolster military readiness, response:	a plan was devised to capture the Zentradi Factory Satellite,
context: Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Preparations for the shuttle launch are complete.\Countdown will commence immediately following the Valkyrie unit launch.\In an effort to bolster military readiness,\a plan was devised to capture the Zentradi Factory Satellite, response:	an automated plant for the construction of space vessels.
context: That blue planet that shines in the distance\Macross! Macross!\Macross!\Preparations for the shuttle launch are complete.\Countdown will commence immediately following the Valkyrie unit launch.\In an effort to bolster military readiness,\a plan was devised to capture the Zentradi Factory Satellite,\an automated plant for the construction of space vessels. response:	Now, the soldiers from Earth participating in this operation are preparing for liftoff.
context: Macross! Macross!\Macross!\Preparations for the shuttle launch are complete.\Countdown will commence immediately following the Valkyrie unit launch.\In an effort to bolster military readiness,\a plan was devised to capture the Zentradi Factory Satellite,\an automated plant for the construction of space vessels.\Now, the soldiers from Earth participating in this operation are preparing for liftoff. response:	Launch the shuttle!
context: Macross!\Preparations for the shuttle launch are complete.\Countdown will commence immediately following the Valkyrie unit launch.\In an effort to bolster military readiness,\a plan was devised to capture the Zentradi Factory Satellite,\an automated plant for the construction of space vessels.\Now, the soldiers from Earth participating in this operation are preparing for liftoff.\Launch the shuttle! response:	VIVA MARIA
context: Preparations for the shuttle launch are complete.\Countdown will commence immediately following the Valkyrie unit launch.\In an effort to bolster military readiness,\a plan was devised to capture the Zentradi Factory Satellite,\an automated plant for the construction of space vessels.\Now, the soldiers from Earth participating in this operation are preparing for liftoff.\Launch the shuttle!\VIVA MARIA response:	I'm glad to see you all here.
context: Countdown will commence immediately following the Valkyrie unit launch.\In an effort to bolster military readiness,\a plan was devised to capture the Zentradi Factory Satellite,\an automated plant for the construction of space vessels.\Now, the soldiers from Earth participating in this operation are preparing for liftoff.\Launch the shuttle!\VIVA MARIA\I'm glad to see you all here. response:	Lord Britai, I'm glad to see you're looking well, yes?
context: In an effort to bolster military readiness,\a plan was devised to capture the Zentradi Factory Satellite,\an automated plant for the construction of space vessels.\Now, the soldiers from Earth participating in this operation are preparing for liftoff.\Launch the shuttle!\VIVA MARIA\I'm glad to see you all here.\Lord Britai, I'm glad to see you're looking well, yes? response:	Oh, Exsedol! You're looking well yourself.
context: a plan was devised to capture the Zentradi Factory Satellite,\an automated plant for the construction of space vessels.\Now, the soldiers from Earth participating in this operation are preparing for liftoff.\Launch the shuttle!\VIVA MARIA\I'm glad to see you all here.\Lord Britai, I'm glad to see you're looking well, yes?\Oh, Exsedol! You're looking well yourself. response:	Yes, Lord. Thank you.
context: an automated plant for the construction of space vessels.\Now, the soldiers from Earth participating in this operation are preparing for liftoff.\Launch the shuttle!\VIVA MARIA\I'm glad to see you all here.\Lord Britai, I'm glad to see you're looking well, yes?\Oh, Exsedol! You're looking well yourself.\Yes, Lord. Thank you. response:	Ah, Major LaSalle, Major Hayase...
context: Now, the soldiers from Earth participating in this operation are preparing for liftoff.\Launch the shuttle!\VIVA MARIA\I'm glad to see you all here.\Lord Britai, I'm glad to see you're looking well, yes?\Oh, Exsedol! You're looking well yourself.\Yes, Lord. Thank you.\Ah, Major LaSalle, Major Hayase... response:	Please think of my ship as your own.
context: Launch the shuttle!\VIVA MARIA\I'm glad to see you all here.\Lord Britai, I'm glad to see you're looking well, yes?\Oh, Exsedol! You're looking well yourself.\Yes, Lord. Thank you.\Ah, Major LaSalle, Major Hayase...\Please think of my ship as your own. response:	Thank you, Commander Britai.
context: VIVA MARIA\I'm glad to see you all here.\Lord Britai, I'm glad to see you're looking well, yes?\Oh, Exsedol! You're looking well yourself.\Yes, Lord. Thank you.\Ah, Major LaSalle, Major Hayase...\Please think of my ship as your own.\Thank you, Commander Britai. response:	What do you think, Exsedol? I've gotten quite good at Earth greetings myself, eh?
context: I'm glad to see you all here.\Lord Britai, I'm glad to see you're looking well, yes?\Oh, Exsedol! You're looking well yourself.\Yes, Lord. Thank you.\Ah, Major LaSalle, Major Hayase...\Please think of my ship as your own.\Thank you, Commander Britai.\What do you think, Exsedol? I've gotten quite good at Earth greetings myself, eh? response:	Allow me to show you to the bridge.
context: Lord Britai, I'm glad to see you're looking well, yes?\Oh, Exsedol! You're looking well yourself.\Yes, Lord. Thank you.\Ah, Major LaSalle, Major Hayase...\Please think of my ship as your own.\Thank you, Commander Britai.\What do you think, Exsedol? I've gotten quite good at Earth greetings myself, eh?\Allow me to show you to the bridge. response:	How goes the loading of our human guests?
context: Oh, Exsedol! You're looking well yourself.\Yes, Lord. Thank you.\Ah, Major LaSalle, Major Hayase...\Please think of my ship as your own.\Thank you, Commander Britai.\What do you think, Exsedol? I've gotten quite good at Earth greetings myself, eh?\Allow me to show you to the bridge.\How goes the loading of our human guests? response:	All finished, sir.
context: Yes, Lord. Thank you.\Ah, Major LaSalle, Major Hayase...\Please think of my ship as your own.\Thank you, Commander Britai.\What do you think, Exsedol? I've gotten quite good at Earth greetings myself, eh?\Allow me to show you to the bridge.\How goes the loading of our human guests?\All finished, sir. response:	Good. Begin preparations for launch!
context: Ah, Major LaSalle, Major Hayase...\Please think of my ship as your own.\Thank you, Commander Britai.\What do you think, Exsedol? I've gotten quite good at Earth greetings myself, eh?\Allow me to show you to the bridge.\How goes the loading of our human guests?\All finished, sir.\Good. Begin preparations for launch! response:	Roger!
context: Please think of my ship as your own.\Thank you, Commander Britai.\What do you think, Exsedol? I've gotten quite good at Earth greetings myself, eh?\Allow me to show you to the bridge.\How goes the loading of our human guests?\All finished, sir.\Good. Begin preparations for launch!\Roger! response:	It's been two years since my last battle.
context: Thank you, Commander Britai.\What do you think, Exsedol? I've gotten quite good at Earth greetings myself, eh?\Allow me to show you to the bridge.\How goes the loading of our human guests?\All finished, sir.\Good. Begin preparations for launch!\Roger!\It's been two years since my last battle. response:	I never could have imagined that my next one would be
context: What do you think, Exsedol? I've gotten quite good at Earth greetings myself, eh?\Allow me to show you to the bridge.\How goes the loading of our human guests?\All finished, sir.\Good. Begin preparations for launch!\Roger!\It's been two years since my last battle.\I never could have imagined that my next one would be response:	a joint operation between us and the humans.
context: Allow me to show you to the bridge.\How goes the loading of our human guests?\All finished, sir.\Good. Begin preparations for launch!\Roger!\It's been two years since my last battle.\I never could have imagined that my next one would be\a joint operation between us and the humans. response:	Is this too the power of culture?
context: How goes the loading of our human guests?\All finished, sir.\Good. Begin preparations for launch!\Roger!\It's been two years since my last battle.\I never could have imagined that my next one would be\a joint operation between us and the humans.\Is this too the power of culture? response:	I'm not so sure that's what it is.
context: All finished, sir.\Good. Begin preparations for launch!\Roger!\It's been two years since my last battle.\I never could have imagined that my next one would be\a joint operation between us and the humans.\Is this too the power of culture?\I'm not so sure that's what it is. response:	Uprisings have been breaking out all over and... Oh, I'm sorry.
context: Good. Begin preparations for launch!\Roger!\It's been two years since my last battle.\I never could have imagined that my next one would be\a joint operation between us and the humans.\Is this too the power of culture?\I'm not so sure that's what it is.\Uprisings have been breaking out all over and... Oh, I'm sorry. response:	No, that's all right.
context: Roger!\It's been two years since my last battle.\I never could have imagined that my next one would be\a joint operation between us and the humans.\Is this too the power of culture?\I'm not so sure that's what it is.\Uprisings have been breaking out all over and... Oh, I'm sorry.\No, that's all right. response:	Sooner or later, you have to clean the pus from the wound, yes?
context: It's been two years since my last battle.\I never could have imagined that my next one would be\a joint operation between us and the humans.\Is this too the power of culture?\I'm not so sure that's what it is.\Uprisings have been breaking out all over and... Oh, I'm sorry.\No, that's all right.\Sooner or later, you have to clean the pus from the wound, yes? response:	It's been a long time since we've been on this ship, huh?
context: I never could have imagined that my next one would be\a joint operation between us and the humans.\Is this too the power of culture?\I'm not so sure that's what it is.\Uprisings have been breaking out all over and... Oh, I'm sorry.\No, that's all right.\Sooner or later, you have to clean the pus from the wound, yes?\It's been a long time since we've been on this ship, huh? response:	Yeah, not since we were taken prisoner.
context: a joint operation between us and the humans.\Is this too the power of culture?\I'm not so sure that's what it is.\Uprisings have been breaking out all over and... Oh, I'm sorry.\No, that's all right.\Sooner or later, you have to clean the pus from the wound, yes?\It's been a long time since we've been on this ship, huh?\Yeah, not since we were taken prisoner. response:	Hey, why don't we ex-prisoners throw a party?
context: Is this too the power of culture?\I'm not so sure that's what it is.\Uprisings have been breaking out all over and... Oh, I'm sorry.\No, that's all right.\Sooner or later, you have to clean the pus from the wound, yes?\It's been a long time since we've been on this ship, huh?\Yeah, not since we were taken prisoner.\Hey, why don't we ex-prisoners throw a party? response:	We can invite Claudia too.
context: I'm not so sure that's what it is.\Uprisings have been breaking out all over and... Oh, I'm sorry.\No, that's all right.\Sooner or later, you have to clean the pus from the wound, yes?\It's been a long time since we've been on this ship, huh?\Yeah, not since we were taken prisoner.\Hey, why don't we ex-prisoners throw a party?\We can invite Claudia too. response:	I've been wanting to show Milia what an Earth-style house party is like.
context: Uprisings have been breaking out all over and... Oh, I'm sorry.\No, that's all right.\Sooner or later, you have to clean the pus from the wound, yes?\It's been a long time since we've been on this ship, huh?\Yeah, not since we were taken prisoner.\Hey, why don't we ex-prisoners throw a party?\We can invite Claudia too.\I've been wanting to show Milia what an Earth-style house party is like. response:	What would we do for food?
context: No, that's all right.\Sooner or later, you have to clean the pus from the wound, yes?\It's been a long time since we've been on this ship, huh?\Yeah, not since we were taken prisoner.\Hey, why don't we ex-prisoners throw a party?\We can invite Claudia too.\I've been wanting to show Milia what an Earth-style house party is like.\What would we do for food? response:	Just leave that to me.
context: Sooner or later, you have to clean the pus from the wound, yes?\It's been a long time since we've been on this ship, huh?\Yeah, not since we were taken prisoner.\Hey, why don't we ex-prisoners throw a party?\We can invite Claudia too.\I've been wanting to show Milia what an Earth-style house party is like.\What would we do for food?\Just leave that to me. response:	Japanese, European, Chinese... I'll take any requests you have.
context: It's been a long time since we've been on this ship, huh?\Yeah, not since we were taken prisoner.\Hey, why don't we ex-prisoners throw a party?\We can invite Claudia too.\I've been wanting to show Milia what an Earth-style house party is like.\What would we do for food?\Just leave that to me.\Japanese, European, Chinese... I'll take any requests you have. response:	You're practically Superman, aren't you?
context: Yeah, not since we were taken prisoner.\Hey, why don't we ex-prisoners throw a party?\We can invite Claudia too.\I've been wanting to show Milia what an Earth-style house party is like.\What would we do for food?\Just leave that to me.\Japanese, European, Chinese... I'll take any requests you have.\You're practically Superman, aren't you? response:	Reactor output green. Energy level is 9.5 and climbing.
context: Hey, why don't we ex-prisoners throw a party?\We can invite Claudia too.\I've been wanting to show Milia what an Earth-style house party is like.\What would we do for food?\Just leave that to me.\Japanese, European, Chinese... I'll take any requests you have.\You're practically Superman, aren't you?\Reactor output green. Energy level is 9.5 and climbing. response:	Calculation of space-fold coordinates complete.
context: We can invite Claudia too.\I've been wanting to show Milia what an Earth-style house party is like.\What would we do for food?\Just leave that to me.\Japanese, European, Chinese... I'll take any requests you have.\You're practically Superman, aren't you?\Reactor output green. Energy level is 9.5 and climbing.\Calculation of space-fold coordinates complete. response:	All systems ready for long-range fold.
