context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth response:	To awaken us, the young mankind,
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind, response:	the Light struck
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck response:	Macross! Macross!
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise response:	and fight to protect their loved ones
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones response:	will set out on their journey as the war rages on
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on response:	Will you love me tomorrow?
context: a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow? response:	Slicing through the darkness, they fly toward
context: To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward response:	that blue planet that shines in the distance
context: the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance response:	Macross! Macross!
context: Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross! response:	Macross!
context: The brave youths who arise\and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross! response:	It is the year 2009.
context: and fight to protect their loved ones\will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\It is the year 2009. response:	The alien spacecraft that fell to Earth ten years before
context: will set out on their journey as the war rages on\Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\It is the year 2009.\The alien spacecraft that fell to Earth ten years before response:	has been reborn as the gigantic battleship Macross.
context: Will you love me tomorrow?\Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\It is the year 2009.\The alien spacecraft that fell to Earth ten years before\has been reborn as the gigantic battleship Macross. response:	However, on the day that the Macross was scheduled to be launched,
context: Slicing through the darkness, they fly toward\that blue planet that shines in the distance\Macross! Macross!\Macross!\It is the year 2009.\The alien spacecraft that fell to Earth ten years before\has been reborn as the gigantic battleship Macross.\However, on the day that the Macross was scheduled to be launched, response:	its automatic defense system of alien origin suddenly activated itself,
context: that blue planet that shines in the distance\Macross! Macross!\Macross!\It is the year 2009.\The alien spacecraft that fell to Earth ten years before\has been reborn as the gigantic battleship Macross.\However, on the day that the Macross was scheduled to be launched,\its automatic defense system of alien origin suddenly activated itself, response:	firing the main cannon and destroying an unidentified warship.
context: Macross! Macross!\Macross!\It is the year 2009.\The alien spacecraft that fell to Earth ten years before\has been reborn as the gigantic battleship Macross.\However, on the day that the Macross was scheduled to be launched,\its automatic defense system of alien origin suddenly activated itself,\firing the main cannon and destroying an unidentified warship. response:	Humanity was plunged into unavoidable conflict.
context: Macross!\It is the year 2009.\The alien spacecraft that fell to Earth ten years before\has been reborn as the gigantic battleship Macross.\However, on the day that the Macross was scheduled to be launched,\its automatic defense system of alien origin suddenly activated itself,\firing the main cannon and destroying an unidentified warship.\Humanity was plunged into unavoidable conflict. response:	Meanwhile, Lynn Minmay, a young girl attending the launch ceremony,
context: It is the year 2009.\The alien spacecraft that fell to Earth ten years before\has been reborn as the gigantic battleship Macross.\However, on the day that the Macross was scheduled to be launched,\its automatic defense system of alien origin suddenly activated itself,\firing the main cannon and destroying an unidentified warship.\Humanity was plunged into unavoidable conflict.\Meanwhile, Lynn Minmay, a young girl attending the launch ceremony, response:	have also found themselves in the midst of the battle.
context: The alien spacecraft that fell to Earth ten years before\has been reborn as the gigantic battleship Macross.\However, on the day that the Macross was scheduled to be launched,\its automatic defense system of alien origin suddenly activated itself,\firing the main cannon and destroying an unidentified warship.\Humanity was plunged into unavoidable conflict.\Meanwhile, Lynn Minmay, a young girl attending the launch ceremony,\have also found themselves in the midst of the battle. response:	SPACE FOLD
context: has been reborn as the gigantic battleship Macross.\However, on the day that the Macross was scheduled to be launched,\its automatic defense system of alien origin suddenly activated itself,\firing the main cannon and destroying an unidentified warship.\Humanity was plunged into unavoidable conflict.\Meanwhile, Lynn Minmay, a young girl attending the launch ceremony,\have also found themselves in the midst of the battle.\SPACE FOLD response:	At this moment, the Macross is making its way into space.
context: However, on the day that the Macross was scheduled to be launched,\its automatic defense system of alien origin suddenly activated itself,\firing the main cannon and destroying an unidentified warship.\Humanity was plunged into unavoidable conflict.\Meanwhile, Lynn Minmay, a young girl attending the launch ceremony,\have also found themselves in the midst of the battle.\SPACE FOLD\At this moment, the Macross is making its way into space. response:	Hikaru!
context: its automatic defense system of alien origin suddenly activated itself,\firing the main cannon and destroying an unidentified warship.\Humanity was plunged into unavoidable conflict.\Meanwhile, Lynn Minmay, a young girl attending the launch ceremony,\have also found themselves in the midst of the battle.\SPACE FOLD\At this moment, the Macross is making its way into space.\Hikaru! response:	Hikaru!
context: firing the main cannon and destroying an unidentified warship.\Humanity was plunged into unavoidable conflict.\Meanwhile, Lynn Minmay, a young girl attending the launch ceremony,\have also found themselves in the midst of the battle.\SPACE FOLD\At this moment, the Macross is making its way into space.\Hikaru!\Hikaru! response:	I guess the shock was a little too much for him.
context: Humanity was plunged into unavoidable conflict.\Meanwhile, Lynn Minmay, a young girl attending the launch ceremony,\have also found themselves in the midst of the battle.\SPACE FOLD\At this moment, the Macross is making its way into space.\Hikaru!\Hikaru!\I guess the shock was a little too much for him. response:	This is Skull Leader.
context: Meanwhile, Lynn Minmay, a young girl attending the launch ceremony,\have also found themselves in the midst of the battle.\SPACE FOLD\At this moment, the Macross is making its way into space.\Hikaru!\Hikaru!\I guess the shock was a little too much for him.\This is Skull Leader. response:	I left something on South Ataria Island, and I'm going back to get it.
context: have also found themselves in the midst of the battle.\SPACE FOLD\At this moment, the Macross is making its way into space.\Hikaru!\Hikaru!\I guess the shock was a little too much for him.\This is Skull Leader.\I left something on South Ataria Island, and I'm going back to get it. response:	Have some other squadron fly escort for the Macross.
context: SPACE FOLD\At this moment, the Macross is making its way into space.\Hikaru!\Hikaru!\I guess the shock was a little too much for him.\This is Skull Leader.\I left something on South Ataria Island, and I'm going back to get it.\Have some other squadron fly escort for the Macross. response:	What are you picking up?
context: At this moment, the Macross is making its way into space.\Hikaru!\Hikaru!\I guess the shock was a little too much for him.\This is Skull Leader.\I left something on South Ataria Island, and I'm going back to get it.\Have some other squadron fly escort for the Macross.\What are you picking up? response:	Well... Valkyrie VT-102 and its pilot.
context: Hikaru!\Hikaru!\I guess the shock was a little too much for him.\This is Skull Leader.\I left something on South Ataria Island, and I'm going back to get it.\Have some other squadron fly escort for the Macross.\What are you picking up?\Well... Valkyrie VT-102 and its pilot. response:	VT-102?
context: Hikaru!\I guess the shock was a little too much for him.\This is Skull Leader.\I left something on South Ataria Island, and I'm going back to get it.\Have some other squadron fly escort for the Macross.\What are you picking up?\Well... Valkyrie VT-102 and its pilot.\VT-102? response:	Now that you mention it, there was something strange about that pilot.
context: I guess the shock was a little too much for him.\This is Skull Leader.\I left something on South Ataria Island, and I'm going back to get it.\Have some other squadron fly escort for the Macross.\What are you picking up?\Well... Valkyrie VT-102 and its pilot.\VT-102?\Now that you mention it, there was something strange about that pilot. response:	You think so, too, huh? Well, it's not so surprising...
context: This is Skull Leader.\I left something on South Ataria Island, and I'm going back to get it.\Have some other squadron fly escort for the Macross.\What are you picking up?\Well... Valkyrie VT-102 and its pilot.\VT-102?\Now that you mention it, there was something strange about that pilot.\You think so, too, huh? Well, it's not so surprising... response:	A civilian?!
context: I left something on South Ataria Island, and I'm going back to get it.\Have some other squadron fly escort for the Macross.\What are you picking up?\Well... Valkyrie VT-102 and its pilot.\VT-102?\Now that you mention it, there was something strange about that pilot.\You think so, too, huh? Well, it's not so surprising...\A civilian?! response:	Oh, no!
context: Have some other squadron fly escort for the Macross.\What are you picking up?\Well... Valkyrie VT-102 and its pilot.\VT-102?\Now that you mention it, there was something strange about that pilot.\You think so, too, huh? Well, it's not so surprising...\A civilian?!\Oh, no! response:	No way!
context: What are you picking up?\Well... Valkyrie VT-102 and its pilot.\VT-102?\Now that you mention it, there was something strange about that pilot.\You think so, too, huh? Well, it's not so surprising...\A civilian?!\Oh, no!\No way! response:	This isn't something I'd want a girl to have to see...
context: Well... Valkyrie VT-102 and its pilot.\VT-102?\Now that you mention it, there was something strange about that pilot.\You think so, too, huh? Well, it's not so surprising...\A civilian?!\Oh, no!\No way!\This isn't something I'd want a girl to have to see... response:	What's wrong?
context: VT-102?\Now that you mention it, there was something strange about that pilot.\You think so, too, huh? Well, it's not so surprising...\A civilian?!\Oh, no!\No way!\This isn't something I'd want a girl to have to see...\What's wrong? response:	You look like you're shaking.
context: Now that you mention it, there was something strange about that pilot.\You think so, too, huh? Well, it's not so surprising...\A civilian?!\Oh, no!\No way!\This isn't something I'd want a girl to have to see...\What's wrong?\You look like you're shaking. response:	What? What is it?
context: You think so, too, huh? Well, it's not so surprising...\A civilian?!\Oh, no!\No way!\This isn't something I'd want a girl to have to see...\What's wrong?\You look like you're shaking.\What? What is it? response:	Don't look!
context: A civilian?!\Oh, no!\No way!\This isn't something I'd want a girl to have to see...\What's wrong?\You look like you're shaking.\What? What is it?\Don't look! response:	What? Why not?
context: Oh, no!\No way!\This isn't something I'd want a girl to have to see...\What's wrong?\You look like you're shaking.\What? What is it?\Don't look!\What? Why not? response:	Just don't look!
context: No way!\This isn't something I'd want a girl to have to see...\What's wrong?\You look like you're shaking.\What? What is it?\Don't look!\What? Why not?\Just don't look! response:	Hey, Hikaru!
context: This isn't something I'd want a girl to have to see...\What's wrong?\You look like you're shaking.\What? What is it?\Don't look!\What? Why not?\Just don't look!\Hey, Hikaru! response:	How long do you plan on staying here goofing off?
context: What's wrong?\You look like you're shaking.\What? What is it?\Don't look!\What? Why not?\Just don't look!\Hey, Hikaru!\How long do you plan on staying here goofing off? response:	Aliens have the hots for you, huh? Talk about bad luck!
context: You look like you're shaking.\What? What is it?\Don't look!\What? Why not?\Just don't look!\Hey, Hikaru!\How long do you plan on staying here goofing off?\Aliens have the hots for you, huh? Talk about bad luck! response:	It can do that, too?
context: What? What is it?\Don't look!\What? Why not?\Just don't look!\Hey, Hikaru!\How long do you plan on staying here goofing off?\Aliens have the hots for you, huh? Talk about bad luck!\It can do that, too? response:	What's going on?
context: Don't look!\What? Why not?\Just don't look!\Hey, Hikaru!\How long do you plan on staying here goofing off?\Aliens have the hots for you, huh? Talk about bad luck!\It can do that, too?\What's going on? response:	Handy, huh?
context: What? Why not?\Just don't look!\Hey, Hikaru!\How long do you plan on staying here goofing off?\Aliens have the hots for you, huh? Talk about bad luck!\It can do that, too?\What's going on?\Handy, huh? response:	This is control. We are now engaging main thrusters.
context: Just don't look!\Hey, Hikaru!\How long do you plan on staying here goofing off?\Aliens have the hots for you, huh? Talk about bad luck!\It can do that, too?\What's going on?\Handy, huh?\This is control. We are now engaging main thrusters. response:	Prepare for retrieval of Valkyrie squadrons. All units, move into landing positions.
context: Hey, Hikaru!\How long do you plan on staying here goofing off?\Aliens have the hots for you, huh? Talk about bad luck!\It can do that, too?\What's going on?\Handy, huh?\This is control. We are now engaging main thrusters.\Prepare for retrieval of Valkyrie squadrons. All units, move into landing positions. response:	This is Mountain Three. Following landing line.
context: How long do you plan on staying here goofing off?\Aliens have the hots for you, huh? Talk about bad luck!\It can do that, too?\What's going on?\Handy, huh?\This is control. We are now engaging main thrusters.\Prepare for retrieval of Valkyrie squadrons. All units, move into landing positions.\This is Mountain Three. Following landing line. response:	You're cleared to land.
context: Aliens have the hots for you, huh? Talk about bad luck!\It can do that, too?\What's going on?\Handy, huh?\This is control. We are now engaging main thrusters.\Prepare for retrieval of Valkyrie squadrons. All units, move into landing positions.\This is Mountain Three. Following landing line.\You're cleared to land. response:	Hayase, is the Valkyrie retrieval completed?
context: It can do that, too?\What's going on?\Handy, huh?\This is control. We are now engaging main thrusters.\Prepare for retrieval of Valkyrie squadrons. All units, move into landing positions.\This is Mountain Three. Following landing line.\You're cleared to land.\Hayase, is the Valkyrie retrieval completed? response:	Just a moment, sir.
context: What's going on?\Handy, huh?\This is control. We are now engaging main thrusters.\Prepare for retrieval of Valkyrie squadrons. All units, move into landing positions.\This is Mountain Three. Following landing line.\You're cleared to land.\Hayase, is the Valkyrie retrieval completed?\Just a moment, sir. response:	All that's left is Major Focker and the civilian pilot in VT-102.
context: Handy, huh?\This is control. We are now engaging main thrusters.\Prepare for retrieval of Valkyrie squadrons. All units, move into landing positions.\This is Mountain Three. Following landing line.\You're cleared to land.\Hayase, is the Valkyrie retrieval completed?\Just a moment, sir.\All that's left is Major Focker and the civilian pilot in VT-102. response:	Knowing Focker, there's nothing to worry about.
