context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	These children have had their magic sucked out of them.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\These children have had their magic sucked out of them. response:	If left like this, they may never be able to use magic again.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\These children have had their magic sucked out of them.\If left like this, they may never be able to use magic again. response:	How could you do something so cruel?
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\These children have had their magic sucked out of them.\If left like this, they may never be able to use magic again.\How could you do something so cruel? response:	I guess I'll just have to take care of this peon myself.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\These children have had their magic sucked out of them.\If left like this, they may never be able to use magic again.\How could you do something so cruel?\I guess I'll just have to take care of this peon myself. response:	I won't...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\These children have had their magic sucked out of them.\If left like this, they may never be able to use magic again.\How could you do something so cruel?\I guess I'll just have to take care of this peon myself.\I won't... response:	forgive you!
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\These children have had their magic sucked out of them.\If left like this, they may never be able to use magic again.\How could you do something so cruel?\I guess I'll just have to take care of this peon myself.\I won't...\forgive you! response:	Three-Leaf Sprouts
context: He was called the Wizard King, and he became a legend.\These children have had their magic sucked out of them.\If left like this, they may never be able to use magic again.\How could you do something so cruel?\I guess I'll just have to take care of this peon myself.\I won't...\forgive you!\Three-Leaf Sprouts response:	Black Bulls' Base
context: These children have had their magic sucked out of them.\If left like this, they may never be able to use magic again.\How could you do something so cruel?\I guess I'll just have to take care of this peon myself.\I won't...\forgive you!\Three-Leaf Sprouts\Black Bulls' Base response:	Bah... ha!
context: If left like this, they may never be able to use magic again.\How could you do something so cruel?\I guess I'll just have to take care of this peon myself.\I won't...\forgive you!\Three-Leaf Sprouts\Black Bulls' Base\Bah... ha! response:	Jeez... The Black Bulls are supposed to be the closest to Nean.
context: How could you do something so cruel?\I guess I'll just have to take care of this peon myself.\I won't...\forgive you!\Three-Leaf Sprouts\Black Bulls' Base\Bah... ha!\Jeez... The Black Bulls are supposed to be the closest to Nean. response:	So why aren't they responding?
