context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: dou ka please can you keep my se cret?\mu ga mu chuu da that's all right response:	Please, please can you keep my secret?
context: dou ka please can you keep my se cret?\mu ga mu chuu da that's all right\Please, please can you keep my secret? response:	The mirror, shining so brilliantly.
context: dou ka please can you keep my se cret?\mu ga mu chuu da that's all right\Please, please can you keep my secret?\The mirror, shining so brilliantly. response:	I wonder how do I look in it.
context: dou ka please can you keep my se cret?\mu ga mu chuu da that's all right\Please, please can you keep my secret?\The mirror, shining so brilliantly.\I wonder how do I look in it. response:	The future, beckoning me forward.
context: dou ka please can you keep my se cret?\mu ga mu chuu da that's all right\Please, please can you keep my secret?\The mirror, shining so brilliantly.\I wonder how do I look in it.\The future, beckoning me forward. response:	What will happen from now, I wonder?
context: dou ka please can you keep my se cret?\mu ga mu chuu da that's all right\Please, please can you keep my secret?\The mirror, shining so brilliantly.\I wonder how do I look in it.\The future, beckoning me forward.\What will happen from now, I wonder? response:	Because what we see is not everything.
context: dou ka please can you keep my se cret?\mu ga mu chuu da that's all right\Please, please can you keep my secret?\The mirror, shining so brilliantly.\I wonder how do I look in it.\The future, beckoning me forward.\What will happen from now, I wonder?\Because what we see is not everything. response:	I'm losing myself but that's all right.
context: mu ga mu chuu da that's all right\Please, please can you keep my secret?\The mirror, shining so brilliantly.\I wonder how do I look in it.\The future, beckoning me forward.\What will happen from now, I wonder?\Because what we see is not everything.\I'm losing myself but that's all right. response:	I will now try not to waver.
context: Please, please can you keep my secret?\The mirror, shining so brilliantly.\I wonder how do I look in it.\The future, beckoning me forward.\What will happen from now, I wonder?\Because what we see is not everything.\I'm losing myself but that's all right.\I will now try not to waver. response:	I want to be true to my heart.
context: The mirror, shining so brilliantly.\I wonder how do I look in it.\The future, beckoning me forward.\What will happen from now, I wonder?\Because what we see is not everything.\I'm losing myself but that's all right.\I will now try not to waver.\I want to be true to my heart. response:	But even I have a secret or two.
context: I wonder how do I look in it.\The future, beckoning me forward.\What will happen from now, I wonder?\Because what we see is not everything.\I'm losing myself but that's all right.\I will now try not to waver.\I want to be true to my heart.\But even I have a secret or two. response:	That I want to keep to myself.
context: The future, beckoning me forward.\What will happen from now, I wonder?\Because what we see is not everything.\I'm losing myself but that's all right.\I will now try not to waver.\I want to be true to my heart.\But even I have a secret or two.\That I want to keep to myself. response:	That's why my secret makes my heart aches slightly.
context: What will happen from now, I wonder?\Because what we see is not everything.\I'm losing myself but that's all right.\I will now try not to waver.\I want to be true to my heart.\But even I have a secret or two.\That I want to keep to myself.\That's why my secret makes my heart aches slightly. response:	We'll surely meet again
context: Because what we see is not everything.\I'm losing myself but that's all right.\I will now try not to waver.\I want to be true to my heart.\But even I have a secret or two.\That I want to keep to myself.\That's why my secret makes my heart aches slightly.\We'll surely meet again response:	Everything that's reflected by your eyes,
context: I'm losing myself but that's all right.\I will now try not to waver.\I want to be true to my heart.\But even I have a secret or two.\That I want to keep to myself.\That's why my secret makes my heart aches slightly.\We'll surely meet again\Everything that's reflected by your eyes, response:	is it all just an illusion?
context: I will now try not to waver.\I want to be true to my heart.\But even I have a secret or two.\That I want to keep to myself.\That's why my secret makes my heart aches slightly.\We'll surely meet again\Everything that's reflected by your eyes,\is it all just an illusion? response:	I wonder how you feel,
context: I want to be true to my heart.\But even I have a secret or two.\That I want to keep to myself.\That's why my secret makes my heart aches slightly.\We'll surely meet again\Everything that's reflected by your eyes,\is it all just an illusion?\I wonder how you feel, response:	as you melt away in this entangling love
context: But even I have a secret or two.\That I want to keep to myself.\That's why my secret makes my heart aches slightly.\We'll surely meet again\Everything that's reflected by your eyes,\is it all just an illusion?\I wonder how you feel,\as you melt away in this entangling love response:	Take a look at the reason we're joined together
context: That I want to keep to myself.\That's why my secret makes my heart aches slightly.\We'll surely meet again\Everything that's reflected by your eyes,\is it all just an illusion?\I wonder how you feel,\as you melt away in this entangling love\Take a look at the reason we're joined together response:	Let's cling on to each other from our sadness
context: That's why my secret makes my heart aches slightly.\We'll surely meet again\Everything that's reflected by your eyes,\is it all just an illusion?\I wonder how you feel,\as you melt away in this entangling love\Take a look at the reason we're joined together\Let's cling on to each other from our sadness response:	Isn't it fine just like that?
context: We'll surely meet again\Everything that's reflected by your eyes,\is it all just an illusion?\I wonder how you feel,\as you melt away in this entangling love\Take a look at the reason we're joined together\Let's cling on to each other from our sadness\Isn't it fine just like that? response:	It'll be an unadorned beauty
context: Everything that's reflected by your eyes,\is it all just an illusion?\I wonder how you feel,\as you melt away in this entangling love\Take a look at the reason we're joined together\Let's cling on to each other from our sadness\Isn't it fine just like that?\It'll be an unadorned beauty response:	Let's understand this, someday...
context: is it all just an illusion?\I wonder how you feel,\as you melt away in this entangling love\Take a look at the reason we're joined together\Let's cling on to each other from our sadness\Isn't it fine just like that?\It'll be an unadorned beauty\Let's understand this, someday... response:	That no matter where we are,
context: I wonder how you feel,\as you melt away in this entangling love\Take a look at the reason we're joined together\Let's cling on to each other from our sadness\Isn't it fine just like that?\It'll be an unadorned beauty\Let's understand this, someday...\That no matter where we are, response:	we'll surely meet again
context: as you melt away in this entangling love\Take a look at the reason we're joined together\Let's cling on to each other from our sadness\Isn't it fine just like that?\It'll be an unadorned beauty\Let's understand this, someday...\That no matter where we are,\we'll surely meet again response:	Hinata, Misaki And Usui
context: Take a look at the reason we're joined together\Let's cling on to each other from our sadness\Isn't it fine just like that?\It'll be an unadorned beauty\Let's understand this, someday...\That no matter where we are,\we'll surely meet again\Hinata, Misaki And Usui response:	Hinata, Misaki And Usui
context: Let's cling on to each other from our sadness\Isn't it fine just like that?\It'll be an unadorned beauty\Let's understand this, someday...\That no matter where we are,\we'll surely meet again\Hinata, Misaki And Usui\Hinata, Misaki And Usui response:	Sports Clubs Members
context: Isn't it fine just like that?\It'll be an unadorned beauty\Let's understand this, someday...\That no matter where we are,\we'll surely meet again\Hinata, Misaki And Usui\Hinata, Misaki And Usui\Sports Clubs Members response:	What the guys saw
context: It'll be an unadorned beauty\Let's understand this, someday...\That no matter where we are,\we'll surely meet again\Hinata, Misaki And Usui\Hinata, Misaki And Usui\Sports Clubs Members\What the guys saw response:	This is back-breaking indeed...
context: Let's understand this, someday...\That no matter where we are,\we'll surely meet again\Hinata, Misaki And Usui\Hinata, Misaki And Usui\Sports Clubs Members\What the guys saw\This is back-breaking indeed... response:	Through Hinata's filters
context: That no matter where we are,\we'll surely meet again\Hinata, Misaki And Usui\Hinata, Misaki And Usui\Sports Clubs Members\What the guys saw\This is back-breaking indeed...\Through Hinata's filters response:	The male students' image of Prez
context: we'll surely meet again\Hinata, Misaki And Usui\Hinata, Misaki And Usui\Sports Clubs Members\What the guys saw\This is back-breaking indeed...\Through Hinata's filters\The male students' image of Prez response:	Even the girls at the school we played practice match with fell for him...
context: Hinata, Misaki And Usui\Hinata, Misaki And Usui\Sports Clubs Members\What the guys saw\This is back-breaking indeed...\Through Hinata's filters\The male students' image of Prez\Even the girls at the school we played practice match with fell for him... response:	Shintani
context: Hinata, Misaki And Usui\Sports Clubs Members\What the guys saw\This is back-breaking indeed...\Through Hinata's filters\The male students' image of Prez\Even the girls at the school we played practice match with fell for him...\Shintani response:	Shintani
context: Sports Clubs Members\What the guys saw\This is back-breaking indeed...\Through Hinata's filters\The male students' image of Prez\Even the girls at the school we played practice match with fell for him...\Shintani\Shintani response:	Shintani
context: What the guys saw\This is back-breaking indeed...\Through Hinata's filters\The male students' image of Prez\Even the girls at the school we played practice match with fell for him...\Shintani\Shintani\Shintani response:	Shintani
context: This is back-breaking indeed...\Through Hinata's filters\The male students' image of Prez\Even the girls at the school we played practice match with fell for him...\Shintani\Shintani\Shintani\Shintani response:	Autumn's Oil Festival
context: Through Hinata's filters\The male students' image of Prez\Even the girls at the school we played practice match with fell for him...\Shintani\Shintani\Shintani\Shintani\Autumn's Oil Festival response:	Student Council Room
context: The male students' image of Prez\Even the girls at the school we played practice match with fell for him...\Shintani\Shintani\Shintani\Shintani\Autumn's Oil Festival\Student Council Room response:	Wants to say a lot of things...
context: Even the girls at the school we played practice match with fell for him...\Shintani\Shintani\Shintani\Shintani\Autumn's Oil Festival\Student Council Room\Wants to say a lot of things... response:	Today Fortune-telling Day
context: Shintani\Shintani\Shintani\Shintani\Autumn's Oil Festival\Student Council Room\Wants to say a lot of things...\Today Fortune-telling Day response:	Wears chemisole
context: Shintani\Shintani\Shintani\Autumn's Oil Festival\Student Council Room\Wants to say a lot of things...\Today Fortune-telling Day\Wears chemisole response:	Just noticed that
context: Shintani\Shintani\Autumn's Oil Festival\Student Council Room\Wants to say a lot of things...\Today Fortune-telling Day\Wears chemisole\Just noticed that response:	Given to all members in the club
context: Shintani\Autumn's Oil Festival\Student Council Room\Wants to say a lot of things...\Today Fortune-telling Day\Wears chemisole\Just noticed that\Given to all members in the club response:	Victory
context: Autumn's Oil Festival\Student Council Room\Wants to say a lot of things...\Today Fortune-telling Day\Wears chemisole\Just noticed that\Given to all members in the club\Victory response:	A few days later
context: Student Council Room\Wants to say a lot of things...\Today Fortune-telling Day\Wears chemisole\Just noticed that\Given to all members in the club\Victory\A few days later response:	Yumesaki Festival
context: Wants to say a lot of things...\Today Fortune-telling Day\Wears chemisole\Just noticed that\Given to all members in the club\Victory\A few days later\Yumesaki Festival response:	Preview
context: Today Fortune-telling Day\Wears chemisole\Just noticed that\Given to all members in the club\Victory\A few days later\Yumesaki Festival\Preview response:	You're really sly Ayuzawa, Usui you idiot!
context: Wears chemisole\Just noticed that\Given to all members in the club\Victory\A few days later\Yumesaki Festival\Preview\You're really sly Ayuzawa, Usui you idiot! response:	You're really sly Ayuzawa, Usui you idiot!
context: Just noticed that\Given to all members in the club\Victory\A few days later\Yumesaki Festival\Preview\You're really sly Ayuzawa, Usui you idiot!\You're really sly Ayuzawa, Usui you idiot! response:	Geez... Why did you tell everyone that you didn't want them to come?
context: Given to all members in the club\Victory\A few days later\Yumesaki Festival\Preview\You're really sly Ayuzawa, Usui you idiot!\You're really sly Ayuzawa, Usui you idiot!\Geez... Why did you tell everyone that you didn't want them to come? response:	You look so depressed now.
context: Victory\A few days later\Yumesaki Festival\Preview\You're really sly Ayuzawa, Usui you idiot!\You're really sly Ayuzawa, Usui you idiot!\Geez... Why did you tell everyone that you didn't want them to come?\You look so depressed now. response:	You actually wanted them to see you off, didn't you?
context: A few days later\Yumesaki Festival\Preview\You're really sly Ayuzawa, Usui you idiot!\You're really sly Ayuzawa, Usui you idiot!\Geez... Why did you tell everyone that you didn't want them to come?\You look so depressed now.\You actually wanted them to see you off, didn't you? response:	Geez, you're so helpless.
context: Yumesaki Festival\Preview\You're really sly Ayuzawa, Usui you idiot!\You're really sly Ayuzawa, Usui you idiot!\Geez... Why did you tell everyone that you didn't want them to come?\You look so depressed now.\You actually wanted them to see you off, didn't you?\Geez, you're so helpless. response:	Here, take this.
context: Preview\You're really sly Ayuzawa, Usui you idiot!\You're really sly Ayuzawa, Usui you idiot!\Geez... Why did you tell everyone that you didn't want them to come?\You look so depressed now.\You actually wanted them to see you off, didn't you?\Geez, you're so helpless.\Here, take this. response:	Don't make that face anymore!
context: You're really sly Ayuzawa, Usui you idiot!\You're really sly Ayuzawa, Usui you idiot!\Geez... Why did you tell everyone that you didn't want them to come?\You look so depressed now.\You actually wanted them to see you off, didn't you?\Geez, you're so helpless.\Here, take this.\Don't make that face anymore! response:	Cheer up, okay?
context: You're really sly Ayuzawa, Usui you idiot!\Geez... Why did you tell everyone that you didn't want them to come?\You look so depressed now.\You actually wanted them to see you off, didn't you?\Geez, you're so helpless.\Here, take this.\Don't make that face anymore!\Cheer up, okay? response:	You-kun!
context: Geez... Why did you tell everyone that you didn't want them to come?\You look so depressed now.\You actually wanted them to see you off, didn't you?\Geez, you're so helpless.\Here, take this.\Don't make that face anymore!\Cheer up, okay?\You-kun! response:	Morning arrives, and school's over in a blink of an eye.
context: You look so depressed now.\You actually wanted them to see you off, didn't you?\Geez, you're so helpless.\Here, take this.\Don't make that face anymore!\Cheer up, okay?\You-kun!\Morning arrives, and school's over in a blink of an eye. response:	She's as scary as always.
