context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	Yuno, we're family, right?
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Yuno, we're family, right? response:	Yeah.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Yuno, we're family, right?\Yeah. response:	But we don't share the same blood.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Yuno, we're family, right?\Yeah.\But we don't share the same blood. response:	Yeah.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Yuno, we're family, right?\Yeah.\But we don't share the same blood.\Yeah. response:	But we're more connected than people who share the same blood.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Yuno, we're family, right?\Yeah.\But we don't share the same blood.\Yeah.\But we're more connected than people who share the same blood. response:	What brought this on?
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Yuno, we're family, right?\Yeah.\But we don't share the same blood.\Yeah.\But we're more connected than people who share the same blood.\What brought this on? response:	I'm saying...
context: He was called the Wizard King, and he became a legend.\Yuno, we're family, right?\Yeah.\But we don't share the same blood.\Yeah.\But we're more connected than people who share the same blood.\What brought this on?\I'm saying... response:	We don't have any blood relatives,
context: Yuno, we're family, right?\Yeah.\But we don't share the same blood.\Yeah.\But we're more connected than people who share the same blood.\What brought this on?\I'm saying...\We don't have any blood relatives, response:	but all of the friends we've made...
context: Yeah.\But we don't share the same blood.\Yeah.\But we're more connected than people who share the same blood.\What brought this on?\I'm saying...\We don't have any blood relatives,\but all of the friends we've made... response:	And all the friends we're going to make...
context: But we don't share the same blood.\Yeah.\But we're more connected than people who share the same blood.\What brought this on?\I'm saying...\We don't have any blood relatives,\but all of the friends we've made...\And all the friends we're going to make... response:	Let's treat them just like they're family.
context: Yeah.\But we're more connected than people who share the same blood.\What brought this on?\I'm saying...\We don't have any blood relatives,\but all of the friends we've made...\And all the friends we're going to make...\Let's treat them just like they're family. response:	Yeah.
context: But we're more connected than people who share the same blood.\What brought this on?\I'm saying...\We don't have any blood relatives,\but all of the friends we've made...\And all the friends we're going to make...\Let's treat them just like they're family.\Yeah. response:	We're almost there. Once we get through this tunnel...
context: What brought this on?\I'm saying...\We don't have any blood relatives,\but all of the friends we've made...\And all the friends we're going to make...\Let's treat them just like they're family.\Yeah.\We're almost there. Once we get through this tunnel... response:	How amazing!
