context: We'll v2 when we get a raw without an earthquake warning. response:	Kokoro
context: We'll v2 when we get a raw without an earthquake warning.\Kokoro response:	masshiro PAGE mekuru
context: We'll v2 when we get a raw without an earthquake warning.\Kokoro\masshiro PAGE mekuru response:	I walk through the white pages of my storybook
context: We'll v2 when we get a raw without an earthquake warning.\Kokoro\masshiro PAGE mekuru\I walk through the white pages of my storybook response:	Incoming Text
context: We'll v2 when we get a raw without an earthquake warning.\Kokoro\masshiro PAGE mekuru\I walk through the white pages of my storybook\Incoming Text response:	Incoming Text
context: We'll v2 when we get a raw without an earthquake warning.\Kokoro\masshiro PAGE mekuru\I walk through the white pages of my storybook\Incoming Text\Incoming Text response:	tobidasu irodoru hajikeru
context: We'll v2 when we get a raw without an earthquake warning.\Kokoro\masshiro PAGE mekuru\I walk through the white pages of my storybook\Incoming Text\Incoming Text\tobidasu irodoru hajikeru response:	just waiting to be painted
context: We'll v2 when we get a raw without an earthquake warning.\Kokoro\masshiro PAGE mekuru\I walk through the white pages of my storybook\Incoming Text\Incoming Text\tobidasu irodoru hajikeru\just waiting to be painted response:	mangekyou no fuukei
context: Kokoro\masshiro PAGE mekuru\I walk through the white pages of my storybook\Incoming Text\Incoming Text\tobidasu irodoru hajikeru\just waiting to be painted\mangekyou no fuukei response:	with a kaleidoscope of my experiences.
context: masshiro PAGE mekuru\I walk through the white pages of my storybook\Incoming Text\Incoming Text\tobidasu irodoru hajikeru\just waiting to be painted\mangekyou no fuukei\with a kaleidoscope of my experiences. response:	From
context: I walk through the white pages of my storybook\Incoming Text\Incoming Text\tobidasu irodoru hajikeru\just waiting to be painted\mangekyou no fuukei\with a kaleidoscope of my experiences.\From response:	Me
context: Incoming Text\Incoming Text\tobidasu irodoru hajikeru\just waiting to be painted\mangekyou no fuukei\with a kaleidoscope of my experiences.\From\Me response:	To
context: Incoming Text\tobidasu irodoru hajikeru\just waiting to be painted\mangekyou no fuukei\with a kaleidoscope of my experiences.\From\Me\To response:	You
context: tobidasu irodoru hajikeru\just waiting to be painted\mangekyou no fuukei\with a kaleidoscope of my experiences.\From\Me\To\You response:	kizukeba STORY wa mada
context: just waiting to be painted\mangekyou no fuukei\with a kaleidoscope of my experiences.\From\Me\To\You\kizukeba STORY wa mada response:	This story has only
context: mangekyou no fuukei\with a kaleidoscope of my experiences.\From\Me\To\You\kizukeba STORY wa mada\This story has only response:	kizukeba STORY wa mada
context: with a kaleidoscope of my experiences.\From\Me\To\You\kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada response:	This story has only
context: From\Me\To\You\kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada\This story has only response:	gikochinaku hajimatta bakkari
context: Me\To\You\kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari response:	just barely begun
context: To\You\kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari\just barely begun response:	gikochinaku hajimatta bakkari
context: You\kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari response:	just barely begun
context: kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun response:	gikochinaku hajimatta bakkari
context: This story has only\kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari response:	just barely begun
context: kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun response:	shinkokyuu wo mou ikkai
context: This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai response:	I take a deep breath
context: gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath response:	shinkokyuu wo mou ikkai
context: just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai response:	I take a deep breath
context: gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath response:	aa yawarakakute atatakai kimi no te
context: just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te response:	Your hand is so warm held within mine;
context: gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine; response:	nigiri shimete sono kokoro no oku made todoku you ni
context: just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni response:	it reaches all the way to my heart.
context: shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart. response:	hohoenmi de kureta nara nigirikaeshite kuretara
context: I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara response:	I can't see a brighter future
context: shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future response:	boku wa tada mae wo miteru
context: I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru response:	than you smiling and taking my hand as well
context: aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well response:	From Now On
context: Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\From Now On response:	It's already this late?
context: nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\From Now On\It's already this late? response:	How did time pass so quickly? I feel like we just started!
context: it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\From Now On\It's already this late?\How did time pass so quickly? I feel like we just started! response:	How are you doing, Sawako?
context: hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\From Now On\It's already this late?\How did time pass so quickly? I feel like we just started!\How are you doing, Sawako? response:	You still have your solo part in the costume parade to worry about.
context: I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\From Now On\It's already this late?\How did time pass so quickly? I feel like we just started!\How are you doing, Sawako?\You still have your solo part in the costume parade to worry about. response:	Make sure you sneak in a nap sometime.
context: boku wa tada mae wo miteru\than you smiling and taking my hand as well\From Now On\It's already this late?\How did time pass so quickly? I feel like we just started!\How are you doing, Sawako?\You still have your solo part in the costume parade to worry about.\Make sure you sneak in a nap sometime. response:	It's okay.
context: than you smiling and taking my hand as well\From Now On\It's already this late?\How did time pass so quickly? I feel like we just started!\How are you doing, Sawako?\You still have your solo part in the costume parade to worry about.\Make sure you sneak in a nap sometime.\It's okay. response:	Even if I weren't doing this, I wouldn't have been able to sleep tonight.
context: From Now On\It's already this late?\How did time pass so quickly? I feel like we just started!\How are you doing, Sawako?\You still have your solo part in the costume parade to worry about.\Make sure you sneak in a nap sometime.\It's okay.\Even if I weren't doing this, I wouldn't have been able to sleep tonight. response:	Does anyone have extra pins?
context: It's already this late?\How did time pass so quickly? I feel like we just started!\How are you doing, Sawako?\You still have your solo part in the costume parade to worry about.\Make sure you sneak in a nap sometime.\It's okay.\Even if I weren't doing this, I wouldn't have been able to sleep tonight.\Does anyone have extra pins? response:	I do!
context: How did time pass so quickly? I feel like we just started!\How are you doing, Sawako?\You still have your solo part in the costume parade to worry about.\Make sure you sneak in a nap sometime.\It's okay.\Even if I weren't doing this, I wouldn't have been able to sleep tonight.\Does anyone have extra pins?\I do! response:	Sawako, I think your phone is flashing.
context: How are you doing, Sawako?\You still have your solo part in the costume parade to worry about.\Make sure you sneak in a nap sometime.\It's okay.\Even if I weren't doing this, I wouldn't have been able to sleep tonight.\Does anyone have extra pins?\I do!\Sawako, I think your phone is flashing. response:	Oh, it is! I wonder if it's my dad?
context: You still have your solo part in the costume parade to worry about.\Make sure you sneak in a nap sometime.\It's okay.\Even if I weren't doing this, I wouldn't have been able to sleep tonight.\Does anyone have extra pins?\I do!\Sawako, I think your phone is flashing.\Oh, it is! I wonder if it's my dad? response:	This is such a long night.
context: Make sure you sneak in a nap sometime.\It's okay.\Even if I weren't doing this, I wouldn't have been able to sleep tonight.\Does anyone have extra pins?\I do!\Sawako, I think your phone is flashing.\Oh, it is! I wonder if it's my dad?\This is such a long night. response:	So you did like him!
