context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	Six-tatami room, no bath, ten minutes by foot to college.
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Six-tatami room, no bath, ten minutes by foot to college. response:	The rent is cheaper than before at 36,000 yen a month.
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Six-tatami room, no bath, ten minutes by foot to college.\The rent is cheaper than before at 36,000 yen a month. response:	A 27-year-old wooden apartment building with a refreshing draft.
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Six-tatami room, no bath, ten minutes by foot to college.\The rent is cheaper than before at 36,000 yen a month.\A 27-year-old wooden apartment building with a refreshing draft. response:	My room faces east and the morning sun is bright.
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Six-tatami room, no bath, ten minutes by foot to college.\The rent is cheaper than before at 36,000 yen a month.\A 27-year-old wooden apartment building with a refreshing draft.\My room faces east and the morning sun is bright. response:	Or rather... what in the world is this about?
context: Now we must depart\mou ikanakucha\To our own separate ways\Six-tatami room, no bath, ten minutes by foot to college.\The rent is cheaper than before at 36,000 yen a month.\A 27-year-old wooden apartment building with a refreshing draft.\My room faces east and the morning sun is bright.\Or rather... what in the world is this about? response:	Why are you guys sleeping in my room?!
context: mou ikanakucha\To our own separate ways\Six-tatami room, no bath, ten minutes by foot to college.\The rent is cheaper than before at 36,000 yen a month.\A 27-year-old wooden apartment building with a refreshing draft.\My room faces east and the morning sun is bright.\Or rather... what in the world is this about?\Why are you guys sleeping in my room?! response:	Well, this book said that even if we didn't have enough futons, we wouldn't freeze to death if we slept together like this.
context: To our own separate ways\Six-tatami room, no bath, ten minutes by foot to college.\The rent is cheaper than before at 36,000 yen a month.\A 27-year-old wooden apartment building with a refreshing draft.\My room faces east and the morning sun is bright.\Or rather... what in the world is this about?\Why are you guys sleeping in my room?!\Well, this book said that even if we didn't have enough futons, we wouldn't freeze to death if we slept together like this. response:	Shuuei University: a pun on the publishing company Shuueisha.
context: Six-tatami room, no bath, ten minutes by foot to college.\The rent is cheaper than before at 36,000 yen a month.\A 27-year-old wooden apartment building with a refreshing draft.\My room faces east and the morning sun is bright.\Or rather... what in the world is this about?\Why are you guys sleeping in my room?!\Well, this book said that even if we didn't have enough futons, we wouldn't freeze to death if we slept together like this.\Shuuei University: a pun on the publishing company Shuueisha. response:	Published by Shuuei University Mountain Climbing Club
context: The rent is cheaper than before at 36,000 yen a month.\A 27-year-old wooden apartment building with a refreshing draft.\My room faces east and the morning sun is bright.\Or rather... what in the world is this about?\Why are you guys sleeping in my room?!\Well, this book said that even if we didn't have enough futons, we wouldn't freeze to death if we slept together like this.\Shuuei University: a pun on the publishing company Shuueisha.\Published by Shuuei University Mountain Climbing Club response:	How to Survive a Pinch on the Mountain
context: A 27-year-old wooden apartment building with a refreshing draft.\My room faces east and the morning sun is bright.\Or rather... what in the world is this about?\Why are you guys sleeping in my room?!\Well, this book said that even if we didn't have enough futons, we wouldn't freeze to death if we slept together like this.\Shuuei University: a pun on the publishing company Shuueisha.\Published by Shuuei University Mountain Climbing Club\How to Survive a Pinch on the Mountain response:	This book is for mountains!
context: My room faces east and the morning sun is bright.\Or rather... what in the world is this about?\Why are you guys sleeping in my room?!\Well, this book said that even if we didn't have enough futons, we wouldn't freeze to death if we slept together like this.\Shuuei University: a pun on the publishing company Shuueisha.\Published by Shuuei University Mountain Climbing Club\How to Survive a Pinch on the Mountain\This book is for mountains! response:	And hey, just whose clothes are you wearing so casually?
context: Or rather... what in the world is this about?\Why are you guys sleeping in my room?!\Well, this book said that even if we didn't have enough futons, we wouldn't freeze to death if we slept together like this.\Shuuei University: a pun on the publishing company Shuueisha.\Published by Shuuei University Mountain Climbing Club\How to Survive a Pinch on the Mountain\This book is for mountains!\And hey, just whose clothes are you wearing so casually? response:	Well, I don't have anything left to wear.
context: Why are you guys sleeping in my room?!\Well, this book said that even if we didn't have enough futons, we wouldn't freeze to death if we slept together like this.\Shuuei University: a pun on the publishing company Shuueisha.\Published by Shuuei University Mountain Climbing Club\How to Survive a Pinch on the Mountain\This book is for mountains!\And hey, just whose clothes are you wearing so casually?\Well, I don't have anything left to wear. response:	And you, Takemoto!
context: Well, this book said that even if we didn't have enough futons, we wouldn't freeze to death if we slept together like this.\Shuuei University: a pun on the publishing company Shuueisha.\Published by Shuuei University Mountain Climbing Club\How to Survive a Pinch on the Mountain\This book is for mountains!\And hey, just whose clothes are you wearing so casually?\Well, I don't have anything left to wear.\And you, Takemoto! response:	Why do you always go along with this man's cajolery?
context: Shuuei University: a pun on the publishing company Shuueisha.\Published by Shuuei University Mountain Climbing Club\How to Survive a Pinch on the Mountain\This book is for mountains!\And hey, just whose clothes are you wearing so casually?\Well, I don't have anything left to wear.\And you, Takemoto!\Why do you always go along with this man's cajolery? response:	Be stronger!
context: Published by Shuuei University Mountain Climbing Club\How to Survive a Pinch on the Mountain\This book is for mountains!\And hey, just whose clothes are you wearing so casually?\Well, I don't have anything left to wear.\And you, Takemoto!\Why do you always go along with this man's cajolery?\Be stronger! response:	I-I'm sorry.
context: How to Survive a Pinch on the Mountain\This book is for mountains!\And hey, just whose clothes are you wearing so casually?\Well, I don't have anything left to wear.\And you, Takemoto!\Why do you always go along with this man's cajolery?\Be stronger!\I-I'm sorry. response:	You weren't like that at all.
context: This book is for mountains!\And hey, just whose clothes are you wearing so casually?\Well, I don't have anything left to wear.\And you, Takemoto!\Why do you always go along with this man's cajolery?\Be stronger!\I-I'm sorry.\You weren't like that at all. response:	I'm sorry for suspecting you.
context: And hey, just whose clothes are you wearing so casually?\Well, I don't have anything left to wear.\And you, Takemoto!\Why do you always go along with this man's cajolery?\Be stronger!\I-I'm sorry.\You weren't like that at all.\I'm sorry for suspecting you. response:	I couldn't move... all night.
context: Well, I don't have anything left to wear.\And you, Takemoto!\Why do you always go along with this man's cajolery?\Be stronger!\I-I'm sorry.\You weren't like that at all.\I'm sorry for suspecting you.\I couldn't move... all night. response:	Please don't cry!
context: And you, Takemoto!\Why do you always go along with this man's cajolery?\Be stronger!\I-I'm sorry.\You weren't like that at all.\I'm sorry for suspecting you.\I couldn't move... all night.\Please don't cry! response:	It was Daddy's fault.
context: Why do you always go along with this man's cajolery?\Be stronger!\I-I'm sorry.\You weren't like that at all.\I'm sorry for suspecting you.\I couldn't move... all night.\Please don't cry!\It was Daddy's fault. response:	Morita-san, you...!
context: Be stronger!\I-I'm sorry.\You weren't like that at all.\I'm sorry for suspecting you.\I couldn't move... all night.\Please don't cry!\It was Daddy's fault.\Morita-san, you...! response:	Well, you haven't been paying any attention to me lately, Mayama.
context: I-I'm sorry.\You weren't like that at all.\I'm sorry for suspecting you.\I couldn't move... all night.\Please don't cry!\It was Daddy's fault.\Morita-san, you...!\Well, you haven't been paying any attention to me lately, Mayama. response:	What's more important to you? Me or your job?!
context: You weren't like that at all.\I'm sorry for suspecting you.\I couldn't move... all night.\Please don't cry!\It was Daddy's fault.\Morita-san, you...!\Well, you haven't been paying any attention to me lately, Mayama.\What's more important to you? Me or your job?! response:	The job is more important, of course!
context: I'm sorry for suspecting you.\I couldn't move... all night.\Please don't cry!\It was Daddy's fault.\Morita-san, you...!\Well, you haven't been paying any attention to me lately, Mayama.\What's more important to you? Me or your job?!\The job is more important, of course! response:	Whoa, it stinks.
context: I couldn't move... all night.\Please don't cry!\It was Daddy's fault.\Morita-san, you...!\Well, you haven't been paying any attention to me lately, Mayama.\What's more important to you? Me or your job?!\The job is more important, of course!\Whoa, it stinks. response:	Morita-san, you haven't taken a bath in a few days again, have you?
context: Please don't cry!\It was Daddy's fault.\Morita-san, you...!\Well, you haven't been paying any attention to me lately, Mayama.\What's more important to you? Me or your job?!\The job is more important, of course!\Whoa, it stinks.\Morita-san, you haven't taken a bath in a few days again, have you? response:	If you're going to wear my clothes, please at least take a bath.
context: It was Daddy's fault.\Morita-san, you...!\Well, you haven't been paying any attention to me lately, Mayama.\What's more important to you? Me or your job?!\The job is more important, of course!\Whoa, it stinks.\Morita-san, you haven't taken a bath in a few days again, have you?\If you're going to wear my clothes, please at least take a bath. response:	I don't want to. I mean, the bathhouse is expensive.
context: Morita-san, you...!\Well, you haven't been paying any attention to me lately, Mayama.\What's more important to you? Me or your job?!\The job is more important, of course!\Whoa, it stinks.\Morita-san, you haven't taken a bath in a few days again, have you?\If you're going to wear my clothes, please at least take a bath.\I don't want to. I mean, the bathhouse is expensive. response:	That's why I built you one that you can use for free right here!
context: Well, you haven't been paying any attention to me lately, Mayama.\What's more important to you? Me or your job?!\The job is more important, of course!\Whoa, it stinks.\Morita-san, you haven't taken a bath in a few days again, have you?\If you're going to wear my clothes, please at least take a bath.\I don't want to. I mean, the bathhouse is expensive.\That's why I built you one that you can use for free right here! response:	I don't want to use that thing!
context: What's more important to you? Me or your job?!\The job is more important, of course!\Whoa, it stinks.\Morita-san, you haven't taken a bath in a few days again, have you?\If you're going to wear my clothes, please at least take a bath.\I don't want to. I mean, the bathhouse is expensive.\That's why I built you one that you can use for free right here!\I don't want to use that thing! response:	Sign: Former location of the washing machine
context: The job is more important, of course!\Whoa, it stinks.\Morita-san, you haven't taken a bath in a few days again, have you?\If you're going to wear my clothes, please at least take a bath.\I don't want to. I mean, the bathhouse is expensive.\That's why I built you one that you can use for free right here!\I don't want to use that thing!\Sign: Former location of the washing machine response:	It'll make me freeze to death. It's in the middle of winter, you know!
context: Whoa, it stinks.\Morita-san, you haven't taken a bath in a few days again, have you?\If you're going to wear my clothes, please at least take a bath.\I don't want to. I mean, the bathhouse is expensive.\That's why I built you one that you can use for free right here!\I don't want to use that thing!\Sign: Former location of the washing machine\It'll make me freeze to death. It's in the middle of winter, you know! response:	And everyone outside can see you!
