context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	It's been almost a week since I started aimlessly pedaling my bicycle.
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It's been almost a week since I started aimlessly pedaling my bicycle. response:	I withdrew some money and bought a lot of things from the 100 yen shop.
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It's been almost a week since I started aimlessly pedaling my bicycle.\I withdrew some money and bought a lot of things from the 100 yen shop. response:	The compass, the map of Japan, and the wristwatch are especially useful.
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It's been almost a week since I started aimlessly pedaling my bicycle.\I withdrew some money and bought a lot of things from the 100 yen shop.\The compass, the map of Japan, and the wristwatch are especially useful. response:	With these, I can finally travel with a plan in mind.
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It's been almost a week since I started aimlessly pedaling my bicycle.\I withdrew some money and bought a lot of things from the 100 yen shop.\The compass, the map of Japan, and the wristwatch are especially useful.\With these, I can finally travel with a plan in mind. response:	What surprised me the most on my journey was how quickly you become hungry when you've been pedaling the entire day.
context: Now we must depart\mou ikanakucha\To our own separate ways\It's been almost a week since I started aimlessly pedaling my bicycle.\I withdrew some money and bought a lot of things from the 100 yen shop.\The compass, the map of Japan, and the wristwatch are especially useful.\With these, I can finally travel with a plan in mind.\What surprised me the most on my journey was how quickly you become hungry when you've been pedaling the entire day. response:	I quickly lose strength if I don't eat at least five times a day.
context: mou ikanakucha\To our own separate ways\It's been almost a week since I started aimlessly pedaling my bicycle.\I withdrew some money and bought a lot of things from the 100 yen shop.\The compass, the map of Japan, and the wristwatch are especially useful.\With these, I can finally travel with a plan in mind.\What surprised me the most on my journey was how quickly you become hungry when you've been pedaling the entire day.\I quickly lose strength if I don't eat at least five times a day. response:	I learned very well that the food you eat acts as gasoline for your body.
context: To our own separate ways\It's been almost a week since I started aimlessly pedaling my bicycle.\I withdrew some money and bought a lot of things from the 100 yen shop.\The compass, the map of Japan, and the wristwatch are especially useful.\With these, I can finally travel with a plan in mind.\What surprised me the most on my journey was how quickly you become hungry when you've been pedaling the entire day.\I quickly lose strength if I don't eat at least five times a day.\I learned very well that the food you eat acts as gasoline for your body. response:	What surprised me was that there aren't many places to camp out in Japan.
context: It's been almost a week since I started aimlessly pedaling my bicycle.\I withdrew some money and bought a lot of things from the 100 yen shop.\The compass, the map of Japan, and the wristwatch are especially useful.\With these, I can finally travel with a plan in mind.\What surprised me the most on my journey was how quickly you become hungry when you've been pedaling the entire day.\I quickly lose strength if I don't eat at least five times a day.\I learned very well that the food you eat acts as gasoline for your body.\What surprised me was that there aren't many places to camp out in Japan. response:	There's a lot of open space, but people can't sleep restfully unless they're by a tree or a wall.
context: I withdrew some money and bought a lot of things from the 100 yen shop.\The compass, the map of Japan, and the wristwatch are especially useful.\With these, I can finally travel with a plan in mind.\What surprised me the most on my journey was how quickly you become hungry when you've been pedaling the entire day.\I quickly lose strength if I don't eat at least five times a day.\I learned very well that the food you eat acts as gasoline for your body.\What surprised me was that there aren't many places to camp out in Japan.\There's a lot of open space, but people can't sleep restfully unless they're by a tree or a wall. response:	It's something I learned for the first time on my travels.
context: The compass, the map of Japan, and the wristwatch are especially useful.\With these, I can finally travel with a plan in mind.\What surprised me the most on my journey was how quickly you become hungry when you've been pedaling the entire day.\I quickly lose strength if I don't eat at least five times a day.\I learned very well that the food you eat acts as gasoline for your body.\What surprised me was that there aren't many places to camp out in Japan.\There's a lot of open space, but people can't sleep restfully unless they're by a tree or a wall.\It's something I learned for the first time on my travels. response:	It's rather stressful to get water where there aren't any public facilities.
context: With these, I can finally travel with a plan in mind.\What surprised me the most on my journey was how quickly you become hungry when you've been pedaling the entire day.\I quickly lose strength if I don't eat at least five times a day.\I learned very well that the food you eat acts as gasoline for your body.\What surprised me was that there aren't many places to camp out in Japan.\There's a lot of open space, but people can't sleep restfully unless they're by a tree or a wall.\It's something I learned for the first time on my travels.\It's rather stressful to get water where there aren't any public facilities. response:	Huh?
context: What surprised me the most on my journey was how quickly you become hungry when you've been pedaling the entire day.\I quickly lose strength if I don't eat at least five times a day.\I learned very well that the food you eat acts as gasoline for your body.\What surprised me was that there aren't many places to camp out in Japan.\There's a lot of open space, but people can't sleep restfully unless they're by a tree or a wall.\It's something I learned for the first time on my travels.\It's rather stressful to get water where there aren't any public facilities.\Huh? response:	Water?
context: I quickly lose strength if I don't eat at least five times a day.\I learned very well that the food you eat acts as gasoline for your body.\What surprised me was that there aren't many places to camp out in Japan.\There's a lot of open space, but people can't sleep restfully unless they're by a tree or a wall.\It's something I learned for the first time on my travels.\It's rather stressful to get water where there aren't any public facilities.\Huh?\Water? response:	Take all you want.
context: I learned very well that the food you eat acts as gasoline for your body.\What surprised me was that there aren't many places to camp out in Japan.\There's a lot of open space, but people can't sleep restfully unless they're by a tree or a wall.\It's something I learned for the first time on my travels.\It's rather stressful to get water where there aren't any public facilities.\Huh?\Water?\Take all you want. response:	Usually, people gradiously share some with me.
context: What surprised me was that there aren't many places to camp out in Japan.\There's a lot of open space, but people can't sleep restfully unless they're by a tree or a wall.\It's something I learned for the first time on my travels.\It's rather stressful to get water where there aren't any public facilities.\Huh?\Water?\Take all you want.\Usually, people gradiously share some with me. response:	What? Water?
context: There's a lot of open space, but people can't sleep restfully unless they're by a tree or a wall.\It's something I learned for the first time on my travels.\It's rather stressful to get water where there aren't any public facilities.\Huh?\Water?\Take all you want.\Usually, people gradiously share some with me.\What? Water? response:	Who are you anyway?
context: It's something I learned for the first time on my travels.\It's rather stressful to get water where there aren't any public facilities.\Huh?\Water?\Take all you want.\Usually, people gradiously share some with me.\What? Water?\Who are you anyway? response:	No, no, what are you talking about?
context: It's rather stressful to get water where there aren't any public facilities.\Huh?\Water?\Take all you want.\Usually, people gradiously share some with me.\What? Water?\Who are you anyway?\No, no, what are you talking about? response:	Of course, events like this aren't rare either.
context: Huh?\Water?\Take all you want.\Usually, people gradiously share some with me.\What? Water?\Who are you anyway?\No, no, what are you talking about?\Of course, events like this aren't rare either. response:	I've had to ask many different people, but I get nervous every time.
context: Water?\Take all you want.\Usually, people gradiously share some with me.\What? Water?\Who are you anyway?\No, no, what are you talking about?\Of course, events like this aren't rare either.\I've had to ask many different people, but I get nervous every time. response:	Homes and the people that live in them resemble each other.
context: Take all you want.\Usually, people gradiously share some with me.\What? Water?\Who are you anyway?\No, no, what are you talking about?\Of course, events like this aren't rare either.\I've had to ask many different people, but I get nervous every time.\Homes and the people that live in them resemble each other. response:	Where in the world did you come from?
context: Usually, people gradiously share some with me.\What? Water?\Who are you anyway?\No, no, what are you talking about?\Of course, events like this aren't rare either.\I've had to ask many different people, but I get nervous every time.\Homes and the people that live in them resemble each other.\Where in the world did you come from? response:	You got so much baggage.
context: What? Water?\Who are you anyway?\No, no, what are you talking about?\Of course, events like this aren't rare either.\I've had to ask many different people, but I get nervous every time.\Homes and the people that live in them resemble each other.\Where in the world did you come from?\You got so much baggage. response:	Bag: Supermarket
context: Who are you anyway?\No, no, what are you talking about?\Of course, events like this aren't rare either.\I've had to ask many different people, but I get nervous every time.\Homes and the people that live in them resemble each other.\Where in the world did you come from?\You got so much baggage.\Bag: Supermarket response:	Here, take these, too.
context: No, no, what are you talking about?\Of course, events like this aren't rare either.\I've had to ask many different people, but I get nervous every time.\Homes and the people that live in them resemble each other.\Where in the world did you come from?\You got so much baggage.\Bag: Supermarket\Here, take these, too. response:	Thank you so much.
context: Of course, events like this aren't rare either.\I've had to ask many different people, but I get nervous every time.\Homes and the people that live in them resemble each other.\Where in the world did you come from?\You got so much baggage.\Bag: Supermarket\Here, take these, too.\Thank you so much. response:	Not only water, but even food?
context: I've had to ask many different people, but I get nervous every time.\Homes and the people that live in them resemble each other.\Where in the world did you come from?\You got so much baggage.\Bag: Supermarket\Here, take these, too.\Thank you so much.\Not only water, but even food? response:	You really saved me!
context: Homes and the people that live in them resemble each other.\Where in the world did you come from?\You got so much baggage.\Bag: Supermarket\Here, take these, too.\Thank you so much.\Not only water, but even food?\You really saved me! response:	Thank you very much!
context: Where in the world did you come from?\You got so much baggage.\Bag: Supermarket\Here, take these, too.\Thank you so much.\Not only water, but even food?\You really saved me!\Thank you very much! response:	Yes, yes, just be careful.
context: You got so much baggage.\Bag: Supermarket\Here, take these, too.\Thank you so much.\Not only water, but even food?\You really saved me!\Thank you very much!\Yes, yes, just be careful. response:	If you were to liken me to a house, I wonder what I'd look like...
context: Bag: Supermarket\Here, take these, too.\Thank you so much.\Not only water, but even food?\You really saved me!\Thank you very much!\Yes, yes, just be careful.\If you were to liken me to a house, I wonder what I'd look like... response:	I hope I look like that one...
context: Here, take these, too.\Thank you so much.\Not only water, but even food?\You really saved me!\Thank you very much!\Yes, yes, just be careful.\If you were to liken me to a house, I wonder what I'd look like...\I hope I look like that one... response:	I want to become something like that.
context: Thank you so much.\Not only water, but even food?\You really saved me!\Thank you very much!\Yes, yes, just be careful.\If you were to liken me to a house, I wonder what I'd look like...\I hope I look like that one...\I want to become something like that. response:	My, how lovely.
context: Not only water, but even food?\You really saved me!\Thank you very much!\Yes, yes, just be careful.\If you were to liken me to a house, I wonder what I'd look like...\I hope I look like that one...\I want to become something like that.\My, how lovely. response:	You've outdone yourself again, Yamada-san.
context: You really saved me!\Thank you very much!\Yes, yes, just be careful.\If you were to liken me to a house, I wonder what I'd look like...\I hope I look like that one...\I want to become something like that.\My, how lovely.\You've outdone yourself again, Yamada-san. response:	What a toughie...
context: Thank you very much!\Yes, yes, just be careful.\If you were to liken me to a house, I wonder what I'd look like...\I hope I look like that one...\I want to become something like that.\My, how lovely.\You've outdone yourself again, Yamada-san.\What a toughie... response:	Maybe we should go with the milk white?
context: Yes, yes, just be careful.\If you were to liken me to a house, I wonder what I'd look like...\I hope I look like that one...\I want to become something like that.\My, how lovely.\You've outdone yourself again, Yamada-san.\What a toughie...\Maybe we should go with the milk white? response:	But the ash gray is hard to pass up...
