context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	Here! They're done!
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Here! They're done! response:	H-Hagu-chan, what is this dish called?
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Here! They're done!\H-Hagu-chan, what is this dish called? response:	Pump-Mint.
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Here! They're done!\H-Hagu-chan, what is this dish called?\Pump-Mint. response:	I arranged mint chocolate ice cream on top of a microwaved pumpkin.
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Here! They're done!\H-Hagu-chan, what is this dish called?\Pump-Mint.\I arranged mint chocolate ice cream on top of a microwaved pumpkin. response:	It's good!
context: Now we must depart\mou ikanakucha\To our own separate ways\Here! They're done!\H-Hagu-chan, what is this dish called?\Pump-Mint.\I arranged mint chocolate ice cream on top of a microwaved pumpkin.\It's good! response:	Guys don't like pumpkin as it is, and she's stuffing it with something even worse like mint chocolate!
context: mou ikanakucha\To our own separate ways\Here! They're done!\H-Hagu-chan, what is this dish called?\Pump-Mint.\I arranged mint chocolate ice cream on top of a microwaved pumpkin.\It's good!\Guys don't like pumpkin as it is, and she's stuffing it with something even worse like mint chocolate! response:	D-Doesn't this make you feel like you're eating chocolate while brushing your teeth?
context: To our own separate ways\Here! They're done!\H-Hagu-chan, what is this dish called?\Pump-Mint.\I arranged mint chocolate ice cream on top of a microwaved pumpkin.\It's good!\Guys don't like pumpkin as it is, and she's stuffing it with something even worse like mint chocolate!\D-Doesn't this make you feel like you're eating chocolate while brushing your teeth? response:	I wonder if Yamada-san and Hagu-chan always eat things like this...
context: Here! They're done!\H-Hagu-chan, what is this dish called?\Pump-Mint.\I arranged mint chocolate ice cream on top of a microwaved pumpkin.\It's good!\Guys don't like pumpkin as it is, and she's stuffing it with something even worse like mint chocolate!\D-Doesn't this make you feel like you're eating chocolate while brushing your teeth?\I wonder if Yamada-san and Hagu-chan always eat things like this... response:	There's no way.
context: H-Hagu-chan, what is this dish called?\Pump-Mint.\I arranged mint chocolate ice cream on top of a microwaved pumpkin.\It's good!\Guys don't like pumpkin as it is, and she's stuffing it with something even worse like mint chocolate!\D-Doesn't this make you feel like you're eating chocolate while brushing your teeth?\I wonder if Yamada-san and Hagu-chan always eat things like this...\There's no way. response:	This is so good!
context: Pump-Mint.\I arranged mint chocolate ice cream on top of a microwaved pumpkin.\It's good!\Guys don't like pumpkin as it is, and she's stuffing it with something even worse like mint chocolate!\D-Doesn't this make you feel like you're eating chocolate while brushing your teeth?\I wonder if Yamada-san and Hagu-chan always eat things like this...\There's no way.\This is so good! response:	You'll make a great wife, Hagu-chan.
context: I arranged mint chocolate ice cream on top of a microwaved pumpkin.\It's good!\Guys don't like pumpkin as it is, and she's stuffing it with something even worse like mint chocolate!\D-Doesn't this make you feel like you're eating chocolate while brushing your teeth?\I wonder if Yamada-san and Hagu-chan always eat things like this...\There's no way.\This is so good!\You'll make a great wife, Hagu-chan. response:	Oh no, you're embarrassing me, Ayu.
context: It's good!\Guys don't like pumpkin as it is, and she's stuffing it with something even worse like mint chocolate!\D-Doesn't this make you feel like you're eating chocolate while brushing your teeth?\I wonder if Yamada-san and Hagu-chan always eat things like this...\There's no way.\This is so good!\You'll make a great wife, Hagu-chan.\Oh no, you're embarrassing me, Ayu. response:	Oh, that's right. I need to give some to Shuu-chan, too.
context: Guys don't like pumpkin as it is, and she's stuffing it with something even worse like mint chocolate!\D-Doesn't this make you feel like you're eating chocolate while brushing your teeth?\I wonder if Yamada-san and Hagu-chan always eat things like this...\There's no way.\This is so good!\You'll make a great wife, Hagu-chan.\Oh no, you're embarrassing me, Ayu.\Oh, that's right. I need to give some to Shuu-chan, too. response:	Here you go, Shuu-chan.
context: D-Doesn't this make you feel like you're eating chocolate while brushing your teeth?\I wonder if Yamada-san and Hagu-chan always eat things like this...\There's no way.\This is so good!\You'll make a great wife, Hagu-chan.\Oh no, you're embarrassing me, Ayu.\Oh, that's right. I need to give some to Shuu-chan, too.\Here you go, Shuu-chan. response:	Please eat a lot and do your best at work.
context: I wonder if Yamada-san and Hagu-chan always eat things like this...\There's no way.\This is so good!\You'll make a great wife, Hagu-chan.\Oh no, you're embarrassing me, Ayu.\Oh, that's right. I need to give some to Shuu-chan, too.\Here you go, Shuu-chan.\Please eat a lot and do your best at work. response:	Namu...
context: There's no way.\This is so good!\You'll make a great wife, Hagu-chan.\Oh no, you're embarrassing me, Ayu.\Oh, that's right. I need to give some to Shuu-chan, too.\Here you go, Shuu-chan.\Please eat a lot and do your best at work.\Namu... response:	Namu: short for Namuamidabutsu (I sincerely believe in Amitabha). Roughly equivalent to the Christian Amen.
context: This is so good!\You'll make a great wife, Hagu-chan.\Oh no, you're embarrassing me, Ayu.\Oh, that's right. I need to give some to Shuu-chan, too.\Here you go, Shuu-chan.\Please eat a lot and do your best at work.\Namu...\Namu: short for Namuamidabutsu (I sincerely believe in Amitabha). Roughly equivalent to the Christian Amen. response:	Hagu-chan!
context: You'll make a great wife, Hagu-chan.\Oh no, you're embarrassing me, Ayu.\Oh, that's right. I need to give some to Shuu-chan, too.\Here you go, Shuu-chan.\Please eat a lot and do your best at work.\Namu...\Namu: short for Namuamidabutsu (I sincerely believe in Amitabha). Roughly equivalent to the Christian Amen.\Hagu-chan! response:	You can't do that!
context: Oh no, you're embarrassing me, Ayu.\Oh, that's right. I need to give some to Shuu-chan, too.\Here you go, Shuu-chan.\Please eat a lot and do your best at work.\Namu...\Namu: short for Namuamidabutsu (I sincerely believe in Amitabha). Roughly equivalent to the Christian Amen.\Hagu-chan!\You can't do that! response:	This is wrong! You're acting like he's dead!
context: Oh, that's right. I need to give some to Shuu-chan, too.\Here you go, Shuu-chan.\Please eat a lot and do your best at work.\Namu...\Namu: short for Namuamidabutsu (I sincerely believe in Amitabha). Roughly equivalent to the Christian Amen.\Hagu-chan!\You can't do that!\This is wrong! You're acting like he's dead! response:	Here! Please eat a lot!
context: Here you go, Shuu-chan.\Please eat a lot and do your best at work.\Namu...\Namu: short for Namuamidabutsu (I sincerely believe in Amitabha). Roughly equivalent to the Christian Amen.\Hagu-chan!\You can't do that!\This is wrong! You're acting like he's dead!\Here! Please eat a lot! response:	Hagu-chan, may I ask what those yellow bits that are mixed in with the rice are?
context: Please eat a lot and do your best at work.\Namu...\Namu: short for Namuamidabutsu (I sincerely believe in Amitabha). Roughly equivalent to the Christian Amen.\Hagu-chan!\You can't do that!\This is wrong! You're acting like he's dead!\Here! Please eat a lot!\Hagu-chan, may I ask what those yellow bits that are mixed in with the rice are? response:	Yeah. This is grapefruit-seasoned rice.
context: Namu...\Namu: short for Namuamidabutsu (I sincerely believe in Amitabha). Roughly equivalent to the Christian Amen.\Hagu-chan!\You can't do that!\This is wrong! You're acting like he's dead!\Here! Please eat a lot!\Hagu-chan, may I ask what those yellow bits that are mixed in with the rice are?\Yeah. This is grapefruit-seasoned rice. response:	Please pour this boiled whole-apple curry on it and eat.
context: Namu: short for Namuamidabutsu (I sincerely believe in Amitabha). Roughly equivalent to the Christian Amen.\Hagu-chan!\You can't do that!\This is wrong! You're acting like he's dead!\Here! Please eat a lot!\Hagu-chan, may I ask what those yellow bits that are mixed in with the rice are?\Yeah. This is grapefruit-seasoned rice.\Please pour this boiled whole-apple curry on it and eat. response:	So you ate food like this all the time, Hanamoto-sensei?
context: Hagu-chan!\You can't do that!\This is wrong! You're acting like he's dead!\Here! Please eat a lot!\Hagu-chan, may I ask what those yellow bits that are mixed in with the rice are?\Yeah. This is grapefruit-seasoned rice.\Please pour this boiled whole-apple curry on it and eat.\So you ate food like this all the time, Hanamoto-sensei? response:	And you've always eaten it obediently, haven't you?
context: You can't do that!\This is wrong! You're acting like he's dead!\Here! Please eat a lot!\Hagu-chan, may I ask what those yellow bits that are mixed in with the rice are?\Yeah. This is grapefruit-seasoned rice.\Please pour this boiled whole-apple curry on it and eat.\So you ate food like this all the time, Hanamoto-sensei?\And you've always eaten it obediently, haven't you? response:	I respect you so much!
context: This is wrong! You're acting like he's dead!\Here! Please eat a lot!\Hagu-chan, may I ask what those yellow bits that are mixed in with the rice are?\Yeah. This is grapefruit-seasoned rice.\Please pour this boiled whole-apple curry on it and eat.\So you ate food like this all the time, Hanamoto-sensei?\And you've always eaten it obediently, haven't you?\I respect you so much! response:	But Hanamoto-sensei is so cool.
context: Here! Please eat a lot!\Hagu-chan, may I ask what those yellow bits that are mixed in with the rice are?\Yeah. This is grapefruit-seasoned rice.\Please pour this boiled whole-apple curry on it and eat.\So you ate food like this all the time, Hanamoto-sensei?\And you've always eaten it obediently, haven't you?\I respect you so much!\But Hanamoto-sensei is so cool. response:	It's been four months already, hasn't it?
context: Hagu-chan, may I ask what those yellow bits that are mixed in with the rice are?\Yeah. This is grapefruit-seasoned rice.\Please pour this boiled whole-apple curry on it and eat.\So you ate food like this all the time, Hanamoto-sensei?\And you've always eaten it obediently, haven't you?\I respect you so much!\But Hanamoto-sensei is so cool.\It's been four months already, hasn't it? response:	Mongolia, huh? That's amazing.
context: Yeah. This is grapefruit-seasoned rice.\Please pour this boiled whole-apple curry on it and eat.\So you ate food like this all the time, Hanamoto-sensei?\And you've always eaten it obediently, haven't you?\I respect you so much!\But Hanamoto-sensei is so cool.\It's been four months already, hasn't it?\Mongolia, huh? That's amazing. response:	It's like a man's dream adventure.
context: Please pour this boiled whole-apple curry on it and eat.\So you ate food like this all the time, Hanamoto-sensei?\And you've always eaten it obediently, haven't you?\I respect you so much!\But Hanamoto-sensei is so cool.\It's been four months already, hasn't it?\Mongolia, huh? That's amazing.\It's like a man's dream adventure. response:	I wonder if Shuu-chan is eating well...
context: So you ate food like this all the time, Hanamoto-sensei?\And you've always eaten it obediently, haven't you?\I respect you so much!\But Hanamoto-sensei is so cool.\It's been four months already, hasn't it?\Mongolia, huh? That's amazing.\It's like a man's dream adventure.\I wonder if Shuu-chan is eating well... response:	What if he lost weight because he doesn't like the food over there?
