context: Water. response:	Earth.
context: Water.\Earth. response:	Fire.
context: Water.\Earth.\Fire. response:	Air.
context: Water.\Earth.\Fire.\Air. response:	Long ago, the four nations lived together in harmony.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony. response:	Then, everything changed when the Fire Nation attacked.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked. response:	Only the Avatar, master of all four elements, could stop them.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them. response:	But when the world needed him most, he vanished.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished. response:	A hundred years passed, and my brother and I discovered the new Avatar...
context: Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar... response:	And although his airbending skills are great.
context: Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great. response:	He has a lot to learn before he's ready to save anyone.
context: Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone. response:	But I believe Aang can save the world.
context: Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world. response:	Absolutely not. The Yu Yan archers stay here.
context: Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Absolutely not. The Yu Yan archers stay here. response:	Your request is denied Commander Zhao.
context: Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Absolutely not. The Yu Yan archers stay here.\Your request is denied Commander Zhao. response:	Colonel Shinu, please reconsider. Their precision is legendary.
context: But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Absolutely not. The Yu Yan archers stay here.\Your request is denied Commander Zhao.\Colonel Shinu, please reconsider. Their precision is legendary. response:	The Yu Yan can pin a fly to a tree from a hundred yards away... without killing it.
context: A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Absolutely not. The Yu Yan archers stay here.\Your request is denied Commander Zhao.\Colonel Shinu, please reconsider. Their precision is legendary.\The Yu Yan can pin a fly to a tree from a hundred yards away... without killing it. response:	You're wasting their talents using them as mere security guards.
context: And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Absolutely not. The Yu Yan archers stay here.\Your request is denied Commander Zhao.\Colonel Shinu, please reconsider. Their precision is legendary.\The Yu Yan can pin a fly to a tree from a hundred yards away... without killing it.\You're wasting their talents using them as mere security guards. response:	I can do whatever I want with their talents. They're my archers and what I say goes.
context: He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Absolutely not. The Yu Yan archers stay here.\Your request is denied Commander Zhao.\Colonel Shinu, please reconsider. Their precision is legendary.\The Yu Yan can pin a fly to a tree from a hundred yards away... without killing it.\You're wasting their talents using them as mere security guards.\I can do whatever I want with their talents. They're my archers and what I say goes. response:	But my search for the Avatar is...
context: But I believe Aang can save the world.\Absolutely not. The Yu Yan archers stay here.\Your request is denied Commander Zhao.\Colonel Shinu, please reconsider. Their precision is legendary.\The Yu Yan can pin a fly to a tree from a hundred yards away... without killing it.\You're wasting their talents using them as mere security guards.\I can do whatever I want with their talents. They're my archers and what I say goes.\But my search for the Avatar is... response:	We're fighting a real war here and I need every man I've got, Commander.
context: Absolutely not. The Yu Yan archers stay here.\Your request is denied Commander Zhao.\Colonel Shinu, please reconsider. Their precision is legendary.\The Yu Yan can pin a fly to a tree from a hundred yards away... without killing it.\You're wasting their talents using them as mere security guards.\I can do whatever I want with their talents. They're my archers and what I say goes.\But my search for the Avatar is...\We're fighting a real war here and I need every man I've got, Commander. response:	But...
context: Your request is denied Commander Zhao.\Colonel Shinu, please reconsider. Their precision is legendary.\The Yu Yan can pin a fly to a tree from a hundred yards away... without killing it.\You're wasting their talents using them as mere security guards.\I can do whatever I want with their talents. They're my archers and what I say goes.\But my search for the Avatar is...\We're fighting a real war here and I need every man I've got, Commander.\But... response:	That's final! I don't want to hear another word about it.
context: Colonel Shinu, please reconsider. Their precision is legendary.\The Yu Yan can pin a fly to a tree from a hundred yards away... without killing it.\You're wasting their talents using them as mere security guards.\I can do whatever I want with their talents. They're my archers and what I say goes.\But my search for the Avatar is...\We're fighting a real war here and I need every man I've got, Commander.\But...\That's final! I don't want to hear another word about it. response:	News from Fire Lord Ozai?
context: The Yu Yan can pin a fly to a tree from a hundred yards away... without killing it.\You're wasting their talents using them as mere security guards.\I can do whatever I want with their talents. They're my archers and what I say goes.\But my search for the Avatar is...\We're fighting a real war here and I need every man I've got, Commander.\But...\That's final! I don't want to hear another word about it.\News from Fire Lord Ozai? response:	It appears I've been promoted to Admiral. My request is now an order.
context: You're wasting their talents using them as mere security guards.\I can do whatever I want with their talents. They're my archers and what I say goes.\But my search for the Avatar is...\We're fighting a real war here and I need every man I've got, Commander.\But...\That's final! I don't want to hear another word about it.\News from Fire Lord Ozai?\It appears I've been promoted to Admiral. My request is now an order. response:	This should bring your fever down.
context: I can do whatever I want with their talents. They're my archers and what I say goes.\But my search for the Avatar is...\We're fighting a real war here and I need every man I've got, Commander.\But...\That's final! I don't want to hear another word about it.\News from Fire Lord Ozai?\It appears I've been promoted to Admiral. My request is now an order.\This should bring your fever down. response:	You know what I love about Appa the most? His sense of humor.
context: But my search for the Avatar is...\We're fighting a real war here and I need every man I've got, Commander.\But...\That's final! I don't want to hear another word about it.\News from Fire Lord Ozai?\It appears I've been promoted to Admiral. My request is now an order.\This should bring your fever down.\You know what I love about Appa the most? His sense of humor. response:	That's nice. I'll tell him.
context: We're fighting a real war here and I need every man I've got, Commander.\But...\That's final! I don't want to hear another word about it.\News from Fire Lord Ozai?\It appears I've been promoted to Admiral. My request is now an order.\This should bring your fever down.\You know what I love about Appa the most? His sense of humor.\That's nice. I'll tell him. response:	Classic Appa.
context: But...\That's final! I don't want to hear another word about it.\News from Fire Lord Ozai?\It appears I've been promoted to Admiral. My request is now an order.\This should bring your fever down.\You know what I love about Appa the most? His sense of humor.\That's nice. I'll tell him.\Classic Appa. response:	How's Sokka doing?
context: That's final! I don't want to hear another word about it.\News from Fire Lord Ozai?\It appears I've been promoted to Admiral. My request is now an order.\This should bring your fever down.\You know what I love about Appa the most? His sense of humor.\That's nice. I'll tell him.\Classic Appa.\How's Sokka doing? response:	Not so good. Being out in that storm really did a number on him.
context: News from Fire Lord Ozai?\It appears I've been promoted to Admiral. My request is now an order.\This should bring your fever down.\You know what I love about Appa the most? His sense of humor.\That's nice. I'll tell him.\Classic Appa.\How's Sokka doing?\Not so good. Being out in that storm really did a number on him. response:	I couldn't find any ginger root for the tea, but I found a map.
context: It appears I've been promoted to Admiral. My request is now an order.\This should bring your fever down.\You know what I love about Appa the most? His sense of humor.\That's nice. I'll tell him.\Classic Appa.\How's Sokka doing?\Not so good. Being out in that storm really did a number on him.\I couldn't find any ginger root for the tea, but I found a map. response:	There's an herbalist institute on the top of that mountain.
context: This should bring your fever down.\You know what I love about Appa the most? His sense of humor.\That's nice. I'll tell him.\Classic Appa.\How's Sokka doing?\Not so good. Being out in that storm really did a number on him.\I couldn't find any ginger root for the tea, but I found a map.\There's an herbalist institute on the top of that mountain. response:	We could probably find a cure for Sokka there.
context: You know what I love about Appa the most? His sense of humor.\That's nice. I'll tell him.\Classic Appa.\How's Sokka doing?\Not so good. Being out in that storm really did a number on him.\I couldn't find any ginger root for the tea, but I found a map.\There's an herbalist institute on the top of that mountain.\We could probably find a cure for Sokka there. response:	Aang, he's in no condition to travel. Sokka just needs more rest.
