context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	The Wizard King Saw, Continued
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Wizard King Saw, Continued response:	Grey words can't make anything happen
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Wizard King Saw, Continued\Grey words can't make anything happen response:	I know, yeah I know
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Wizard King Saw, Continued\Grey words can't make anything happen\I know, yeah I know response:	Wishing to fly freely across the sky
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Wizard King Saw, Continued\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky response:	I dreamed it all my life
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Wizard King Saw, Continued\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life response:	Step by step I go, though it's a doubtful world
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Wizard King Saw, Continued\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world response:	Don't care how much I fall
context: He was called the Wizard King, and he became a legend.\The Wizard King Saw, Continued\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall response:	Instinct is my guide, I never give up
context: The Wizard King Saw, Continued\Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up response:	To faraway future, I burst out running
context: Grey words can't make anything happen\I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running response:	Go beyond even the unseen fears
context: I know, yeah I know\Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears response:	The vision I had, so I can be myself
context: Wishing to fly freely across the sky\I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself response:	Someday I will write the next page
context: I dreamed it all my life\Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page response:	You are my hope
context: Step by step I go, though it's a doubtful world\Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope response:	Like that page from someday
context: Don't care how much I fall\Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday response:	I was able to meet you
context: Instinct is my guide, I never give up\To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you response:	I call this a miracle
context: To faraway future, I burst out running\Go beyond even the unseen fears\The vision I had, so I can be myself\Someday I will write the next page\You are my hope\Like that page from someday\I was able to meet you\I call this a miracle response:	So these are Hage's famous tatoes.
