context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	Vetto from the Eye of the Midnight Sun suddenly appeared before Asta and the others.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto from the Eye of the Midnight Sun suddenly appeared before Asta and the others. response:	He came to steal the magic stone that was in the Underwater Temple.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto from the Eye of the Midnight Sun suddenly appeared before Asta and the others.\He came to steal the magic stone that was in the Underwater Temple. response:	Let's go, Kiato!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto from the Eye of the Midnight Sun suddenly appeared before Asta and the others.\He came to steal the magic stone that was in the Underwater Temple.\Let's go, Kiato! response:	You got it, Asta!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto from the Eye of the Midnight Sun suddenly appeared before Asta and the others.\He came to steal the magic stone that was in the Underwater Temple.\Let's go, Kiato!\You got it, Asta! response:	How boring.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto from the Eye of the Midnight Sun suddenly appeared before Asta and the others.\He came to steal the magic stone that was in the Underwater Temple.\Let's go, Kiato!\You got it, Asta!\How boring. response:	Slow movements and weak attacks.
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto from the Eye of the Midnight Sun suddenly appeared before Asta and the others.\He came to steal the magic stone that was in the Underwater Temple.\Let's go, Kiato!\You got it, Asta!\How boring.\Slow movements and weak attacks. response:	I suppose I can't expect more from no-magic trash and hick scum.
context: He was called the Wizard King, and he became a legend.\Vetto from the Eye of the Midnight Sun suddenly appeared before Asta and the others.\He came to steal the magic stone that was in the Underwater Temple.\Let's go, Kiato!\You got it, Asta!\How boring.\Slow movements and weak attacks.\I suppose I can't expect more from no-magic trash and hick scum. response:	You sure know how to hurt a guy's feelings, you hairy gorilla.
context: Vetto from the Eye of the Midnight Sun suddenly appeared before Asta and the others.\He came to steal the magic stone that was in the Underwater Temple.\Let's go, Kiato!\You got it, Asta!\How boring.\Slow movements and weak attacks.\I suppose I can't expect more from no-magic trash and hick scum.\You sure know how to hurt a guy's feelings, you hairy gorilla. response:	We'll show you what happens when trash and scum get serious!
context: He came to steal the magic stone that was in the Underwater Temple.\Let's go, Kiato!\You got it, Asta!\How boring.\Slow movements and weak attacks.\I suppose I can't expect more from no-magic trash and hick scum.\You sure know how to hurt a guy's feelings, you hairy gorilla.\We'll show you what happens when trash and scum get serious! response:	Asta and Kiato struggled, but Vetto was just too strong.
context: Let's go, Kiato!\You got it, Asta!\How boring.\Slow movements and weak attacks.\I suppose I can't expect more from no-magic trash and hick scum.\You sure know how to hurt a guy's feelings, you hairy gorilla.\We'll show you what happens when trash and scum get serious!\Asta and Kiato struggled, but Vetto was just too strong. response:	Did you get your hopes up?
context: You got it, Asta!\How boring.\Slow movements and weak attacks.\I suppose I can't expect more from no-magic trash and hick scum.\You sure know how to hurt a guy's feelings, you hairy gorilla.\We'll show you what happens when trash and scum get serious!\Asta and Kiato struggled, but Vetto was just too strong.\Did you get your hopes up? response:	These childish attacks won't work on me!
context: How boring.\Slow movements and weak attacks.\I suppose I can't expect more from no-magic trash and hick scum.\You sure know how to hurt a guy's feelings, you hairy gorilla.\We'll show you what happens when trash and scum get serious!\Asta and Kiato struggled, but Vetto was just too strong.\Did you get your hopes up?\These childish attacks won't work on me! response:	Not yet...
context: Slow movements and weak attacks.\I suppose I can't expect more from no-magic trash and hick scum.\You sure know how to hurt a guy's feelings, you hairy gorilla.\We'll show you what happens when trash and scum get serious!\Asta and Kiato struggled, but Vetto was just too strong.\Did you get your hopes up?\These childish attacks won't work on me!\Not yet... response:	No-magic trash! Prancing around with weapons too good for you...
context: I suppose I can't expect more from no-magic trash and hick scum.\You sure know how to hurt a guy's feelings, you hairy gorilla.\We'll show you what happens when trash and scum get serious!\Asta and Kiato struggled, but Vetto was just too strong.\Did you get your hopes up?\These childish attacks won't work on me!\Not yet...\No-magic trash! Prancing around with weapons too good for you... response:	So what?!
context: You sure know how to hurt a guy's feelings, you hairy gorilla.\We'll show you what happens when trash and scum get serious!\Asta and Kiato struggled, but Vetto was just too strong.\Did you get your hopes up?\These childish attacks won't work on me!\Not yet...\No-magic trash! Prancing around with weapons too good for you...\So what?! response:	You never had any hope of winning.
context: We'll show you what happens when trash and scum get serious!\Asta and Kiato struggled, but Vetto was just too strong.\Did you get your hopes up?\These childish attacks won't work on me!\Not yet...\No-magic trash! Prancing around with weapons too good for you...\So what?!\You never had any hope of winning. response:	Now... scream! Despair!
context: Asta and Kiato struggled, but Vetto was just too strong.\Did you get your hopes up?\These childish attacks won't work on me!\Not yet...\No-magic trash! Prancing around with weapons too good for you...\So what?!\You never had any hope of winning.\Now... scream! Despair! response:	Ib I gwabe up...
context: Did you get your hopes up?\These childish attacks won't work on me!\Not yet...\No-magic trash! Prancing around with weapons too good for you...\So what?!\You never had any hope of winning.\Now... scream! Despair!\Ib I gwabe up... response:	Fu curd I brotec?
context: These childish attacks won't work on me!\Not yet...\No-magic trash! Prancing around with weapons too good for you...\So what?!\You never had any hope of winning.\Now... scream! Despair!\Ib I gwabe up...\Fu curd I brotec? response:	Huh?
context: Not yet...\No-magic trash! Prancing around with weapons too good for you...\So what?!\You never had any hope of winning.\Now... scream! Despair!\Ib I gwabe up...\Fu curd I brotec?\Huh? response:	He said, If I gave up, who could I protect?
context: No-magic trash! Prancing around with weapons too good for you...\So what?!\You never had any hope of winning.\Now... scream! Despair!\Ib I gwabe up...\Fu curd I brotec?\Huh?\He said, If I gave up, who could I protect? response:	Awakening
context: So what?!\You never had any hope of winning.\Now... scream! Despair!\Ib I gwabe up...\Fu curd I brotec?\Huh?\He said, If I gave up, who could I protect?\Awakening response:	Noelle...
context: You never had any hope of winning.\Now... scream! Despair!\Ib I gwabe up...\Fu curd I brotec?\Huh?\He said, If I gave up, who could I protect?\Awakening\Noelle... response:	Kahono!
context: Now... scream! Despair!\Ib I gwabe up...\Fu curd I brotec?\Huh?\He said, If I gave up, who could I protect?\Awakening\Noelle...\Kahono! response:	I see that you two are next.
context: Ib I gwabe up...\Fu curd I brotec?\Huh?\He said, If I gave up, who could I protect?\Awakening\Noelle...\Kahono!\I see that you two are next. response:	Try to entertain me at least a little bit.
context: Fu curd I brotec?\Huh?\He said, If I gave up, who could I protect?\Awakening\Noelle...\Kahono!\I see that you two are next.\Try to entertain me at least a little bit. response:	Dad...
context: Huh?\He said, If I gave up, who could I protect?\Awakening\Noelle...\Kahono!\I see that you two are next.\Try to entertain me at least a little bit.\Dad... response:	Magna... Luck!
context: He said, If I gave up, who could I protect?\Awakening\Noelle...\Kahono!\I see that you two are next.\Try to entertain me at least a little bit.\Dad...\Magna... Luck! response:	Asta!
context: Awakening\Noelle...\Kahono!\I see that you two are next.\Try to entertain me at least a little bit.\Dad...\Magna... Luck!\Asta! response:	Everyone was defeated so easily...
context: Noelle...\Kahono!\I see that you two are next.\Try to entertain me at least a little bit.\Dad...\Magna... Luck!\Asta!\Everyone was defeated so easily... response:	Just how strong is this guy?
context: Kahono!\I see that you two are next.\Try to entertain me at least a little bit.\Dad...\Magna... Luck!\Asta!\Everyone was defeated so easily...\Just how strong is this guy? response:	Not yet!
context: I see that you two are next.\Try to entertain me at least a little bit.\Dad...\Magna... Luck!\Asta!\Everyone was defeated so easily...\Just how strong is this guy?\Not yet! response:	Losers... can get lost!
context: Try to entertain me at least a little bit.\Dad...\Magna... Luck!\Asta!\Everyone was defeated so easily...\Just how strong is this guy?\Not yet!\Losers... can get lost! response:	Asta!
context: Dad...\Magna... Luck!\Asta!\Everyone was defeated so easily...\Just how strong is this guy?\Not yet!\Losers... can get lost!\Asta! response:	Song Magic: Rhythm Cushion!
context: Magna... Luck!\Asta!\Everyone was defeated so easily...\Just how strong is this guy?\Not yet!\Losers... can get lost!\Asta!\Song Magic: Rhythm Cushion! response:	Thanks, Kahono.
context: Asta!\Everyone was defeated so easily...\Just how strong is this guy?\Not yet!\Losers... can get lost!\Asta!\Song Magic: Rhythm Cushion!\Thanks, Kahono. response:	That'll just be a thousand yuls.
context: Everyone was defeated so easily...\Just how strong is this guy?\Not yet!\Losers... can get lost!\Asta!\Song Magic: Rhythm Cushion!\Thanks, Kahono.\That'll just be a thousand yuls. response:	I'll pay you back a hundredfold.
context: Just how strong is this guy?\Not yet!\Losers... can get lost!\Asta!\Song Magic: Rhythm Cushion!\Thanks, Kahono.\That'll just be a thousand yuls.\I'll pay you back a hundredfold. response:	Can you heal everyone with your song recovery magic?
context: Not yet!\Losers... can get lost!\Asta!\Song Magic: Rhythm Cushion!\Thanks, Kahono.\That'll just be a thousand yuls.\I'll pay you back a hundredfold.\Can you heal everyone with your song recovery magic? response:	I can, but do you think that guy's going to wait for me to finish singing?
context: Losers... can get lost!\Asta!\Song Magic: Rhythm Cushion!\Thanks, Kahono.\That'll just be a thousand yuls.\I'll pay you back a hundredfold.\Can you heal everyone with your song recovery magic?\I can, but do you think that guy's going to wait for me to finish singing? response:	That's...
context: Asta!\Song Magic: Rhythm Cushion!\Thanks, Kahono.\That'll just be a thousand yuls.\I'll pay you back a hundredfold.\Can you heal everyone with your song recovery magic?\I can, but do you think that guy's going to wait for me to finish singing?\That's... response:	Hey!
context: Song Magic: Rhythm Cushion!\Thanks, Kahono.\That'll just be a thousand yuls.\I'll pay you back a hundredfold.\Can you heal everyone with your song recovery magic?\I can, but do you think that guy's going to wait for me to finish singing?\That's...\Hey! response:	Big Brother! Why are you sleeping?!
context: Thanks, Kahono.\That'll just be a thousand yuls.\I'll pay you back a hundredfold.\Can you heal everyone with your song recovery magic?\I can, but do you think that guy's going to wait for me to finish singing?\That's...\Hey!\Big Brother! Why are you sleeping?! response:	What happened to our promise to become an idol and dancer, and then become huge stars?!
context: That'll just be a thousand yuls.\I'll pay you back a hundredfold.\Can you heal everyone with your song recovery magic?\I can, but do you think that guy's going to wait for me to finish singing?\That's...\Hey!\Big Brother! Why are you sleeping?!\What happened to our promise to become an idol and dancer, and then become huge stars?! response:	We were going to become sibling idols who could sing and dance!
context: I'll pay you back a hundredfold.\Can you heal everyone with your song recovery magic?\I can, but do you think that guy's going to wait for me to finish singing?\That's...\Hey!\Big Brother! Why are you sleeping?!\What happened to our promise to become an idol and dancer, and then become huge stars?!\We were going to become sibling idols who could sing and dance! response:	That's right!
context: Can you heal everyone with your song recovery magic?\I can, but do you think that guy's going to wait for me to finish singing?\That's...\Hey!\Big Brother! Why are you sleeping?!\What happened to our promise to become an idol and dancer, and then become huge stars?!\We were going to become sibling idols who could sing and dance!\That's right! response:	Huh? He's your big brother?
context: I can, but do you think that guy's going to wait for me to finish singing?\That's...\Hey!\Big Brother! Why are you sleeping?!\What happened to our promise to become an idol and dancer, and then become huge stars?!\We were going to become sibling idols who could sing and dance!\That's right!\Huh? He's your big brother? response:	Yup. That moron over there is my big brother, Kiato.
context: That's...\Hey!\Big Brother! Why are you sleeping?!\What happened to our promise to become an idol and dancer, and then become huge stars?!\We were going to become sibling idols who could sing and dance!\That's right!\Huh? He's your big brother?\Yup. That moron over there is my big brother, Kiato. response:	Who are you calling a moron?!
context: Hey!\Big Brother! Why are you sleeping?!\What happened to our promise to become an idol and dancer, and then become huge stars?!\We were going to become sibling idols who could sing and dance!\That's right!\Huh? He's your big brother?\Yup. That moron over there is my big brother, Kiato.\Who are you calling a moron?! response:	Ow...
context: Big Brother! Why are you sleeping?!\What happened to our promise to become an idol and dancer, and then become huge stars?!\We were going to become sibling idols who could sing and dance!\That's right!\Huh? He's your big brother?\Yup. That moron over there is my big brother, Kiato.\Who are you calling a moron?!\Ow... response:	If I hadn't softened the blow of that punch with my dance magic,
context: What happened to our promise to become an idol and dancer, and then become huge stars?!\We were going to become sibling idols who could sing and dance!\That's right!\Huh? He's your big brother?\Yup. That moron over there is my big brother, Kiato.\Who are you calling a moron?!\Ow...\If I hadn't softened the blow of that punch with my dance magic, response:	he would've taken my head off.
context: We were going to become sibling idols who could sing and dance!\That's right!\Huh? He's your big brother?\Yup. That moron over there is my big brother, Kiato.\Who are you calling a moron?!\Ow...\If I hadn't softened the blow of that punch with my dance magic,\he would've taken my head off. response:	He's unbelievably strong.
context: That's right!\Huh? He's your big brother?\Yup. That moron over there is my big brother, Kiato.\Who are you calling a moron?!\Ow...\If I hadn't softened the blow of that punch with my dance magic,\he would've taken my head off.\He's unbelievably strong. response:	But...
context: Huh? He's your big brother?\Yup. That moron over there is my big brother, Kiato.\Who are you calling a moron?!\Ow...\If I hadn't softened the blow of that punch with my dance magic,\he would've taken my head off.\He's unbelievably strong.\But... response:	The two of us dream of going to the surface!
context: Yup. That moron over there is my big brother, Kiato.\Who are you calling a moron?!\Ow...\If I hadn't softened the blow of that punch with my dance magic,\he would've taken my head off.\He's unbelievably strong.\But...\The two of us dream of going to the surface! response:	That's right! If we want to fulfill that dream, we can't just sit around napping!
context: Who are you calling a moron?!\Ow...\If I hadn't softened the blow of that punch with my dance magic,\he would've taken my head off.\He's unbelievably strong.\But...\The two of us dream of going to the surface!\That's right! If we want to fulfill that dream, we can't just sit around napping! response:	Let's go, Kahono!
context: Ow...\If I hadn't softened the blow of that punch with my dance magic,\he would've taken my head off.\He's unbelievably strong.\But...\The two of us dream of going to the surface!\That's right! If we want to fulfill that dream, we can't just sit around napping!\Let's go, Kahono! response:	Yeah!
context: If I hadn't softened the blow of that punch with my dance magic,\he would've taken my head off.\He's unbelievably strong.\But...\The two of us dream of going to the surface!\That's right! If we want to fulfill that dream, we can't just sit around napping!\Let's go, Kahono!\Yeah! response:	Her mana's getting stronger?
context: he would've taken my head off.\He's unbelievably strong.\But...\The two of us dream of going to the surface!\That's right! If we want to fulfill that dream, we can't just sit around napping!\Let's go, Kahono!\Yeah!\Her mana's getting stronger? response:	Sea God Slash!
context: He's unbelievably strong.\But...\The two of us dream of going to the surface!\That's right! If we want to fulfill that dream, we can't just sit around napping!\Let's go, Kahono!\Yeah!\Her mana's getting stronger?\Sea God Slash! response:	Sea God Slash is a song and dance combo spell.
context: But...\The two of us dream of going to the surface!\That's right! If we want to fulfill that dream, we can't just sit around napping!\Let's go, Kahono!\Yeah!\Her mana's getting stronger?\Sea God Slash!\Sea God Slash is a song and dance combo spell. response:	Dancing to Kahono's song reinforces my dance magic,
context: The two of us dream of going to the surface!\That's right! If we want to fulfill that dream, we can't just sit around napping!\Let's go, Kahono!\Yeah!\Her mana's getting stronger?\Sea God Slash!\Sea God Slash is a song and dance combo spell.\Dancing to Kahono's song reinforces my dance magic, response:	and unleashes magic slashing attacks!
context: That's right! If we want to fulfill that dream, we can't just sit around napping!\Let's go, Kahono!\Yeah!\Her mana's getting stronger?\Sea God Slash!\Sea God Slash is a song and dance combo spell.\Dancing to Kahono's song reinforces my dance magic,\and unleashes magic slashing attacks! response:	Amazing...
context: Let's go, Kahono!\Yeah!\Her mana's getting stronger?\Sea God Slash!\Sea God Slash is a song and dance combo spell.\Dancing to Kahono's song reinforces my dance magic,\and unleashes magic slashing attacks!\Amazing... response:	Kiato! Kahono!
context: Yeah!\Her mana's getting stronger?\Sea God Slash!\Sea God Slash is a song and dance combo spell.\Dancing to Kahono's song reinforces my dance magic,\and unleashes magic slashing attacks!\Amazing...\Kiato! Kahono! response:	You can do it! The two of you have got this!
