context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	A new dungeon was discovered on the border of the Clover Kingdom.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\A new dungeon was discovered on the border of the Clover Kingdom. response:	Asta, Noelle, and Luck of the Black Bulls were assigned to investigate it.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\A new dungeon was discovered on the border of the Clover Kingdom.\Asta, Noelle, and Luck of the Black Bulls were assigned to investigate it. response:	W-Wow!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\A new dungeon was discovered on the border of the Clover Kingdom.\Asta, Noelle, and Luck of the Black Bulls were assigned to investigate it.\W-Wow! response:	Here it is, Asta.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\A new dungeon was discovered on the border of the Clover Kingdom.\Asta, Noelle, and Luck of the Black Bulls were assigned to investigate it.\W-Wow!\Here it is, Asta. response:	This.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\A new dungeon was discovered on the border of the Clover Kingdom.\Asta, Noelle, and Luck of the Black Bulls were assigned to investigate it.\W-Wow!\Here it is, Asta.\This. response:	Where?
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\A new dungeon was discovered on the border of the Clover Kingdom.\Asta, Noelle, and Luck of the Black Bulls were assigned to investigate it.\W-Wow!\Here it is, Asta.\This.\Where? response:	Hup.
context: He was called the Wizard King, and he became a legend.\A new dungeon was discovered on the border of the Clover Kingdom.\Asta, Noelle, and Luck of the Black Bulls were assigned to investigate it.\W-Wow!\Here it is, Asta.\This.\Where?\Hup. response:	The dungeon was filled with traps.
context: A new dungeon was discovered on the border of the Clover Kingdom.\Asta, Noelle, and Luck of the Black Bulls were assigned to investigate it.\W-Wow!\Here it is, Asta.\This.\Where?\Hup.\The dungeon was filled with traps. response:	This is so much fun!
context: Asta, Noelle, and Luck of the Black Bulls were assigned to investigate it.\W-Wow!\Here it is, Asta.\This.\Where?\Hup.\The dungeon was filled with traps.\This is so much fun! response:	Isn't this exciting?
context: W-Wow!\Here it is, Asta.\This.\Where?\Hup.\The dungeon was filled with traps.\This is so much fun!\Isn't this exciting? response:	We're going to die if we stay with this guy.
context: Here it is, Asta.\This.\Where?\Hup.\The dungeon was filled with traps.\This is so much fun!\Isn't this exciting?\We're going to die if we stay with this guy. response:	Now, then...
context: This.\Where?\Hup.\The dungeon was filled with traps.\This is so much fun!\Isn't this exciting?\We're going to die if we stay with this guy.\Now, then... response:	I think I'm about to reach my limit.
context: Where?\Hup.\The dungeon was filled with traps.\This is so much fun!\Isn't this exciting?\We're going to die if we stay with this guy.\Now, then...\I think I'm about to reach my limit. response:	I knew it.
context: Hup.\The dungeon was filled with traps.\This is so much fun!\Isn't this exciting?\We're going to die if we stay with this guy.\Now, then...\I think I'm about to reach my limit.\I knew it. response:	There are others here.
context: The dungeon was filled with traps.\This is so much fun!\Isn't this exciting?\We're going to die if we stay with this guy.\Now, then...\I think I'm about to reach my limit.\I knew it.\There are others here. response:	The strongest looking one is...
context: This is so much fun!\Isn't this exciting?\We're going to die if we stay with this guy.\Now, then...\I think I'm about to reach my limit.\I knew it.\There are others here.\The strongest looking one is... response:	Something important just came up.
context: Isn't this exciting?\We're going to die if we stay with this guy.\Now, then...\I think I'm about to reach my limit.\I knew it.\There are others here.\The strongest looking one is...\Something important just came up. response:	So I'm leaving the dungeon exploration to you guys!
context: We're going to die if we stay with this guy.\Now, then...\I think I'm about to reach my limit.\I knew it.\There are others here.\The strongest looking one is...\Something important just came up.\So I'm leaving the dungeon exploration to you guys! response:	Don't worry.
context: Now, then...\I think I'm about to reach my limit.\I knew it.\There are others here.\The strongest looking one is...\Something important just came up.\So I'm leaving the dungeon exploration to you guys!\Don't worry. response:	No matter what kind of traps might spring up, I'll slice through them with my sword.
context: I think I'm about to reach my limit.\I knew it.\There are others here.\The strongest looking one is...\Something important just came up.\So I'm leaving the dungeon exploration to you guys!\Don't worry.\No matter what kind of traps might spring up, I'll slice through them with my sword. response:	We're alone right now.
context: I knew it.\There are others here.\The strongest looking one is...\Something important just came up.\So I'm leaving the dungeon exploration to you guys!\Don't worry.\No matter what kind of traps might spring up, I'll slice through them with my sword.\We're alone right now. response:	Something wrong?
context: There are others here.\The strongest looking one is...\Something important just came up.\So I'm leaving the dungeon exploration to you guys!\Don't worry.\No matter what kind of traps might spring up, I'll slice through them with my sword.\We're alone right now.\Something wrong? response:	It's nothing! Nothing at all!
