context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: dou ka please can you keep my se cret?\mu ga mu chuu da that's all right response:	Please, please can you keep my secret?
context: dou ka please can you keep my se cret?\mu ga mu chuu da that's all right\Please, please can you keep my secret? response:	The mirror, shining so brilliantly.
context: dou ka please can you keep my se cret?\mu ga mu chuu da that's all right\Please, please can you keep my secret?\The mirror, shining so brilliantly. response:	I wonder how do I look in it.
context: dou ka please can you keep my se cret?\mu ga mu chuu da that's all right\Please, please can you keep my secret?\The mirror, shining so brilliantly.\I wonder how do I look in it. response:	The future, beckoning me forward.
context: dou ka please can you keep my se cret?\mu ga mu chuu da that's all right\Please, please can you keep my secret?\The mirror, shining so brilliantly.\I wonder how do I look in it.\The future, beckoning me forward. response:	What will happen from now, I wonder?
context: dou ka please can you keep my se cret?\mu ga mu chuu da that's all right\Please, please can you keep my secret?\The mirror, shining so brilliantly.\I wonder how do I look in it.\The future, beckoning me forward.\What will happen from now, I wonder? response:	Because what we see is not everything.
context: dou ka please can you keep my se cret?\mu ga mu chuu da that's all right\Please, please can you keep my secret?\The mirror, shining so brilliantly.\I wonder how do I look in it.\The future, beckoning me forward.\What will happen from now, I wonder?\Because what we see is not everything. response:	I'm losing myself but that's all right.
context: mu ga mu chuu da that's all right\Please, please can you keep my secret?\The mirror, shining so brilliantly.\I wonder how do I look in it.\The future, beckoning me forward.\What will happen from now, I wonder?\Because what we see is not everything.\I'm losing myself but that's all right. response:	I will now try not to waver.
context: Please, please can you keep my secret?\The mirror, shining so brilliantly.\I wonder how do I look in it.\The future, beckoning me forward.\What will happen from now, I wonder?\Because what we see is not everything.\I'm losing myself but that's all right.\I will now try not to waver. response:	I want to be true to my heart.
context: The mirror, shining so brilliantly.\I wonder how do I look in it.\The future, beckoning me forward.\What will happen from now, I wonder?\Because what we see is not everything.\I'm losing myself but that's all right.\I will now try not to waver.\I want to be true to my heart. response:	But even I have a secret or two.
context: I wonder how do I look in it.\The future, beckoning me forward.\What will happen from now, I wonder?\Because what we see is not everything.\I'm losing myself but that's all right.\I will now try not to waver.\I want to be true to my heart.\But even I have a secret or two. response:	That I want to keep to myself.
context: The future, beckoning me forward.\What will happen from now, I wonder?\Because what we see is not everything.\I'm losing myself but that's all right.\I will now try not to waver.\I want to be true to my heart.\But even I have a secret or two.\That I want to keep to myself. response:	That's why my secret makes my heart aches slightly.
context: What will happen from now, I wonder?\Because what we see is not everything.\I'm losing myself but that's all right.\I will now try not to waver.\I want to be true to my heart.\But even I have a secret or two.\That I want to keep to myself.\That's why my secret makes my heart aches slightly. response:	We'll surely meet again
context: Because what we see is not everything.\I'm losing myself but that's all right.\I will now try not to waver.\I want to be true to my heart.\But even I have a secret or two.\That I want to keep to myself.\That's why my secret makes my heart aches slightly.\We'll surely meet again response:	Everything that's reflected by your eyes,
context: I'm losing myself but that's all right.\I will now try not to waver.\I want to be true to my heart.\But even I have a secret or two.\That I want to keep to myself.\That's why my secret makes my heart aches slightly.\We'll surely meet again\Everything that's reflected by your eyes, response:	is it all just an illusion?
context: I will now try not to waver.\I want to be true to my heart.\But even I have a secret or two.\That I want to keep to myself.\That's why my secret makes my heart aches slightly.\We'll surely meet again\Everything that's reflected by your eyes,\is it all just an illusion? response:	I wonder how you feel,
context: I want to be true to my heart.\But even I have a secret or two.\That I want to keep to myself.\That's why my secret makes my heart aches slightly.\We'll surely meet again\Everything that's reflected by your eyes,\is it all just an illusion?\I wonder how you feel, response:	as you melt away in this entangling love
context: But even I have a secret or two.\That I want to keep to myself.\That's why my secret makes my heart aches slightly.\We'll surely meet again\Everything that's reflected by your eyes,\is it all just an illusion?\I wonder how you feel,\as you melt away in this entangling love response:	Take a look at the reason we're joined together
context: That I want to keep to myself.\That's why my secret makes my heart aches slightly.\We'll surely meet again\Everything that's reflected by your eyes,\is it all just an illusion?\I wonder how you feel,\as you melt away in this entangling love\Take a look at the reason we're joined together response:	Let's cling on to each other from our sadness
context: That's why my secret makes my heart aches slightly.\We'll surely meet again\Everything that's reflected by your eyes,\is it all just an illusion?\I wonder how you feel,\as you melt away in this entangling love\Take a look at the reason we're joined together\Let's cling on to each other from our sadness response:	Isn't it fine just like that?
context: We'll surely meet again\Everything that's reflected by your eyes,\is it all just an illusion?\I wonder how you feel,\as you melt away in this entangling love\Take a look at the reason we're joined together\Let's cling on to each other from our sadness\Isn't it fine just like that? response:	It'll be an unadorned beauty
context: Everything that's reflected by your eyes,\is it all just an illusion?\I wonder how you feel,\as you melt away in this entangling love\Take a look at the reason we're joined together\Let's cling on to each other from our sadness\Isn't it fine just like that?\It'll be an unadorned beauty response:	Let's understand this, someday...
context: is it all just an illusion?\I wonder how you feel,\as you melt away in this entangling love\Take a look at the reason we're joined together\Let's cling on to each other from our sadness\Isn't it fine just like that?\It'll be an unadorned beauty\Let's understand this, someday... response:	That no matter where we are,
context: I wonder how you feel,\as you melt away in this entangling love\Take a look at the reason we're joined together\Let's cling on to each other from our sadness\Isn't it fine just like that?\It'll be an unadorned beauty\Let's understand this, someday...\That no matter where we are, response:	we'll surely meet again
context: as you melt away in this entangling love\Take a look at the reason we're joined together\Let's cling on to each other from our sadness\Isn't it fine just like that?\It'll be an unadorned beauty\Let's understand this, someday...\That no matter where we are,\we'll surely meet again response:	Melting things away with Latte Magic
context: Take a look at the reason we're joined together\Let's cling on to each other from our sadness\Isn't it fine just like that?\It'll be an unadorned beauty\Let's understand this, someday...\That no matter where we are,\we'll surely meet again\Melting things away with Latte Magic response:	Melting things away with Latte Magic
context: Let's cling on to each other from our sadness\Isn't it fine just like that?\It'll be an unadorned beauty\Let's understand this, someday...\That no matter where we are,\we'll surely meet again\Melting things away with Latte Magic\Melting things away with Latte Magic response:	To Hinata
context: Isn't it fine just like that?\It'll be an unadorned beauty\Let's understand this, someday...\That no matter where we are,\we'll surely meet again\Melting things away with Latte Magic\Melting things away with Latte Magic\To Hinata response:	Magical Maids!
context: It'll be an unadorned beauty\Let's understand this, someday...\That no matter where we are,\we'll surely meet again\Melting things away with Latte Magic\Melting things away with Latte Magic\To Hinata\Magical Maids! response:	Hot tea
context: Let's understand this, someday...\That no matter where we are,\we'll surely meet again\Melting things away with Latte Magic\Melting things away with Latte Magic\To Hinata\Magical Maids!\Hot tea response:	Hot tea
context: That no matter where we are,\we'll surely meet again\Melting things away with Latte Magic\Melting things away with Latte Magic\To Hinata\Magical Maids!\Hot tea\Hot tea response:	Magical Girls Day
context: we'll surely meet again\Melting things away with Latte Magic\Melting things away with Latte Magic\To Hinata\Magical Maids!\Hot tea\Hot tea\Magical Girls Day response:	Quenelles, Spoon, and um...
context: Melting things away with Latte Magic\Melting things away with Latte Magic\To Hinata\Magical Maids!\Hot tea\Hot tea\Magical Girls Day\Quenelles, Spoon, and um... response:	Preview
context: Melting things away with Latte Magic\To Hinata\Magical Maids!\Hot tea\Hot tea\Magical Girls Day\Quenelles, Spoon, and um...\Preview response:	Hinata, Misaki and Usui
context: To Hinata\Magical Maids!\Hot tea\Hot tea\Magical Girls Day\Quenelles, Spoon, and um...\Preview\Hinata, Misaki and Usui response:	Hinata, Misaki and Usui
context: Magical Maids!\Hot tea\Hot tea\Magical Girls Day\Quenelles, Spoon, and um...\Preview\Hinata, Misaki and Usui\Hinata, Misaki and Usui response:	Is last month's financial report done?
context: Hot tea\Hot tea\Magical Girls Day\Quenelles, Spoon, and um...\Preview\Hinata, Misaki and Usui\Hinata, Misaki and Usui\Is last month's financial report done? response:	Also, confirm the location for the next major cleanup-
context: Hot tea\Magical Girls Day\Quenelles, Spoon, and um...\Preview\Hinata, Misaki and Usui\Hinata, Misaki and Usui\Is last month's financial report done?\Also, confirm the location for the next major cleanup- response:	Misaki-chan!
context: Magical Girls Day\Quenelles, Spoon, and um...\Preview\Hinata, Misaki and Usui\Hinata, Misaki and Usui\Is last month's financial report done?\Also, confirm the location for the next major cleanup-\Misaki-chan! response:	What business do you have here?
context: Quenelles, Spoon, and um...\Preview\Hinata, Misaki and Usui\Hinata, Misaki and Usui\Is last month's financial report done?\Also, confirm the location for the next major cleanup-\Misaki-chan!\What business do you have here? response:	Let's play!
context: Preview\Hinata, Misaki and Usui\Hinata, Misaki and Usui\Is last month's financial report done?\Also, confirm the location for the next major cleanup-\Misaki-chan!\What business do you have here?\Let's play! response:	This isn't an amusement park!
context: Hinata, Misaki and Usui\Hinata, Misaki and Usui\Is last month's financial report done?\Also, confirm the location for the next major cleanup-\Misaki-chan!\What business do you have here?\Let's play!\This isn't an amusement park! response:	Why is Takumi here already?!
context: Hinata, Misaki and Usui\Is last month's financial report done?\Also, confirm the location for the next major cleanup-\Misaki-chan!\What business do you have here?\Let's play!\This isn't an amusement park!\Why is Takumi here already?! response:	And you! How many times do I have to tell you?!
context: Is last month's financial report done?\Also, confirm the location for the next major cleanup-\Misaki-chan!\What business do you have here?\Let's play!\This isn't an amusement park!\Why is Takumi here already?!\And you! How many times do I have to tell you?! response:	Well, it's relaxing here...
context: Also, confirm the location for the next major cleanup-\Misaki-chan!\What business do you have here?\Let's play!\This isn't an amusement park!\Why is Takumi here already?!\And you! How many times do I have to tell you?!\Well, it's relaxing here... response:	Go to the library if you want to read!
context: Misaki-chan!\What business do you have here?\Let's play!\This isn't an amusement park!\Why is Takumi here already?!\And you! How many times do I have to tell you?!\Well, it's relaxing here...\Go to the library if you want to read! response:	The student council room is not a place for fun!
context: What business do you have here?\Let's play!\This isn't an amusement park!\Why is Takumi here already?!\And you! How many times do I have to tell you?!\Well, it's relaxing here...\Go to the library if you want to read!\The student council room is not a place for fun! response:	I often see him hanging around her recently... Who is he?
context: Let's play!\This isn't an amusement park!\Why is Takumi here already?!\And you! How many times do I have to tell you?!\Well, it's relaxing here...\Go to the library if you want to read!\The student council room is not a place for fun!\I often see him hanging around her recently... Who is he? response:	Ah, you mean Shintani? I heard he was her childhood friend.
context: This isn't an amusement park!\Why is Takumi here already?!\And you! How many times do I have to tell you?!\Well, it's relaxing here...\Go to the library if you want to read!\The student council room is not a place for fun!\I often see him hanging around her recently... Who is he?\Ah, you mean Shintani? I heard he was her childhood friend. response:	She took care of him when they were kids.
context: Why is Takumi here already?!\And you! How many times do I have to tell you?!\Well, it's relaxing here...\Go to the library if you want to read!\The student council room is not a place for fun!\I often see him hanging around her recently... Who is he?\Ah, you mean Shintani? I heard he was her childhood friend.\She took care of him when they were kids. response:	I thought I saw dogs glaring at each other just now...
context: And you! How many times do I have to tell you?!\Well, it's relaxing here...\Go to the library if you want to read!\The student council room is not a place for fun!\I often see him hanging around her recently... Who is he?\Ah, you mean Shintani? I heard he was her childhood friend.\She took care of him when they were kids.\I thought I saw dogs glaring at each other just now... response:	What are you saying? Pets aren't allowed in school!
context: Well, it's relaxing here...\Go to the library if you want to read!\The student council room is not a place for fun!\I often see him hanging around her recently... Who is he?\Ah, you mean Shintani? I heard he was her childhood friend.\She took care of him when they were kids.\I thought I saw dogs glaring at each other just now...\What are you saying? Pets aren't allowed in school! response:	You're imagining things.
context: Go to the library if you want to read!\The student council room is not a place for fun!\I often see him hanging around her recently... Who is he?\Ah, you mean Shintani? I heard he was her childhood friend.\She took care of him when they were kids.\I thought I saw dogs glaring at each other just now...\What are you saying? Pets aren't allowed in school!\You're imagining things. response:	No, that's not what I mean...
context: The student council room is not a place for fun!\I often see him hanging around her recently... Who is he?\Ah, you mean Shintani? I heard he was her childhood friend.\She took care of him when they were kids.\I thought I saw dogs glaring at each other just now...\What are you saying? Pets aren't allowed in school!\You're imagining things.\No, that's not what I mean... response:	As I thought, she's an amazing person!
context: I often see him hanging around her recently... Who is he?\Ah, you mean Shintani? I heard he was her childhood friend.\She took care of him when they were kids.\I thought I saw dogs glaring at each other just now...\What are you saying? Pets aren't allowed in school!\You're imagining things.\No, that's not what I mean...\As I thought, she's an amazing person! response:	I'm hungry.
context: Ah, you mean Shintani? I heard he was her childhood friend.\She took care of him when they were kids.\I thought I saw dogs glaring at each other just now...\What are you saying? Pets aren't allowed in school!\You're imagining things.\No, that's not what I mean...\As I thought, she's an amazing person!\I'm hungry. response:	Hinata, do you still have any bread crusts?
