context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	The Star Festival.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Star Festival. response:	A festival where the number of stars that
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Star Festival.\A festival where the number of stars that response:	Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Star Festival.\A festival where the number of stars that\Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50 response:	each squad has accumulated in that year is announced to the public.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Star Festival.\A festival where the number of stars that\Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50\each squad has accumulated in that year is announced to the public. response:	The squad that places first
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Star Festival.\A festival where the number of stars that\Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50\each squad has accumulated in that year is announced to the public.\The squad that places first response:	proves they have done the most work that year.
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Star Festival.\A festival where the number of stars that\Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50\each squad has accumulated in that year is announced to the public.\The squad that places first\proves they have done the most work that year. response:	It is considered the highest honor.
context: He was called the Wizard King, and he became a legend.\The Star Festival.\A festival where the number of stars that\Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50\each squad has accumulated in that year is announced to the public.\The squad that places first\proves they have done the most work that year.\It is considered the highest honor. response:	They're about to announce the Magic Knights Squad achievements!
context: The Star Festival.\A festival where the number of stars that\Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50\each squad has accumulated in that year is announced to the public.\The squad that places first\proves they have done the most work that year.\It is considered the highest honor.\They're about to announce the Magic Knights Squad achievements! response:	All the captains are gonna be there!
context: A festival where the number of stars that\Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50\each squad has accumulated in that year is announced to the public.\The squad that places first\proves they have done the most work that year.\It is considered the highest honor.\They're about to announce the Magic Knights Squad achievements!\All the captains are gonna be there! response:	I hear that includes the new captains of the Crimson Lion Kings and the Purple Orcas!
context: Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50\each squad has accumulated in that year is announced to the public.\The squad that places first\proves they have done the most work that year.\It is considered the highest honor.\They're about to announce the Magic Knights Squad achievements!\All the captains are gonna be there!\I hear that includes the new captains of the Crimson Lion Kings and the Purple Orcas! response:	All the captains?
context: each squad has accumulated in that year is announced to the public.\The squad that places first\proves they have done the most work that year.\It is considered the highest honor.\They're about to announce the Magic Knights Squad achievements!\All the captains are gonna be there!\I hear that includes the new captains of the Crimson Lion Kings and the Purple Orcas!\All the captains? response:	Raging Bull
context: The squad that places first\proves they have done the most work that year.\It is considered the highest honor.\They're about to announce the Magic Knights Squad achievements!\All the captains are gonna be there!\I hear that includes the new captains of the Crimson Lion Kings and the Purple Orcas!\All the captains?\Raging Bull response:	Festival
context: proves they have done the most work that year.\It is considered the highest honor.\They're about to announce the Magic Knights Squad achievements!\All the captains are gonna be there!\I hear that includes the new captains of the Crimson Lion Kings and the Purple Orcas!\All the captains?\Raging Bull\Festival response:	We're late.
context: It is considered the highest honor.\They're about to announce the Magic Knights Squad achievements!\All the captains are gonna be there!\I hear that includes the new captains of the Crimson Lion Kings and the Purple Orcas!\All the captains?\Raging Bull\Festival\We're late. response:	Crap. What are we gonna do?
context: They're about to announce the Magic Knights Squad achievements!\All the captains are gonna be there!\I hear that includes the new captains of the Crimson Lion Kings and the Purple Orcas!\All the captains?\Raging Bull\Festival\We're late.\Crap. What are we gonna do? response:	Two New Stars
