context: Water. response:	Earth.
context: Water.\Earth. response:	Fire.
context: Water.\Earth.\Fire. response:	Air.
context: Water.\Earth.\Fire.\Air. response:	Long ago, the four nations lived together in harmony.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony. response:	Then, everything changed when the Fire Nation attacked.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked. response:	Only the Avatar, master of all four elements, could stop them.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them. response:	But when the world needed him most, he vanished.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished. response:	A hundred years passed, and my brother and I discovered the new Avatar...
context: Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar... response:	And although his airbending skills are great.
context: Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great. response:	He has a lot to learn before he's ready to save anyone.
context: Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone. response:	But I believe Aang can save the world.
context: Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world. response:	Hey look! A sword made out of a whale's tooth.
context: Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Hey look! A sword made out of a whale's tooth. response:	Lemme see that.
context: Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Hey look! A sword made out of a whale's tooth.\Lemme see that. response:	This is a water tribe weapon. See if you can find anything else.
context: But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Hey look! A sword made out of a whale's tooth.\Lemme see that.\This is a water tribe weapon. See if you can find anything else. response:	Did someone lose something?
context: A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Hey look! A sword made out of a whale's tooth.\Lemme see that.\This is a water tribe weapon. See if you can find anything else.\Did someone lose something? response:	No, we found something.
context: And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Hey look! A sword made out of a whale's tooth.\Lemme see that.\This is a water tribe weapon. See if you can find anything else.\Did someone lose something?\No, we found something. response:	It's burned.
context: He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Hey look! A sword made out of a whale's tooth.\Lemme see that.\This is a water tribe weapon. See if you can find anything else.\Did someone lose something?\No, we found something.\It's burned. response:	There was a battle. Water tribe warriors ambushed a group of firebenders.
context: But I believe Aang can save the world.\Hey look! A sword made out of a whale's tooth.\Lemme see that.\This is a water tribe weapon. See if you can find anything else.\Did someone lose something?\No, we found something.\It's burned.\There was a battle. Water tribe warriors ambushed a group of firebenders. response:	The firebenders fought back, but the warriors drove them down this hill...
context: Hey look! A sword made out of a whale's tooth.\Lemme see that.\This is a water tribe weapon. See if you can find anything else.\Did someone lose something?\No, we found something.\It's burned.\There was a battle. Water tribe warriors ambushed a group of firebenders.\The firebenders fought back, but the warriors drove them down this hill... response:	So then what happened?
context: Lemme see that.\This is a water tribe weapon. See if you can find anything else.\Did someone lose something?\No, we found something.\It's burned.\There was a battle. Water tribe warriors ambushed a group of firebenders.\The firebenders fought back, but the warriors drove them down this hill...\So then what happened? response:	I don't know. The trail ends here.
context: This is a water tribe weapon. See if you can find anything else.\Did someone lose something?\No, we found something.\It's burned.\There was a battle. Water tribe warriors ambushed a group of firebenders.\The firebenders fought back, but the warriors drove them down this hill...\So then what happened?\I don't know. The trail ends here. response:	Wait! Look!
context: Did someone lose something?\No, we found something.\It's burned.\There was a battle. Water tribe warriors ambushed a group of firebenders.\The firebenders fought back, but the warriors drove them down this hill...\So then what happened?\I don't know. The trail ends here.\Wait! Look! response:	It's one of our boats!
context: No, we found something.\It's burned.\There was a battle. Water tribe warriors ambushed a group of firebenders.\The firebenders fought back, but the warriors drove them down this hill...\So then what happened?\I don't know. The trail ends here.\Wait! Look!\It's one of our boats! response:	Is this... Dad's boat?
context: It's burned.\There was a battle. Water tribe warriors ambushed a group of firebenders.\The firebenders fought back, but the warriors drove them down this hill...\So then what happened?\I don't know. The trail ends here.\Wait! Look!\It's one of our boats!\Is this... Dad's boat? response:	No, but it's from his fleet. Dad was here.
context: There was a battle. Water tribe warriors ambushed a group of firebenders.\The firebenders fought back, but the warriors drove them down this hill...\So then what happened?\I don't know. The trail ends here.\Wait! Look!\It's one of our boats!\Is this... Dad's boat?\No, but it's from his fleet. Dad was here. response:	See, Prince Zuko, a moment of quiet is good for your mental well being.
context: The firebenders fought back, but the warriors drove them down this hill...\So then what happened?\I don't know. The trail ends here.\Wait! Look!\It's one of our boats!\Is this... Dad's boat?\No, but it's from his fleet. Dad was here.\See, Prince Zuko, a moment of quiet is good for your mental well being. response:	Get back! We're after a stowaway.
context: So then what happened?\I don't know. The trail ends here.\Wait! Look!\It's one of our boats!\Is this... Dad's boat?\No, but it's from his fleet. Dad was here.\See, Prince Zuko, a moment of quiet is good for your mental well being.\Get back! We're after a stowaway. response:	There are no stowaways on my ship.
context: I don't know. The trail ends here.\Wait! Look!\It's one of our boats!\Is this... Dad's boat?\No, but it's from his fleet. Dad was here.\See, Prince Zuko, a moment of quiet is good for your mental well being.\Get back! We're after a stowaway.\There are no stowaways on my ship. response:	He's paralyzed.
context: Wait! Look!\It's one of our boats!\Is this... Dad's boat?\No, but it's from his fleet. Dad was here.\See, Prince Zuko, a moment of quiet is good for your mental well being.\Get back! We're after a stowaway.\There are no stowaways on my ship.\He's paralyzed. response:	Only temporarily. The toxins'll wear off in about an hour.
context: It's one of our boats!\Is this... Dad's boat?\No, but it's from his fleet. Dad was here.\See, Prince Zuko, a moment of quiet is good for your mental well being.\Get back! We're after a stowaway.\There are no stowaways on my ship.\He's paralyzed.\Only temporarily. The toxins'll wear off in about an hour. response:	But by then he'll be in jail and I'll have my money.
context: Is this... Dad's boat?\No, but it's from his fleet. Dad was here.\See, Prince Zuko, a moment of quiet is good for your mental well being.\Get back! We're after a stowaway.\There are no stowaways on my ship.\He's paralyzed.\Only temporarily. The toxins'll wear off in about an hour.\But by then he'll be in jail and I'll have my money. response:	But how did you find him on my ship?
context: No, but it's from his fleet. Dad was here.\See, Prince Zuko, a moment of quiet is good for your mental well being.\Get back! We're after a stowaway.\There are no stowaways on my ship.\He's paralyzed.\Only temporarily. The toxins'll wear off in about an hour.\But by then he'll be in jail and I'll have my money.\But how did you find him on my ship? response:	My shirshu can smell a rat a continent away.
context: See, Prince Zuko, a moment of quiet is good for your mental well being.\Get back! We're after a stowaway.\There are no stowaways on my ship.\He's paralyzed.\Only temporarily. The toxins'll wear off in about an hour.\But by then he'll be in jail and I'll have my money.\But how did you find him on my ship?\My shirshu can smell a rat a continent away. response:	Well, I'm impressed.
context: Get back! We're after a stowaway.\There are no stowaways on my ship.\He's paralyzed.\Only temporarily. The toxins'll wear off in about an hour.\But by then he'll be in jail and I'll have my money.\But how did you find him on my ship?\My shirshu can smell a rat a continent away.\Well, I'm impressed. response:	Very impressed.
context: There are no stowaways on my ship.\He's paralyzed.\Only temporarily. The toxins'll wear off in about an hour.\But by then he'll be in jail and I'll have my money.\But how did you find him on my ship?\My shirshu can smell a rat a continent away.\Well, I'm impressed.\Very impressed. response:	Sokka...
context: He's paralyzed.\Only temporarily. The toxins'll wear off in about an hour.\But by then he'll be in jail and I'll have my money.\But how did you find him on my ship?\My shirshu can smell a rat a continent away.\Well, I'm impressed.\Very impressed.\Sokka... response:	I'm coming with you.
