context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	The Royal Knights is an elite group of Magic Knights.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Royal Knights is an elite group of Magic Knights. response:	The selection exam to choose its members has finally begun.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Royal Knights is an elite group of Magic Knights.\The selection exam to choose its members has finally begun. response:	Asta, along with Mimosa Vermillion and the mysterious mage Xerx Lugner,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Royal Knights is an elite group of Magic Knights.\The selection exam to choose its members has finally begun.\Asta, along with Mimosa Vermillion and the mysterious mage Xerx Lugner, response:	head into their first battle of the tournament.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Royal Knights is an elite group of Magic Knights.\The selection exam to choose its members has finally begun.\Asta, along with Mimosa Vermillion and the mysterious mage Xerx Lugner,\head into their first battle of the tournament. response:	Wh-What?!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Royal Knights is an elite group of Magic Knights.\The selection exam to choose its members has finally begun.\Asta, along with Mimosa Vermillion and the mysterious mage Xerx Lugner,\head into their first battle of the tournament.\Wh-What?! response:	For some reason, Xerx doesn't seem interested in fighting at all.
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The Royal Knights is an elite group of Magic Knights.\The selection exam to choose its members has finally begun.\Asta, along with Mimosa Vermillion and the mysterious mage Xerx Lugner,\head into their first battle of the tournament.\Wh-What?!\For some reason, Xerx doesn't seem interested in fighting at all. response:	Annoyed by this, Asta and Mimosa decide to attack the enemy camp on their own.
context: He was called the Wizard King, and he became a legend.\The Royal Knights is an elite group of Magic Knights.\The selection exam to choose its members has finally begun.\Asta, along with Mimosa Vermillion and the mysterious mage Xerx Lugner,\head into their first battle of the tournament.\Wh-What?!\For some reason, Xerx doesn't seem interested in fighting at all.\Annoyed by this, Asta and Mimosa decide to attack the enemy camp on their own. response:	Now!
context: The Royal Knights is an elite group of Magic Knights.\The selection exam to choose its members has finally begun.\Asta, along with Mimosa Vermillion and the mysterious mage Xerx Lugner,\head into their first battle of the tournament.\Wh-What?!\For some reason, Xerx doesn't seem interested in fighting at all.\Annoyed by this, Asta and Mimosa decide to attack the enemy camp on their own.\Now! response:	It looked as though Asta's team was going to lose, but then...
context: The selection exam to choose its members has finally begun.\Asta, along with Mimosa Vermillion and the mysterious mage Xerx Lugner,\head into their first battle of the tournament.\Wh-What?!\For some reason, Xerx doesn't seem interested in fighting at all.\Annoyed by this, Asta and Mimosa decide to attack the enemy camp on their own.\Now!\It looked as though Asta's team was going to lose, but then... response:	The trap spells that Xerx set activated,
context: Asta, along with Mimosa Vermillion and the mysterious mage Xerx Lugner,\head into their first battle of the tournament.\Wh-What?!\For some reason, Xerx doesn't seem interested in fighting at all.\Annoyed by this, Asta and Mimosa decide to attack the enemy camp on their own.\Now!\It looked as though Asta's team was going to lose, but then...\The trap spells that Xerx set activated, response:	and they managed to completely turn things around into a victory.
context: head into their first battle of the tournament.\Wh-What?!\For some reason, Xerx doesn't seem interested in fighting at all.\Annoyed by this, Asta and Mimosa decide to attack the enemy camp on their own.\Now!\It looked as though Asta's team was going to lose, but then...\The trap spells that Xerx set activated,\and they managed to completely turn things around into a victory. response:	And then, the one who appeared in the second match...
context: Wh-What?!\For some reason, Xerx doesn't seem interested in fighting at all.\Annoyed by this, Asta and Mimosa decide to attack the enemy camp on their own.\Now!\It looked as though Asta's team was going to lose, but then...\The trap spells that Xerx set activated,\and they managed to completely turn things around into a victory.\And then, the one who appeared in the second match... response:	You're not beautiful!
context: For some reason, Xerx doesn't seem interested in fighting at all.\Annoyed by this, Asta and Mimosa decide to attack the enemy camp on their own.\Now!\It looked as though Asta's team was going to lose, but then...\The trap spells that Xerx set activated,\and they managed to completely turn things around into a victory.\And then, the one who appeared in the second match...\You're not beautiful! response:	Do your best not to taint my beauty, for I am Kirsch Vermillion!
context: Annoyed by this, Asta and Mimosa decide to attack the enemy camp on their own.\Now!\It looked as though Asta's team was going to lose, but then...\The trap spells that Xerx set activated,\and they managed to completely turn things around into a victory.\And then, the one who appeared in the second match...\You're not beautiful!\Do your best not to taint my beauty, for I am Kirsch Vermillion! response:	Fierce Battle
context: Now!\It looked as though Asta's team was going to lose, but then...\The trap spells that Xerx set activated,\and they managed to completely turn things around into a victory.\And then, the one who appeared in the second match...\You're not beautiful!\Do your best not to taint my beauty, for I am Kirsch Vermillion!\Fierce Battle response:	Oh... life is so hard.
context: It looked as though Asta's team was going to lose, but then...\The trap spells that Xerx set activated,\and they managed to completely turn things around into a victory.\And then, the one who appeared in the second match...\You're not beautiful!\Do your best not to taint my beauty, for I am Kirsch Vermillion!\Fierce Battle\Oh... life is so hard. response:	C Team The Coral Peacocks 1st Class Senior Magic Knight Kirsch Vermillion
context: The trap spells that Xerx set activated,\and they managed to completely turn things around into a victory.\And then, the one who appeared in the second match...\You're not beautiful!\Do your best not to taint my beauty, for I am Kirsch Vermillion!\Fierce Battle\Oh... life is so hard.\C Team The Coral Peacocks 1st Class Senior Magic Knight Kirsch Vermillion response:	Why is this world filled with such unsightly things?
