context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	Ah! Mayama!
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Ah! Mayama! response:	I'm so sorry!
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Ah! Mayama!\I'm so sorry! response:	There was a misunderstanding with my dad.
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Ah! Mayama!\I'm so sorry!\There was a misunderstanding with my dad. response:	It's okay.
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Ah! Mayama!\I'm so sorry!\There was a misunderstanding with my dad.\It's okay. response:	Damn you, you little brat!
context: Now we must depart\mou ikanakucha\To our own separate ways\Ah! Mayama!\I'm so sorry!\There was a misunderstanding with my dad.\It's okay.\Damn you, you little brat! response:	Yamada Liquor Store
context: mou ikanakucha\To our own separate ways\Ah! Mayama!\I'm so sorry!\There was a misunderstanding with my dad.\It's okay.\Damn you, you little brat!\Yamada Liquor Store response:	How dare you make my precious daughter cry!
context: To our own separate ways\Ah! Mayama!\I'm so sorry!\There was a misunderstanding with my dad.\It's okay.\Damn you, you little brat!\Yamada Liquor Store\How dare you make my precious daughter cry! response:	What the hell did you do to my daughter?!
context: Ah! Mayama!\I'm so sorry!\There was a misunderstanding with my dad.\It's okay.\Damn you, you little brat!\Yamada Liquor Store\How dare you make my precious daughter cry!\What the hell did you do to my daughter?! response:	Actually, I'm gonna kill you!
context: I'm so sorry!\There was a misunderstanding with my dad.\It's okay.\Damn you, you little brat!\Yamada Liquor Store\How dare you make my precious daughter cry!\What the hell did you do to my daughter?!\Actually, I'm gonna kill you! response:	Dad, you idiot!
context: There was a misunderstanding with my dad.\It's okay.\Damn you, you little brat!\Yamada Liquor Store\How dare you make my precious daughter cry!\What the hell did you do to my daughter?!\Actually, I'm gonna kill you!\Dad, you idiot! response:	He just carried me home!
context: It's okay.\Damn you, you little brat!\Yamada Liquor Store\How dare you make my precious daughter cry!\What the hell did you do to my daughter?!\Actually, I'm gonna kill you!\Dad, you idiot!\He just carried me home! response:	Mayama!
context: Damn you, you little brat!\Yamada Liquor Store\How dare you make my precious daughter cry!\What the hell did you do to my daughter?!\Actually, I'm gonna kill you!\Dad, you idiot!\He just carried me home!\Mayama! response:	Why are you always jumping to conclusions?
context: Yamada Liquor Store\How dare you make my precious daughter cry!\What the hell did you do to my daughter?!\Actually, I'm gonna kill you!\Dad, you idiot!\He just carried me home!\Mayama!\Why are you always jumping to conclusions? response:	Don't die!
context: How dare you make my precious daughter cry!\What the hell did you do to my daughter?!\Actually, I'm gonna kill you!\Dad, you idiot!\He just carried me home!\Mayama!\Why are you always jumping to conclusions?\Don't die! response:	I-I mean...
context: What the hell did you do to my daughter?!\Actually, I'm gonna kill you!\Dad, you idiot!\He just carried me home!\Mayama!\Why are you always jumping to conclusions?\Don't die!\I-I mean... response:	Twenty-nine broken sake bottles...
context: Actually, I'm gonna kill you!\Dad, you idiot!\He just carried me home!\Mayama!\Why are you always jumping to conclusions?\Don't die!\I-I mean...\Twenty-nine broken sake bottles... response:	Worth 38,000 yen in all.
context: Dad, you idiot!\He just carried me home!\Mayama!\Why are you always jumping to conclusions?\Don't die!\I-I mean...\Twenty-nine broken sake bottles...\Worth 38,000 yen in all. response:	An angel!
context: He just carried me home!\Mayama!\Why are you always jumping to conclusions?\Don't die!\I-I mean...\Twenty-nine broken sake bottles...\Worth 38,000 yen in all.\An angel! response:	Does your body hurt?
context: Mayama!\Why are you always jumping to conclusions?\Don't die!\I-I mean...\Twenty-nine broken sake bottles...\Worth 38,000 yen in all.\An angel!\Does your body hurt? response:	Are you all right?
context: Why are you always jumping to conclusions?\Don't die!\I-I mean...\Twenty-nine broken sake bottles...\Worth 38,000 yen in all.\An angel!\Does your body hurt?\Are you all right? response:	Well...
context: Don't die!\I-I mean...\Twenty-nine broken sake bottles...\Worth 38,000 yen in all.\An angel!\Does your body hurt?\Are you all right?\Well... response:	The injuries from being thrown around by your dad aren't that bad.
context: I-I mean...\Twenty-nine broken sake bottles...\Worth 38,000 yen in all.\An angel!\Does your body hurt?\Are you all right?\Well...\The injuries from being thrown around by your dad aren't that bad. response:	What? Then did you hit yourself somewhere?
context: Twenty-nine broken sake bottles...\Worth 38,000 yen in all.\An angel!\Does your body hurt?\Are you all right?\Well...\The injuries from being thrown around by your dad aren't that bad.\What? Then did you hit yourself somewhere? response:	No, actually...
context: Worth 38,000 yen in all.\An angel!\Does your body hurt?\Are you all right?\Well...\The injuries from being thrown around by your dad aren't that bad.\What? Then did you hit yourself somewhere?\No, actually... response:	My back and muscle pain from carrying you home is far worse.
context: An angel!\Does your body hurt?\Are you all right?\Well...\The injuries from being thrown around by your dad aren't that bad.\What? Then did you hit yourself somewhere?\No, actually...\My back and muscle pain from carrying you home is far worse. response:	I mean, you're so heavy!
context: Does your body hurt?\Are you all right?\Well...\The injuries from being thrown around by your dad aren't that bad.\What? Then did you hit yourself somewhere?\No, actually...\My back and muscle pain from carrying you home is far worse.\I mean, you're so heavy! response:	W-What did you say, you idiot?
context: Are you all right?\Well...\The injuries from being thrown around by your dad aren't that bad.\What? Then did you hit yourself somewhere?\No, actually...\My back and muscle pain from carrying you home is far worse.\I mean, you're so heavy!\W-What did you say, you idiot? response:	How dare you say something like that to a lady!
context: Well...\The injuries from being thrown around by your dad aren't that bad.\What? Then did you hit yourself somewhere?\No, actually...\My back and muscle pain from carrying you home is far worse.\I mean, you're so heavy!\W-What did you say, you idiot?\How dare you say something like that to a lady! response:	That aside, Yamada...
context: The injuries from being thrown around by your dad aren't that bad.\What? Then did you hit yourself somewhere?\No, actually...\My back and muscle pain from carrying you home is far worse.\I mean, you're so heavy!\W-What did you say, you idiot?\How dare you say something like that to a lady!\That aside, Yamada... response:	Want to go to this?
context: What? Then did you hit yourself somewhere?\No, actually...\My back and muscle pain from carrying you home is far worse.\I mean, you're so heavy!\W-What did you say, you idiot?\How dare you say something like that to a lady!\That aside, Yamada...\Want to go to this? response:	A 100 yen beef bowl...
context: No, actually...\My back and muscle pain from carrying you home is far worse.\I mean, you're so heavy!\W-What did you say, you idiot?\How dare you say something like that to a lady!\That aside, Yamada...\Want to go to this?\A 100 yen beef bowl... response:	Matsunoya Inokashira Branch 100 Yen Beef Bowl (regular)
context: My back and muscle pain from carrying you home is far worse.\I mean, you're so heavy!\W-What did you say, you idiot?\How dare you say something like that to a lady!\That aside, Yamada...\Want to go to this?\A 100 yen beef bowl...\Matsunoya Inokashira Branch 100 Yen Beef Bowl (regular) response:	Matsunoya: a pun on Yoshinoya, a popular beef bowl chain.
context: I mean, you're so heavy!\W-What did you say, you idiot?\How dare you say something like that to a lady!\That aside, Yamada...\Want to go to this?\A 100 yen beef bowl...\Matsunoya Inokashira Branch 100 Yen Beef Bowl (regular)\Matsunoya: a pun on Yoshinoya, a popular beef bowl chain. response:	A-A beef bowl for breakfast?
context: W-What did you say, you idiot?\How dare you say something like that to a lady!\That aside, Yamada...\Want to go to this?\A 100 yen beef bowl...\Matsunoya Inokashira Branch 100 Yen Beef Bowl (regular)\Matsunoya: a pun on Yoshinoya, a popular beef bowl chain.\A-A beef bowl for breakfast? response:	I mean, you like them, don't you?
context: How dare you say something like that to a lady!\That aside, Yamada...\Want to go to this?\A 100 yen beef bowl...\Matsunoya Inokashira Branch 100 Yen Beef Bowl (regular)\Matsunoya: a pun on Yoshinoya, a popular beef bowl chain.\A-A beef bowl for breakfast?\I mean, you like them, don't you? response:	But you said that you'd be too embarrassed to go alone.
context: That aside, Yamada...\Want to go to this?\A 100 yen beef bowl...\Matsunoya Inokashira Branch 100 Yen Beef Bowl (regular)\Matsunoya: a pun on Yoshinoya, a popular beef bowl chain.\A-A beef bowl for breakfast?\I mean, you like them, don't you?\But you said that you'd be too embarrassed to go alone. response:	But...
context: Want to go to this?\A 100 yen beef bowl...\Matsunoya Inokashira Branch 100 Yen Beef Bowl (regular)\Matsunoya: a pun on Yoshinoya, a popular beef bowl chain.\A-A beef bowl for breakfast?\I mean, you like them, don't you?\But you said that you'd be too embarrassed to go alone.\But... response:	Never mind then. I'll go alone.
context: A 100 yen beef bowl...\Matsunoya Inokashira Branch 100 Yen Beef Bowl (regular)\Matsunoya: a pun on Yoshinoya, a popular beef bowl chain.\A-A beef bowl for breakfast?\I mean, you like them, don't you?\But you said that you'd be too embarrassed to go alone.\But...\Never mind then. I'll go alone. response:	Mayama doesn't talk to me with a sad face anymore.
context: Matsunoya Inokashira Branch 100 Yen Beef Bowl (regular)\Matsunoya: a pun on Yoshinoya, a popular beef bowl chain.\A-A beef bowl for breakfast?\I mean, you like them, don't you?\But you said that you'd be too embarrassed to go alone.\But...\Never mind then. I'll go alone.\Mayama doesn't talk to me with a sad face anymore. response:	Will you split your raw egg with me?
context: Matsunoya: a pun on Yoshinoya, a popular beef bowl chain.\A-A beef bowl for breakfast?\I mean, you like them, don't you?\But you said that you'd be too embarrassed to go alone.\But...\Never mind then. I'll go alone.\Mayama doesn't talk to me with a sad face anymore.\Will you split your raw egg with me? response:	I'm happy about that right now.
context: A-A beef bowl for breakfast?\I mean, you like them, don't you?\But you said that you'd be too embarrassed to go alone.\But...\Never mind then. I'll go alone.\Mayama doesn't talk to me with a sad face anymore.\Will you split your raw egg with me?\I'm happy about that right now. response:	Yeah, sure.
context: I mean, you like them, don't you?\But you said that you'd be too embarrassed to go alone.\But...\Never mind then. I'll go alone.\Mayama doesn't talk to me with a sad face anymore.\Will you split your raw egg with me?\I'm happy about that right now.\Yeah, sure. response:	But also a little sad.
context: But you said that you'd be too embarrassed to go alone.\But...\Never mind then. I'll go alone.\Mayama doesn't talk to me with a sad face anymore.\Will you split your raw egg with me?\I'm happy about that right now.\Yeah, sure.\But also a little sad. response:	I'll finish my assignment, spring break will come, and I'll already be a third year.
