context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	The strong will survive...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The strong will survive... response:	and the weak...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The strong will survive...\and the weak... response:	Mimosa!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The strong will survive...\and the weak...\Mimosa! response:	Your opponent...
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The strong will survive...\and the weak...\Mimosa!\Your opponent... response:	is me!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The strong will survive...\and the weak...\Mimosa!\Your opponent...\is me! response:	Disappear!
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\The strong will survive...\and the weak...\Mimosa!\Your opponent...\is me!\Disappear! response:	As long as he has that recovery magic,
context: He was called the Wizard King, and he became a legend.\The strong will survive...\and the weak...\Mimosa!\Your opponent...\is me!\Disappear!\As long as he has that recovery magic, response:	I won't be able to finish him off!
context: The strong will survive...\and the weak...\Mimosa!\Your opponent...\is me!\Disappear!\As long as he has that recovery magic,\I won't be able to finish him off! response:	What should I do?
context: and the weak...\Mimosa!\Your opponent...\is me!\Disappear!\As long as he has that recovery magic,\I won't be able to finish him off!\What should I do? response:	What are you doing, Stupidsta?
context: Mimosa!\Your opponent...\is me!\Disappear!\As long as he has that recovery magic,\I won't be able to finish him off!\What should I do?\What are you doing, Stupidsta? response:	You're the first peasant...
context: Your opponent...\is me!\Disappear!\As long as he has that recovery magic,\I won't be able to finish him off!\What should I do?\What are you doing, Stupidsta?\You're the first peasant... response:	that I, a royal, ever acknowledged.
context: is me!\Disappear!\As long as he has that recovery magic,\I won't be able to finish him off!\What should I do?\What are you doing, Stupidsta?\You're the first peasant...\that I, a royal, ever acknowledged. response:	Hurry up and
context: Disappear!\As long as he has that recovery magic,\I won't be able to finish him off!\What should I do?\What are you doing, Stupidsta?\You're the first peasant...\that I, a royal, ever acknowledged.\Hurry up and response:	defeat that guy, Asta!
context: As long as he has that recovery magic,\I won't be able to finish him off!\What should I do?\What are you doing, Stupidsta?\You're the first peasant...\that I, a royal, ever acknowledged.\Hurry up and\defeat that guy, Asta! response:	Yeah, leave it to me.
context: I won't be able to finish him off!\What should I do?\What are you doing, Stupidsta?\You're the first peasant...\that I, a royal, ever acknowledged.\Hurry up and\defeat that guy, Asta!\Yeah, leave it to me. response:	I'll throw enough at him from the both of us!
context: What should I do?\What are you doing, Stupidsta?\You're the first peasant...\that I, a royal, ever acknowledged.\Hurry up and\defeat that guy, Asta!\Yeah, leave it to me.\I'll throw enough at him from the both of us! response:	Like hell I'll let that happen!
context: What are you doing, Stupidsta?\You're the first peasant...\that I, a royal, ever acknowledged.\Hurry up and\defeat that guy, Asta!\Yeah, leave it to me.\I'll throw enough at him from the both of us!\Like hell I'll let that happen! response:	I don't have any magic,
context: You're the first peasant...\that I, a royal, ever acknowledged.\Hurry up and\defeat that guy, Asta!\Yeah, leave it to me.\I'll throw enough at him from the both of us!\Like hell I'll let that happen!\I don't have any magic, response:	but I've got...
context: that I, a royal, ever acknowledged.\Hurry up and\defeat that guy, Asta!\Yeah, leave it to me.\I'll throw enough at him from the both of us!\Like hell I'll let that happen!\I don't have any magic,\but I've got... response:	my friends!
context: Hurry up and\defeat that guy, Asta!\Yeah, leave it to me.\I'll throw enough at him from the both of us!\Like hell I'll let that happen!\I don't have any magic,\but I've got...\my friends! response:	I don't really get it, but I did it!
context: defeat that guy, Asta!\Yeah, leave it to me.\I'll throw enough at him from the both of us!\Like hell I'll let that happen!\I don't have any magic,\but I've got...\my friends!\I don't really get it, but I did it! response:	I would always close my eyes
context: Yeah, leave it to me.\I'll throw enough at him from the both of us!\Like hell I'll let that happen!\I don't have any magic,\but I've got...\my friends!\I don't really get it, but I did it!\I would always close my eyes response:	And cower at reality
context: I'll throw enough at him from the both of us!\Like hell I'll let that happen!\I don't have any magic,\but I've got...\my friends!\I don't really get it, but I did it!\I would always close my eyes\And cower at reality response:	I can't stand the idea
context: Like hell I'll let that happen!\I don't have any magic,\but I've got...\my friends!\I don't really get it, but I did it!\I would always close my eyes\And cower at reality\I can't stand the idea response:	Of just making excuses to give up
context: I don't have any magic,\but I've got...\my friends!\I don't really get it, but I did it!\I would always close my eyes\And cower at reality\I can't stand the idea\Of just making excuses to give up response:	Stand right there
context: but I've got...\my friends!\I don't really get it, but I did it!\I would always close my eyes\And cower at reality\I can't stand the idea\Of just making excuses to give up\Stand right there response:	I don't want to be near you
context: my friends!\I don't really get it, but I did it!\I would always close my eyes\And cower at reality\I can't stand the idea\Of just making excuses to give up\Stand right there\I don't want to be near you response:	Any minute now
context: I don't really get it, but I did it!\I would always close my eyes\And cower at reality\I can't stand the idea\Of just making excuses to give up\Stand right there\I don't want to be near you\Any minute now response:	Just wait right there
context: I would always close my eyes\And cower at reality\I can't stand the idea\Of just making excuses to give up\Stand right there\I don't want to be near you\Any minute now\Just wait right there response:	(The decisive battle is still a long way off)
context: And cower at reality\I can't stand the idea\Of just making excuses to give up\Stand right there\I don't want to be near you\Any minute now\Just wait right there\(The decisive battle is still a long way off) response:	Black and blue
context: I can't stand the idea\Of just making excuses to give up\Stand right there\I don't want to be near you\Any minute now\Just wait right there\(The decisive battle is still a long way off)\Black and blue response:	I'll give up on giving up
context: Of just making excuses to give up\Stand right there\I don't want to be near you\Any minute now\Just wait right there\(The decisive battle is still a long way off)\Black and blue\I'll give up on giving up response:	And get the world on my side
context: Stand right there\I don't want to be near you\Any minute now\Just wait right there\(The decisive battle is still a long way off)\Black and blue\I'll give up on giving up\And get the world on my side response:	I'm looking for the reason I'm alive
context: I don't want to be near you\Any minute now\Just wait right there\(The decisive battle is still a long way off)\Black and blue\I'll give up on giving up\And get the world on my side\I'm looking for the reason I'm alive response:	Every time somewhere under this sky
context: Any minute now\Just wait right there\(The decisive battle is still a long way off)\Black and blue\I'll give up on giving up\And get the world on my side\I'm looking for the reason I'm alive\Every time somewhere under this sky response:	Break through the tearful nights
context: Just wait right there\(The decisive battle is still a long way off)\Black and blue\I'll give up on giving up\And get the world on my side\I'm looking for the reason I'm alive\Every time somewhere under this sky\Break through the tearful nights response:	And head where the light shines
context: (The decisive battle is still a long way off)\Black and blue\I'll give up on giving up\And get the world on my side\I'm looking for the reason I'm alive\Every time somewhere under this sky\Break through the tearful nights\And head where the light shines response:	I want to keep my promise
context: Black and blue\I'll give up on giving up\And get the world on my side\I'm looking for the reason I'm alive\Every time somewhere under this sky\Break through the tearful nights\And head where the light shines\I want to keep my promise response:	I'll deliver it to you
context: I'll give up on giving up\And get the world on my side\I'm looking for the reason I'm alive\Every time somewhere under this sky\Break through the tearful nights\And head where the light shines\I want to keep my promise\I'll deliver it to you response:	shape of love
context: And get the world on my side\I'm looking for the reason I'm alive\Every time somewhere under this sky\Break through the tearful nights\And head where the light shines\I want to keep my promise\I'll deliver it to you\shape of love response:	Destruction and Salvation
context: I'm looking for the reason I'm alive\Every time somewhere under this sky\Break through the tearful nights\And head where the light shines\I want to keep my promise\I'll deliver it to you\shape of love\Destruction and Salvation response:	I messed up...
context: Every time somewhere under this sky\Break through the tearful nights\And head where the light shines\I want to keep my promise\I'll deliver it to you\shape of love\Destruction and Salvation\I messed up... response:	Asta...
context: Break through the tearful nights\And head where the light shines\I want to keep my promise\I'll deliver it to you\shape of love\Destruction and Salvation\I messed up...\Asta... response:	Asta!
context: And head where the light shines\I want to keep my promise\I'll deliver it to you\shape of love\Destruction and Salvation\I messed up...\Asta...\Asta! response:	Mimosa, I'm fine now, so please just take care of Asta!
context: I want to keep my promise\I'll deliver it to you\shape of love\Destruction and Salvation\I messed up...\Asta...\Asta!\Mimosa, I'm fine now, so please just take care of Asta! response:	R-Right!
