context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	Asta and Yami face off with the leader of the Eye of the Midnight Sun, Licht,
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta and Yami face off with the leader of the Eye of the Midnight Sun, Licht, response:	and end up in a life or death situation.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta and Yami face off with the leader of the Eye of the Midnight Sun, Licht,\and end up in a life or death situation. response:	Farewell, Yami Sukehiro.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta and Yami face off with the leader of the Eye of the Midnight Sun, Licht,\and end up in a life or death situation.\Farewell, Yami Sukehiro. response:	Light Magic: Ray of Divine Punishment.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta and Yami face off with the leader of the Eye of the Midnight Sun, Licht,\and end up in a life or death situation.\Farewell, Yami Sukehiro.\Light Magic: Ray of Divine Punishment. response:	He came.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta and Yami face off with the leader of the Eye of the Midnight Sun, Licht,\and end up in a life or death situation.\Farewell, Yami Sukehiro.\Light Magic: Ray of Divine Punishment.\He came. response:	But at that moment, Finral and Gauche arrived!
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Asta and Yami face off with the leader of the Eye of the Midnight Sun, Licht,\and end up in a life or death situation.\Farewell, Yami Sukehiro.\Light Magic: Ray of Divine Punishment.\He came.\But at that moment, Finral and Gauche arrived! response:	He's...
context: He was called the Wizard King, and he became a legend.\Asta and Yami face off with the leader of the Eye of the Midnight Sun, Licht,\and end up in a life or death situation.\Farewell, Yami Sukehiro.\Light Magic: Ray of Divine Punishment.\He came.\But at that moment, Finral and Gauche arrived!\He's... response:	Mirror Magic: Full Reflection!
context: Asta and Yami face off with the leader of the Eye of the Midnight Sun, Licht,\and end up in a life or death situation.\Farewell, Yami Sukehiro.\Light Magic: Ray of Divine Punishment.\He came.\But at that moment, Finral and Gauche arrived!\He's...\Mirror Magic: Full Reflection! response:	Gauche used a miraculous spell, and Licht's own spell was reflected right back at him.
context: and end up in a life or death situation.\Farewell, Yami Sukehiro.\Light Magic: Ray of Divine Punishment.\He came.\But at that moment, Finral and Gauche arrived!\He's...\Mirror Magic: Full Reflection!\Gauche used a miraculous spell, and Licht's own spell was reflected right back at him. response:	No matter how big it is...
context: Farewell, Yami Sukehiro.\Light Magic: Ray of Divine Punishment.\He came.\But at that moment, Finral and Gauche arrived!\He's...\Mirror Magic: Full Reflection!\Gauche used a miraculous spell, and Licht's own spell was reflected right back at him.\No matter how big it is... response:	Mirrors reflect light!
