context: OP response:	ED
context: OP\ED response:	Log on to www.ruri-subs.com or visit us at
context: OP\ED\Log on to www.ruri-subs.com or visit us at response:	Fansubbed by Ruri Subs
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs response:	During the war to protect Frianno Castle,
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\During the war to protect Frianno Castle, response:	the young hero summoned by the princess brought victory to her country.
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\During the war to protect Frianno Castle,\the young hero summoned by the princess brought victory to her country. response:	The problem is that the hero found out that he couldn't return to his homeworld...
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\During the war to protect Frianno Castle,\the young hero summoned by the princess brought victory to her country.\The problem is that the hero found out that he couldn't return to his homeworld... response:	He must be really troubled now.
context: OP\ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\During the war to protect Frianno Castle,\the young hero summoned by the princess brought victory to her country.\The problem is that the hero found out that he couldn't return to his homeworld...\He must be really troubled now. response:	Then again, at a time like this...
context: ED\Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\During the war to protect Frianno Castle,\the young hero summoned by the princess brought victory to her country.\The problem is that the hero found out that he couldn't return to his homeworld...\He must be really troubled now.\Then again, at a time like this... response:	The war has ended!
context: Log on to www.ruri-subs.com or visit us at\Fansubbed by Ruri Subs\During the war to protect Frianno Castle,\the young hero summoned by the princess brought victory to her country.\The problem is that the hero found out that he couldn't return to his homeworld...\He must be really troubled now.\Then again, at a time like this...\The war has ended! response:	I want to go home! But I can't?
context: Fansubbed by Ruri Subs\During the war to protect Frianno Castle,\the young hero summoned by the princess brought victory to her country.\The problem is that the hero found out that he couldn't return to his homeworld...\He must be really troubled now.\Then again, at a time like this...\The war has ended!\I want to go home! But I can't? response:	Sir Hero in Flonyard!
context: During the war to protect Frianno Castle,\the young hero summoned by the princess brought victory to her country.\The problem is that the hero found out that he couldn't return to his homeworld...\He must be really troubled now.\Then again, at a time like this...\The war has ended!\I want to go home! But I can't?\Sir Hero in Flonyard! response:	Since neither side was able to defeat the other, we've decided the outcome using points,
context: the young hero summoned by the princess brought victory to her country.\The problem is that the hero found out that he couldn't return to his homeworld...\He must be really troubled now.\Then again, at a time like this...\The war has ended!\I want to go home! But I can't?\Sir Hero in Flonyard!\Since neither side was able to defeat the other, we've decided the outcome using points, response:	and Biscotti was able to win by defense.
context: The problem is that the hero found out that he couldn't return to his homeworld...\He must be really troubled now.\Then again, at a time like this...\The war has ended!\I want to go home! But I can't?\Sir Hero in Flonyard!\Since neither side was able to defeat the other, we've decided the outcome using points,\and Biscotti was able to win by defense. response:	Well then, after this, we'll invite Biscotti's Leader of Knights, Laurent, to talk about this round's battle.
context: He must be really troubled now.\Then again, at a time like this...\The war has ended!\I want to go home! But I can't?\Sir Hero in Flonyard!\Since neither side was able to defeat the other, we've decided the outcome using points,\and Biscotti was able to win by defense.\Well then, after this, we'll invite Biscotti's Leader of Knights, Laurent, to talk about this round's battle. response:	Sir Laurent, what do you think?
context: Then again, at a time like this...\The war has ended!\I want to go home! But I can't?\Sir Hero in Flonyard!\Since neither side was able to defeat the other, we've decided the outcome using points,\and Biscotti was able to win by defense.\Well then, after this, we'll invite Biscotti's Leader of Knights, Laurent, to talk about this round's battle.\Sir Laurent, what do you think? response:	Right.
context: The war has ended!\I want to go home! But I can't?\Sir Hero in Flonyard!\Since neither side was able to defeat the other, we've decided the outcome using points,\and Biscotti was able to win by defense.\Well then, after this, we'll invite Biscotti's Leader of Knights, Laurent, to talk about this round's battle.\Sir Laurent, what do you think?\Right. response:	And, Captain,
context: I want to go home! But I can't?\Sir Hero in Flonyard!\Since neither side was able to defeat the other, we've decided the outcome using points,\and Biscotti was able to win by defense.\Well then, after this, we'll invite Biscotti's Leader of Knights, Laurent, to talk about this round's battle.\Sir Laurent, what do you think?\Right.\And, Captain, response:	if possible, we would also like to interview the hero about his gorgeous debut!
context: Sir Hero in Flonyard!\Since neither side was able to defeat the other, we've decided the outcome using points,\and Biscotti was able to win by defense.\Well then, after this, we'll invite Biscotti's Leader of Knights, Laurent, to talk about this round's battle.\Sir Laurent, what do you think?\Right.\And, Captain,\if possible, we would also like to interview the hero about his gorgeous debut! response:	A-About the hero,
context: Since neither side was able to defeat the other, we've decided the outcome using points,\and Biscotti was able to win by defense.\Well then, after this, we'll invite Biscotti's Leader of Knights, Laurent, to talk about this round's battle.\Sir Laurent, what do you think?\Right.\And, Captain,\if possible, we would also like to interview the hero about his gorgeous debut!\A-About the hero, response:	we had planned for him to take a break,
context: and Biscotti was able to win by defense.\Well then, after this, we'll invite Biscotti's Leader of Knights, Laurent, to talk about this round's battle.\Sir Laurent, what do you think?\Right.\And, Captain,\if possible, we would also like to interview the hero about his gorgeous debut!\A-About the hero,\we had planned for him to take a break, response:	so, at the moment, well...
context: Well then, after this, we'll invite Biscotti's Leader of Knights, Laurent, to talk about this round's battle.\Sir Laurent, what do you think?\Right.\And, Captain,\if possible, we would also like to interview the hero about his gorgeous debut!\A-About the hero,\we had planned for him to take a break,\so, at the moment, well... response:	That information is classified?
context: Sir Laurent, what do you think?\Right.\And, Captain,\if possible, we would also like to interview the hero about his gorgeous debut!\A-About the hero,\we had planned for him to take a break,\so, at the moment, well...\That information is classified? response:	Ah, all right!
context: Right.\And, Captain,\if possible, we would also like to interview the hero about his gorgeous debut!\A-About the hero,\we had planned for him to take a break,\so, at the moment, well...\That information is classified?\Ah, all right! response:	In that case, we'll ask you all our questions later!
context: And, Captain,\if possible, we would also like to interview the hero about his gorgeous debut!\A-About the hero,\we had planned for him to take a break,\so, at the moment, well...\That information is classified?\Ah, all right!\In that case, we'll ask you all our questions later! response:	Wise move, Brother!
context: if possible, we would also like to interview the hero about his gorgeous debut!\A-About the hero,\we had planned for him to take a break,\so, at the moment, well...\That information is classified?\Ah, all right!\In that case, we'll ask you all our questions later!\Wise move, Brother! response:	Thank you.
context: A-About the hero,\we had planned for him to take a break,\so, at the moment, well...\That information is classified?\Ah, all right!\In that case, we'll ask you all our questions later!\Wise move, Brother!\Thank you. response:	I can't go back.
context: we had planned for him to take a break,\so, at the moment, well...\That information is classified?\Ah, all right!\In that case, we'll ask you all our questions later!\Wise move, Brother!\Thank you.\I can't go back. response:	I can't leave this place.
context: so, at the moment, well...\That information is classified?\Ah, all right!\In that case, we'll ask you all our questions later!\Wise move, Brother!\Thank you.\I can't go back.\I can't leave this place. response:	There's no way we can present a hero like this.
context: That information is classified?\Ah, all right!\In that case, we'll ask you all our questions later!\Wise move, Brother!\Thank you.\I can't go back.\I can't leave this place.\There's no way we can present a hero like this. response:	What am I going to do?
context: Ah, all right!\In that case, we'll ask you all our questions later!\Wise move, Brother!\Thank you.\I can't go back.\I can't leave this place.\There's no way we can present a hero like this.\What am I going to do? response:	Sir Hero won't be able to go back to his homeworld!
context: In that case, we'll ask you all our questions later!\Wise move, Brother!\Thank you.\I can't go back.\I can't leave this place.\There's no way we can present a hero like this.\What am I going to do?\Sir Hero won't be able to go back to his homeworld! response:	It looks like he is really depressed about this.
context: Wise move, Brother!\Thank you.\I can't go back.\I can't leave this place.\There's no way we can present a hero like this.\What am I going to do?\Sir Hero won't be able to go back to his homeworld!\It looks like he is really depressed about this. response:	What should I do?
context: Thank you.\I can't go back.\I can't leave this place.\There's no way we can present a hero like this.\What am I going to do?\Sir Hero won't be able to go back to his homeworld!\It looks like he is really depressed about this.\What should I do? response:	That being said, Princess, you also have responsibilities.
context: I can't go back.\I can't leave this place.\There's no way we can present a hero like this.\What am I going to do?\Sir Hero won't be able to go back to his homeworld!\It looks like he is really depressed about this.\What should I do?\That being said, Princess, you also have responsibilities. response:	But, Amelita...
context: I can't leave this place.\There's no way we can present a hero like this.\What am I going to do?\Sir Hero won't be able to go back to his homeworld!\It looks like he is really depressed about this.\What should I do?\That being said, Princess, you also have responsibilities.\But, Amelita... response:	First off, you need to give a speech addressing the soldiers of both countries.
context: There's no way we can present a hero like this.\What am I going to do?\Sir Hero won't be able to go back to his homeworld!\It looks like he is really depressed about this.\What should I do?\That being said, Princess, you also have responsibilities.\But, Amelita...\First off, you need to give a speech addressing the soldiers of both countries. response:	Next, there is the cease-fire with her Highness, Leo,
context: What am I going to do?\Sir Hero won't be able to go back to his homeworld!\It looks like he is really depressed about this.\What should I do?\That being said, Princess, you also have responsibilities.\But, Amelita...\First off, you need to give a speech addressing the soldiers of both countries.\Next, there is the cease-fire with her Highness, Leo, response:	the interview for our victory,
context: Sir Hero won't be able to go back to his homeworld!\It looks like he is really depressed about this.\What should I do?\That being said, Princess, you also have responsibilities.\But, Amelita...\First off, you need to give a speech addressing the soldiers of both countries.\Next, there is the cease-fire with her Highness, Leo,\the interview for our victory, response:	and thanking the organizations for their sponsorship.
context: It looks like he is really depressed about this.\What should I do?\That being said, Princess, you also have responsibilities.\But, Amelita...\First off, you need to give a speech addressing the soldiers of both countries.\Next, there is the cease-fire with her Highness, Leo,\the interview for our victory,\and thanking the organizations for their sponsorship. response:	After all of that, you need to practice for your musical performance.
context: What should I do?\That being said, Princess, you also have responsibilities.\But, Amelita...\First off, you need to give a speech addressing the soldiers of both countries.\Next, there is the cease-fire with her Highness, Leo,\the interview for our victory,\and thanking the organizations for their sponsorship.\After all of that, you need to practice for your musical performance. response:	So, at least for today, we'll need to leave the issue of Sir Hero to the research team.
context: That being said, Princess, you also have responsibilities.\But, Amelita...\First off, you need to give a speech addressing the soldiers of both countries.\Next, there is the cease-fire with her Highness, Leo,\the interview for our victory,\and thanking the organizations for their sponsorship.\After all of that, you need to practice for your musical performance.\So, at least for today, we'll need to leave the issue of Sir Hero to the research team. response:	All right.
context: But, Amelita...\First off, you need to give a speech addressing the soldiers of both countries.\Next, there is the cease-fire with her Highness, Leo,\the interview for our victory,\and thanking the organizations for their sponsorship.\After all of that, you need to practice for your musical performance.\So, at least for today, we'll need to leave the issue of Sir Hero to the research team.\All right. response:	Furthermore, this sort of matter is the specialty of
context: First off, you need to give a speech addressing the soldiers of both countries.\Next, there is the cease-fire with her Highness, Leo,\the interview for our victory,\and thanking the organizations for their sponsorship.\After all of that, you need to practice for your musical performance.\So, at least for today, we'll need to leave the issue of Sir Hero to the research team.\All right.\Furthermore, this sort of matter is the specialty of response:	Chief Researcher Elmar, right?
context: Next, there is the cease-fire with her Highness, Leo,\the interview for our victory,\and thanking the organizations for their sponsorship.\After all of that, you need to practice for your musical performance.\So, at least for today, we'll need to leave the issue of Sir Hero to the research team.\All right.\Furthermore, this sort of matter is the specialty of\Chief Researcher Elmar, right? response:	I need to find a way to help the summoned Hero return to his homeworld.
context: the interview for our victory,\and thanking the organizations for their sponsorship.\After all of that, you need to practice for your musical performance.\So, at least for today, we'll need to leave the issue of Sir Hero to the research team.\All right.\Furthermore, this sort of matter is the specialty of\Chief Researcher Elmar, right?\I need to find a way to help the summoned Hero return to his homeworld. response:	Since I didn't stop the Princess from summoning him,
context: and thanking the organizations for their sponsorship.\After all of that, you need to practice for your musical performance.\So, at least for today, we'll need to leave the issue of Sir Hero to the research team.\All right.\Furthermore, this sort of matter is the specialty of\Chief Researcher Elmar, right?\I need to find a way to help the summoned Hero return to his homeworld.\Since I didn't stop the Princess from summoning him, response:	and I didn't really confirm things first,
context: After all of that, you need to practice for your musical performance.\So, at least for today, we'll need to leave the issue of Sir Hero to the research team.\All right.\Furthermore, this sort of matter is the specialty of\Chief Researcher Elmar, right?\I need to find a way to help the summoned Hero return to his homeworld.\Since I didn't stop the Princess from summoning him,\and I didn't really confirm things first, response:	this is my responsibility.
context: So, at least for today, we'll need to leave the issue of Sir Hero to the research team.\All right.\Furthermore, this sort of matter is the specialty of\Chief Researcher Elmar, right?\I need to find a way to help the summoned Hero return to his homeworld.\Since I didn't stop the Princess from summoning him,\and I didn't really confirm things first,\this is my responsibility. response:	I don't want to see the Princess looking sad!
context: All right.\Furthermore, this sort of matter is the specialty of\Chief Researcher Elmar, right?\I need to find a way to help the summoned Hero return to his homeworld.\Since I didn't stop the Princess from summoning him,\and I didn't really confirm things first,\this is my responsibility.\I don't want to see the Princess looking sad! response:	Of course...
context: Furthermore, this sort of matter is the specialty of\Chief Researcher Elmar, right?\I need to find a way to help the summoned Hero return to his homeworld.\Since I didn't stop the Princess from summoning him,\and I didn't really confirm things first,\this is my responsibility.\I don't want to see the Princess looking sad!\Of course... response:	this is a different world.
context: Chief Researcher Elmar, right?\I need to find a way to help the summoned Hero return to his homeworld.\Since I didn't stop the Princess from summoning him,\and I didn't really confirm things first,\this is my responsibility.\I don't want to see the Princess looking sad!\Of course...\this is a different world. response:	Sheesh. It's your fault for not preparing yourself when you answered the summoning.
context: I need to find a way to help the summoned Hero return to his homeworld.\Since I didn't stop the Princess from summoning him,\and I didn't really confirm things first,\this is my responsibility.\I don't want to see the Princess looking sad!\Of course...\this is a different world.\Sheesh. It's your fault for not preparing yourself when you answered the summoning. response:	Preparing myself?!
context: Since I didn't stop the Princess from summoning him,\and I didn't really confirm things first,\this is my responsibility.\I don't want to see the Princess looking sad!\Of course...\this is a different world.\Sheesh. It's your fault for not preparing yourself when you answered the summoning.\Preparing myself?! response:	What preparation?! It's all because of this dog!
context: and I didn't really confirm things first,\this is my responsibility.\I don't want to see the Princess looking sad!\Of course...\this is a different world.\Sheesh. It's your fault for not preparing yourself when you answered the summoning.\Preparing myself?!\What preparation?! It's all because of this dog! response:	I was just jumping down to the ground,
context: this is my responsibility.\I don't want to see the Princess looking sad!\Of course...\this is a different world.\Sheesh. It's your fault for not preparing yourself when you answered the summoning.\Preparing myself?!\What preparation?! It's all because of this dog!\I was just jumping down to the ground, response:	when a hole in the ground suddenly opened!
context: I don't want to see the Princess looking sad!\Of course...\this is a different world.\Sheesh. It's your fault for not preparing yourself when you answered the summoning.\Preparing myself?!\What preparation?! It's all because of this dog!\I was just jumping down to the ground,\when a hole in the ground suddenly opened! response:	Tatsumaki opened a hole in the ground?
context: Of course...\this is a different world.\Sheesh. It's your fault for not preparing yourself when you answered the summoning.\Preparing myself?!\What preparation?! It's all because of this dog!\I was just jumping down to the ground,\when a hole in the ground suddenly opened!\Tatsumaki opened a hole in the ground? response:	What's this?
context: this is a different world.\Sheesh. It's your fault for not preparing yourself when you answered the summoning.\Preparing myself?!\What preparation?! It's all because of this dog!\I was just jumping down to the ground,\when a hole in the ground suddenly opened!\Tatsumaki opened a hole in the ground?\What's this? response:	Please come to Biscotti.
context: Sheesh. It's your fault for not preparing yourself when you answered the summoning.\Preparing myself?!\What preparation?! It's all because of this dog!\I was just jumping down to the ground,\when a hole in the ground suddenly opened!\Tatsumaki opened a hole in the ground?\What's this?\Please come to Biscotti. response:	Attention: This is a summon for a hero.
context: Preparing myself?!\What preparation?! It's all because of this dog!\I was just jumping down to the ground,\when a hole in the ground suddenly opened!\Tatsumaki opened a hole in the ground?\What's this?\Please come to Biscotti.\Attention: This is a summon for a hero. response:	Once you are summoned, there is no turning back.
context: What preparation?! It's all because of this dog!\I was just jumping down to the ground,\when a hole in the ground suddenly opened!\Tatsumaki opened a hole in the ground?\What's this?\Please come to Biscotti.\Attention: This is a summon for a hero.\Once you are summoned, there is no turning back. response:	If you wish to refuse, do not touch this crest.
context: I was just jumping down to the ground,\when a hole in the ground suddenly opened!\Tatsumaki opened a hole in the ground?\What's this?\Please come to Biscotti.\Attention: This is a summon for a hero.\Once you are summoned, there is no turning back.\If you wish to refuse, do not touch this crest. response:	Like hell I'd understand that!
