context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all. response:	He was called the Wizard King, and he became a legend.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend. response:	Vetto realized his true powers, and they were unbelievably immense.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto realized his true powers, and they were unbelievably immense. response:	Asta used the last of his strength and faced him.
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto realized his true powers, and they were unbelievably immense.\Asta used the last of his strength and faced him. response:	Not giving up is my only weapon!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto realized his true powers, and they were unbelievably immense.\Asta used the last of his strength and faced him.\Not giving up is my only weapon! response:	And I'm never going to give up until I fulfill my wish!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto realized his true powers, and they were unbelievably immense.\Asta used the last of his strength and faced him.\Not giving up is my only weapon!\And I'm never going to give up until I fulfill my wish! response:	No matter what!
context: It appeared as though humanity would be destroyed by the demons.\But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto realized his true powers, and they were unbelievably immense.\Asta used the last of his strength and faced him.\Not giving up is my only weapon!\And I'm never going to give up until I fulfill my wish!\No matter what! response:	His teammates were moved by his words and actions!
context: But a single mage saved them all.\He was called the Wizard King, and he became a legend.\Vetto realized his true powers, and they were unbelievably immense.\Asta used the last of his strength and faced him.\Not giving up is my only weapon!\And I'm never going to give up until I fulfill my wish!\No matter what!\His teammates were moved by his words and actions! response:	You didn't give up, and that's why I'm here.
context: He was called the Wizard King, and he became a legend.\Vetto realized his true powers, and they were unbelievably immense.\Asta used the last of his strength and faced him.\Not giving up is my only weapon!\And I'm never going to give up until I fulfill my wish!\No matter what!\His teammates were moved by his words and actions!\You didn't give up, and that's why I'm here. response:	My juniors are working hard.
context: Vetto realized his true powers, and they were unbelievably immense.\Asta used the last of his strength and faced him.\Not giving up is my only weapon!\And I'm never going to give up until I fulfill my wish!\No matter what!\His teammates were moved by his words and actions!\You didn't give up, and that's why I'm here.\My juniors are working hard. response:	That means I have to act like a proper senior.
context: Asta used the last of his strength and faced him.\Not giving up is my only weapon!\And I'm never going to give up until I fulfill my wish!\No matter what!\His teammates were moved by his words and actions!\You didn't give up, and that's why I'm here.\My juniors are working hard.\That means I have to act like a proper senior. response:	I swear that we won't let you die!
context: Not giving up is my only weapon!\And I'm never going to give up until I fulfill my wish!\No matter what!\His teammates were moved by his words and actions!\You didn't give up, and that's why I'm here.\My juniors are working hard.\That means I have to act like a proper senior.\I swear that we won't let you die! response:	Let's go!
