context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth response:	To awaken us, the young mankind,
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind, response:	the Light struck
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck response:	Macross! Macross!
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross! response:	The brave youths who arise
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise response:	and fight to protect their loved ones
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones response:	Will set out on their journey as the war rages on.
context: Piercing through the Macro sky,\a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on. response:	Will you love me tomorrow?
context: a thunderbolt strikes the Earth\To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow? response:	Slicing through the darkness they fly toward
context: To awaken us, the young mankind,\the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward response:	That blue planet that shines in the distance
context: the Light struck\Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance response:	Macross! Macross!
context: Macross! Macross!\The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross! response:	Macross!
context: The brave youths who arise\and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross! response:	Captain Global ordered the Macross to fly low as an intimidation tactic
context: and fight to protect their loved ones\Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Captain Global ordered the Macross to fly low as an intimidation tactic response:	to drop off the 56,000 civilians currently on board.
context: Will set out on their journey as the war rages on.\Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Captain Global ordered the Macross to fly low as an intimidation tactic\to drop off the 56,000 civilians currently on board. response:	However, a Zentradi attack caused the Macross's barrier to explode,
context: Will you love me tomorrow?\Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Captain Global ordered the Macross to fly low as an intimidation tactic\to drop off the 56,000 civilians currently on board.\However, a Zentradi attack caused the Macross's barrier to explode, response:	destroying not only the enemy fleet but a city on the Earth's surface.
context: Slicing through the darkness they fly toward\That blue planet that shines in the distance\Macross! Macross!\Macross!\Captain Global ordered the Macross to fly low as an intimidation tactic\to drop off the 56,000 civilians currently on board.\However, a Zentradi attack caused the Macross's barrier to explode,\destroying not only the enemy fleet but a city on the Earth's surface. response:	The Macross is now in a more painful position than ever.
context: That blue planet that shines in the distance\Macross! Macross!\Macross!\Captain Global ordered the Macross to fly low as an intimidation tactic\to drop off the 56,000 civilians currently on board.\However, a Zentradi attack caused the Macross's barrier to explode,\destroying not only the enemy fleet but a city on the Earth's surface.\The Macross is now in a more painful position than ever. response:	PARADISE LOST
context: Macross! Macross!\Macross!\Captain Global ordered the Macross to fly low as an intimidation tactic\to drop off the 56,000 civilians currently on board.\However, a Zentradi attack caused the Macross's barrier to explode,\destroying not only the enemy fleet but a city on the Earth's surface.\The Macross is now in a more painful position than ever.\PARADISE LOST response:	Meanwhile, in the Zentradi main fleet, new developments are in motion.
context: Macross!\Captain Global ordered the Macross to fly low as an intimidation tactic\to drop off the 56,000 civilians currently on board.\However, a Zentradi attack caused the Macross's barrier to explode,\destroying not only the enemy fleet but a city on the Earth's surface.\The Macross is now in a more painful position than ever.\PARADISE LOST\Meanwhile, in the Zentradi main fleet, new developments are in motion. response:	I can't believe it.
context: Captain Global ordered the Macross to fly low as an intimidation tactic\to drop off the 56,000 civilians currently on board.\However, a Zentradi attack caused the Macross's barrier to explode,\destroying not only the enemy fleet but a city on the Earth's surface.\The Macross is now in a more painful position than ever.\PARADISE LOST\Meanwhile, in the Zentradi main fleet, new developments are in motion.\I can't believe it. response:	Show me those visuals again.
context: to drop off the 56,000 civilians currently on board.\However, a Zentradi attack caused the Macross's barrier to explode,\destroying not only the enemy fleet but a city on the Earth's surface.\The Macross is now in a more painful position than ever.\PARADISE LOST\Meanwhile, in the Zentradi main fleet, new developments are in motion.\I can't believe it.\Show me those visuals again. response:	According to our reports, there is disorder among those dispatched to Earth.
context: However, a Zentradi attack caused the Macross's barrier to explode,\destroying not only the enemy fleet but a city on the Earth's surface.\The Macross is now in a more painful position than ever.\PARADISE LOST\Meanwhile, in the Zentradi main fleet, new developments are in motion.\I can't believe it.\Show me those visuals again.\According to our reports, there is disorder among those dispatched to Earth. response:	And the miclones seem to have developed yet another new weapon.
context: destroying not only the enemy fleet but a city on the Earth's surface.\The Macross is now in a more painful position than ever.\PARADISE LOST\Meanwhile, in the Zentradi main fleet, new developments are in motion.\I can't believe it.\Show me those visuals again.\According to our reports, there is disorder among those dispatched to Earth.\And the miclones seem to have developed yet another new weapon. response:	Facing them would prove rather difficult.
context: The Macross is now in a more painful position than ever.\PARADISE LOST\Meanwhile, in the Zentradi main fleet, new developments are in motion.\I can't believe it.\Show me those visuals again.\According to our reports, there is disorder among those dispatched to Earth.\And the miclones seem to have developed yet another new weapon.\Facing them would prove rather difficult. response:	In any case, you said I had new orders?
context: PARADISE LOST\Meanwhile, in the Zentradi main fleet, new developments are in motion.\I can't believe it.\Show me those visuals again.\According to our reports, there is disorder among those dispatched to Earth.\And the miclones seem to have developed yet another new weapon.\Facing them would prove rather difficult.\In any case, you said I had new orders? response:	Return to the Earth. This will require someone with experience.
context: Meanwhile, in the Zentradi main fleet, new developments are in motion.\I can't believe it.\Show me those visuals again.\According to our reports, there is disorder among those dispatched to Earth.\And the miclones seem to have developed yet another new weapon.\Facing them would prove rather difficult.\In any case, you said I had new orders?\Return to the Earth. This will require someone with experience. response:	I'll have them refrain from further operations until your arrival.
context: I can't believe it.\Show me those visuals again.\According to our reports, there is disorder among those dispatched to Earth.\And the miclones seem to have developed yet another new weapon.\Facing them would prove rather difficult.\In any case, you said I had new orders?\Return to the Earth. This will require someone with experience.\I'll have them refrain from further operations until your arrival. response:	Excellency?
context: Show me those visuals again.\According to our reports, there is disorder among those dispatched to Earth.\And the miclones seem to have developed yet another new weapon.\Facing them would prove rather difficult.\In any case, you said I had new orders?\Return to the Earth. This will require someone with experience.\I'll have them refrain from further operations until your arrival.\Excellency? response:	What is it?
context: According to our reports, there is disorder among those dispatched to Earth.\And the miclones seem to have developed yet another new weapon.\Facing them would prove rather difficult.\In any case, you said I had new orders?\Return to the Earth. This will require someone with experience.\I'll have them refrain from further operations until your arrival.\Excellency?\What is it? response:	Could you place the Adoclas Fleet under my command?
context: And the miclones seem to have developed yet another new weapon.\Facing them would prove rather difficult.\In any case, you said I had new orders?\Return to the Earth. This will require someone with experience.\I'll have them refrain from further operations until your arrival.\Excellency?\What is it?\Could you place the Adoclas Fleet under my command? response:	You think that will be necessary?
context: Facing them would prove rather difficult.\In any case, you said I had new orders?\Return to the Earth. This will require someone with experience.\I'll have them refrain from further operations until your arrival.\Excellency?\What is it?\Could you place the Adoclas Fleet under my command?\You think that will be necessary? response:	In the short term, I would like to be prepared for any contingency.
context: In any case, you said I had new orders?\Return to the Earth. This will require someone with experience.\I'll have them refrain from further operations until your arrival.\Excellency?\What is it?\Could you place the Adoclas Fleet under my command?\You think that will be necessary?\In the short term, I would like to be prepared for any contingency. response:	Very well, you have my permission.
context: Return to the Earth. This will require someone with experience.\I'll have them refrain from further operations until your arrival.\Excellency?\What is it?\Could you place the Adoclas Fleet under my command?\You think that will be necessary?\In the short term, I would like to be prepared for any contingency.\Very well, you have my permission. response:	Sir!
context: I'll have them refrain from further operations until your arrival.\Excellency?\What is it?\Could you place the Adoclas Fleet under my command?\You think that will be necessary?\In the short term, I would like to be prepared for any contingency.\Very well, you have my permission.\Sir! response:	Commander Britai of the Adoclas Fleet...
context: Excellency?\What is it?\Could you place the Adoclas Fleet under my command?\You think that will be necessary?\In the short term, I would like to be prepared for any contingency.\Very well, you have my permission.\Sir!\Commander Britai of the Adoclas Fleet... response:	Was there something else?
context: What is it?\Could you place the Adoclas Fleet under my command?\You think that will be necessary?\In the short term, I would like to be prepared for any contingency.\Very well, you have my permission.\Sir!\Commander Britai of the Adoclas Fleet...\Was there something else? response:	Your speech has become impolite.
context: Could you place the Adoclas Fleet under my command?\You think that will be necessary?\In the short term, I would like to be prepared for any contingency.\Very well, you have my permission.\Sir!\Commander Britai of the Adoclas Fleet...\Was there something else?\Your speech has become impolite. response:	Your Excellency must be imagining it.
context: You think that will be necessary?\In the short term, I would like to be prepared for any contingency.\Very well, you have my permission.\Sir!\Commander Britai of the Adoclas Fleet...\Was there something else?\Your speech has become impolite.\Your Excellency must be imagining it. response:	How did it go, sir?
context: In the short term, I would like to be prepared for any contingency.\Very well, you have my permission.\Sir!\Commander Britai of the Adoclas Fleet...\Was there something else?\Your speech has become impolite.\Your Excellency must be imagining it.\How did it go, sir? response:	I'm taking the Adoclas Fleet and returning to that star system.
context: Very well, you have my permission.\Sir!\Commander Britai of the Adoclas Fleet...\Was there something else?\Your speech has become impolite.\Your Excellency must be imagining it.\How did it go, sir?\I'm taking the Adoclas Fleet and returning to that star system. response:	Aah...
context: Sir!\Commander Britai of the Adoclas Fleet...\Was there something else?\Your speech has become impolite.\Your Excellency must be imagining it.\How did it go, sir?\I'm taking the Adoclas Fleet and returning to that star system.\Aah... response:	With a fleet of 1,200 ships.
context: Commander Britai of the Adoclas Fleet...\Was there something else?\Your speech has become impolite.\Your Excellency must be imagining it.\How did it go, sir?\I'm taking the Adoclas Fleet and returning to that star system.\Aah...\With a fleet of 1,200 ships. response:	Yes, I think I understand exactly what his Excellency Bodolzaa intends.
context: Was there something else?\Your speech has become impolite.\Your Excellency must be imagining it.\How did it go, sir?\I'm taking the Adoclas Fleet and returning to that star system.\Aah...\With a fleet of 1,200 ships.\Yes, I think I understand exactly what his Excellency Bodolzaa intends. response:	Still, 1,200 ships might not be enough.
context: Your speech has become impolite.\Your Excellency must be imagining it.\How did it go, sir?\I'm taking the Adoclas Fleet and returning to that star system.\Aah...\With a fleet of 1,200 ships.\Yes, I think I understand exactly what his Excellency Bodolzaa intends.\Still, 1,200 ships might not be enough. response:	I see...
context: Your Excellency must be imagining it.\How did it go, sir?\I'm taking the Adoclas Fleet and returning to that star system.\Aah...\With a fleet of 1,200 ships.\Yes, I think I understand exactly what his Excellency Bodolzaa intends.\Still, 1,200 ships might not be enough.\I see... response:	All ships, prepare to fold to operation space!
context: How did it go, sir?\I'm taking the Adoclas Fleet and returning to that star system.\Aah...\With a fleet of 1,200 ships.\Yes, I think I understand exactly what his Excellency Bodolzaa intends.\Still, 1,200 ships might not be enough.\I see...\All ships, prepare to fold to operation space! response:	All ships, prepare for fold!
context: I'm taking the Adoclas Fleet and returning to that star system.\Aah...\With a fleet of 1,200 ships.\Yes, I think I understand exactly what his Excellency Bodolzaa intends.\Still, 1,200 ships might not be enough.\I see...\All ships, prepare to fold to operation space!\All ships, prepare for fold! response:	Sync coordinate patterns with the flagship!
context: Aah...\With a fleet of 1,200 ships.\Yes, I think I understand exactly what his Excellency Bodolzaa intends.\Still, 1,200 ships might not be enough.\I see...\All ships, prepare to fold to operation space!\All ships, prepare for fold!\Sync coordinate patterns with the flagship! response:	Move into fold position!
context: With a fleet of 1,200 ships.\Yes, I think I understand exactly what his Excellency Bodolzaa intends.\Still, 1,200 ships might not be enough.\I see...\All ships, prepare to fold to operation space!\All ships, prepare for fold!\Sync coordinate patterns with the flagship!\Move into fold position! response:	Commencing fold countdown!
context: Yes, I think I understand exactly what his Excellency Bodolzaa intends.\Still, 1,200 ships might not be enough.\I see...\All ships, prepare to fold to operation space!\All ships, prepare for fold!\Sync coordinate patterns with the flagship!\Move into fold position!\Commencing fold countdown! response:	Okay!
context: Still, 1,200 ships might not be enough.\I see...\All ships, prepare to fold to operation space!\All ships, prepare for fold!\Sync coordinate patterns with the flagship!\Move into fold position!\Commencing fold countdown!\Okay! response:	Okay!
context: I see...\All ships, prepare to fold to operation space!\All ships, prepare for fold!\Sync coordinate patterns with the flagship!\Move into fold position!\Commencing fold countdown!\Okay!\Okay! response:	There sure are a lot of trucks coming in.
context: All ships, prepare to fold to operation space!\All ships, prepare for fold!\Sync coordinate patterns with the flagship!\Move into fold position!\Commencing fold countdown!\Okay!\Okay!\There sure are a lot of trucks coming in. response:	Maybe we'll be heading out someplace again.
context: All ships, prepare for fold!\Sync coordinate patterns with the flagship!\Move into fold position!\Commencing fold countdown!\Okay!\Okay!\There sure are a lot of trucks coming in.\Maybe we'll be heading out someplace again. response:	They say that everyone thinks we're dead.
context: Sync coordinate patterns with the flagship!\Move into fold position!\Commencing fold countdown!\Okay!\Okay!\There sure are a lot of trucks coming in.\Maybe we'll be heading out someplace again.\They say that everyone thinks we're dead. response:	What, so now we're ghosts without a country to call home?
context: Move into fold position!\Commencing fold countdown!\Okay!\Okay!\There sure are a lot of trucks coming in.\Maybe we'll be heading out someplace again.\They say that everyone thinks we're dead.\What, so now we're ghosts without a country to call home? response:	What's so bad about that? We're already used to living here.
