context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	Lohmeyer-senpai?
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Lohmeyer-senpai? response:	Oh, Hagu-chan, you haven't met him before?
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Lohmeyer-senpai?\Oh, Hagu-chan, you haven't met him before? response:	Nope.
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Lohmeyer-senpai?\Oh, Hagu-chan, you haven't met him before?\Nope. response:	Lohmeyer-senpai used to live in our apartment.
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\Lohmeyer-senpai?\Oh, Hagu-chan, you haven't met him before?\Nope.\Lohmeyer-senpai used to live in our apartment. response:	There we go...
context: Now we must depart\mou ikanakucha\To our own separate ways\Lohmeyer-senpai?\Oh, Hagu-chan, you haven't met him before?\Nope.\Lohmeyer-senpai used to live in our apartment.\There we go... response:	He had strong arms... and a friendly smile.
context: mou ikanakucha\To our own separate ways\Lohmeyer-senpai?\Oh, Hagu-chan, you haven't met him before?\Nope.\Lohmeyer-senpai used to live in our apartment.\There we go...\He had strong arms... and a friendly smile. response:	He was really an amazing senpai!
context: To our own separate ways\Lohmeyer-senpai?\Oh, Hagu-chan, you haven't met him before?\Nope.\Lohmeyer-senpai used to live in our apartment.\There we go...\He had strong arms... and a friendly smile.\He was really an amazing senpai! response:	Dreamy
context: Lohmeyer-senpai?\Oh, Hagu-chan, you haven't met him before?\Nope.\Lohmeyer-senpai used to live in our apartment.\There we go...\He had strong arms... and a friendly smile.\He was really an amazing senpai!\Dreamy response:	Lohmeyer-senpai?!
context: Oh, Hagu-chan, you haven't met him before?\Nope.\Lohmeyer-senpai used to live in our apartment.\There we go...\He had strong arms... and a friendly smile.\He was really an amazing senpai!\Dreamy\Lohmeyer-senpai?! response:	Dreamy
context: Nope.\Lohmeyer-senpai used to live in our apartment.\There we go...\He had strong arms... and a friendly smile.\He was really an amazing senpai!\Dreamy\Lohmeyer-senpai?!\Dreamy response:	You guys get so dreamy when we talk about Lohmeyer-senpai.
context: Lohmeyer-senpai used to live in our apartment.\There we go...\He had strong arms... and a friendly smile.\He was really an amazing senpai!\Dreamy\Lohmeyer-senpai?!\Dreamy\You guys get so dreamy when we talk about Lohmeyer-senpai. response:	So he's an amazing person?
context: There we go...\He had strong arms... and a friendly smile.\He was really an amazing senpai!\Dreamy\Lohmeyer-senpai?!\Dreamy\You guys get so dreamy when we talk about Lohmeyer-senpai.\So he's an amazing person? response:	Yeah! Without a doubt!
context: He had strong arms... and a friendly smile.\He was really an amazing senpai!\Dreamy\Lohmeyer-senpai?!\Dreamy\You guys get so dreamy when we talk about Lohmeyer-senpai.\So he's an amazing person?\Yeah! Without a doubt! response:	That's right... I met Lohmeyer-senpai for the first time, some time after I met Hagu-chan.
context: He was really an amazing senpai!\Dreamy\Lohmeyer-senpai?!\Dreamy\You guys get so dreamy when we talk about Lohmeyer-senpai.\So he's an amazing person?\Yeah! Without a doubt!\That's right... I met Lohmeyer-senpai for the first time, some time after I met Hagu-chan. response:	I'm sick of somen.
context: Dreamy\Lohmeyer-senpai?!\Dreamy\You guys get so dreamy when we talk about Lohmeyer-senpai.\So he's an amazing person?\Yeah! Without a doubt!\That's right... I met Lohmeyer-senpai for the first time, some time after I met Hagu-chan.\I'm sick of somen. response:	Meat
context: Lohmeyer-senpai?!\Dreamy\You guys get so dreamy when we talk about Lohmeyer-senpai.\So he's an amazing person?\Yeah! Without a doubt!\That's right... I met Lohmeyer-senpai for the first time, some time after I met Hagu-chan.\I'm sick of somen.\Meat response:	Where's the meat?
context: Dreamy\You guys get so dreamy when we talk about Lohmeyer-senpai.\So he's an amazing person?\Yeah! Without a doubt!\That's right... I met Lohmeyer-senpai for the first time, some time after I met Hagu-chan.\I'm sick of somen.\Meat\Where's the meat? response:	Meat! Meat! I want to eat meat!
context: You guys get so dreamy when we talk about Lohmeyer-senpai.\So he's an amazing person?\Yeah! Without a doubt!\That's right... I met Lohmeyer-senpai for the first time, some time after I met Hagu-chan.\I'm sick of somen.\Meat\Where's the meat?\Meat! Meat! I want to eat meat! response:	Give me meat, meat, meat, meat, meat!
context: So he's an amazing person?\Yeah! Without a doubt!\That's right... I met Lohmeyer-senpai for the first time, some time after I met Hagu-chan.\I'm sick of somen.\Meat\Where's the meat?\Meat! Meat! I want to eat meat!\Give me meat, meat, meat, meat, meat! response:	Morita-san, making a fuss won't get us any meat.
context: Yeah! Without a doubt!\That's right... I met Lohmeyer-senpai for the first time, some time after I met Hagu-chan.\I'm sick of somen.\Meat\Where's the meat?\Meat! Meat! I want to eat meat!\Give me meat, meat, meat, meat, meat!\Morita-san, making a fuss won't get us any meat. response:	Payday hasn't arrived yet, so it's hard going...
context: That's right... I met Lohmeyer-senpai for the first time, some time after I met Hagu-chan.\I'm sick of somen.\Meat\Where's the meat?\Meat! Meat! I want to eat meat!\Give me meat, meat, meat, meat, meat!\Morita-san, making a fuss won't get us any meat.\Payday hasn't arrived yet, so it's hard going... response:	No more somen!
context: I'm sick of somen.\Meat\Where's the meat?\Meat! Meat! I want to eat meat!\Give me meat, meat, meat, meat, meat!\Morita-san, making a fuss won't get us any meat.\Payday hasn't arrived yet, so it's hard going...\No more somen! response:	Who's complaining about my family's somen?!
context: Meat\Where's the meat?\Meat! Meat! I want to eat meat!\Give me meat, meat, meat, meat, meat!\Morita-san, making a fuss won't get us any meat.\Payday hasn't arrived yet, so it's hard going...\No more somen!\Who's complaining about my family's somen?! response:	MEAT
context: Where's the meat?\Meat! Meat! I want to eat meat!\Give me meat, meat, meat, meat, meat!\Morita-san, making a fuss won't get us any meat.\Payday hasn't arrived yet, so it's hard going...\No more somen!\Who's complaining about my family's somen?!\MEAT response:	Meat!
context: Meat! Meat! I want to eat meat!\Give me meat, meat, meat, meat, meat!\Morita-san, making a fuss won't get us any meat.\Payday hasn't arrived yet, so it's hard going...\No more somen!\Who's complaining about my family's somen?!\MEAT\Meat! response:	Don't eat it if you don't like it!
context: Give me meat, meat, meat, meat, meat!\Morita-san, making a fuss won't get us any meat.\Payday hasn't arrived yet, so it's hard going...\No more somen!\Who's complaining about my family's somen?!\MEAT\Meat!\Don't eat it if you don't like it! response:	Give me meat! I'm begging you!
context: Morita-san, making a fuss won't get us any meat.\Payday hasn't arrived yet, so it's hard going...\No more somen!\Who's complaining about my family's somen?!\MEAT\Meat!\Don't eat it if you don't like it!\Give me meat! I'm begging you! response:	I can understand why Morita-san would go off like that though.
context: Payday hasn't arrived yet, so it's hard going...\No more somen!\Who's complaining about my family's somen?!\MEAT\Meat!\Don't eat it if you don't like it!\Give me meat! I'm begging you!\I can understand why Morita-san would go off like that though. response:	We haven't eaten meat in a while...
context: No more somen!\Who's complaining about my family's somen?!\MEAT\Meat!\Don't eat it if you don't like it!\Give me meat! I'm begging you!\I can understand why Morita-san would go off like that though.\We haven't eaten meat in a while... response:	Makes things rough, doesn't it?
context: Who's complaining about my family's somen?!\MEAT\Meat!\Don't eat it if you don't like it!\Give me meat! I'm begging you!\I can understand why Morita-san would go off like that though.\We haven't eaten meat in a while...\Makes things rough, doesn't it? response:	As young adults, living without meat is...
context: MEAT\Meat!\Don't eat it if you don't like it!\Give me meat! I'm begging you!\I can understand why Morita-san would go off like that though.\We haven't eaten meat in a while...\Makes things rough, doesn't it?\As young adults, living without meat is... response:	If they had the smell of meat for aroma therapy, maybe it'd calm us down?
context: Meat!\Don't eat it if you don't like it!\Give me meat! I'm begging you!\I can understand why Morita-san would go off like that though.\We haven't eaten meat in a while...\Makes things rough, doesn't it?\As young adults, living without meat is...\If they had the smell of meat for aroma therapy, maybe it'd calm us down? response:	Japanese Beef
context: Don't eat it if you don't like it!\Give me meat! I'm begging you!\I can understand why Morita-san would go off like that though.\We haven't eaten meat in a while...\Makes things rough, doesn't it?\As young adults, living without meat is...\If they had the smell of meat for aroma therapy, maybe it'd calm us down?\Japanese Beef response:	Meat Juice
context: Give me meat! I'm begging you!\I can understand why Morita-san would go off like that though.\We haven't eaten meat in a while...\Makes things rough, doesn't it?\As young adults, living without meat is...\If they had the smell of meat for aroma therapy, maybe it'd calm us down?\Japanese Beef\Meat Juice response:	Waft
context: I can understand why Morita-san would go off like that though.\We haven't eaten meat in a while...\Makes things rough, doesn't it?\As young adults, living without meat is...\If they had the smell of meat for aroma therapy, maybe it'd calm us down?\Japanese Beef\Meat Juice\Waft response:	It won't satisfy our hunger, so it'd just make things twice as hard...
context: We haven't eaten meat in a while...\Makes things rough, doesn't it?\As young adults, living without meat is...\If they had the smell of meat for aroma therapy, maybe it'd calm us down?\Japanese Beef\Meat Juice\Waft\It won't satisfy our hunger, so it'd just make things twice as hard... response:	Oh, that reminds me. Mayama-senpai?
context: Makes things rough, doesn't it?\As young adults, living without meat is...\If they had the smell of meat for aroma therapy, maybe it'd calm us down?\Japanese Beef\Meat Juice\Waft\It won't satisfy our hunger, so it'd just make things twice as hard...\Oh, that reminds me. Mayama-senpai? response:	I've been meaning to ask you... this room has been empty for a while...
context: As young adults, living without meat is...\If they had the smell of meat for aroma therapy, maybe it'd calm us down?\Japanese Beef\Meat Juice\Waft\It won't satisfy our hunger, so it'd just make things twice as hard...\Oh, that reminds me. Mayama-senpai?\I've been meaning to ask you... this room has been empty for a while... response:	Why isn't anyone moving in there?
context: If they had the smell of meat for aroma therapy, maybe it'd calm us down?\Japanese Beef\Meat Juice\Waft\It won't satisfy our hunger, so it'd just make things twice as hard...\Oh, that reminds me. Mayama-senpai?\I've been meaning to ask you... this room has been empty for a while...\Why isn't anyone moving in there? response:	Oh, that room is...
context: Japanese Beef\Meat Juice\Waft\It won't satisfy our hunger, so it'd just make things twice as hard...\Oh, that reminds me. Mayama-senpai?\I've been meaning to ask you... this room has been empty for a while...\Why isn't anyone moving in there?\Oh, that room is... response:	That room is...?
