context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright, response:	and sit back from the screen,'kay?
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay? response:	Ouch! Ouchy, ouch!
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Ouch! Ouchy, ouch! response:	Gray!
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Ouch! Ouchy, ouch!\Gray! response:	Got it!
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Ouch! Ouchy, ouch!\Gray!\Got it! response:	There!
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Ouch! Ouchy, ouch!\Gray!\Got it!\There! response:	Please lemme off!
context: Hey, all you viewers out there!\When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Ouch! Ouchy, ouch!\Gray!\Got it!\There!\Please lemme off! response:	You're the one who said he wanted to ride!
context: When you're watchin' Fairy Tail, make sure to keep the room nice and bright,\and sit back from the screen,'kay?\Ouch! Ouchy, ouch!\Gray!\Got it!\There!\Please lemme off!\You're the one who said he wanted to ride! response:	It'll be all right! I'll yell it out countless times.
context: and sit back from the screen,'kay?\Ouch! Ouchy, ouch!\Gray!\Got it!\There!\Please lemme off!\You're the one who said he wanted to ride!\It'll be all right! I'll yell it out countless times. response:	I believe your every tomorrow will be shining.
context: Ouch! Ouchy, ouch!\Gray!\Got it!\There!\Please lemme off!\You're the one who said he wanted to ride!\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining. response:	The intersection of all people
context: Gray!\Got it!\There!\Please lemme off!\You're the one who said he wanted to ride!\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people response:	Never giving up. And that's why we're not gonna lose!
context: Got it!\There!\Please lemme off!\You're the one who said he wanted to ride!\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose! response:	When it seems like you'll be blown away by the headwinds,
context: There!\Please lemme off!\You're the one who said he wanted to ride!\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds, response:	grasp this hand, try to take a chance.
context: Please lemme off!\You're the one who said he wanted to ride!\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance. response:	Because you're not alone anymore, got it?
context: You're the one who said he wanted to ride!\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it? response:	Go forward, more and more!
context: It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more! response:	Don't give up on your awesome dream!
context: I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream! response:	That's right, don't cry!
context: The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry! response:	Move on, my way!
context: Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way! response:	Now, with the light shining down upon you.
context: When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you. response:	Don't even think about something like giving up!
context: grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up! response:	Even if you trade being hurt again for strength.
context: Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength. response:	Your eyes, always looking straight ahead,
context: Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead, response:	can surely see the light!
context: Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light! response:	This is Akane Resort.
context: That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\This is Akane Resort. response:	It's the most popular tourist spot in the Kingdom, located by the sea.
context: Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\This is Akane Resort.\It's the most popular tourist spot in the Kingdom, located by the sea. response:	There's a giant amusement park and a five-star hotel next door.
context: Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\This is Akane Resort.\It's the most popular tourist spot in the Kingdom, located by the sea.\There's a giant amusement park and a five-star hotel next door. response:	There's a beach which will keep you coming back again and again.
context: Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\This is Akane Resort.\It's the most popular tourist spot in the Kingdom, located by the sea.\There's a giant amusement park and a five-star hotel next door.\There's a beach which will keep you coming back again and again. response:	And then there's the sea expanding out to the infinite horizon...
context: Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\This is Akane Resort.\It's the most popular tourist spot in the Kingdom, located by the sea.\There's a giant amusement park and a five-star hotel next door.\There's a beach which will keep you coming back again and again.\And then there's the sea expanding out to the infinite horizon... response:	Using the tickets they received from Loke,
context: Your eyes, always looking straight ahead,\can surely see the light!\This is Akane Resort.\It's the most popular tourist spot in the Kingdom, located by the sea.\There's a giant amusement park and a five-star hotel next door.\There's a beach which will keep you coming back again and again.\And then there's the sea expanding out to the infinite horizon...\Using the tickets they received from Loke, response:	Natsu and the others are visiting and having some excellent time off.
context: can surely see the light!\This is Akane Resort.\It's the most popular tourist spot in the Kingdom, located by the sea.\There's a giant amusement park and a five-star hotel next door.\There's a beach which will keep you coming back again and again.\And then there's the sea expanding out to the infinite horizon...\Using the tickets they received from Loke,\Natsu and the others are visiting and having some excellent time off. response:	Give me back my boxers!
context: This is Akane Resort.\It's the most popular tourist spot in the Kingdom, located by the sea.\There's a giant amusement park and a five-star hotel next door.\There's a beach which will keep you coming back again and again.\And then there's the sea expanding out to the infinite horizon...\Using the tickets they received from Loke,\Natsu and the others are visiting and having some excellent time off.\Give me back my boxers! response:	Not on your life!
