context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars response:	omoide wa tokenai
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai response:	My memories won't fade away
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away response:	yotsuba no clover sagashinagara kimi no kao
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao response:	I steal a glance at you as we look for four-leaf clovers,
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers, response:	chirari nusumi mite wa me o sorasu
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu response:	But then divert my eyes
context: nakushita yakusoku wa hoshi ni\Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes response:	yasashii ame wa furu watashitachi no ue ni
context: Send the lost promises to the stars\omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni response:	The gentle rain falls above our heads
context: omoide wa tokenai\My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads response:	surechigau hito no kazu dake dramatic ni naru no
context: My memories won't fade away\yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no response:	as it becomes as dramatic as the number of people passing by
context: yotsuba no clover sagashinagara kimi no kao\I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by response:	kowareta taisetsu na mono to
context: I steal a glance at you as we look for four-leaf clovers,\chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to response:	I wonder if we'll ever be able to
context: chirari nusumi mite wa me o sorasu\But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to response:	itsuka mata aeru hi ga kurukashira
context: But then divert my eyes\yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira response:	reunite with those precious things that were broken
context: yasashii ame wa furu watashitachi no ue ni\The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken response:	nokoshita kizuato ga kienai
context: The gentle rain falls above our heads\surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai response:	The scars that were left behind won't go away
context: surechigau hito no kazu dake dramatic ni naru no\as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away response:	sorezore no basho made
context: as it becomes as dramatic as the number of people passing by\kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made response:	Now we must depart
context: kowareta taisetsu na mono to\I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart response:	mou ikanakucha
context: I wonder if we'll ever be able to\itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha response:	To our own separate ways
context: itsuka mata aeru hi ga kurukashira\reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways response:	It's dawn...
context: reunite with those precious things that were broken\nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It's dawn... response:	What nice weather...
context: nokoshita kizuato ga kienai\The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It's dawn...\What nice weather... response:	Although this light is already torturous...
context: The scars that were left behind won't go away\sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It's dawn...\What nice weather...\Although this light is already torturous... response:	Mayama, please close the curtain! I'm going to turn into sand!
context: sorezore no basho made\Now we must depart\mou ikanakucha\To our own separate ways\It's dawn...\What nice weather...\Although this light is already torturous...\Mayama, please close the curtain! I'm going to turn into sand! response:	I can't see the screen...
context: Now we must depart\mou ikanakucha\To our own separate ways\It's dawn...\What nice weather...\Although this light is already torturous...\Mayama, please close the curtain! I'm going to turn into sand!\I can't see the screen... response:	I'm back!
context: mou ikanakucha\To our own separate ways\It's dawn...\What nice weather...\Although this light is already torturous...\Mayama, please close the curtain! I'm going to turn into sand!\I can't see the screen...\I'm back! response:	Oh, this voice is...!
context: To our own separate ways\It's dawn...\What nice weather...\Although this light is already torturous...\Mayama, please close the curtain! I'm going to turn into sand!\I can't see the screen...\I'm back!\Oh, this voice is...! response:	Oh, man! That totally woke me up.
context: It's dawn...\What nice weather...\Although this light is already torturous...\Mayama, please close the curtain! I'm going to turn into sand!\I can't see the screen...\I'm back!\Oh, this voice is...!\Oh, man! That totally woke me up. response:	Massages sure are nice.
context: What nice weather...\Although this light is already torturous...\Mayama, please close the curtain! I'm going to turn into sand!\I can't see the screen...\I'm back!\Oh, this voice is...!\Oh, man! That totally woke me up.\Massages sure are nice. response:	What's with all the tired faces?
context: Although this light is already torturous...\Mayama, please close the curtain! I'm going to turn into sand!\I can't see the screen...\I'm back!\Oh, this voice is...!\Oh, man! That totally woke me up.\Massages sure are nice.\What's with all the tired faces? response:	You should go get a massage.
context: Mayama, please close the curtain! I'm going to turn into sand!\I can't see the screen...\I'm back!\Oh, this voice is...!\Oh, man! That totally woke me up.\Massages sure are nice.\What's with all the tired faces?\You should go get a massage. response:	I have discount tickets.
context: I can't see the screen...\I'm back!\Oh, this voice is...!\Oh, man! That totally woke me up.\Massages sure are nice.\What's with all the tired faces?\You should go get a massage.\I have discount tickets. response:	Now, let's aim for another lively day of work!
context: I'm back!\Oh, this voice is...!\Oh, man! That totally woke me up.\Massages sure are nice.\What's with all the tired faces?\You should go get a massage.\I have discount tickets.\Now, let's aim for another lively day of work! response:	Monkel is a pun on a Japanese energy drink called Yunkel.
context: Oh, this voice is...!\Oh, man! That totally woke me up.\Massages sure are nice.\What's with all the tired faces?\You should go get a massage.\I have discount tickets.\Now, let's aim for another lively day of work!\Monkel is a pun on a Japanese energy drink called Yunkel. response:	Discount tickets to a massage parlor...!
context: Oh, man! That totally woke me up.\Massages sure are nice.\What's with all the tired faces?\You should go get a massage.\I have discount tickets.\Now, let's aim for another lively day of work!\Monkel is a pun on a Japanese energy drink called Yunkel.\Discount tickets to a massage parlor...! response:	AND a Monkel drink...
context: Massages sure are nice.\What's with all the tired faces?\You should go get a massage.\I have discount tickets.\Now, let's aim for another lively day of work!\Monkel is a pun on a Japanese energy drink called Yunkel.\Discount tickets to a massage parlor...!\AND a Monkel drink... response:	On top of that, she's drinking Monkel Royal, marketed by the industry to people in their fifties...!
context: What's with all the tired faces?\You should go get a massage.\I have discount tickets.\Now, let's aim for another lively day of work!\Monkel is a pun on a Japanese energy drink called Yunkel.\Discount tickets to a massage parlor...!\AND a Monkel drink...\On top of that, she's drinking Monkel Royal, marketed by the industry to people in their fifties...! response:	That feels good!
context: You should go get a massage.\I have discount tickets.\Now, let's aim for another lively day of work!\Monkel is a pun on a Japanese energy drink called Yunkel.\Discount tickets to a massage parlor...!\AND a Monkel drink...\On top of that, she's drinking Monkel Royal, marketed by the industry to people in their fifties...!\That feels good! response:	You're wonderful, Miwako-san
context: I have discount tickets.\Now, let's aim for another lively day of work!\Monkel is a pun on a Japanese energy drink called Yunkel.\Discount tickets to a massage parlor...!\AND a Monkel drink...\On top of that, she's drinking Monkel Royal, marketed by the industry to people in their fifties...!\That feels good!\You're wonderful, Miwako-san response:	You're very manly
context: Now, let's aim for another lively day of work!\Monkel is a pun on a Japanese energy drink called Yunkel.\Discount tickets to a massage parlor...!\AND a Monkel drink...\On top of that, she's drinking Monkel Royal, marketed by the industry to people in their fifties...!\That feels good!\You're wonderful, Miwako-san\You're very manly response:	My goodness, what's the matter, Leader?
context: Monkel is a pun on a Japanese energy drink called Yunkel.\Discount tickets to a massage parlor...!\AND a Monkel drink...\On top of that, she's drinking Monkel Royal, marketed by the industry to people in their fifties...!\That feels good!\You're wonderful, Miwako-san\You're very manly\My goodness, what's the matter, Leader? response:	That (7-3 split ) is very cool also
context: Discount tickets to a massage parlor...!\AND a Monkel drink...\On top of that, she's drinking Monkel Royal, marketed by the industry to people in their fifties...!\That feels good!\You're wonderful, Miwako-san\You're very manly\My goodness, what's the matter, Leader?\That (7-3 split ) is very cool also response:	The 7-3 split is a stereotypical Japanese old man hairdo when they split 70 of their hair one way and 30 the other.
context: AND a Monkel drink...\On top of that, she's drinking Monkel Royal, marketed by the industry to people in their fifties...!\That feels good!\You're wonderful, Miwako-san\You're very manly\My goodness, what's the matter, Leader?\That (7-3 split ) is very cool also\The 7-3 split is a stereotypical Japanese old man hairdo when they split 70 of their hair one way and 30 the other. response:	Oh, so these are what you made the other day?
context: On top of that, she's drinking Monkel Royal, marketed by the industry to people in their fifties...!\That feels good!\You're wonderful, Miwako-san\You're very manly\My goodness, what's the matter, Leader?\That (7-3 split ) is very cool also\The 7-3 split is a stereotypical Japanese old man hairdo when they split 70 of their hair one way and 30 the other.\Oh, so these are what you made the other day? response:	They're nice.
context: That feels good!\You're wonderful, Miwako-san\You're very manly\My goodness, what's the matter, Leader?\That (7-3 split ) is very cool also\The 7-3 split is a stereotypical Japanese old man hairdo when they split 70 of their hair one way and 30 the other.\Oh, so these are what you made the other day?\They're nice. response:	That's our Nomiya.
context: You're wonderful, Miwako-san\You're very manly\My goodness, what's the matter, Leader?\That (7-3 split ) is very cool also\The 7-3 split is a stereotypical Japanese old man hairdo when they split 70 of their hair one way and 30 the other.\Oh, so these are what you made the other day?\They're nice.\That's our Nomiya. response:	You sure are dextrous for a first timer.
context: You're very manly\My goodness, what's the matter, Leader?\That (7-3 split ) is very cool also\The 7-3 split is a stereotypical Japanese old man hairdo when they split 70 of their hair one way and 30 the other.\Oh, so these are what you made the other day?\They're nice.\That's our Nomiya.\You sure are dextrous for a first timer. response:	On the other hand, your earlier work was better, Mayama.
context: My goodness, what's the matter, Leader?\That (7-3 split ) is very cool also\The 7-3 split is a stereotypical Japanese old man hairdo when they split 70 of their hair one way and 30 the other.\Oh, so these are what you made the other day?\They're nice.\That's our Nomiya.\You sure are dextrous for a first timer.\On the other hand, your earlier work was better, Mayama. response:	I just wasn't in the groove that day...
context: That (7-3 split ) is very cool also\The 7-3 split is a stereotypical Japanese old man hairdo when they split 70 of their hair one way and 30 the other.\Oh, so these are what you made the other day?\They're nice.\That's our Nomiya.\You sure are dextrous for a first timer.\On the other hand, your earlier work was better, Mayama.\I just wasn't in the groove that day... response:	It's because you were too busy getting in our way.
context: The 7-3 split is a stereotypical Japanese old man hairdo when they split 70 of their hair one way and 30 the other.\Oh, so these are what you made the other day?\They're nice.\That's our Nomiya.\You sure are dextrous for a first timer.\On the other hand, your earlier work was better, Mayama.\I just wasn't in the groove that day...\It's because you were too busy getting in our way. response:	That's right!
context: Oh, so these are what you made the other day?\They're nice.\That's our Nomiya.\You sure are dextrous for a first timer.\On the other hand, your earlier work was better, Mayama.\I just wasn't in the groove that day...\It's because you were too busy getting in our way.\That's right! response:	I wanted to talk with Yamada-san more.
context: They're nice.\That's our Nomiya.\You sure are dextrous for a first timer.\On the other hand, your earlier work was better, Mayama.\I just wasn't in the groove that day...\It's because you were too busy getting in our way.\That's right!\I wanted to talk with Yamada-san more. response:	Yamada is...
context: That's our Nomiya.\You sure are dextrous for a first timer.\On the other hand, your earlier work was better, Mayama.\I just wasn't in the groove that day...\It's because you were too busy getting in our way.\That's right!\I wanted to talk with Yamada-san more.\Yamada is... response:	You see, she's, well, how should I put it...
context: You sure are dextrous for a first timer.\On the other hand, your earlier work was better, Mayama.\I just wasn't in the groove that day...\It's because you were too busy getting in our way.\That's right!\I wanted to talk with Yamada-san more.\Yamada is...\You see, she's, well, how should I put it... response:	A naIve girl, the type you don't see very often these days.
context: On the other hand, your earlier work was better, Mayama.\I just wasn't in the groove that day...\It's because you were too busy getting in our way.\That's right!\I wanted to talk with Yamada-san more.\Yamada is...\You see, she's, well, how should I put it...\A naIve girl, the type you don't see very often these days. response:	Please don't make any moves on her unless you're serious.
context: I just wasn't in the groove that day...\It's because you were too busy getting in our way.\That's right!\I wanted to talk with Yamada-san more.\Yamada is...\You see, she's, well, how should I put it...\A naIve girl, the type you don't see very often these days.\Please don't make any moves on her unless you're serious. response:	Man, that doesn't sound nice...
context: It's because you were too busy getting in our way.\That's right!\I wanted to talk with Yamada-san more.\Yamada is...\You see, she's, well, how should I put it...\A naIve girl, the type you don't see very often these days.\Please don't make any moves on her unless you're serious.\Man, that doesn't sound nice... response:	He's totally treating us like germs. How rude!
context: That's right!\I wanted to talk with Yamada-san more.\Yamada is...\You see, she's, well, how should I put it...\A naIve girl, the type you don't see very often these days.\Please don't make any moves on her unless you're serious.\Man, that doesn't sound nice...\He's totally treating us like germs. How rude! response:	If you're going to say that much, then why don't you make an attack on her?
context: I wanted to talk with Yamada-san more.\Yamada is...\You see, she's, well, how should I put it...\A naIve girl, the type you don't see very often these days.\Please don't make any moves on her unless you're serious.\Man, that doesn't sound nice...\He's totally treating us like germs. How rude!\If you're going to say that much, then why don't you make an attack on her? response:	It seems to me that she likes you, Mayama.
