context: Water. response:	Earth.
context: Water.\Earth. response:	Fire.
context: Water.\Earth.\Fire. response:	Air.
context: Water.\Earth.\Fire.\Air. response:	Long ago, the four nations lived together in harmony.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony. response:	Then, everything changed when the Fire Nation attacked.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked. response:	Only the Avatar, master of all four elements, could stop them.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them. response:	But when the world needed him most, he vanished.
context: Water.\Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished. response:	A hundred years passed, and my brother and I discovered the new Avatar...
context: Earth.\Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar... response:	And although his airbending skills are great.
context: Fire.\Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great. response:	He has a lot to learn before he's ready to save anyone.
context: Air.\Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone. response:	But I believe Aang can save the world.
context: Long ago, the four nations lived together in harmony.\Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world. response:	Book One: Water Chapter Two: The Avatar Returns
context: Then, everything changed when the Fire Nation attacked.\Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Book One: Water Chapter Two: The Avatar Returns response:	Yay! Aang's back!
context: Only the Avatar, master of all four elements, could stop them.\But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Book One: Water Chapter Two: The Avatar Returns\Yay! Aang's back! response:	I knew it! You signaled the Fire Navy with that flare!
context: But when the world needed him most, he vanished.\A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Book One: Water Chapter Two: The Avatar Returns\Yay! Aang's back!\I knew it! You signaled the Fire Navy with that flare! response:	You're leading them straight to us, aren't you?
context: A hundred years passed, and my brother and I discovered the new Avatar...\And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Book One: Water Chapter Two: The Avatar Returns\Yay! Aang's back!\I knew it! You signaled the Fire Navy with that flare!\You're leading them straight to us, aren't you? response:	Aang didn't do anything. It was an accident.
context: And although his airbending skills are great.\He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Book One: Water Chapter Two: The Avatar Returns\Yay! Aang's back!\I knew it! You signaled the Fire Navy with that flare!\You're leading them straight to us, aren't you?\Aang didn't do anything. It was an accident. response:	Yeh, we were on the ship and there was this booby trap and well...
context: He has a lot to learn before he's ready to save anyone.\But I believe Aang can save the world.\Book One: Water Chapter Two: The Avatar Returns\Yay! Aang's back!\I knew it! You signaled the Fire Navy with that flare!\You're leading them straight to us, aren't you?\Aang didn't do anything. It was an accident.\Yeh, we were on the ship and there was this booby trap and well... response:	Katara, you shouldn't have gone on that ship. Now we could all be in danger!
context: But I believe Aang can save the world.\Book One: Water Chapter Two: The Avatar Returns\Yay! Aang's back!\I knew it! You signaled the Fire Navy with that flare!\You're leading them straight to us, aren't you?\Aang didn't do anything. It was an accident.\Yeh, we were on the ship and there was this booby trap and well...\Katara, you shouldn't have gone on that ship. Now we could all be in danger! response:	Don't blame Katara! I brought her there. It's my fault.
context: Book One: Water Chapter Two: The Avatar Returns\Yay! Aang's back!\I knew it! You signaled the Fire Navy with that flare!\You're leading them straight to us, aren't you?\Aang didn't do anything. It was an accident.\Yeh, we were on the ship and there was this booby trap and well...\Katara, you shouldn't have gone on that ship. Now we could all be in danger!\Don't blame Katara! I brought her there. It's my fault. response:	Aha! The traitor confesses! Warriors, away from the enemy!
context: Yay! Aang's back!\I knew it! You signaled the Fire Navy with that flare!\You're leading them straight to us, aren't you?\Aang didn't do anything. It was an accident.\Yeh, we were on the ship and there was this booby trap and well...\Katara, you shouldn't have gone on that ship. Now we could all be in danger!\Don't blame Katara! I brought her there. It's my fault.\Aha! The traitor confesses! Warriors, away from the enemy! response:	The foreigner is banned from our village!
context: I knew it! You signaled the Fire Navy with that flare!\You're leading them straight to us, aren't you?\Aang didn't do anything. It was an accident.\Yeh, we were on the ship and there was this booby trap and well...\Katara, you shouldn't have gone on that ship. Now we could all be in danger!\Don't blame Katara! I brought her there. It's my fault.\Aha! The traitor confesses! Warriors, away from the enemy!\The foreigner is banned from our village! response:	Sokka, you're making a mistake.
context: You're leading them straight to us, aren't you?\Aang didn't do anything. It was an accident.\Yeh, we were on the ship and there was this booby trap and well...\Katara, you shouldn't have gone on that ship. Now we could all be in danger!\Don't blame Katara! I brought her there. It's my fault.\Aha! The traitor confesses! Warriors, away from the enemy!\The foreigner is banned from our village!\Sokka, you're making a mistake. response:	No! I'm keeping my promise to Dad. I'm protecting you from threats like him!
context: Aang didn't do anything. It was an accident.\Yeh, we were on the ship and there was this booby trap and well...\Katara, you shouldn't have gone on that ship. Now we could all be in danger!\Don't blame Katara! I brought her there. It's my fault.\Aha! The traitor confesses! Warriors, away from the enemy!\The foreigner is banned from our village!\Sokka, you're making a mistake.\No! I'm keeping my promise to Dad. I'm protecting you from threats like him! response:	Aang is not our enemy! Don't you see?
context: Yeh, we were on the ship and there was this booby trap and well...\Katara, you shouldn't have gone on that ship. Now we could all be in danger!\Don't blame Katara! I brought her there. It's my fault.\Aha! The traitor confesses! Warriors, away from the enemy!\The foreigner is banned from our village!\Sokka, you're making a mistake.\No! I'm keeping my promise to Dad. I'm protecting you from threats like him!\Aang is not our enemy! Don't you see? response:	Aang's brought us something we haven't had in a long time. Fun.
context: Katara, you shouldn't have gone on that ship. Now we could all be in danger!\Don't blame Katara! I brought her there. It's my fault.\Aha! The traitor confesses! Warriors, away from the enemy!\The foreigner is banned from our village!\Sokka, you're making a mistake.\No! I'm keeping my promise to Dad. I'm protecting you from threats like him!\Aang is not our enemy! Don't you see?\Aang's brought us something we haven't had in a long time. Fun. response:	Fun? We can't fight firebenders with fun!
context: Don't blame Katara! I brought her there. It's my fault.\Aha! The traitor confesses! Warriors, away from the enemy!\The foreigner is banned from our village!\Sokka, you're making a mistake.\No! I'm keeping my promise to Dad. I'm protecting you from threats like him!\Aang is not our enemy! Don't you see?\Aang's brought us something we haven't had in a long time. Fun.\Fun? We can't fight firebenders with fun! response:	You should try it sometime.
context: Aha! The traitor confesses! Warriors, away from the enemy!\The foreigner is banned from our village!\Sokka, you're making a mistake.\No! I'm keeping my promise to Dad. I'm protecting you from threats like him!\Aang is not our enemy! Don't you see?\Aang's brought us something we haven't had in a long time. Fun.\Fun? We can't fight firebenders with fun!\You should try it sometime. response:	Get out of our village. Now!
context: The foreigner is banned from our village!\Sokka, you're making a mistake.\No! I'm keeping my promise to Dad. I'm protecting you from threats like him!\Aang is not our enemy! Don't you see?\Aang's brought us something we haven't had in a long time. Fun.\Fun? We can't fight firebenders with fun!\You should try it sometime.\Get out of our village. Now! response:	Grandmother, please, don't let Sokka do this.
context: Sokka, you're making a mistake.\No! I'm keeping my promise to Dad. I'm protecting you from threats like him!\Aang is not our enemy! Don't you see?\Aang's brought us something we haven't had in a long time. Fun.\Fun? We can't fight firebenders with fun!\You should try it sometime.\Get out of our village. Now!\Grandmother, please, don't let Sokka do this. response:	Katara, you knew going on that ship was forbidden.
context: No! I'm keeping my promise to Dad. I'm protecting you from threats like him!\Aang is not our enemy! Don't you see?\Aang's brought us something we haven't had in a long time. Fun.\Fun? We can't fight firebenders with fun!\You should try it sometime.\Get out of our village. Now!\Grandmother, please, don't let Sokka do this.\Katara, you knew going on that ship was forbidden. response:	Sokka is right. I think it best if the airbender leaves.
